AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:72,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:72
150.3477,-88.0,-72.0,,,,,-88.0,-84.0,-85.0,,,-89.0,,,,,,,,,-87.0,,,,,-88.0,,,,,,,,,,,,,,,,,,-88.0,-88.0,,,,,,,,2437.0,2417.0,,,,,2427.0,2437.0,2422.0,,,5220.0,,,,,,,,,2437.0,,,,,2462.0,,,,,,,,,,,,,,,,,,5320.0,5320.0,,,,,,,
154.3796,,-75.0,-83.0,,,,,,-87.0,,,,,,,-87.0,-86.0,,,,,,,,,-83.0,,,,,,,,,,-87.0,-87.0,,,,,,,-86.0,-86.0,,,,,,,,,2417.0,2452.0,,,,,,2422.0,,,,,,,2412.0,2412.0,,,,,,,,,2462.0,,,,,,,,,,5240.0,5240.0,,,,,,,5320.0,5320.0,,,,,,,
158.634,,-74.0,,,,,,-85.0,-85.0,,,,,,,-83.0,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,-85.0,,-86.0,-87.0,,-86.0,,,,-85.0,,,2417.0,,,,,,2437.0,2422.0,,,,,,,2412.0,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,2462.0,,5320.0,5320.0,,2412.0,,,,2462.0,
162.4616,,-72.0,,,,,,,-85.0,,,,,,,-81.0,-85.0,,,,,,,-85.0,,-84.0,,-83.0,-84.0,,,,,,,,-87.0,,,,,,,-87.0,,,,,,,,,,2417.0,,,,,,,2422.0,,,,,,,2412.0,2412.0,,,,,,,2412.0,,2462.0,,5520.0,5520.0,,,,,,,,5240.0,,,,,,,5320.0,,,,,,,,
166.7189,,-74.0,,,,,,,,,,,,,,-82.0,-81.0,,,-83.0,-84.0,-84.0,,-83.0,,,,-79.0,-79.0,,,,,,,,,-85.0,,,,,,,,,,,,,,,,2417.0,,,,,,,,,,,,,,2412.0,2412.0,,,2437.0,2437.0,2437.0,,2412.0,,,,5520.0,5520.0,,,,,,,,,5680.0,,,,,,,,,,,,,,
170.3652,,-76.0,-86.0,,,,,,,,,,,-83.0,,-80.0,-79.0,,,,-85.0,-84.0,,-81.0,,,,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,,,,,2462.0,,2412.0,2412.0,,,,2437.0,2437.0,,2412.0,,,,5520.0,5520.0,,,,,,,,,,,,,,,,,,,,,,,
174.5486,,-76.0,,,,,,,,,,,,,,-75.0,-79.0,,,-79.0,,-78.0,,-82.0,,,,-80.0,-79.0,,,,,,,-84.0,-84.0,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,,,,,,2412.0,2412.0,,,2437.0,,2437.0,,2412.0,,,,5520.0,5520.0,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,
178.5676,,-78.0,,,,,,,,,,,,-82.0,,-79.0,-79.0,,-84.0,-84.0,,-84.0,,,,,,-79.0,-78.0,,,,,,,,-85.0,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,,,,2462.0,,2412.0,2412.0,,2457.0,2437.0,,2437.0,,,,,,5520.0,5520.0,,,,,,,,5240.0,,,,,,,,,,,,,,,
182.6552,,-72.0,,,,,,,,,,,,,,,-81.0,,-83.0,,,-81.0,,-80.0,,-84.0,,-80.0,-80.0,,,,,,,,,,,,,,,-85.0,-85.0,,,,,,,,,2417.0,,,,,,,,,,,,,,,2412.0,,2457.0,,,2437.0,,2412.0,,2462.0,,5520.0,5520.0,,,,,,,,,,,,,,,5320.0,5320.0,,,,,,,
186.6557,,-77.0,-86.0,,,,,,,,,,,-84.0,,,,,-81.0,,-83.0,,,,,,,-80.0,-80.0,,,,,,,,,,,,-87.0,,,-87.0,-85.0,,,,,,,,,2417.0,2452.0,,,,,,,,,,,2462.0,,,,,2457.0,,2437.0,,,,,,,5520.0,5520.0,,,,,,,,,,,,5680.0,,,5320.0,5320.0,,,,,,,
190.6188,,-77.0,,,,,,,,,,,,-84.0,,-81.0,-79.0,,-82.0,,-81.0,,,,,-84.0,,-79.0,-79.0,,,,,,,,,,,,,,,,-86.0,,,,,,,,,2417.0,,,,,,,,,,,,2462.0,,2412.0,2412.0,,2457.0,,2437.0,,,,,2462.0,,5520.0,5520.0,,,,,,,,,,,,,,,,5320.0,,,,,,,
194.7062,,-78.0,-86.0,,,,,,,,,,,-85.0,,-84.0,,,-81.0,-82.0,,,,,,,,-81.0,-81.0,,,,,,,,,-85.0,,,,,,,-86.0,,,,,,,,,2417.0,2452.0,,,,,,,,,,,2462.0,,2412.0,,,2457.0,2437.0,,,,,,,,5520.0,5520.0,,,,,,,,,5680.0,,,,,,,5320.0,,,,,,,
198.6335,,,,,,,,,,,,,,-84.0,,-77.0,-78.0,,-84.0,-83.0,,,,,,-83.0,,-82.0,-81.0,,,,,,,,,-83.0,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2412.0,2412.0,,2457.0,2437.0,,,,,,2462.0,,5520.0,5520.0,,,,,,,,,5680.0,,,5680.0,,,,,,,,,,,
202.7181,,-78.0,,,,,,-88.0,,,,,,,,,,,,-88.0,-87.0,-87.0,,,,-87.0,,-88.0,,,,,,,,,,,-88.0,,,,,-86.0,-86.0,,,,,,,,,2417.0,,,,,,2437.0,,,,,,,,,,,,2437.0,2437.0,2437.0,,,,2462.0,,5520.0,,,,,,,,,,,5500.0,,,,,5320.0,5320.0,,,,,,,
206.7807,,,,-87.0,,,,,-82.0,,,,,,,-84.0,-86.0,,,-88.0,-88.0,-87.0,,,,-85.0,,,,,,,,,,-86.0,-86.0,,,,,,,,,,,,,,,,,,,2412.0,,,,,2422.0,,,,,,,2412.0,2412.0,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,
210.375,,-75.0,,,,,,,-85.0,,,,,,,-88.0,,,,-88.0,-87.0,-86.0,,,,-87.0,,,,,,,,-89.0,-87.0,,,,,,,,,,,,-90.0,,,,,,,2417.0,,,,,,,2422.0,,,,,,,2412.0,,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,2437.0,2412.0,,,,,,,,,,,,2412.0,,,,,
214.3247,,-69.0,,,,,,-86.0,-88.0,-81.0,,,-90.0,,,,-88.0,,,-90.0,-90.0,,,-88.0,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,2437.0,2422.0,2437.0,,,2462.0,,,,2412.0,,,2437.0,2437.0,,,2412.0,,,,,5520.0,,,,,,,,,,,,,,,,,,,,,,,
216.3181,,-67.0,,,,,,-85.0,-84.0,-89.0,,,,-91.0,,,,,,-90.0,-90.0,-89.0,,,,-91.0,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,2437.0,2422.0,2437.0,,,,2462.0,,,,,,2437.0,2437.0,2437.0,,,,2462.0,,5520.0,,,,,,,,,,,,,,,,,,,,,,,,
218.1898,,-75.0,,,,,,-83.0,-81.0,-87.0,-92.0,,,,-90.0,,,,,,,-92.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,2437.0,2422.0,2437.0,5220.0,,,,2437.0,,,,,,,2437.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.2938,,-66.0,-88.0,,-87.0,,,-86.0,,-76.0,-88.0,-88.0,-87.0,,,,,,,,,,-90.0,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,2437.0,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,5260.0,,,,,,,,,,,,,,,,,,,,
222.3026,,-60.0,-84.0,,,,-83.0,,-85.0,-77.0,-86.0,-88.0,,,-86.0,,,,,,,,,,,,,,,,-84.0,-84.0,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,
224.3433,,-60.0,,,,-84.0,-84.0,-86.0,-88.0,-82.0,-88.0,,-90.0,,,,,,,,,,,,,,,,,,-86.0,-85.0,,,,,,,,,,,,,,,,,,,,,,2417.0,,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,
226.3053,,-63.0,,,-87.0,,-88.0,-87.0,,-76.0,-86.0,,-89.0,,-83.0,,,,,,,,,,,,,,,,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,,,2417.0,,,2462.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,
228.2868,,-64.0,-92.0,,,,-88.0,-80.0,-79.0,-83.0,,,,,-88.0,,,,,,,,,,-93.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,,,2472.0,,,,,,,5260.0,,,,,,,,,,,,,,,,,,,,
230.1662,,-61.0,,,,,,-81.0,-80.0,,,,,,,,,,-94.0,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,2437.0,2422.0,,,,,,,,,,2457.0,,,,,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.2752,-91.0,,,,,,-93.0,-83.0,-88.0,-79.0,,,-91.0,,-88.0,,,,,,,,,,,,,,,,-86.0,-86.0,,,,-92.0,,,,,,,,,,,,,,,,,2437.0,,,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,,,,,,,5260.0,5260.0,,,,5240.0,,,,,,,,,,,,,,,,
234.3184,,-60.0,-87.0,,,,,-85.0,-84.0,-86.0,,,,,,,,,,,,,-90.0,,-90.0,-85.0,,,,,-89.0,-90.0,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,2437.0,2422.0,2437.0,,,,,,,,,,,,,2462.0,,2472.0,2462.0,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,
236.1828,-89.0,-58.0,-85.0,,-87.0,,-89.0,-73.0,-76.0,-78.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,2437.0,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,
238.2961,-89.0,-55.0,-84.0,,-85.0,,,-77.0,-85.0,-74.0,-86.0,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,-89.0,,,,,,,,,,,,,,2437.0,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,5220.0,,,,,,,,,,,,,,,,,,,,5260.0,,,,,,,,5500.0,,,,,,,,,,,,,
240.1409,,-55.0,-84.0,,-86.0,,-86.0,-76.0,-82.0,-84.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,-86.0,-86.0,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,
242.1359,,-58.0,-89.0,,-86.0,,-78.0,-75.0,-82.0,-79.0,-83.0,-82.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.166,,-59.0,-85.0,,,,-80.0,-81.0,-82.0,-74.0,-85.0,-84.0,-81.0,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.1378,,-61.0,-90.0,,-87.0,-89.0,,-87.0,-77.0,-80.0,-86.0,-85.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.1453,,-63.0,-90.0,,-89.0,,-92.0,,-79.0,-74.0,-85.0,-85.0,-87.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.153,,-66.0,-87.0,,-83.0,,,-84.0,-78.0,-77.0,-84.0,-85.0,-84.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.1371,,-62.0,,,-86.0,,-86.0,-80.0,-77.0,-81.0,-81.0,-82.0,-86.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.1676,,-64.0,-86.0,,,,-85.0,-80.0,-80.0,-75.0,-86.0,-86.0,-85.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256.1423,,-65.0,-85.0,,-83.0,,-86.0,-82.0,-82.0,-77.0,-87.0,-87.0,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.144,,-58.0,,,-83.0,-89.0,,-78.0,-81.0,-78.0,-83.0,-84.0,-87.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.1479,,-63.0,,,,,-85.0,-82.0,-85.0,-72.0,-90.0,,-91.0,,,,,,,,,,-87.0,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,2417.0,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,,,,,,,,2462.0,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,
262.1809,,-61.0,-86.0,,,,-90.0,-78.0,-86.0,-78.0,-90.0,-89.0,-86.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.1447,-90.0,-63.0,,,,,,-81.0,,-81.0,-91.0,-93.0,,,,,,,-88.0,,,-88.0,-87.0,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2417.0,,,,,,2437.0,,2437.0,5220.0,5220.0,,,,,,,2457.0,,,2437.0,2462.0,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.2707,-92.0,-71.0,,,,,,-87.0,-88.0,-82.0,,,-92.0,,-92.0,,,,,,,,,,-93.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,-94.0,,,,2437.0,2417.0,,,,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,2472.0,,,,,,,5260.0,,,,,,,,,,,,,,,,,2462.0,,,
268.198,,,,-94.0,,,,-90.0,-84.0,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412.0,,,,2437.0,2422.0,,,,,,,,,,,,,,,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.3209,,-69.0,-89.0,,,,-91.0,-82.0,-85.0,-79.0,,,,,-90.0,,,,,,,-90.0,,,,,,,,,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,2437.0,,,,,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,
272.4264,,-65.0,-86.0,,,,,-78.0,-78.0,-78.0,,,-88.0,,-88.0,,,,,,,,-85.0,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,-88.0,,,,,2417.0,2452.0,,,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,2462.0,,,,,,,,,5260.0,,,,,,,,,,,,,,,,,2462.0,,,
276.5081,,-66.0,,,-87.0,,,-81.0,-86.0,-88.0,-84.0,-86.0,-87.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,2417.0,,,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320.0,,,,,,,
280.4169,,-65.0,-85.0,,,,-86.0,-87.0,-83.0,-78.0,-88.0,-88.0,,,-87.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
284.434,,-69.0,,,,,,-88.0,-82.0,,,,,,,-86.0,,,,,,,,,,,,-89.0,-88.0,,,,,,,-89.0,-89.0,,,,,,,-87.0,-86.0,,,,,,,,,2417.0,,,,,,2437.0,2422.0,,,,,,,2412.0,,,,,,,,,,,,5520.0,5520.0,,,,,,,5240.0,5240.0,,,,,,,5320.0,5320.0,,,,,,,
288.3108,,-73.0,,,,,,-89.0,,,,,,,,,,,,,-89.0,,,,,-82.0,,,,,,,,,,-87.0,-87.0,,,,,,,-87.0,-85.0,,,-86.0,,-89.0,,,,2417.0,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,2462.0,,,,,,,,,,5240.0,5240.0,,,,,,,5320.0,5320.0,,,2412.0,,2462.0,,
290.7331,,-73.0,,,,,,-87.0,-88.0,,,,,-86.0,,-86.0,,,,,-86.0,-82.0,,,,-83.0,,,,,,,,,-86.0,-88.0,,,,,,,,,,,,,,,,,,2417.0,,,,,,2437.0,2422.0,,,,,2462.0,,2412.0,,,,,2437.0,2437.0,,,,2462.0,,,,,,,,,2412.0,5240.0,,,,,,,,,,,,,,,,
294.4425,,-72.0,,,,,,,-84.0,,,,,,,-83.0,-84.0,,,-85.0,-85.0,,,,,,,-83.0,-83.0,,,,,,,,,,,,,,,-84.0,-83.0,,,,,,,,,2417.0,,,,,,,2422.0,,,,,,,2412.0,2412.0,,,2437.0,2437.0,,,,,,,5520.0,5520.0,,,,,,,,,,,,,,,5320.0,5320.0,,,,,,,
298.4583,,-83.0,-84.0,,,,-84.0,,-87.0,,,,,,,-84.0,,,,,-86.0,,,,,,,-78.0,-78.0,,,,,,,,,-83.0,,,-83.0,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,,2422.0,,,,,,,2412.0,,,,,2437.0,,,,,,,5520.0,5520.0,,,,,,,,,5680.0,,,5680.0,,,,,,,,,,,
