AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:03:11
242.1872,,-53.0,-79.0,,-77.0,,-80.0,-77.0,-73.0,-80.0,,,-81.0,,,-81.0,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2462.0,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,
246.1354,,-53.0,,,-81.0,,-79.0,-80.0,-73.0,-76.0,,,,,-79.0,,-80.0,,,,,,-75.0,,,,,,,,,,,,,,,,,,-74.0,,,,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,2412.0,,,,,,2462.0,,,,,,,,,,,,,,,,,,2462.0,,,
250.1445,,-57.0,-85.0,,-79.0,,,-72.0,-79.0,-77.0,,,,,-83.0,,,,,,,,-81.0,,-82.0,,,,,,,,,,,,,,,,-86.0,,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,2462.0,,2472.0,,,,,,,,,,,,,,,,2462.0,,,
254.1426,,-53.0,,,-80.0,,,-71.0,-74.0,-81.0,,,-78.0,,-79.0,,,,,,,,-83.0,,,-79.0,,,,,,,,,,,,,,,-80.0,,,,,2417.0,,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,2462.0,,,2462.0,,,,,,,,,,,,,,,2462.0,,,
258.1376,,-51.0,-76.0,,-77.0,,-76.0,-68.0,-76.0,-71.0,,,-73.0,,-75.0,,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,
262.1401,,-54.0,-82.0,,,,-75.0,-72.0,-68.0,-68.0,,-85.0,-73.0,,-76.0,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2437.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,
266.1747,,-46.0,-78.0,,-73.0,-80.0,-72.0,-66.0,-68.0,-68.0,,,-73.0,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.1689,,-52.0,-74.0,,,,-72.0,-76.0,-68.0,-66.0,-81.0,-81.0,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,
274.17,,,-74.0,,,,-75.0,-74.0,-70.0,-66.0,-86.0,-85.0,,,-76.0,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,-83.0,,,,,,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,2462.0,,,
278.1848,-80.0,,-77.0,,-80.0,,-76.0,-72.0,-75.0,-67.0,,,-81.0,,-76.0,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,
282.1566,,-49.0,-80.0,,,-83.0,-74.0,-74.0,-71.0,-66.0,-84.0,,-78.0,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286.1386,,-52.0,-80.0,,-79.0,,-73.0,-78.0,-69.0,-67.0,-82.0,,-78.0,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.1383,,-53.0,-75.0,,-77.0,,-72.0,,-69.0,-67.0,-84.0,-84.0,-76.0,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.1577,,-53.0,-75.0,,-79.0,,-72.0,-75.0,-72.0,-68.0,,,-76.0,,-75.0,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,
298.136,,-54.0,-74.0,,,,-80.0,-73.0,-80.0,-73.0,,,-80.0,,-77.0,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,-80.0,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,2462.0,,,
302.1756,,-55.0,,,-83.0,,,-69.0,,-75.0,,,,,,,-86.0,,,,,,-81.0,,-86.0,-85.0,,,-85.0,,,,,,,,,,,,-80.0,,,,,2417.0,,,2462.0,,,2437.0,,2437.0,,,,,,,2412.0,,,,,,2462.0,,2472.0,2462.0,,,5260.0,,,,,,,,,,,,2462.0,,,
306.1301,,-55.0,-82.0,,-80.0,,-85.0,-72.0,-71.0,-75.0,,,,,,,,,,,,,-85.0,,-85.0,,,,,,,,,,,,,,,,-84.0,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,2462.0,,2472.0,,,,,,,,,,,,,,,,2462.0,,,
310.1717,,-51.0,-82.0,,-75.0,,-73.0,-70.0,-75.0,-69.0,,,-73.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,
314.1803,,,-74.0,,-75.0,-82.0,-79.0,-73.0,-73.0,-72.0,,,-73.0,,-79.0,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,
318.1335,,-59.0,,,,,,-73.0,-76.0,-80.0,,,,,-83.0,,,,-86.0,,,,,-85.0,,-80.0,,,,,,,,,-86.0,,-85.0,,,,,,,,,2417.0,,,,,,2437.0,2422.0,2437.0,,,,,2437.0,,,,2457.0,,,,,2412.0,,2462.0,,,,,,,,,5320.0,,5500.0,,,,,,,
322.1635,,-60.0,,,-84.0,,,-75.0,-77.0,-76.0,,,-78.0,,-76.0,-77.0,,,,,,,,,,-76.0,,,,,,,,,,,-85.0,,,,,,,,,2417.0,,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,5500.0,,,,,,,
326.1563,,-63.0,,,,,,-80.0,-77.0,,,,,,,-77.0,,,-82.0,-81.0,,-81.0,,,,-73.0,,,,,,,,-80.0,,,,,,,,-81.0,,,,2417.0,,,,,,2437.0,2422.0,,,,,,,2462.0,,,2457.0,2437.0,,2437.0,,,,2462.0,,,,,,,,2462.0,,,,,,,,2462.0,,
330.1449,,-66.0,,,,,,,-75.0,,,,,-77.0,,,,,-82.0,-77.0,,-77.0,,,,-80.0,-82.0,-82.0,,,,,,,,,,,,,,,,-78.0,,2417.0,,,,,,,2422.0,,,,,2462.0,,,,,2457.0,2437.0,,2437.0,,,,2462.0,5520.0,5520.0,,,,,,,,,,,,,,,,2462.0
334.1686,,-62.0,,-79.0,,,,,-79.0,,,,-77.0,-79.0,,,-73.0,,-76.0,,,,,-77.0,,-76.0,,,,,,,,,,,,,,,,,,-73.0,,2417.0,,2412.0,,,,,2422.0,,,,2462.0,2462.0,,,2412.0,,2457.0,,,,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,2462.0
