AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:24,wifi_rssi_20:23:00:00:01:26,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:32,wifi_rssi_20:23:00:00:01:33,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:36,wifi_rssi_20:23:00:00:01:37,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:40,wifi_rssi_20:23:00:00:01:42,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:46,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:52,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:02:15,wifi_rssi_20:23:00:00:02:26,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:22,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:42,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:24,wifi_freq_20:23:00:00:01:26,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:32,wifi_freq_20:23:00:00:01:33,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:36,wifi_freq_20:23:00:00:01:37,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:40,wifi_freq_20:23:00:00:01:42,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:46,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:52,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:02:15,wifi_freq_20:23:00:00:02:26,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:22,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:42
162.1578,,,,-58.0,,,,,,,-81.0,,,-82.0,-83.0,-73.0,-73.0,,,-79.0,-87.0,-74.0,-85.0,-86.0,,-88.0,,,,,,,,,,,,,,,,,-90.0,-88.0,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,-84.0,,-83.0,,,,,,,,,,,,,,,,,2417.0,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,2462.0,2412.0,,2457.0,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2462.0,,,,,,,,,,,,,
166.1819,,,,-63.0,-81.0,,,,,,-83.0,,,,,-77.0,-80.0,,,,-82.0,,-81.0,,,,-86.0,-86.0,-84.0,,-83.0,-89.0,-72.0,,,,,,,,,-88.0,-82.0,-81.0,,,-84.0,-84.0,,-89.0,-83.0,-85.0,-84.0,-92.0,-87.0,,,-84.0,-91.0,,,,,,,,,,,,,,,,-87.0,,,,,,,-88.0,,-87.0,,,,,,,,2417.0,2452.0,,,,,,2462.0,,,,,2422.0,2437.0,,,,2462.0,,2462.0,,,,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,,,,,,,,,2412.0,5240.0,5240.0,,,5500.0,5500.0,,2462.0,5500.0,5500.0,5500.0,5320.0,5320.0,,,5500.0,2412.0,,,,,,,,,,,,,,,,2462.0,,,,,,,5260.0,,5640.0,,,,
170.1825,,,,-63.0,,,,-88.0,,,,,,,,-82.0,-83.0,,,,-79.0,,-80.0,-79.0,,-85.0,-78.0,-78.0,-79.0,,-82.0,,-79.0,,-87.0,-86.0,,,,,,,-82.0,-84.0,-87.0,-84.0,,,-84.0,,,-85.0,,,,,,,-87.0,,,,,,,,,,,,-90.0,,-88.0,,-87.0,,-86.0,,,-91.0,,-88.0,,,,,,,,,,2417.0,,,,2412.0,,,,,,,,2422.0,2437.0,,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,5520.0,5520.0,,,,,,,5240.0,5240.0,2462.0,5680.0,,,5680.0,,,5500.0,,,,,,,2412.0,,,,,,,,,,,,2432.0,,2462.0,,2462.0,,2432.0,,,2412.0,,5260.0,,,,,,
174.1855,-80.0,-91.0,,-71.0,,,,,-90.0,,,,,-82.0,,-84.0,-83.0,-89.0,-88.0,,-78.0,,,-76.0,,-77.0,-76.0,-76.0,-75.0,,-79.0,-91.0,-79.0,-87.0,-80.0,-80.0,-88.0,,,-81.0,,-84.0,-85.0,-85.0,,-85.0,-92.0,-85.0,-85.0,-93.0,-92.0,-86.0,-91.0,,,,,-90.0,-88.0,,,,,,,,,,,,,,-91.0,,-91.0,,,,,,,,,,,,-84.0,,2437.0,2462.0,,2417.0,,,,,2412.0,,,,,2427.0,,2422.0,2437.0,5220.0,5220.0,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,,2412.0,5240.0,5240.0,,5680.0,5500.0,5500.0,5680.0,2462.0,5500.0,5500.0,5500.0,,,,,5500.0,2412.0,,,,,,,,,,,,,,2462.0,,2462.0,,,,,,,,,,,,2437.0,
178.1636,-82.0,,,-67.0,,,,,,,,-84.0,,-82.0,,-84.0,,-86.0,-86.0,,-80.0,,-71.0,-72.0,,-73.0,-75.0,-76.0,-69.0,,-71.0,-85.0,-79.0,-87.0,-77.0,-77.0,-85.0,,,-80.0,-79.0,,,,,-84.0,,,-84.0,,,,,,,,,,,-90.0,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,-86.0,,2437.0,,,2417.0,,,,,,,,2412.0,,2427.0,,2422.0,,5220.0,5220.0,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,,,,5680.0,,,5680.0,,,,,,,,,,,5180.0,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
182.1453,,,,-73.0,-77.0,,-77.0,,,,-84.0,,,-81.0,-77.0,-80.0,-85.0,-87.0,-87.0,,-75.0,,-70.0,,,,-75.0,-75.0,-73.0,,-77.0,-89.0,-75.0,-87.0,-79.0,-81.0,-85.0,,,-81.0,-82.0,,-86.0,-84.0,,,,,-89.0,,,,,-90.0,-88.0,,,,-82.0,,,,,,-88.0,,,,,,-90.0,,-90.0,-89.0,,,-89.0,,,,,-90.0,,,,,-86.0,,,,,2417.0,2452.0,,2412.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,2462.0,,,,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,5240.0,5240.0,,,,,5680.0,,,,,5320.0,5320.0,,,,2412.0,,,,,,2412.0,,,,,,2432.0,,2462.0,2432.0,,,2432.0,,,,,5260.0,,,,,2437.0,
186.1377,-82.0,,,-66.0,-78.0,-88.0,,,-87.0,,-80.0,-86.0,,,-82.0,-80.0,-88.0,-87.0,,,-77.0,,-72.0,-77.0,,-76.0,-79.0,-81.0,-81.0,,-78.0,,,,-79.0,-77.0,,,,-83.0,-82.0,,-85.0,-84.0,,-84.0,,,-85.0,-89.0,,,,-91.0,-91.0,,,,-86.0,,,,,,,,,-92.0,,,,,,,-88.0,,,,,,,-87.0,,,,,,,2437.0,,,2417.0,2452.0,2462.0,,,2412.0,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5220.0,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,,,5520.0,5520.0,,,,2437.0,2437.0,,5240.0,5240.0,,5680.0,,,5680.0,2462.0,,,,5320.0,5320.0,,,,2412.0,,,,,,,,,2437.0,,,,,,,2462.0,,,,,,,5260.0,,,,,,
190.1683,-79.0,,,,-78.0,,,,,,,,,,-80.0,,,-88.0,,,-77.0,,-70.0,-77.0,,-73.0,-72.0,-79.0,-74.0,,-76.0,,-74.0,,-79.0,-81.0,,,,-81.0,,,-84.0,-84.0,,-88.0,,,-85.0,,,,,-87.0,-87.0,,-91.0,,,-91.0,,,,,,,,,-83.0,,,,,,-88.0,,,,,,,-90.0,,,,,,,2437.0,,,,2452.0,,,,,,,,,,2437.0,,,5220.0,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,5520.0,5520.0,,,,2437.0,,,5240.0,5240.0,,5680.0,,,5680.0,,,,,5320.0,5320.0,,5320.0,,,5180.0,,,,,,,,,2412.0,,,,,,2462.0,,,,,,,5260.0,,,,,,
194.1757,-80.0,,,-71.0,-78.0,,,,,,,-90.0,,-83.0,-78.0,-81.0,,,,,-77.0,,,-78.0,,-77.0,-76.0,-78.0,-74.0,,-78.0,,-74.0,-90.0,-78.0,-81.0,,,,,,,-83.0,-84.0,,,,,-85.0,,,,,-87.0,-87.0,,,,,-92.0,,,,,,,,,,,,,,,,-92.0,,,,,,,-85.0,,,,,,2437.0,,,2417.0,2452.0,,,,,,,2412.0,,2427.0,2437.0,2422.0,,,,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,,,,,,,5240.0,5240.0,,,,,5680.0,,,,,5320.0,5320.0,,,,,5180.0,,,,,,,,,,,,,,,,2412.0,,,,,,,2462.0,,,,,
198.1771,,,,-71.0,-78.0,-86.0,-79.0,,,,,,,,-78.0,-80.0,-83.0,-85.0,-85.0,-81.0,-74.0,,,-74.0,-80.0,-77.0,-79.0,-79.0,,,-75.0,,-75.0,-86.0,-80.0,-81.0,-84.0,,,-82.0,-82.0,,-83.0,-84.0,-82.0,-84.0,-92.0,,-83.0,,-93.0,,,-89.0,-87.0,,,-86.0,,,-88.0,,,,,,,,,,-90.0,,,-88.0,,,,-88.0,,,,,-81.0,,,,-85.0,,,,,2417.0,2452.0,2462.0,2412.0,,,,,,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,2412.0,2462.0,2457.0,2437.0,2437.0,,,2412.0,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,5240.0,5240.0,2462.0,5680.0,5500.0,,5680.0,,5500.0,,,5320.0,5320.0,,,5500.0,,,2412.0,,,,,,,,,,2432.0,,,2432.0,,,,2462.0,,,,,2462.0,,,,2437.0,
202.1457,,,,-68.0,-78.0,,,,,,-82.0,,-89.0,,-78.0,-77.0,,-86.0,-86.0,-83.0,-74.0,,-72.0,-74.0,,-76.0,-78.0,-78.0,-76.0,,,,-77.0,-86.0,-81.0,-81.0,-84.0,,,-82.0,-82.0,-89.0,-83.0,-84.0,,,,,,,,,,-86.0,-86.0,,,,,,,,,,,,,,-84.0,,,,-86.0,-88.0,-87.0,,,,,,,-89.0,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,,2462.0,,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,2412.0,5240.0,5240.0,,,,,,,,,,5320.0,5320.0,,,,,,,,,,,,,,2412.0,,,,2462.0,2432.0,2462.0,,,,,,,5260.0,,,,,,
206.1616,,,,-68.0,,,,-88.0,-87.0,,,,,-84.0,-77.0,-76.0,,-86.0,-87.0,,,,-74.0,-74.0,,-76.0,-77.0,-77.0,-76.0,,-75.0,,-77.0,-86.0,-80.0,-81.0,-84.0,,,-80.0,-82.0,,-87.0,-87.0,,-84.0,,,-84.0,,,,,,,,,,,,,,-88.0,-90.0,,,,,,,,,,-86.0,,,,,,,,-89.0,,,,,,,,,,2417.0,,,,2412.0,2412.0,,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,5240.0,5240.0,,5680.0,,,5680.0,,,,,,,,,,,,,,2412.0,2412.0,,,,,,,,,,2432.0,,,,,,,,5260.0,,,,,,
210.1468,-80.0,,,-68.0,-78.0,,-83.0,,,,,,,-85.0,-79.0,-83.0,,-92.0,,,-77.0,,-71.0,-76.0,,-79.0,-77.0,-77.0,-77.0,,-75.0,,-74.0,-90.0,-80.0,-81.0,,,,-81.0,-81.0,,-84.0,-85.0,-87.0,,,,-88.0,,,,,-85.0,-89.0,,,,-87.0,,,,,,,,,,-83.0,,,,,,,,,,,,,-85.0,-85.0,,,,,,2437.0,,,2417.0,2452.0,,2412.0,,,,,,,2427.0,2437.0,2422.0,,5220.0,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,,,,2437.0,2437.0,,5240.0,5240.0,2462.0,,,,5680.0,,,,,5320.0,5320.0,,,,2412.0,,,,,,,,,,2412.0,,,,,,,,,,,,,5260.0,2462.0,,,,,
214.1827,-82.0,,,-71.0,-75.0,,,-88.0,,,-80.0,,,,-79.0,-83.0,-87.0,-88.0,-87.0,,-76.0,,,-76.0,,-78.0,-77.0,-77.0,-77.0,,-76.0,-87.0,-74.0,,-80.0,-81.0,,,,-81.0,-82.0,,-84.0,-85.0,,-83.0,-86.0,-86.0,-85.0,-82.0,-86.0,-91.0,-86.0,,,,,-86.0,,-90.0,,,,,,,,,,,,,-82.0,,,,,,,,,-86.0,,,,,,,2437.0,,,2417.0,2452.0,,,2412.0,,,2462.0,,,,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,,5520.0,5520.0,,,,2437.0,2437.0,,5240.0,5240.0,,5680.0,5500.0,5500.0,5680.0,2462.0,5500.0,5500.0,5500.0,,,,,5500.0,,5180.0,,,,,,,,,,,,,2462.0,,,,,,,,,5260.0,,,,,,
218.1634,-83.0,,,-67.0,-75.0,,,,,,,-82.0,,,-83.0,-78.0,,,,-81.0,-73.0,,-75.0,-76.0,,-74.0,-82.0,-82.0,,,,,-73.0,-88.0,-80.0,-81.0,,,,,,,-86.0,-85.0,-87.0,,-89.0,-86.0,-85.0,,-86.0,,-86.0,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,2412.0,,,2437.0,2422.0,,,,2462.0,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,,,,,2462.0,5240.0,5520.0,5520.0,,,,,,,5240.0,5240.0,2462.0,,5500.0,5500.0,5680.0,,5500.0,,5500.0,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,5260.0,,,,,,
222.1932,-83.0,,,-68.0,-83.0,,,,,-86.0,,,,,-84.0,-80.0,,,,,-81.0,,-74.0,-80.0,-84.0,,,,,,-84.0,,,,-84.0,-83.0,,,,,,,-82.0,-83.0,,,-85.0,-85.0,,,-85.0,-84.0,-84.0,-92.0,-86.0,,,-86.0,-87.0,,-82.0,-83.0,-83.0,-83.0,,-86.0,,,,,,,,-88.0,,,,,-92.0,,,,-87.0,,,,,,2437.0,,,2417.0,2452.0,,,,,2412.0,,,,,2437.0,2422.0,,,,,2462.0,,2462.0,2412.0,2462.0,,,,,,2412.0,,,,5520.0,5520.0,,,,,,,5240.0,5240.0,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,5320.0,5320.0,,,5500.0,2412.0,,2412.0,2412.0,2412.0,2412.0,,5180.0,,,,,,,,2432.0,,,,,2412.0,,,,2462.0,,,,,
226.1594,,,,-69.0,,,,,,,,,,,-81.0,-76.0,,,,,-81.0,,-75.0,-83.0,,-80.0,,,-80.0,,,,-71.0,,,,,,,,,,-85.0,-83.0,,,,-86.0,,-84.0,-89.0,,-86.0,-88.0,-86.0,-89.0,,-86.0,,,-84.0,-84.0,-83.0,-82.0,-88.0,-90.0,,,,,,,-84.0,-86.0,,,,-87.0,,,,,,,,,,,,,,2417.0,,,,,,,,,,,2437.0,2422.0,,,,,2462.0,,2462.0,2412.0,,2457.0,,,2437.0,,,,2462.0,,,,,,,,,,5240.0,5240.0,,,,5500.0,,2462.0,5500.0,,5500.0,5320.0,5320.0,5320.0,,5500.0,,,2412.0,2412.0,2412.0,2412.0,2412.0,5180.0,,,,,,,2462.0,2432.0,,,,2462.0,,,,,,,,,,
230.1476,,,,-69.0,-85.0,,,,,,-81.0,,,,-81.0,,-84.0,,,,-84.0,,-81.0,-83.0,,-85.0,-90.0,,-80.0,,,,-74.0,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,-89.0,,,,-87.0,,,-88.0,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,2417.0,2452.0,,,,,,2462.0,,,,2437.0,,2437.0,,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,,2437.0,,,,2462.0,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,5500.0,,,,2412.0,,,2412.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
234.1732,,,,,-83.0,,,,,,-86.0,,,,-79.0,-76.0,-81.0,,,-88.0,,-81.0,-85.0,-79.0,,-87.0,-84.0,-82.0,,,-82.0,,-80.0,,,,,,,,,-86.0,,,,,-87.0,,,-91.0,-92.0,,,,,,,,,,,,,,,,,,,,,-91.0,-88.0,,-91.0,,,,,,,,-85.0,,,,,,,,,,2452.0,,,,,,2462.0,,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,2462.0,2412.0,,2457.0,2437.0,2437.0,,,2412.0,,2462.0,,,,,,,,,2412.0,,,,,5500.0,,,2462.0,5500.0,,,,,,,,,,,,,,,,,,,,,2462.0,2462.0,,2462.0,,,,,,,,2462.0,,,,,
238.1658,,,,-68.0,-85.0,,,,,,-82.0,,,,,-76.0,-80.0,-87.0,,,,-86.0,-81.0,,,-87.0,,-86.0,,-83.0,,,-83.0,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,-88.0,-90.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,,,,,2422.0,2437.0,5220.0,,,,2437.0,2462.0,,,2457.0,,2437.0,,2462.0,,,2462.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,2462.0,2462.0,,,,,,,,,,,,,,,
242.1872,,,,-53.0,-79.0,,,,,,-77.0,-86.0,,-80.0,-77.0,-73.0,-80.0,-87.0,-88.0,-81.0,,,-81.0,,,,,,,-79.0,,-91.0,-83.0,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2462.0,,,,,,,2462.0,,2472.0,2462.0,,,,,,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
246.1354,,,,-53.0,,,,,,,-81.0,,,-79.0,-80.0,-73.0,-76.0,-88.0,-88.0,,,-79.0,-85.0,-80.0,,-82.0,-84.0,-84.0,-85.0,-75.0,,-82.0,-87.0,,,,,-83.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,2462.0,,2472.0,2462.0,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
250.1445,,,,-57.0,-85.0,,,,,,-79.0,,,-86.0,-72.0,-79.0,-77.0,-88.0,-87.0,,,-83.0,-87.0,,-89.0,,,,,-81.0,,-82.0,-87.0,,,,,,-88.0,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,-86.0,,,-91.0,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,2462.0,,2462.0,,,,,2462.0,,2472.0,2462.0,,,,,,5260.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,2462.0,,,2462.0,,,,,,,,,,,,,
254.1426,,,,-53.0,,,,,,,-80.0,,,,-71.0,-74.0,-81.0,,,-78.0,,-79.0,,,,,-87.0,-87.0,-87.0,-83.0,,-84.0,-79.0,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,-91.0,,,,,,,,,,,,,,,,,2417.0,,,,,,,2462.0,,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,2437.0,2437.0,2437.0,2462.0,,2472.0,2462.0,,,,,,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,2462.0,,,,,,,,,,,,,
258.1376,,,,-51.0,-76.0,,,,,,-77.0,,,-76.0,-68.0,-76.0,-71.0,-86.0,-85.0,-73.0,,-75.0,,,,-87.0,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,2457.0,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
262.1401,-87.0,,,-54.0,-82.0,,,,,,,,,-75.0,-72.0,-68.0,-68.0,-86.0,-85.0,-73.0,,-76.0,,,,,,,,,,,-73.0,,,,,,,,,-94.0,,,,,-86.0,-85.0,,,-86.0,-91.0,-86.0,,,,,-85.0,,,,,,,,,,,,,,,-86.0,,-88.0,,,-89.0,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,2462.0,,,,,,,,,2412.0,,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,,,5500.0,,,,,,,,,,,,,,,2462.0,,2462.0,,,2462.0,,,,,,,,,,
266.1747,,,,-46.0,-78.0,,,,,,-73.0,-80.0,,-72.0,-66.0,-68.0,-68.0,-82.0,-82.0,-73.0,,-78.0,,,,,,,,-86.0,,-87.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,2462.0,,2472.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
