AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:06
232.917,,,,-91.0,
233.0745,,-83.0,,,
233.2836,,-87.0,,,
233.5042,,-84.0,,,
233.7057,,-79.0,,,
233.897,,-76.0,,,
234.1121,,-74.0,,,
234.1369,,,,-92.0,
234.5141,,-84.0,,,
235.7832,,-75.0,,,
235.9984,,-74.0,,,
236.0109,,,,-96.0,
236.1832,,-72.0,,,
236.3771,,-77.0,,,
236.583,,-72.0,,,
236.806,,-70.0,,,
237.0019,,,,-91.0,
237.6229,,-71.0,,,
237.6289,,,,-93.0,
237.8448,,-70.0,,,
238.0469,,-71.0,,,
238.4337,,-78.0,,,
238.8709,,-77.0,,,
239.4718,,,,-91.0,
239.6562,,-64.0,,,
239.8714,,-87.0,,,
240.1065,,-77.0,,,
240.2775,,-77.0,,,
240.292,,,,-89.0,
240.4763,,-71.0,,,
240.4887,,,,-97.0,
240.7147,,-77.0,,,
240.8931,,,,-92.0,
241.135,,-73.0,,,
241.5142,,-67.0,,,
241.9288,,-75.0,,,
242.3463,,-74.0,,,
242.5696,,-79.0,,,
242.7611,,-71.0,,,
242.9299,,,,-96.0,
243.7795,,,,-96.0,
243.789,,-88.0,,,
243.9555,,,,-97.0,
244.177,,-71.0,,,
244.5742,,,,-93.0,
244.5795,,-65.0,,,
244.7927,,,,-89.0,
244.8194,,-79.0,,,
244.9839,,-76.0,,,
246.0025,,-71.0,,,
246.6391,,-72.0,,,
246.644,,,,-88.0,
246.8248,,-70.0,,,
247.8609,,-81.0,,,
248.293,,,,-92.0,
248.2977,,-78.0,,,
248.4937,,-88.0,,,
248.877,,,,-93.0,
248.8969,,-90.0,,,
249.1142,,-80.0,,,
249.3095,,-74.0,,,
249.5075,,-73.0,,,
249.716,,-78.0,,,
250.0999,,,,-91.0,
250.1418,,-73.0,,,
250.3212,,-69.0,,,
250.5451,,-68.0,,,
250.7539,,-82.0,,,
251.1062,,,,-89.0,
251.3545,,-66.0,,,
251.9777,,-68.0,,,
252.55,,,,-93.0,
252.561,,-74.0,,,
252.9952,,-67.0,,,
253.2105,,-72.0,,,
253.4104,,-71.0,,,
253.4159,,,,-95.0,
253.5791,,-68.0,,,
253.8272,,-67.0,,,
254.0041,,-66.0,,,
254.1887,,-69.0,,,
254.2108,,,,-94.0,
254.3627,-95.0,,,,
254.4041,,-63.0,,,
254.6041,,-69.0,,,
255.2255,,-68.0,,,
255.4335,,,,-85.0,
255.4421,,-70.0,,,
256.0553,,-60.0,,,
256.2667,,-68.0,,,
256.4622,,,,-87.0,
256.4704,,-63.0,,,
256.6628,,,,-90.0,
256.6741,,-75.0,,,
256.8848,,,,-89.0,
257.0643,,-57.0,,,
257.276,,-70.0,,,
257.3106,,,,-97.0,
257.508,,,,-93.0,
257.8762,,-53.0,,,
258.0905,,-58.0,,,
258.2945,,-57.0,,,
258.3212,,,,-89.0,
258.5164,,-54.0,,,
258.546,,,,-91.0,
258.6991,,-55.0,,,
259.1157,,-55.0,,,
259.7733,,,,-89.0,
259.9439,,-55.0,,,
260.1582,,-59.0,,,
260.3612,,-64.0,,,
260.3899,,,,-93.0,
260.7818,,-61.0,,,
260.9721,,-58.0,,,
261.5941,,-76.0,,,
261.818,,-65.0,,,
261.8394,,,,-86.0,
261.9866,,-63.0,,,
262.0083,,,,-87.0,
262.2038,,-58.0,,,
262.4064,,-61.0,,,
262.6289,,-61.0,,,
262.6401,,,,-91.0,
263.6511,,,,-91.0,
264.2526,,-61.0,,,
264.268,,,,-88.0,
264.4643,,-65.0,,,
264.6571,,-64.0,,,
264.6829,,,,-88.0,
264.8691,,-67.0,,,
264.8758,,,,-87.0,
265.2702,,-69.0,,,
265.2939,,,,-91.0,
265.4751,,-61.0,,,
266.1145,,-67.0,,,
266.1491,,,,-89.0,
266.3013,,-70.0,,,
266.3121,,,,-89.0,
266.4984,,-59.0,,,
268.3534,,-68.0,,,
268.9823,,-66.0,,,
269.1867,,,,-94.0,
269.1956,,-63.0,,,
269.3851,,-65.0,,,
269.5992,,-66.0,,,
270.0068,,,,-95.0,
270.0145,,-66.0,,,
270.2181,,,,-94.0,
270.2292,,-62.0,,,
270.4234,,,,-93.0,
270.4386,,-63.0,,,
270.6206,,,,-93.0,
271.8688,,,,-92.0,
271.8835,,-82.0,,,
272.0778,,-72.0,,,
272.4766,,,,-88.0,
272.4858,,-63.0,,,
272.6925,,,,-87.0,
272.7024,,-65.0,,,
273.0969,,-70.0,,,
273.2853,,,,-89.0,
273.3071,,-70.0,,,
273.4921,,,,-89.0,
273.4958,,-71.0,,,
273.7098,,-70.0,,,
273.9028,,-70.0,,,
274.3252,,,,-90.0,
274.5136,,-74.0,,,
274.5415,,,,-90.0,
274.7746,,,,-87.0,
275.5464,,-69.0,,,
275.7503,,-72.0,,,
275.7676,,,,-90.0,
275.9774,,,,-92.0,
276.1862,,-68.0,,,
276.3746,,-72.0,,,
276.3802,,,,-91.0,
276.5971,,-76.0,,,
276.6106,,,,-91.0,
276.7791,,-76.0,,,
276.7918,,,,-91.0,
276.9829,,-68.0,,,
276.9954,,,,-93.0,
277.2089,,-68.0,,,
277.2314,,,,-92.0,
277.4059,,-73.0,,,
277.4255,,,,-95.0,
277.5942,,-74.0,,,
277.6167,,,,-92.0,
277.8175,,-79.0,,,
278.425,,-67.0,,,
278.6117,,-75.0,,,
278.85,,,,-91.0,
279.6929,,,,-90.0,
279.8409,,-70.0,,,
279.8816,,,,-93.0,
280.0491,,-76.0,,,
280.1109,,,,-90.0,
280.2323,,-77.0,,,
280.4659,,-87.0,,,
280.6497,,-91.0,,,
280.7185,,,,-93.0,
280.8688,,-73.0,,,
280.9231,,,,-92.0,
281.1234,,,,-93.0,
281.2564,,-79.0,,,
281.8668,,-72.0,,,
282.0904,,-72.0,,,
282.1477,,,,-92.0,
282.2799,,-80.0,,,
282.3687,,,,-91.0,
282.4827,,-80.0,,,
282.9168,,-80.0,,,
283.1509,,-67.0,,,
283.1736,,,,-90.0,
283.7037,,-74.0,,,
283.9153,,-73.0,,,
284.1505,,-74.0,,,
284.2025,,,,-89.0,
284.3275,,-76.0,,,
284.4067,,,,-90.0,
284.5385,,-72.0,,,
284.9627,,-82.0,,,
285.1565,,-76.0,,,
285.2366,,,,-90.0,
285.4488,,,,-90.0,
285.7621,,-72.0,,,
285.8512,,,,-91.0,
285.9798,,-77.0,,,
286.1791,,-76.0,,,
286.3556,,-84.0,,,
286.4718,,,,-95.0,
286.5571,,-80.0,,,
286.8591,,,,-90.0,
286.9764,,-71.0,,,
287.1946,,-83.0,,,
287.8905,,,,-92.0,
288.0088,,-74.0,,,
288.3017,,,,-89.0,
288.4055,,-66.0,,,
288.5043,,,,-89.0,
289.0291,,-65.0,,,
289.2368,,-66.0,,,
289.4381,,-74.0,,,
289.6582,,-73.0,,,
289.7357,,,,-90.0,
289.8437,,-65.0,,,
289.9458,,,,-89.0,
290.2594,,-66.0,,,
290.5015,,-73.0,,,
290.5601,,,,-93.0,
291.2796,,-69.0,,,
292.0091,,,,-99.0,
292.1076,,-62.0,,,
292.3153,,-69.0,,,
292.5079,,-65.0,,,
292.5992,,,,-91.0,
292.7004,,-68.0,,,
292.9031,,-66.0,,,
293.1183,,-64.0,,,
293.2212,,,,-91.0,
293.5132,,-65.0,,,
293.7291,,-74.0,,,
293.83,,,,-97.0,
294.0263,,,,-87.0,
294.1268,,-60.0,,,
294.3313,,-66.0,,,
294.5322,,-61.0,,,
295.1511,,-69.0,,,
295.4878,,,,-86.0,
295.7702,,-69.0,,,
295.9933,,-66.0,,,
296.1006,,,,-93.0,
296.197,,-66.0,,,
296.4039,,-67.0,,,
296.5906,,-65.0,,,
297.0012,,-63.0,,,
297.2265,,-70.0,,,
297.432,,-76.0,,,
297.7147,,,,-91.0,
297.8412,,-70.0,,,
297.9123,,,,-93.0,
298.0335,,-73.0,,,
298.1202,,,,-96.0,
298.657,,-70.0,,,
298.7283,,,,-89.0,
298.8712,,-64.0,,,
299.4966,,-65.0,,,
300.3052,,-67.0,,,
300.3722,,,,-94.0,
300.5249,,-72.0,,,
300.7148,,-77.0,,,
300.9235,,-76.0,,,
301.1169,,-70.0,,,
301.3316,,-77.0,,,
301.5509,,-73.0,,,
301.7564,,-73.0,,,
301.942,,-67.0,,,
302.1661,,-65.0,,,
302.3504,,-66.0,,,
302.5485,,-73.0,,,
302.7709,,-64.0,,,
303.0529,,,,-91.0,
303.2345,,,,-89.0,
303.7846,,-65.0,,,
304.0601,,,,-89.0,
304.6098,,-90.0,,,
304.8247,,-67.0,,,
305.0051,,-79.0,,,
305.2927,,,,-93.0,
305.4293,,-69.0,,,
305.6087,,-74.0,,,
305.6887,,,,-88.0,
305.8166,,-65.0,,,
306.0963,,,,-86.0,
306.2298,,-65.0,,,
306.5153,,,,-84.0,
306.8257,,-70.0,,,
307.8435,,-80.0,,,
308.145,,,,-87.0,
308.4541,,-76.0,,,
308.8589,,-89.0,,,
309.0733,,-70.0,,,
309.272,,-68.0,,,
309.4975,,-80.0,,,
309.5719,,,,-86.0,
309.6776,,-66.0,,,
309.7847,,,,-89.0,
309.8698,,-63.0,,,
309.9971,,,,-96.0,
310.0868,,-75.0,,,
310.2886,,-64.0,,,
310.5027,,-72.0,,,
310.6061,,,,-93.0,
310.8214,,,,-87.0,
312.3356,,-72.0,,,
312.5451,,-74.0,,,
312.6502,,,,-90.0,
312.7701,,-83.0,,,
312.9456,,-85.0,,,
313.1536,,-69.0,,,
313.2879,,,,-95.0,
313.3554,,-78.0,,,
313.5082,,,,-89.0,
313.5765,,-80.0,,,
313.689,,,,-94.0,
313.9796,,-76.0,,,
314.2126,,-74.0,,,
314.3827,,-79.0,,,
314.5958,,-75.0,,,
315.652,,-69.0,,,
315.8297,,-79.0,,,
316.0389,,-77.0,,,
316.4478,,-78.0,,,
316.5551,,,-95.0,,
316.6448,,-95.0,,,
316.8677,,-84.0,,,
317.1738,,,,-94.0,
317.3921,,,,-89.0,
317.4048,,,-95.0,,
317.4607,,-87.0,,,
317.7148,,-87.0,,,
317.7905,,,,-95.0,
317.865,,-87.0,,,
318.0018,,,,-90.0,
318.0086,,,-92.0,,
318.0773,,-95.0,,,
318.2859,,-79.0,,,
318.4275,,,,-93.0,
318.4492,,,-91.0,,
318.5214,,-76.0,,,
318.6046,,,,-91.0,
319.7296,,-78.0,,,
320.4586,,,,-97.0,
320.54,,-78.0,,,
320.7811,,-84.0,,,
321.3705,,-86.0,,,
321.5756,,-81.0,,,
321.7906,,-84.0,,,
321.9752,,-84.0,,,
322.0828,,,,-97.0,
322.52,,,-93.0,,
322.5874,,-90.0,,,
322.7702,,,-91.0,,
324.2559,,-82.0,,,
324.4638,,-82.0,,,
324.8582,,-89.0,,,
325.0477,,-85.0,,,
325.1938,,,-93.0,,
325.4128,,,-97.0,,
325.4682,,-85.0,,,
325.6244,,,-90.0,,
325.6662,,-79.0,,,
325.8648,,-78.0,,,
326.2052,,,,-94.0,
326.2197,,,-93.0,,
326.2868,,-87.0,,,
326.4761,,-82.0,,,
327.0191,,,-94.0,,
327.8337,,,-93.0,,
327.9298,,-89.0,,,
328.1267,,-86.0,,,
328.4533,,,-91.0,,
328.5296,,-88.0,,,
328.7359,,-81.0,,,
328.8702,,,-92.0,,
328.9386,,-90.0,,,
329.3506,,-81.0,,,
329.6904,,,-99.0,,
329.7788,,-88.0,,,
330.0819,,,-92.0,,
330.6064,,-92.0,,,
330.7976,,-79.0,,,
331.0104,,-77.0,,,
331.4203,,-83.0,,,
332.554,,,-101.0,,
332.6497,,-94.0,,,
332.8658,,-81.0,,,
332.9552,,,-88.0,,
333.0625,,-85.0,,,
333.1827,,,-91.0,,
333.2748,,-80.0,,,
333.4916,,-84.0,,,
333.6732,,-87.0,,,
333.7869,,,-96.0,,
333.9771,,,-92.0,,
334.0765,,-82.0,,,
334.6028,,,-90.0,,
335.7539,,-83.0,,,
335.8318,,,-88.0,,
335.9396,,-84.0,,,
336.0092,,,-86.0,,
336.3591,,-82.0,,,
336.762,,-83.0,,,
336.937,,-80.0,,,
337.0384,,,-87.0,,
