AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:35,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:35,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:25
152.8833,-63.0,,,,,,,-76.0,,,,-50.0,,,,,,,,,,,,,-56.0,-57.0,,-55.0,,-71.0,-77.0,-73.0,-59.0,-59.0,-56.0,-50.0,,-81.0,,,,,,,,,,,,,,,,-61.0,2437.0,,,,,,,5200.0,,,,2452.0,,,,,,,,,,,,,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0
156.9155,-64.0,,,,,,,-80.0,,,,-51.0,,,,,,,,,,,,-88.0,-55.0,-59.0,,-55.0,,-70.0,,-70.0,-60.0,-59.0,-55.0,-50.0,,,,,,,,,,,,,-87.0,,,,,-65.0,2437.0,,,,,,,5200.0,,,,2452.0,,,,,,,,,,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,,,2437.0,,,,,2437.0
160.8955,-64.0,,,,,,,-76.0,,-86.0,,-51.0,,,,,,,,,,,,,-57.0,-59.0,,-53.0,,-68.0,,-68.0,-62.0,-61.0,-55.0,-55.0,,-84.0,,,,,,,,,,-88.0,,,,,,-64.0,2437.0,,,,,,,5200.0,,2417.0,,2452.0,,,,,,,,,,,,,2462.0,2412.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,2462.0,,,,,,2437.0
164.8863,-64.0,,,,,,,,,-82.0,,-51.0,,,,,,,,,,,,,-53.0,-58.0,,-53.0,,-67.0,-82.0,-74.0,-59.0,-60.0,-53.0,-53.0,,-84.0,,,,,,,,,,,,,,,,-64.0,2437.0,,,,,,,,,2417.0,,2452.0,,,,,,,,,,,,,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0
168.9196,-61.0,,,,,,,-77.0,,,,-51.0,,,,,,,-88.0,,,,,-90.0,-53.0,-56.0,,-53.0,,-70.0,-77.0,-75.0,-58.0,-57.0,-55.0,-59.0,,-83.0,,,,,,,,,,,,,,,,-64.0,2437.0,,,,,,,5200.0,,,,2452.0,,,,,,,2412.0,,,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0
172.8917,-57.0,,,,,,,-66.0,,,,-41.0,,,,,,-83.0,-83.0,,,,,,-53.0,-54.0,-85.0,-52.0,,-67.0,-80.0,-68.0,-62.0,-61.0,-54.0,-54.0,,-83.0,,,,,,,,,-88.0,,,,,,,-63.0,2437.0,,,,,,,5200.0,,,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,2412.0,2462.0,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,2437.0,,,,,,,2437.0
176.9326,-57.0,,,,,,,-68.0,,,,-43.0,,,,,,,,,,,,,-45.0,-46.0,,-38.0,,-71.0,-80.0,-55.0,-47.0,-47.0,-45.0,-60.0,,-73.0,,,,,,,,,,,,,,,,-73.0,2437.0,,,,,,,5200.0,,,,2452.0,,,,,,,,,,,,,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0
180.8828,-47.0,,,,,,-90.0,-60.0,,-77.0,,-56.0,,,,,,,,,,,,,-49.0,-54.0,-82.0,-47.0,,-76.0,,-64.0,-50.0,-50.0,-47.0,-64.0,,-77.0,,,,,,,,,,,,,,,,-79.0,2437.0,,,,,,2462.0,5200.0,,2417.0,,2452.0,,,,,,,,,,,,,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0
184.8908,-46.0,,,,,,-84.0,-63.0,,-77.0,,-61.0,,,,,,,-80.0,,,,,,-51.0,-56.0,,-58.0,,-80.0,-87.0,-63.0,-61.0,-61.0,-59.0,-76.0,-90.0,-77.0,,,,,,,,,,,,,,,,,2437.0,,,,,,2462.0,5200.0,,2417.0,,2452.0,,,,,,,2412.0,,,,,,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,
188.8735,-46.0,,-84.0,,,,-89.0,-63.0,,,,-57.0,,,,,,,,,,,,,-63.0,-64.0,-79.0,-59.0,,,,-69.0,-68.0,-69.0,-66.0,-80.0,,-82.0,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,2462.0,5200.0,,,,2452.0,,,,,,,,,,,,,2462.0,2412.0,2462.0,2427.0,,,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,
192.9316,-52.0,,-89.0,,,,,,,,,-53.0,,,,,,,,,,,,-80.0,-58.0,-64.0,-77.0,-56.0,,-86.0,,-73.0,-71.0,-71.0,-57.0,-78.0,,-82.0,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,,,,,2452.0,,,,,,,,,,,,2457.0,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,
196.8973,-46.0,,-86.0,,,-82.0,-81.0,-54.0,,,,-60.0,,,,,,-81.0,,,,,,,-58.0,-59.0,-80.0,,,-87.0,,-73.0,-68.0,-69.0,-58.0,-82.0,,-83.0,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,2462.0,2462.0,5200.0,,,,2452.0,,,,,,2462.0,,,,,,,2462.0,2412.0,2462.0,,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,
200.9216,-47.0,-85.0,,,,,-82.0,-56.0,,-86.0,,-63.0,,,,,,,,,,,,-77.0,-59.0,-63.0,,-57.0,,-86.0,,-65.0,-64.0,-65.0,-59.0,-80.0,,-82.0,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,2462.0,5200.0,,2417.0,,2452.0,,,,,,,,,,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,
204.9379,-49.0,,-90.0,,,,,-60.0,,,,-55.0,,,,,,,,,,,,-83.0,-63.0,-58.0,-82.0,-57.0,,-86.0,,-68.0,-64.0,-65.0,-60.0,-81.0,,-82.0,,,,,,,,,,,,,,,,-79.0,2437.0,,5200.0,,,,,5200.0,,,,2452.0,,,,,,,,,,,,2457.0,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0
208.9079,-54.0,,,,,,,-60.0,,,,-56.0,,,,,,-84.0,,,,,,,-55.0,-60.0,-78.0,-61.0,,-83.0,,-74.0,-65.0,-65.0,-56.0,-77.0,,,,,,,,,,,,,,,,,,-78.0,2437.0,,,,,,,5200.0,,,,2452.0,,,,,,2462.0,,,,,,,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
212.9169,-58.0,,,,,,,-62.0,,,,-60.0,,,,,,-84.0,,,,,,-72.0,-65.0,-61.0,,-61.0,,,,-73.0,-67.0,-68.0,-63.0,-81.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,5200.0,,,,2452.0,,,,,,2462.0,,,,,,2457.0,2462.0,2412.0,,2427.0,,,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,
216.933,-53.0,,,,,,-88.0,-66.0,,-86.0,,-58.0,,,,,,,,,,,,,-65.0,-69.0,-79.0,,,,,-76.0,-69.0,-69.0,-67.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,2462.0,5200.0,,2417.0,,2452.0,,,,,,,,,,,,,2462.0,2412.0,2462.0,,,,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,,,,,,,,,,
220.9326,-53.0,-90.0,,,,,,-66.0,,,,-60.0,,,,,,,-78.0,,,,,-78.0,-65.0,-71.0,,-63.0,-90.0,,,-74.0,-73.0,-73.0,-67.0,,-88.0,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,,5200.0,,,,2452.0,,,,,,,2412.0,,,,,2457.0,2462.0,2412.0,,2427.0,2412.0,,,2437.0,5200.0,5200.0,2462.0,,2452.0,,,,,,,,,,,,,,,,,
224.9086,-59.0,-90.0,,,,,,-72.0,,,,-64.0,,,,,,,-78.0,,,-86.0,,-70.0,-65.0,,,-66.0,,,,-82.0,-77.0,-78.0,-66.0,-86.0,,,,,,,,,,,,,,,,,,-89.0,2437.0,2437.0,,,,,,5200.0,,,,2452.0,,,,,,,2412.0,,,2412.0,,2457.0,2462.0,,,2427.0,,,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
228.9325,-67.0,-82.0,-86.0,-78.0,-78.0,,-79.0,-70.0,,,-87.0,-70.0,-90.0,,-86.0,-91.0,,,-66.0,,-85.0,,-84.0,-72.0,-69.0,-67.0,-73.0,-70.0,,,,-86.0,-75.0,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,5200.0,5500.0,5500.0,,2462.0,5200.0,,,5500.0,2452.0,5500.0,,5500.0,5500.0,,,2412.0,,2462.0,,2412.0,2457.0,2462.0,2412.0,2462.0,2427.0,,,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,,,,,,,,,,
