AppTimestamp(s),SensorTimestamp(s),PitchX,RollY,YawZ,Quat_2,Quat_3,Quat_4
39.6935,65133.2418,51.19508,2.203964,-174.147736,0.03937306,-0.43051848,-0.90008456
39.7145,65133.2617,51.109535,1.978932,-174.121292,0.03767577,-0.42994297,-0.9004702
39.7357,65133.2818,51.03968,1.697344,-174.080811,0.0355904,-0.42951161,-0.90080422
39.7572,65133.3018,51.068127,1.47834,-174.093521,0.03383126,-0.42983964,-0.90076929
39.7756,65133.3218,51.155972,1.436827,-174.146744,0.03333643,-0.43056467,-0.90047503
39.796,65133.3418,51.254715,1.435817,-174.222107,0.03307981,-0.4313634,-0.90013635
39.8317,65133.3628,51.392746,1.418627,-174.284607,0.03275715,-0.43247354,-0.8996473
39.8402,65133.3828,51.665333,1.608009,-174.523773,0.03342928,-0.43460062,-0.89866239
39.8562,65133.4028,51.969692,1.915631,-174.879608,0.03457965,-0.43696371,-0.89756012
39.8749,65133.4227,52.195385,2.329018,-175.354462,0.03606114,-0.43871108,-0.89675981
39.8951,65133.4428,52.268517,2.89957,-176.022873,0.03798013,-0.43928167,-0.89654982
39.9186,65133.4628,52.167065,3.309981,-176.646042,0.0387903,-0.43855026,-0.8970232
39.9339,65133.4827,52.022659,3.579458,-177.154404,0.03894318,-0.43750277,-0.89765209
39.9526,65133.5027,52.059093,3.695645,-177.46936,0.03865269,-0.43785957,-0.89756918
39.9728,65133.5228,52.195152,3.758634,-177.647034,0.0384719,-0.4389672,-0.89707768
39.9927,65133.5427,52.201462,3.758184,-177.772949,0.03798617,-0.43905875,-0.89708924
40.013,65133.5627,52.122684,3.777077,-177.96167,0.03740991,-0.43849847,-0.89743674
40.0325,65133.5828,51.989082,3.721928,-178.161896,0.03621155,-0.43752977,-0.89801794
40.0567,65133.6027,52.018429,3.401441,-178.139496,0.03378585,-0.43783164,-0.89799803
40.0844,65133.6227,52.15678,3.043177,-178.035263,0.03138093,-0.43897194,-0.89754462
40.1019,65133.6428,52.389011,2.651491,-177.818604,0.02915693,-0.44082654,-0.89670354
40.1158,65133.6637,52.605591,2.12538,-177.514771,0.02623,-0.4425739,-0.89592177
40.1353,65133.6838,52.704201,1.811886,-177.24852,0.02481979,-0.44336256,-0.89554453
40.1585,65133.7037,52.617012,1.845234,-177.047455,0.02584611,-0.44262779,-0.89582324
40.1867,65133.7237,52.389187,1.907752,-176.872177,0.02697787,-0.44078782,-0.89664108
40.1981,65133.7437,52.200089,1.839973,-176.704605,0.02706117,-0.43928659,-0.89733726
40.2228,65133.7648,52.151413,1.646081,-176.553146,0.02611468,-0.43892619,-0.89752519
40.2411,65133.7858,52.240356,1.138138,-176.292236,0.02315484,-0.43971479,-0.89721692
40.2584,65133.8057,52.361832,0.414708,-175.838501,0.01926477,-0.44079521,-0.89674985
40.278,65133.8257,52.441643,-0.074384,-175.375198,0.01724519,-0.44149548,-0.89637876
40.3056,65133.8458,52.475838,-0.432396,-174.97496,0.01599914,-0.44181982,-0.8961705
40.3233,65133.8657,52.4524,-0.647484,-174.688599,0.0154123,-0.44166926,-0.8961944
40.3474,65133.8857,52.366241,-0.85469,-174.493469,0.01450905,-0.44104135,-0.89648575
40.36,65133.9058,52.250862,-1.056532,-174.423233,0.01315228,-0.44020036,-0.89692861
40.3776,65133.9257,52.157337,-1.180354,-174.470261,0.01196334,-0.43951595,-0.89731669
40.4018,65133.9457,52.102493,-1.119664,-174.600372,0.01191725,-0.43907997,-0.89756364
40.4181,65133.9667,52.018024,-0.919485,-174.848297,0.01250295,-0.43837941,-0.89794624
40.4409,65133.9867,51.878601,-0.680216,-175.224411,0.01289045,-0.43725359,-0.89856952
40.4608,65134.0068,51.805832,-0.715294,-175.370331,0.01203373,-0.43670934,-0.89889419
40.4843,65134.0267,51.716103,-0.730748,-175.540649,0.01123384,-0.43602726,-0.89928603
40.4989,65134.0467,51.67086,-0.750057,-175.753128,0.01025947,-0.4356975,-0.89951777
40.5192,65134.0677,51.607811,-0.756252,-176.039429,0.00910352,-0.43522829,-0.89983118
40.5392,65134.0878,51.491249,-0.861332,-176.20372,0.00762074,-0.43435001,-0.90032005
40.5712,65134.1077,51.282608,-0.970274,-176.269775,0.00645431,-0.43273938,-0.90113032
40.5987,65134.1277,51.039791,-1.213216,-176.254715,0.00452858,-0.43088248,-0.90205228
40.6107,65134.1497,50.9212,-1.553693,-176.258392,0.00179806,-0.43002129,-0.90250725
40.6216,65134.1697,50.930107,-1.680324,-176.307465,0.00061933,-0.43011755,-0.90248525
40.6462,65134.1897,50.92033,-1.688247,-176.283447,0.00064395,-0.43004203,-0.90251708
40.6618,65134.2098,50.838032,-1.736323,-176.193344,0.00057725,-0.42940336,-0.902807
40.68,65134.2297,50.731319,-1.840675,-176.176926,-0.00021779,-0.42858407,-0.90320253
40.7014,65134.2497,50.621063,-1.866046,-176.247559,-0.00071714,-0.42772019,-0.9036274
40.7221,65134.2698,50.519135,-1.852434,-176.243668,-0.0006277,-0.42691392,-0.90400606
40.7555,65134.2908,50.591888,-1.878538,-176.088959,-0.00023326,-0.42749333,-0.90370399
40.7687,65134.3107,50.671238,-1.95234,-175.866867,4.09e-05,-0.42813468,-0.90336066
40.7859,65134.3317,50.630611,-2.125035,-175.599075,-0.00033503,-0.42785421,-0.90345091
40.8051,65134.3517,50.519398,-2.292476,-175.419662,-0.00102856,-0.42701861,-0.90382087
40.8234,65134.3718,50.424747,-2.451183,-175.331512,-0.00198979,-0.42631197,-0.90414876
40.8703,65134.3917,50.4426,-2.421139,-175.359451,-0.00184952,-0.42644498,-0.90408981
40.8793,65134.4127,50.522564,-2.292749,-175.414108,-0.00100876,-0.42704368,-0.90380782
40.8962,65134.4327,50.62487,-2.284982,-175.330383,-0.00059503,-0.42784849,-0.9034071
40.9219,65134.4527,50.693871,-2.340018,-175.166748,-0.00038972,-0.42840645,-0.90310884
40.9315,65134.4728,50.781078,-2.292431,-175.048828,0.0004623,-0.42908064,-0.90275288
40.9439,65134.4927,50.875053,-2.187971,-175.067307,0.0012547,-0.42979249,-0.90240616
40.9688,65134.5127,50.934608,-2.129467,-175.124298,0.00152575,-0.4302462,-0.90219784
40.9834,65134.5328,50.961452,-2.125388,-175.178055,0.00136683,-0.43045694,-0.90211153
41.0031,65134.5527,51.012417,-2.043817,-175.2612,0.00171662,-0.43083778,-0.90194112
41.0229,65134.5727,51.056637,-1.812956,-175.295914,0.00342013,-0.431126,-0.90177923
41.0449,65134.5928,51.061062,-1.600976,-175.312866,0.00502627,-0.43110499,-0.90175927
41.0669,65134.6127,51.022667,-1.727666,-175.126038,0.00471715,-0.43082967,-0.90185761
41.0873,65134.6327,51.063885,-2.222791,-174.752548,0.00224286,-0.43128246,-0.90161252
41.1106,65134.6528,51.192154,-2.603574,-174.417755,0.00056729,-0.43239778,-0.90103775
41.13,65134.6738,51.29615,-2.709086,-174.226501,0.00050986,-0.43324539,-0.90058953
41.15,65134.6937,51.271862,-2.655642,-174.140472,0.00124322,-0.43303746,-0.90065372
41.1688,65134.7137,51.153088,-2.772843,-174.042618,0.00063256,-0.43214104,-0.90106988
41.187,65134.7338,51.11322,-3.029879,-173.946442,-0.00104635,-0.43190962,-0.90118837
41.2088,65134.7537,51.182762,-3.017836,-173.921127,-0.00082042,-0.43245202,-0.9009198
41.2253,65134.7737,51.266235,-2.760596,-174.013641,0.00089483,-0.43302539,-0.90063566
41.2517,65134.7938,51.302055,-2.603455,-174.131531,0.00170193,-0.43325794,-0.90053654
41.2657,65134.8137,51.280758,-2.733578,-174.087097,0.00083683,-0.4331314,-0.90060413
41.2862,65134.8337,51.267345,-2.872335,-174.040802,-8.543e-05,-0.43306956,-0.90064055
41.3075,65134.8538,51.248116,-2.76355,-174.057541,0.0006967,-0.4328844,-0.90071774
41.328,65134.8737,51.235863,-2.520576,-174.116165,0.00237917,-0.43271157,-0.90077913
41.3468,65134.8948,51.286034,-2.377094,-174.136017,0.00345616,-0.43305966,-0.90059328
41.3754,65134.9147,51.371178,-2.492708,-174.054245,0.00289834,-0.4337633,-0.90024936
41.3862,65134.9347,51.412548,-2.726429,-173.956467,0.00145317,-0.43416199,-0.90006614
41.4081,65134.9548,51.394363,-2.838319,-173.886688,0.00082945,-0.43405512,-0.90011293
41.428,65134.9747,51.350281,-2.692095,-174.024551,0.0014339,-0.43366322,-0.9003222
41.4595,65134.9947,51.275009,-2.367579,-174.284164,0.00296592,-0.43297422,-0.90068179
41.4702,65135.0148,51.230247,-2.239074,-174.370346,0.00362974,-0.43258488,-0.90087342
41.4875,65135.0358,51.276501,-2.395498,-174.273621,0.00278704,-0.43299443,-0.90067357
41.5073,65135.0557,51.305653,-2.520375,-174.131699,0.00235603,-0.43325973,-0.90052164
41.5309,65135.0757,51.264259,-2.430331,-174.126617,0.0030628,-0.4329057,-0.90067357
41.5485,65135.0967,51.188705,-2.201897,-174.284607,0.00422635,-0.43224391,-0.9010011
41.5753,65135.1168,51.157551,-2.125004,-174.404312,0.00436535,-0.43197918,-0.90115333
41.5895,65135.1367,51.177528,-2.289049,-174.346054,0.00330414,-0.43218571,-0.90106541
41.6094,65135.1567,51.207417,-2.492512,-174.210709,0.00222918,-0.43248114,-0.9009155
41.6328,65135.1767,51.19939,-2.423597,-174.196976,0.00281896,-0.43239588,-0.90093994
41.6519,65135.1968,51.168461,-2.214614,-174.307785,0.0040296,-0.43208972,-0.90108508
41.6749,65135.2178,51.15691,-2.12652,-174.417984,0.00430158,-0.43197516,-0.90116006
41.7,65135.2377,51.147797,-2.235889,-174.379745,0.0035814,-0.43193653,-0.90118599
41.7171,65135.2577,51.138939,-2.311692,-174.325668,0.00318503,-0.43188912,-0.90120447
41.7307,65135.2778,51.092789,-2.235745,-174.336212,0.00372126,-0.43150276,-0.90137881
41.7507,65135.2977,51.068962,-2.098027,-174.384796,0.00461077,-0.43127388,-0.90147835
41.7717,65135.3177,51.135674,-2.075887,-174.339371,0.00498638,-0.43178907,-0.90121287
41.7914,65135.3378,51.241837,-2.140484,-174.261765,0.00482012,-0.43264058,-0.90079165
41.8127,65135.3588,51.289547,-2.237983,-174.232056,0.00418819,-0.43304548,-0.90060645
41.8347,65135.3787,51.266716,-2.215353,-174.276443,0.00418769,-0.43286067,-0.9007057
41.8699,65135.3997,51.294914,-2.138225,-174.366959,0.00446489,-0.43306088,-0.90062559
41.8786,65135.4197,51.310318,-2.111739,-174.429214,0.0044448,-0.43317598,-0.90058601
41.8979,65135.4396,51.239918,-2.091064,-174.479965,0.00438394,-0.43261862,-0.90086597
41.9225,65135.4596,51.183887,-2.00387,-174.549179,0.0047834,-0.43215415,-0.90109473
41.937,65135.4797,51.221329,-1.896944,-174.521576,0.00574479,-0.43241391,-0.9009403
41.9501,65135.4997,51.301407,-1.808186,-174.448914,0.00675209,-0.43301073,-0.90061104
41.9703,65135.5198,51.34713,-1.79759,-174.393356,0.00706558,-0.43336302,-0.90042013
41.9902,65135.5397,51.262352,-1.814119,-174.455078,0.0066649,-0.43270627,-0.90076041
42.0205,65135.5597,51.133484,-1.76424,-174.623474,0.00636612,-0.43168747,-0.90129536
42.0373,65135.5798,51.077225,-1.679973,-174.727753,0.00661258,-0.43122512,-0.90153402
42.0532,65135.6008,51.123699,-1.459033,-174.793396,0.00812269,-0.43152663,-0.90136546
42.0744,65135.6207,51.091358,-1.19376,-174.843063,0.01000949,-0.43119338,-0.90148151
42.0955,65135.6407,50.973415,-0.967928,-174.921188,0.01144728,-0.43020168,-0.90192747
42.1212,65135.6608,50.9165,-0.932194,-174.974503,0.01150698,-0.42974773,-0.90215421
42.1321,65135.6807,51.034103,-1.041902,-174.96933,0.01070735,-0.43070698,-0.90172225
42.156,65135.7007,51.230698,-1.14298,-174.971283,0.00997992,-0.43228415,-0.90099305
42.1741,65135.7208,51.320248,-1.122489,-174.956116,0.01023251,-0.43298021,-0.90064907
42.198,65135.7407,51.263157,-1.082327,-174.981567,0.01043029,-0.43252143,-0.90086859
42.2152,65135.7607,51.186493,-1.128065,-174.99884,0.00997639,-0.43193457,-0.9011665
42.232,65135.7808,51.181519,-1.193371,-174.986588,0.0095071,-0.43191433,-0.90118718
42.2527,65135.8007,51.263931,-1.247941,-174.948273,0.00925428,-0.43257555,-0.90086961
42.2744,65135.8207,51.348732,-1.304246,-174.885345,0.00908266,-0.433254,-0.90053517
42.2944,65135.8408,51.312843,-1.376015,-174.851517,0.0086322,-0.43299168,-0.90066552
42.3157,65135.8617,51.256046,-1.393085,-174.871109,0.00840141,-0.43255201,-0.90088695
42.3378,65135.8827,51.285923,-1.387209,-174.911789,0.00830586,-0.43278801,-0.90078628
42.3578,65135.9028,51.306614,-1.337259,-174.910782,0.00871048,-0.4329353,-0.90070426
42.3763,65135.9227,51.326527,-1.279065,-174.916367,0.00915451,-0.43307433,-0.90062642
42.3958,65135.9427,51.335968,-1.306145,-174.862534,0.00914889,-0.43315253,-0.90057641
42.428,65135.9628,51.328835,-1.385395,-174.803772,0.00874532,-0.43311653,-0.90059119
42.439,65135.9847,51.315575,-1.355936,-174.749557,0.00917639,-0.43299887,-0.90062195
42.4578,65136.0048,51.283722,-1.318033,-174.579544,0.01010347,-0.43272215,-0.90068406
42.477,65136.0257,51.232208,-1.34079,-174.444855,0.01041123,-0.43231294,-0.90083528
42.5131,65136.0458,51.132893,-1.411728,-174.237259,0.01059292,-0.43153781,-0.90114397
42.5241,65136.0657,51.018814,-1.448628,-174.084106,0.01082776,-0.43063986,-0.90152109
42.5373,65136.0857,50.892605,-1.449379,-174.007858,0.01105048,-0.42964026,-0.90196615
42.5594,65136.1058,50.75602,-1.433914,-174.025909,0.01104199,-0.42856169,-0.9024812
42.5851,65136.1257,50.714935,-1.442019,-174.072662,0.01078459,-0.42824572,-0.90265203
42.5981,65136.1457,50.799812,-1.458259,-174.091888,0.01062343,-0.42892131,-0.90234405
42.617,65136.1658,50.874222,-1.40572,-174.080948,0.01111177,-0.42948684,-0.90205717
42.6475,65136.1857,50.830784,-1.331543,-174.126846,0.01150419,-0.42912301,-0.90222847
42.6735,65136.2057,50.786842,-1.293983,-174.191254,0.0115393,-0.42877012,-0.902412
42.69,65136.2258,50.802616,-1.285326,-174.200363,0.01158036,-0.42889211,-0.90235549
42.6991,65136.2457,50.815971,-1.316718,-174.107498,0.01168674,-0.42899907,-0.90227538
42.7172,65136.2657,50.87059,-1.373793,-174.011276,0.01162256,-0.42943978,-0.90204215
42.738,65136.2858,50.997673,-1.435065,-173.943024,0.01145478,-0.43045494,-0.90154773
42.7595,65136.3057,51.126232,-1.535757,-173.893906,0.01090754,-0.43149784,-0.90105724
42.7802,65136.3267,51.183788,-1.685522,-173.864792,0.00986701,-0.43200234,-0.90084404
42.8002,65136.3467,51.136295,-1.844517,-173.793442,0.00886293,-0.43168163,-0.9010092
42.8252,65136.3668,51.065823,-1.897681,-173.805054,0.00836688,-0.43114811,-0.90128177
42.8548,65136.3868,51.091072,-1.817988,-173.913666,0.00859705,-0.43132582,-0.90122044
42.8753,65136.4067,51.200886,-1.868356,-173.943222,0.0081421,-0.43220875,-0.90082222
42.8794,65136.4267,51.296944,-1.94822,-174.000351,0.00734449,-0.4329949,-0.90048653
42.8997,65136.4477,51.341637,-1.942156,-174.124802,0.00694277,-0.43335146,-0.90036052
42.9222,65136.4678,51.31369,-1.904435,-174.217499,0.00687571,-0.43312505,-0.90049458
42.9403,65136.4877,51.259029,-1.875046,-174.241653,0.00699044,-0.43268743,-0.90070665
42.9578,65136.5077,51.247566,-1.839179,-174.166687,0.00755011,-0.43258062,-0.90072221
42.9785,65136.5278,51.330307,-1.867355,-174.064484,0.0077532,-0.43323305,-0.90037775
42.9975,65136.5476,51.435833,-1.985353,-173.949142,0.00731286,-0.43409467,-0.89994758
43.0175,65136.5677,51.431141,-2.092253,-173.913651,0.00660552,-0.43409306,-0.89995933
43.0416,65136.5877,51.327774,-2.079297,-173.970596,0.00644178,-0.43328059,-0.90036786
43.0671,65136.6096,51.27177,-1.996125,-174.073929,0.00667811,-0.43281823,-0.90060943
43.0949,65136.6297,51.277943,-1.937879,-174.108002,0.00701002,-0.43284893,-0.90059429
43.11,65136.6507,51.304054,-1.934653,-174.045074,0.00728542,-0.43304893,-0.90047425
43.1262,65136.6707,51.388763,-1.987726,-173.988937,0.00712103,-0.43372875,-0.90013897
43.1469,65136.6917,51.46452,-1.961211,-174.067368,0.00706816,-0.43431887,-0.89987856
43.1643,65136.7116,51.428867,-1.904707,-174.202805,0.00698219,-0.43402833,-0.90005553
43.1827,65136.7317,51.316219,-1.868195,-174.276978,0.00693689,-0.43313637,-0.90050274
43.2096,65136.7517,51.270336,-1.909124,-174.242813,0.00672335,-0.43278757,-0.90066665
43.2238,65136.7716,51.350544,-2.010023,-174.173752,0.0062285,-0.433447,-0.90034735
43.243,65136.7917,51.455795,-2.05109,-174.095154,0.00625288,-0.43428257,-0.89992619
43.2615,65136.8117,51.457653,-1.934632,-174.128082,0.0070436,-0.43425968,-0.8999235
43.2826,65136.8316,51.372986,-1.838816,-174.253403,0.00728262,-0.43357086,-0.90027905
43.3065,65136.8516,51.33078,-1.851335,-174.326462,0.00688884,-0.43324816,-0.9004631
43.3305,65136.8717,51.372044,-1.933196,-174.330185,0.00625021,-0.43359903,-0.90031356
43.347,65136.8927,51.499859,-1.95541,-174.316025,0.0061873,-0.43460864,-0.8998276
43.3741,65136.9137,51.580917,-1.845273,-174.323624,0.00705985,-0.43520907,-0.89951706
43.3903,65136.9347,51.545536,-1.775366,-174.388962,0.00734473,-0.43491268,-0.89966804
43.4083,65136.9547,51.533482,-1.867638,-174.504669,0.0061758,-0.43485445,-0.89975625
43.4271,65136.9746,51.633327,-1.936947,-174.615448,0.00525447,-0.43566477,-0.89941585
43.4468,65136.9947,51.746552,-1.867603,-174.727646,0.00542012,-0.43653685,-0.8990171
43.4764,65137.0147,51.791718,-1.767665,-174.831314,0.00582791,-0.43686631,-0.89887136
43.4948,65137.0346,51.715603,-1.687883,-174.930069,0.00604653,-0.43625131,-0.89918524
43.5064,65137.0547,51.571873,-1.597486,-175.011078,0.00639073,-0.43510193,-0.89974898
43.5293,65137.0747,51.513519,-1.469014,-175.067841,0.00716146,-0.43461013,-0.8999787
43.5573,65137.0946,51.5089,-1.44032,-175.06131,0.00740979,-0.43456513,-0.89999241
43.5695,65137.1147,51.512104,-1.54973,-174.960358,0.00693463,-0.434616,-0.8999576
43.5852,65137.1347,51.515251,-1.667174,-174.821625,0.00653978,-0.43466741,-0.89991146
43.6061,65137.1546,51.507362,-1.721927,-174.742615,0.00640616,-0.43461758,-0.89992052
43.6362,65137.1747,51.396301,-1.778209,-174.696564,0.00609192,-0.43376037,-0.90032911
43.6598,65137.1947,51.226105,-1.806378,-174.625519,0.00606663,-0.43242854,-0.90095013
43.6763,65137.2157,51.175892,-1.814079,-174.585709,0.00613466,-0.43203428,-0.90112692
43.693,65137.2367,51.260387,-1.842353,-174.557571,0.00605508,-0.43270552,-0.90080178
43.7192,65137.2567,51.314556,-1.897143,-174.529037,0.00575586,-0.43314663,-0.90059167
43.7385,65137.2766,51.289249,-1.876746,-174.532608,0.00589161,-0.43294168,-0.9006871
43.7581,65137.2967,51.283424,-1.838316,-174.519791,0.00623957,-0.43288317,-0.90070289
43.7698,65137.3167,51.288578,-1.853782,-174.551102,0.00600196,-0.43293011,-0.90069431
43.7913,65137.3366,51.236443,-1.858135,-174.615295,0.0057028,-0.43252516,-0.90091079
43.8098,65137.3576,51.163376,-1.87343,-174.666229,0.00535902,-0.43195817,-0.90120184
43.831,65137.3786,51.187222,-1.906235,-174.722305,0.00489974,-0.43215808,-0.90113056
43.854,65137.3996,51.283863,-1.900504,-174.74646,0.00489464,-0.43291673,-0.90077382
43.8713,65137.4196,51.342457,-1.899974,-174.730484,0.00498398,-0.43337598,-0.9005484
43.8929,65137.4397,51.389706,-1.940298,-174.694656,0.0048228,-0.4337576,-0.90036106
43.9113,65137.4596,51.380409,-2.000014,-174.677841,0.00441327,-0.43370175,-0.90039355
43.9366,65137.4796,51.317924,-1.998826,-174.681229,0.0043828,-0.43321094,-0.90063
43.9523,65137.4997,51.270752,-1.898733,-174.743149,0.00491548,-0.43281305,-0.9008221
43.9704,65137.5197,51.259922,-1.763989,-174.789276,0.00579604,-0.43268982,-0.9008705
44.0011,65137.5396,51.240387,-1.700179,-174.829437,0.00613804,-0.43251932,-0.90095276
44.013,65137.5597,51.2505,-1.6513,-174.879227,0.00633844,-0.43258694,-0.90092683
44.0321,65137.5797,51.178627,-1.659303,-174.943741,0.00600311,-0.432028,-0.90121663
44.0606,65137.5996,51.019276,-1.664026,-174.967819,0.00581153,-0.4307777,-0.90182221
44.0744,65137.6197,50.888729,-1.626705,-174.959595,0.00608393,-0.42973927,-0.90230685
44.092,65137.6407,50.9179,-1.583697,-174.908676,0.00662526,-0.42995328,-0.90218025
44.1206,65137.6607,51.099018,-1.57089,-174.875687,0.00692293,-0.43137205,-0.90149075
44.1322,65137.6806,51.250061,-1.687601,-174.8461,0.00617793,-0.43259245,-0.90092063
44.1514,65137.7007,51.360508,-1.857093,-174.762634,0.00520702,-0.43350634,-0.90048802
44.171,65137.7207,51.334419,-1.89923,-174.772064,0.00482924,-0.43331441,-0.90059108
44.1917,65137.7406,51.221169,-1.738246,-174.862656,0.00570546,-0.43238133,-0.90103692
44.2114,65137.7607,51.193558,-1.613372,-174.929062,0.00642576,-0.43213102,-0.90115368
44.2315,65137.7807,51.302704,-1.702175,-174.836563,0.00612102,-0.43300989,-0.9007203
44.255,65137.8006,51.434128,-1.912184,-174.680023,0.00511804,-0.4340972,-0.90018791
44.2769,65137.8206,51.485748,-1.949035,-174.583206,0.00521789,-0.43450925,-0.89996499
44.2976,65137.8407,51.44669,-1.764602,-174.631729,0.00646569,-0.43414822,-0.90011817
44.3144,65137.8606,51.375095,-1.666416,-174.716675,0.00688534,-0.43356076,-0.90040904
44.3331,65137.8806,51.342186,-1.723602,-174.744751,0.00631598,-0.43332142,-0.900545
44.3546,65137.9007,51.372517,-1.800719,-174.791855,0.00554441,-0.43358529,-0.90044874
44.375,65137.9207,51.401409,-1.744952,-174.876877,0.00567283,-0.43379977,-0.90036213
44.3958,65137.9406,51.340656,-1.557594,-174.915802,0.00697325,-0.43326944,-0.90059257
44.4166,65137.9616,51.258232,-1.461419,-174.927795,0.00765105,-0.43259394,-0.9009006
44.443,65137.9817,51.23962,-1.549552,-174.906128,0.00703251,-0.43247274,-0.9009698
44.464,65138.0017,51.268848,-1.685298,-174.866486,0.00612677,-0.43274048,-0.90085578
44.4768,65138.0216,51.24213,-1.772631,-174.892578,0.00533074,-0.43255761,-0.90096837
44.4983,65138.0417,51.151844,-1.682069,-174.954651,0.00577228,-0.43182462,-0.90132171
44.5222,65138.0617,51.10693,-1.493695,-175.013123,0.00701597,-0.43141967,-0.90149719
44.5369,65138.0816,51.147118,-1.450078,-175.059555,0.00719987,-0.43172577,-0.901357
44.5583,65138.1017,51.231586,-1.562048,-175.092117,0.00622924,-0.43242398,-0.90105516
44.5749,65138.1217,51.318687,-1.661167,-175.157013,0.00523868,-0.4331395,-0.90075022
44.5966,65138.1416,51.337189,-1.583295,-175.285355,0.00537257,-0.43326941,-0.90071207
44.6142,65138.1626,51.210148,-1.33997,-175.397293,0.00681627,-0.43221095,-0.90120822
44.6361,65138.1826,51.065483,-1.274381,-175.442413,0.00711059,-0.43105823,-0.90176052
44.6563,65138.2027,51.041107,-1.422447,-175.419373,0.00602331,-0.43090516,-0.90185422
44.6786,65138.2237,51.162258,-1.547652,-175.425797,0.00505789,-0.43189147,-0.90140688
44.7015,65138.2437,51.261898,-1.504273,-175.412384,0.00548603,-0.43266261,-0.90102631
44.721,65138.2636,51.232903,-1.366309,-175.371674,0.00671406,-0.4323954,-0.90111727
44.7407,65138.2837,51.206871,-1.298983,-175.332321,0.00738239,-0.43216988,-0.90120023
44.7587,65138.3037,51.225616,-1.385136,-175.315491,0.00677534,-0.43234006,-0.90113032
44.7881,65138.3247,51.241623,-1.472253,-175.350998,0.00596215,-0.4324916,-0.90108466
44.797,65138.3457,51.267673,-1.450722,-175.386383,0.00600741,-0.43269244,-0.90099484
44.8198,65138.3656,51.260681,-1.381836,-175.365707,0.00662449,-0.43261766,-0.90101182
44.8479,65138.3856,51.223057,-1.309435,-175.357254,0.00721211,-0.43230158,-0.90114689
44.8574,65138.4057,51.217876,-1.396786,-175.357269,0.00652316,-0.43228486,-0.90117157
44.8773,65138.4256,51.289085,-1.572984,-175.324127,0.00528915,-0.43289047,-0.90090346
44.8964,65138.4456,51.364262,-1.65615,-175.298187,0.00476164,-0.43350229,-0.90061665
44.9335,65138.4657,51.353275,-1.607951,-175.317947,0.00506156,-0.43340394,-0.90066129
44.9357,65138.4857,51.248779,-1.519575,-175.415146,0.00535049,-0.43256372,-0.90107715
44.9583,65138.5056,51.21299,-1.310009,-175.597839,0.00629652,-0.43223679,-0.90124911
44.9754,65138.5256,51.294109,-1.061315,-175.774582,0.00761213,-0.43282121,-0.9009738
44.9965,65138.5457,51.34304,-0.838291,-175.861862,0.00905133,-0.43315512,-0.90079522
45.0154,65138.5656,51.266106,-0.691317,-175.880661,0.01011208,-0.43251404,-0.9010781
45.0392,65138.5857,51.20808,-0.568882,-175.93248,0.01086193,-0.43203053,-0.90129924
45.0556,65138.6057,51.211376,-0.578163,-175.938461,0.01076739,-0.43205959,-0.90128905
45.0837,65138.6256,51.201241,-0.764058,-175.750885,0.01000936,-0.43201175,-0.90129483
45.1008,65138.6457,51.154415,-1.022321,-175.412354,0.00923818,-0.43168589,-0.90139991
45.1192,65138.6657,51.105652,-1.200632,-175.108582,0.00896169,-0.43132994,-0.90150952
45.1401,65138.6867,51.090557,-1.312934,-174.910294,0.00881866,-0.43122956,-0.90151536
45.1596,65138.7076,51.098049,-1.454888,-174.763138,0.00825875,-0.43132144,-0.90145224
45.1789,65138.7276,51.097019,-1.601054,-174.678482,0.00742717,-0.43135324,-0.90143961
45.2015,65138.7477,51.062469,-1.633354,-174.694885,0.00709687,-0.43109277,-0.9015764
45.2231,65138.7677,50.961075,-1.530439,-174.812683,0.00742224,-0.43027106,-0.90198624
45.2409,65138.7876,50.853371,-1.477261,-174.924789,0.00737717,-0.42941454,-0.90241998
45.2619,65138.8087,50.771126,-1.547011,-174.913513,0.00683721,-0.42878741,-0.90272802
45.2857,65138.8286,50.732697,-1.628518,-174.864288,0.00636366,-0.42850631,-0.90286148
45.3166,65138.8487,50.695751,-1.695706,-174.818161,0.00599157,-0.42823318,-0.90298885
45.3281,65138.8686,50.655952,-1.848108,-174.625275,0.00549441,-0.42795655,-0.90308595
45.3417,65138.8886,50.670174,-1.992436,-174.406021,0.0051823,-0.4281038,-0.90297067
45.3638,65138.9087,50.754715,-2.01697,-174.210373,0.00575915,-0.42876801,-0.90259302
45.3794,65138.9287,50.89402,-2.03657,-174.065872,0.00621152,-0.42986301,-0.9020254
45.4028,65138.9486,51.027924,-2.175274,-173.974365,0.00552793,-0.43095854,-0.90150028
45.4198,65138.9687,51.044197,-2.251627,-173.964828,0.0049711,-0.43111205,-0.90143973
45.4399,65138.9887,50.933918,-2.062328,-174.131378,0.00578176,-0.43018889,-0.90189987
45.4661,65139.0086,50.796211,-1.644684,-174.381668,0.00806895,-0.42898113,-0.90247273
45.4804,65139.0287,50.723213,-1.251323,-174.557571,0.01047818,-0.42828965,-0.90277183
45.5023,65139.0487,50.737862,-1.080462,-174.591095,0.01170493,-0.42835096,-0.90271193
45.5209,65139.0686,50.79678,-1.175097,-174.478714,0.0114042,-0.42883557,-0.90246344
45.5418,65139.0887,50.837059,-1.227852,-174.401871,0.01129335,-0.42916316,-0.90229172
