AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_1,Quat_2,Quat_3,Quat_4
23.9692,65117.5179,5.26964,-0.97205,-8.5066,-1.85459,7.73905,-0.50457,6.0,-4.98,22.26,12.221628,-139.777939,-111.550316,0.10963926180699426,-0.75142455,-0.55541205,-0.33890682
23.9916,65117.5379,7.4316,0.43335,-7.48667,-2.67009,9.21246,-0.05376,4.26,-4.68,22.56,13.584356,-130.764084,-112.630898,0.13994765984358268,-0.72383672,-0.54166442,-0.4038251
24.0106,65117.5579,11.01333,3.62722,-5.29597,-3.41718,9.9681,0.07269,1.92,-5.1,22.86,15.036227,-119.974609,-115.032318,0.17075440959220556,-0.68900901,-0.51625746,-0.47915316
24.0392,65117.5779,13.07713,4.96797,-2.16675,-3.79469,10.48978,-0.30299,-1.26,-6.3,22.86,16.45088,-107.99057,-118.528275,0.1978688533055302,-0.64519835,-0.48148456,-0.55923128
24.0526,65117.5979,11.78187,4.47955,0.4142,-3.5644,10.16785,-0.47586,-4.92,-6.96,21.84,17.6334,-95.442291,-122.456932,0.2205716290993333,-0.59124458,-0.44229311,-0.63730276
24.0729,65117.6179,12.45943,4.70461,4.02705,-2.7495,8.72071,-0.2755,-8.64,-8.82,20.1,18.069752,-83.575462,-126.140511,0.240202269889599,-0.53371263,-0.40244615,-0.70391107
24.0888,65117.6378,15.02122,6.04536,7.16345,-1.75379,7.92781,-0.3262,-12.48,-10.02,17.28,17.854143,-73.473686,-128.822418,0.2582215143381624,-0.47922719,-0.36737338,-0.75412184
24.1166,65117.6579,16.05552,5.3271,5.28879,-0.92729,7.53563,-0.58338,-15.54,-11.28,13.74,17.720079,-64.573425,-130.300262,0.2763733316692453,-0.42419755,-0.33994815,-0.79253358
24.1453,65117.6779,16.65886,5.46357,5.4516,-0.44288,6.61262,-0.74281,-17.64,-12.3,10.26,17.872511,-55.815941,-131.360291,0.2932637141852535,-0.36480895,-0.31550735,-0.82544893
24.1541,65117.6989,17.69794,5.72932,5.25527,0.07269,5.85942,-1.00426,-19.14,-13.02,6.54,18.355005,-48.154278,-132.096588,0.30643654347015326,-0.30894697,-0.29657829,-0.8501116
24.1722,65117.7189,16.17523,5.64792,3.77566,0.14111,5.34263,-1.2089,-19.38,-14.28,3.78,19.322651,-40.942032,-132.813782,0.31585783039575177,-0.25302604,-0.28207505,-0.86985362
24.1901,65117.7389,13.52724,5.0781,2.75333,0.14844,4.28155,-1.32497,-19.56,-14.76,1.62,20.32188,-34.67733,-133.785812,0.32038579983045373,-0.203723,-0.27001098,-0.8848412
24.2105,65117.7589,12.88081,5.62877,4.01986,0.20892,2.74217,-1.44042,-19.14,-15.6,-0.24,21.288738,-29.756844,-134.946106,0.32009192657533414,-0.16470197,-0.26157844,-0.89553958
24.2314,65117.7789,12.68448,5.62159,6.10761,0.45632,1.6475,-1.64445,-18.48,-16.2,-1.86,22.333544,-26.378832,-136.299698,0.31448786403165435,-0.13759269,-0.25832391,-0.90301406
24.2506,65117.7988,12.09311,5.33668,6.20817,0.67562,0.9615,-1.95538,-17.76,-16.32,-3.36,23.722076,-24.044912,-137.861176,0.30415567982208147,-0.11794943,-0.26087368,-0.90858251
24.2716,65117.8189,10.7763,5.20978,5.50906,0.60109,0.82406,-2.26692,-17.04,-16.98,-4.2,25.363403,-22.39702,-139.669052,0.2898971328907824,-0.10361686,-0.26747054,-0.91306227
24.2945,65117.8389,9.15303,4.47716,4.43406,0.27,1.01953,-2.56502,-16.44,-17.52,-4.68,27.015049,-22.173153,-141.217941,0.2744385850150797,-0.10026489,-0.27828938,-0.91497838
24.3202,65117.8589,6.95037,3.69186,4.51068,0.02871,0.94562,-2.67803,-15.96,-18.18,-4.86,28.346468,-21.429035,-143.264969,0.2569893855352526,-0.09526191,-0.28512967,-0.91846758
24.3357,65117.8788,6.12676,3.63679,4.70461,0.03726,0.69089,-2.8057,-14.94,-19.02,-4.86,29.461655,-20.605978,-145.539429,0.2384197405917581,-0.09110592,-0.2901881,-0.92230505
24.3498,65117.8989,4.83868,3.16035,4.38857,0.06597,0.50885,-3.07143,-13.62,-19.8,-4.92,30.584076,-19.812126,-148.06987,0.2177353120561423,-0.08808168,-0.29542872,-0.92604256
24.3791,65117.9189,2.82037,2.04225,4.09169,0.09529,0.3372,-3.14046,-12.24,-20.4,-4.98,31.697054,-18.856823,-150.997452,0.1943167321769775,-0.08510799,-0.3002834,-0.92996103
24.3911,65117.9399,0.64165,1.00317,2.94726,0.11057,0.15699,-2.95231,-10.62,-21.0,-5.22,32.766018,-17.744286,-154.195557,0.16925500357819975,-0.08200573,-0.30468556,-0.93369937
24.4108,65117.9599,-0.3711,0.59616,2.1476,0.08796,-0.35491,-2.72629,-9.3,-21.84,-5.34,33.690609,-16.282104,-157.45668,0.14494316542193872,-0.07684827,-0.3078267,-0.93719184
24.4336,65117.9799,-0.74699,0.2873,0.54348,-0.00611,-1.20951,-2.59129,-7.86,-22.86,-5.28,34.611473,-14.902122,-160.899734,0.11902117706432003,-0.07315622,-0.31141192,-0.93994933
24.457,65117.9999,-0.99838,-0.08619,-0.59616,-0.72204,-1.88452,-2.48133,-6.78,-23.64,-5.28,35.234627,-14.494135,-164.358765,0.09082930656301658,-0.07825913,-0.31380773,-0.94188654
24.4764,65118.0199,-1.54905,-1.3623,0.05746,-2.13803,-1.66461,-2.21744,-5.76,-24.12,-4.62,34.792667,-14.523086,-167.971725,0.061595567512009564,-0.08887936,-0.30758688,-0.94535536
24.4933,65118.0399,-3.11007,-3.3016,4.36463,-3.20032,-1.36284,-1.55526,-4.86,-24.42,-4.44,32.720245,-14.333579,-171.561783,0.03499487932005524,-0.09882127,-0.28752258,-0.95201916
24.5109,65118.0599,-2.85389,-3.05261,7.21373,-3.31639,-1.53266,-0.90225,-4.56,-23.76,-5.1,29.480778,-14.367878,-174.427917,0.014850282756688404,-0.10852607,-0.25802237,-0.95990938
24.5326,65118.0799,-1.58736,-2.8084,8.33422,-3.03234,-2.04334,-0.20831,-4.5,-23.34,-5.88,25.447306,-14.800053,-176.579651,0.000389383929519891,-0.11905903,-0.22206655,-0.96773511
24.5512,65118.0999,0.38068,-1.9417,9.72285,-2.91688,-2.37932,0.44654,-4.38,-22.8,-7.32,20.710155,-15.749672,-177.964462,0.007311899775104237,0.13159406,0.18041876,0.97471976
24.5708,65118.1199,3.553,0.88107,11.93031,-2.6029,-2.61695,0.73121,-4.56,-21.9,-8.88,16.40801,-17.773699,-178.437057,0.008705793322945965,0.15096559,0.14305738,0.97809416
24.591,65118.1397,5.48033,2.68869,13.03403,-1.99692,-2.80448,0.44654,-5.1,-21.48,-10.08,12.95746,-20.400965,-178.663834,0.00857191540029809,0.17465527,0.11309506,0.97807544
24.612,65118.1599,6.53138,2.66235,13.61822,-1.64201,-3.0079,0.15944,-5.46,-20.94,-11.28,10.517387,-23.273159,-179.117722,0.010976926964861727,0.2001572,0.09131272,0.97543764
24.6438,65118.1809,7.45554,2.37026,15.18163,-1.11055,-3.41779,0.1631,-6.66,-20.22,-12.12,8.644365,-26.671366,-179.761688,0.01536311784968429,0.22984678,0.0738108,0.97030222
24.6546,65118.2009,9.36133,3.7589,15.94299,-0.18509,-4.45993,-0.146,-8.1,-19.32,-12.78,7.636959,-30.64867,179.850021,0.018855773491609554,0.26377982,0.06388272,0.96228045
24.6752,65118.2209,10.58477,4.72137,16.60858,1.04824,-5.9315,-0.686,-9.0,-18.66,-13.08,7.875311,-36.133945,179.675262,0.023980027725635046,0.30958012,0.06440808,0.94838637
24.6956,65118.2409,10.79785,4.69264,16.29972,2.30785,-7.02251,-1.01953,-10.32,-17.7,-12.78,9.642903,-43.318665,179.966919,0.031286023945491535,0.36780366,0.07801032,0.92609721
24.7143,65118.2609,12.27028,5.284,13.86243,3.14168,-7.45805,-1.22723,-11.28,-17.58,-11.7,12.478953,-51.759945,-178.767685,0.03781789569991254,0.43282503,0.10244484,0.89483929
24.7398,65118.2809,13.10107,6.64152,9.79707,3.14168,-6.93088,-1.59314,-12.36,-17.76,-10.26,15.758019,-60.801025,-176.591644,0.043928164043455,0.49752641,0.13308904,0.85605204
24.7519,65118.3009,11.79384,6.41646,7.12275,2.53692,-6.19845,-1.79717,-13.38,-17.88,-7.56,18.944721,-69.290611,-174.307693,0.05314841905700304,0.55332857,0.16306745,0.81511456
24.7768,65118.3209,10.06283,5.72214,7.42921,2.11909,-5.37439,-1.7428,-13.56,-18.3,-4.56,21.709148,-76.916374,-172.299744,0.0652187028357193,0.59953541,0.18814541,0.7751807
24.792,65118.3409,8.26239,5.01346,7.31668,2.07755,-4.54484,-1.55587,-13.5,-18.72,-1.86,24.035275,-83.674225,-170.247879,0.07643622690408605,0.63684958,0.21002041,0.73788315
24.8119,65118.3609,7.20894,4.8291,5.67905,2.18079,-4.05676,-1.38727,-12.42,-19.44,1.44,25.989534,-88.077332,-168.566025,0.08575776022371007,0.65786999,0.22831595,0.7125479
24.8343,65118.3809,6.50026,4.70221,3.80439,2.2712,-3.93825,-1.28282,-10.92,-20.1,3.66,27.636225,-92.205162,-166.553162,0.09209225483313607,0.67552727,0.24638766,0.68882149
24.8599,65118.4009,5.76045,4.74531,1.83396,2.21194,-4.15694,-1.22417,-9.54,-20.76,5.28,29.069551,-96.451599,-164.309647,0.09738981007280699,0.69232976,0.26416695,0.66438735
24.8748,65118.4209,5.40132,4.80277,1.35033,2.18018,-4.74703,-1.23761,-8.1,-21.0,7.02,30.341976,-101.18325,-162.040512,0.10408587648417982,0.71064198,0.28049746,0.63676941
24.9061,65118.4419,5.6575,4.5418,1.58736,2.25348,-5.1612,-1.32863,-7.14,-20.82,8.4,31.507448,-106.986969,-159.511154,0.11292184005696945,0.73253816,0.29652852,0.60225189
24.9157,65118.4619,5.51863,3.95283,0.98162,2.10932,-4.97672,-1.40682,-5.52,-20.28,9.6,32.451012,-112.846725,-156.981644,0.1221636044241848,0.75304383,0.31103808,0.56679481
24.9585,65118.4819,4.82671,2.806,0.90261,1.67194,-4.21558,-1.32252,-4.2,-19.92,11.28,33.260075,-118.185303,-154.668243,0.13166130865649223,0.7698729,0.32368532,0.53403074
24.9602,65118.5019,4.80756,2.37984,1.67115,1.25777,-3.04822,-1.23212,-2.22,-19.68,12.6,33.981884,-122.116341,-152.934052,0.14032764224769123,0.78058606,0.3333275,0.50979048
24.9718,65118.5219,4.40294,1.37667,2.95684,1.11239,-1.49234,-1.10078,-0.54,-19.5,13.68,34.676941,-124.144875,-151.843109,0.14664951263435413,0.78410846,0.34054032,0.49769482
24.9916,65118.5419,3.74932,0.38307,2.05183,1.17164,0.32437,-0.73304,0.24,-19.44,14.34,35.03804,-124.073524,-151.013138,0.14550727339824623,0.78015083,0.34745574,0.49946654
25.0115,65118.5618,4.04141,0.48123,-0.81163,1.10261,1.66827,-0.36591,1.56,-18.9,14.82,34.857746,-123.752068,-149.325516,0.13579294920290658,0.77412832,0.35872117,0.50359184
25.038,65118.5819,4.81713,0.98641,-1.53229,0.88575,2.79471,-0.05681,1.8,-18.12,15.12,34.440468,-122.199623,-147.755737,0.12079814431158314,0.76360273,0.36965379,0.51543647
25.0551,65118.6019,6.10043,1.01514,-2.4373,0.75075,3.722,0.0336,1.98,-17.4,15.36,33.734848,-118.831139,-146.771072,0.10013778674135602,0.74723577,0.37703297,0.53801233
25.0732,65118.6219,6.06691,1.0319,-4.65912,0.66768,4.34631,0.28344,1.62,-17.16,15.9,32.65163,-114.44603,-145.886871,0.073558084857266,0.72675604,0.38215664,0.5660134
25.096,65118.6419,6.24647,1.78607,-5.68623,0.28955,4.61997,0.59804,0.3,-16.86,16.38,31.26136,-109.933121,-144.965698,0.04399055578900307,0.70541459,0.38484061,0.59359312
25.1149,65118.6619,6.33745,2.35589,-5.78679,-0.21686,4.40312,0.97861,-1.32,-16.8,16.74,29.841385,-105.324982,-144.444046,0.016000457036422118,0.6839,0.38328284,0.6205796
25.132,65118.6819,7.98227,2.21942,-1.78607,0.2248,3.03539,1.2535,-3.24,-16.74,16.98,28.187012,-100.967194,-144.46315,0.009443142117569019,-0.66524607,-0.37588623,-0.64503336
25.1548,65118.7029,11.82257,2.48997,1.61848,1.60596,2.34939,1.39644,-5.28,-16.32,17.34,26.122425,-98.17852,-143.75795,0.03609658606094821,-0.65363497,-0.36962801,-0.65941906
25.1758,65118.7229,15.31571,3.19147,-1.57538,2.01036,4.00667,1.49418,-6.84,-16.26,16.86,23.714155,-96.054565,-141.300217,0.07273025336118867,-0.64096981,-0.37073234,-0.66815084
25.1944,65118.7429,17.03714,4.26886,-3.19387,1.14537,6.09521,1.43614,-8.52,-15.78,16.68,21.535692,-92.083946,-138.81575,0.11393949861978882,-0.61637908,-0.37012082,-0.68564218
25.2193,65118.7629,20.49197,4.40533,0.0431,0.50396,8.05609,1.29076,-10.2,-15.06,16.08,19.93321,-85.017609,-137.437897,0.15454176548768395,-0.57381999,-0.36042669,-0.71898544
25.2366,65118.7829,23.98272,4.43885,1.10612,0.42699,9.77873,1.16187,-12.0,-14.46,15.0,18.597448,-75.689789,-136.432327,0.1971466251963177,-0.51487601,-0.3431766,-0.76043785
25.2616,65118.8029,26.96111,6.11,0.89783,0.14722,11.0756,0.68539,-14.64,-13.86,13.38,17.580469,-64.327255,-135.428299,0.24198329971978835,-0.43773082,-0.31920809,-0.80494845
25.2788,65118.8229,26.27397,6.69898,2.07577,-0.08552,11.17761,-0.06292,-16.8,-13.2,10.62,17.117884,-51.629791,-134.88884,0.28160316752028575,-0.34628683,-0.28890193,-0.84694791
25.3003,65118.8429,23.95399,6.69658,3.84269,0.26389,10.40181,-0.9334,-18.6,-13.08,7.26,17.304619,-38.938854,-135.016006,0.310247253485628,-0.25018576,-0.25710255,-0.88037038
25.3143,65118.8629,20.90856,5.62159,3.10289,0.63897,9.24606,-1.64934,-19.62,-13.2,3.54,18.342953,-27.064123,-135.747986,0.3269582093193097,-0.1556201,-0.23055717,-0.90317446
25.3348,65118.8829,16.99165,4.90572,3.4261,1.21623,7.36948,-2.42025,-19.56,-13.74,-0.24,19.906849,-16.380617,-137.319031,0.33184037120821447,-0.06843703,-0.21041684,-0.91701859
25.3564,65118.9029,12.36845,3.74932,2.38702,1.84481,5.2681,-3.16978,-18.84,-14.58,-3.06,22.071106,-7.500492,-139.92894,0.3237848970414092,0.00512726,-0.20144281,-0.92442298
25.3749,65118.9229,8.33182,2.10211,2.20506,2.00791,3.56134,-3.66092,-17.94,-15.6,-5.52,24.485525,-0.36737,-143.690674,0.3038494038574294,0.06309514,-0.20247307,-0.92881602
25.3942,65118.9429,5.4085,1.02472,2.73897,2.01341,2.37138,-3.79714,-16.44,-17.1,-7.08,27.091179,2.256912,-146.840469,0.2817793996212437,0.08517155,-0.21897405,-0.93026692
25.4273,65118.9629,2.95684,0.2083,3.5099,2.10871,1.74524,-3.77576,-14.16,-18.36,-7.08,29.409367,3.930517,-150.206436,0.2569245018143016,0.09727313,-0.236634,-0.93195069
25.4483,65118.9839,0.83079,-0.30406,1.67834,1.83565,1.57053,-3.47216,-12.18,-20.22,-7.5,31.643372,5.402677,-153.74057,0.23082101093385993,0.10602297,-0.2549217,-0.9330036
25.4572,65119.0039,0.75178,0.48123,1.96803,1.36834,1.44653,-3.22598,-10.26,-21.3,-6.96,33.237331,6.512602,-156.665131,0.20938038612724005,0.11104998,-0.26863155,-0.93362993
25.4754,65119.0239,0.84515,0.7853,2.23379,1.06291,1.43309,-3.16611,-8.16,-21.9,-6.72,34.164974,10.230173,-160.899521,0.1837875586469585,0.13258447,-0.27438375,-0.93453574
25.4963,65119.0439,-2.85628,0.03112,-0.6177,0.43616,1.20951,-2.73851,-6.0,-22.68,-5.94,34.476955,14.471099,-165.303909,0.15819666280512187,0.1569034,-0.27619043,-0.93491924
25.5153,65119.0639,-4.68785,0.51715,0.96247,-0.23824,-0.34147,-1.77945,-4.56,-22.92,-4.98,33.965424,17.507811,-168.597946,0.138131048660285,0.17351106,-0.2727938,-0.93616092
25.5357,65119.0839,-7.17542,0.66559,7.42203,0.09835,-1.8723,-0.56322,-2.76,-23.4,-4.26,33.184052,17.68107,-170.348846,0.12339179622140256,0.17050007,-0.2687723,-0.93992853
25.5554,65119.1039,-4.22098,1.55144,7.73806,0.86682,-3.16001,0.80146,-1.62,-23.76,-3.66,33.357876,15.514994,-170.736984,0.11525592923664885,0.15184246,-0.27301243,-0.9429338
25.5783,65119.1239,-1.82678,3.32076,5.33907,0.98533,-4.1154,1.63284,-1.38,-23.82,-3.84,34.393883,11.249393,-169.848694,0.11297249929064541,0.11929417,-0.28479621,-0.94440311
25.5959,65119.1439,-4.03662,1.36948,2.27449,0.18876,-4.3292,2.58396,-1.02,-24.0,-3.96,35.569138,5.339453,-167.692825,0.11610513685965224,0.07680287,-0.29859501,-0.94417262
25.6149,65119.1639,-2.79882,0.87388,2.28646,-0.56261,-4.8967,3.99567,-1.56,-24.06,-4.08,35.627258,-2.160934,-163.714325,0.12911586668733613,0.02555192,-0.30532646,-0.9431076
25.6353,65119.1839,-0.92416,-0.4956,2.06141,-1.00915,-5.4031,5.26749,-3.12,-23.64,-3.72,34.305485,-11.278008,-158.029907,0.15274848752430945,-0.03624374,-0.30600616,-0.93899655
25.6574,65119.2039,2.44927,-1.79086,2.25534,-1.71653,-5.74641,6.37377,-5.46,-23.1,-3.54,31.239017,-21.245958,-151.423935,0.18550968836695444,-0.10673555,-0.30026317,-0.92953521
25.6774,65119.2239,8.82982,-1.64482,4.21858,-2.10932,-6.15263,6.90644,-8.46,-21.72,-2.94,26.049046,-31.071209,-145.021133,0.2245289977750913,-0.18362847,-0.28551874,-0.91342562
25.6954,65119.2439,17.60696,3.31597,9.17458,-1.59069,-7.15323,6.51427,-11.4,-20.1,-2.46,18.916931,-40.972164,-139.581192,0.2652331560931361,-0.27078986,-0.26372033,-0.88700384
25.7158,65119.2639,17.60935,7.38372,12.59111,0.09652,-6.98097,5.09095,-14.46,-18.3,-1.68,12.795934,-50.401119,-135.646149,0.2954773026597877,-0.35377452,-0.25308913,-0.85057783
25.7406,65119.2839,11.82017,7.20894,6.49307,0.9615,-6.353,4.48131,-16.86,-15.78,-0.06,8.821954,-58.747578,-132.159103,0.31780912394668187,-0.41987181,-0.25956073,-0.80952656
25.7606,65119.3049,11.17853,2.54743,8.19056,0.3598,-4.8576,4.50757,-18.9,-13.08,2.04,4.986791,-66.108818,-128.970108,0.3392749832496546,-0.47606802,-0.26762894,-0.76591545
25.7757,65119.3248,11.66694,1.45807,10.04368,0.68111,-2.9462,4.64624,-20.58,-10.44,4.32,0.739658,-70.505295,-126.815956,0.3622059532574335,-0.51375633,-0.26307505,-0.73188305
25.7958,65119.3449,14.32451,1.90578,10.6949,1.73241,-2.59434,3.99567,-20.94,-8.1,6.84,-3.901091,-73.652542,-124.310318,0.39169886755215855,-0.54240906,-0.25571001,-0.69783723
25.8173,65119.3657,12.39478,-0.93374,10.40281,3.18994,-1.5797,3.18383,-21.36,-5.88,8.46,-7.445963,-76.065254,-120.911179,0.42237778619829347,-0.56008786,-0.25866693,-0.66407079
25.8447,65119.3859,8.73884,-3.11486,3.36864,3.89854,-0.26817,3.43612,-21.36,-4.14,9.9,-9.777561,-75.997643,-115.803482,0.46165718439673376,-0.55532449,-0.26905599,-0.6372568
25.8568,65119.4059,10.50097,-0.93613,-2.48039,3.11236,0.44349,3.29684,-21.12,-1.92,11.04,-12.045662,-74.621681,-110.447838,0.503384663709103,-0.54272574,-0.27526844,-0.61341661
25.8767,65119.4259,10.75715,0.11732,-2.9712,2.07328,0.36957,2.72935,-21.18,0.48,11.64,-14.026026,-73.271935,-106.204819,0.5364364117019144,-0.53246194,-0.27723664,-0.59317797
25.9116,65119.4459,11.46344,0.29688,-0.30885,1.35918,0.13561,2.09221,-21.18,2.46,11.7,-15.556641,-72.459564,-103.219521,0.559029907672751,-0.52678072,-0.27808824,-0.57676214
25.9178,65119.4659,12.89278,0.11732,3.25372,1.21318,-0.20097,1.24006,-20.88,4.44,11.22,-16.393568,-72.131821,-101.074379,0.573315329546986,-0.52311599,-0.28137609,-0.56434625
25.9396,65119.4869,14.619,-0.3304,7.18021,1.64567,-0.43371,0.08247,-21.0,5.58,10.92,-16.375294,-72.005524,-99.074066,0.5833398052169795,-0.51744103,-0.2899273,-0.55489784
25.9571,65119.5069,16.0627,-0.81642,8.00142,2.51676,-0.23885,-1.05435,-20.88,6.78,10.38,-15.204967,-71.862686,-96.82708,0.5907950798622634,-0.50615788,-0.30594957,-0.54878068
25.9785,65119.5269,17.86793,0.00958,6.08606,3.23514,-0.18204,-2.10138,-20.76,7.68,10.38,-12.852233,-71.497147,-94.12011,0.5972743863143083,-0.4868879,-0.32899782,-0.54586071
25.998,65119.5469,18.9549,0.90261,3.10049,3.50453,-0.23702,-3.41413,-20.64,8.58,10.38,-9.025517,-71.182541,-91.103279,0.6003739415830975,-0.45899537,-0.36061478,-0.5466547
26.0175,65119.5669,17.89666,-0.49799,-0.15562,3.03295,-0.03604,-4.66823,-20.52,8.76,10.26,-3.722608,-71.140663,-88.442772,0.5957944724612367,-0.42441729,-0.39823109,-0.55345362
26.0394,65119.5869,15.22952,-2.75573,-1.37188,1.88574,0.05864,-5.37378,-21.0,7.98,9.9,2.580096,-71.106194,-86.93322,0.5813189722109535,-0.38660765,-0.4345009,-0.56904459
26.062,65119.6069,14.48013,-2.11169,0.62249,1.1863,0.01344,-5.60958,-21.0,6.48,9.84,9.089929,-71.02739,-86.799515,0.5579301981042907,-0.35100582,-0.46505731,-0.59095728
26.0903,65119.6279,14.44182,-0.60094,1.0319,0.97983,-0.23274,-6.0494,-21.36,4.26,9.78,16.025225,-70.830414,-87.476616,0.5272281575452402,-0.31465662,-0.49314162,-0.61630595
26.1108,65119.6479,13.22318,-0.84036,0.84994,0.79351,-0.86499,-6.37132,-21.06,1.92,9.54,23.026766,-70.78006,-88.521187,0.49142068637534125,-0.27952784,-0.51998198,-0.64030355
26.1193,65119.6678,11.25514,-1.62806,1.60412,0.53512,-1.4392,-6.27236,-20.88,-0.84,10.26,29.069067,-71.68354,-89.739647,0.4524477267413223,-0.25570241,-0.54523104,-0.65774649
26.1394,65119.6879,10.78588,-0.4956,2.17154,0.33964,-1.61513,-5.87713,-20.58,-3.48,10.8,34.406204,-72.872772,-91.133415,0.41259416356457845,-0.23855247,-0.56710321,-0.67175347
26.1598,65119.7079,11.05882,1.50595,2.40857,0.19914,-1.86925,-5.53077,-19.8,-6.06,11.1,39.196449,-74.005692,-92.60527,0.3737981373962049,-0.22487375,-0.58537298,-0.68340707
26.1803,65119.7278,11.01333,3.36146,1.69031,0.01466,-1.52838,-5.57598,-18.54,-8.58,12.42,43.706001,-75.161133,-94.167503,0.33460419945678666,-0.21368197,-0.60147548,-0.69325846
26.2079,65119.7479,10.35971,4.14676,0.27773,-0.46792,-0.44532,-5.85209,-16.92,-10.92,13.02,48.2826,-75.308334,-96.137856,0.29690531125811853,-0.19834992,-0.61340982,-0.70443803
26.2266,65119.7679,7.94636,3.91691,-0.60573,-1.21684,0.54978,-5.96999,-14.88,-12.72,13.56,52.953575,-73.212669,-99.384346,0.2620912393350276,-0.17552175,-0.61821562,-0.71993732
26.241,65119.7879,4.03902,2.62165,-1.37188,-1.96638,1.96699,-5.64439,-12.78,-14.52,14.1,57.220337,-68.257439,-104.655495,0.23147250165126362,-0.14761637,-0.6147604,-0.73939133
26.2612,65119.8087,3.00951,2.23858,-1.14682,-2.58457,3.29317,-5.04514,-11.1,-16.14,13.8,60.269215,-59.758335,-112.009598,0.2119283427539096,-0.11381826,-0.60179687,-0.76155913
26.2812,65119.8299,1.53708,2.41575,0.71347,-2.95109,2.8619,-4.78307,-8.82,-17.22,13.38,61.913311,-47.738621,-121.983162,0.1982574457419632,-0.07536658,-0.57966179,-0.78676939
26.302,65119.8499,1.37667,4.52025,5.09965,-2.29319,2.03296,-4.48925,-6.9,-18.78,12.42,62.331573,-33.727558,-134.565628,0.17775280878681796,-0.03771,-0.55270183,-0.81332809
26.3213,65119.8699,2.75573,6.5649,7.91044,-0.86071,1.12949,-4.60348,-5.28,-19.92,11.4,61.836456,-22.849024,-145.037842,0.15552519599614792,-0.01079523,-0.53141952,-0.83263958
26.3424,65119.8899,1.47483,5.58807,6.5242,0.39401,0.43127,-4.78185,-3.78,-20.94,10.32,62.093357,-13.453118,-154.956558,0.12550053770157318,0.0130822,-0.5217604,-0.84370881
26.3613,65119.9099,-3.10528,4.26407,4.34787,0.59743,0.56566,-4.28522,-2.22,-22.08,9.18,62.712589,-3.812134,-165.652496,0.08940851843513714,0.03676491,-0.51954633,-0.84895587
26.3874,65119.9299,-3.62482,5.17387,2.62883,0.21991,1.01159,-3.30722,-0.54,-22.5,9.18,62.719563,5.664517,-175.570206,0.05865616531001739,0.06225037,-0.51775563,-0.8512423
26.4094,65119.9499,-1.47243,6.67025,3.28724,0.09285,0.91141,-2.94009,0.96,-22.8,9.06,62.035423,13.392682,176.85611,0.03671680062481035,0.08585633,-0.51433653,-0.85248959
26.4241,65119.9709,-0.71108,6.54335,4.15873,0.16249,0.75931,-3.15634,2.58,-23.04,9.06,60.967018,19.927559,170.3302,0.015918683042870183,0.10646654,-0.51042873,-0.85315531
26.4457,65119.9919,-4.9967,5.6982,4.41491,0.29138,0.95845,-3.02989,3.66,-22.74,9.6,59.416744,27.002625,163.05954,0.009961295923904927,-0.12958843,0.50650233,0.85238665
26.4687,65120.0119,-7.75003,4.85784,2.81319,0.16616,1.10567,-2.34878,4.26,-22.32,9.36,57.544186,33.910969,156.448853,0.03368965483434882,-0.15628597,0.5028823,0.84944046
26.4879,65120.0319,-7.48427,5.32231,2.93529,0.0281,0.98594,-1.62612,5.34,-22.08,9.78,55.726276,39.100353,151.990158,0.04986807593137966,-0.18046005,0.4989199,0.84618336
26.5074,65120.0519,-8.12831,5.00388,4.56574,0.25534,0.51496,-1.17714,5.94,-21.48,10.2,54.02095,42.782135,148.909058,0.06273690612977259,-0.19973074,0.49448571,0.84359682
26.5234,65120.0719,-7.88171,5.15232,3.36864,0.51435,0.22235,-0.72571,6.6,-21.18,10.32,52.783176,45.6558,146.264786,0.07452772463264766,-0.21370263,0.49290153,0.84013385
26.5506,65120.0919,-7.12754,6.43801,2.03028,0.58277,-0.22358,-0.60109,7.2,-20.88,10.8,52.116905,47.924698,143.880646,0.0848692179940595,-0.22243094,0.49475658,0.83578563
26.5741,65120.1119,-8.87052,5.93523,0.96965,0.30971,-0.25168,-0.51374,7.32,-20.52,10.86,51.495354,49.917606,141.405045,0.09685625008371312,-0.22856437,0.49731562,0.8312968
26.5832,65120.1319,-11.45625,4.85305,0.65841,-0.31582,0.13439,0.02505,7.44,-20.1,10.92,50.638481,51.670998,139.532227,0.10651305406456991,-0.23649217,0.49740323,0.82783842
26.603,65120.1519,-12.48337,4.70939,2.54025,-0.59193,0.10934,0.73487,7.92,-20.22,10.62,49.748096,52.659218,139.153473,0.10890418143612457,-0.24554467,0.49370581,0.82710475
26.6253,65120.1719,-12.13142,4.69503,3.36385,-0.3207,-0.37813,1.6756,7.68,-20.1,10.56,49.376102,52.68956,139.825668,0.10556723684213778,-0.25012988,0.4900113,0.82835954
26.6445,65120.1919,-10.06283,5.39892,3.1364,0.02749,-0.99266,2.41353,7.68,-20.34,10.38,49.99765,51.687912,141.037155,0.09835316162868102,-0.24562277,0.49031964,0.8304112
26.665,65120.2119,-8.94474,5.67426,1.00556,0.1069,-1.52411,3.06838,7.2,-20.52,10.2,51.527069,49.776466,142.56572,0.08890725414835786,-0.23244402,0.49506378,0.83245248
