AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:18,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:35,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:49,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:56,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:71,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:84,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:02:34,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:31,wifi_rssi_20:23:00:00:03:32,wifi_rssi_20:23:00:00:03:33,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:18,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:35,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:49,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:56,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:71,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:84,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:02:34,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:31,wifi_freq_20:23:00:00:03:32,wifi_freq_20:23:00:00:03:33
141.0345,-71.0,-82.0,,,,-83.0,-84.0,-89.0,-78.0,-71.0,,,-77.0,,,,,,,,,,-84.0,-84.0,-85.0,,,,,-78.0,,,,,,,-77.0,,,,,,,-87.0,-85.0,,-88.0,,,,,,,,,,2437.0,2437.0,,,,2462.0,2462.0,2437.0,5200.0,2417.0,,,2452.0,,,,,,,,,,2412.0,2412.0,2412.0,,,,,2462.0,,,,,,,2427.0,,,,,,,5200.0,5200.0,,2462.0,,,,,,,,,
145.0597,-62.0,-89.0,-90.0,-90.0,,-86.0,,-88.0,,-71.0,,,-71.0,,,,,,,,-73.0,,,,,-85.0,,-90.0,-91.0,-77.0,-86.0,,,,,,-80.0,,,,,,,-87.0,-86.0,,,-89.0,,,,-89.0,,,,,2437.0,2437.0,5200.0,5500.0,,2462.0,,2437.0,,2417.0,,,2452.0,,,,,,,,2462.0,,,,,2412.0,,2412.0,2457.0,2462.0,2412.0,,,,,,2427.0,,,,,,,5200.0,5200.0,,,2462.0,,,,2412.0,,,,
149.0454,-58.0,-81.0,-86.0,,,,-78.0,,-78.0,,,,-68.0,,-86.0,-89.0,-86.0,,,,,,,-75.0,,,-83.0,,,-71.0,-79.0,,,,,,-77.0,,-85.0,-89.0,-87.0,,-82.0,-83.0,-82.0,-71.0,,-88.0,,,,,,-88.0,,,2437.0,2437.0,5200.0,,,,2462.0,,5200.0,,,,2452.0,,5500.0,2412.0,5260.0,,,,,,,2412.0,,,2432.0,,,2462.0,2412.0,,,,,,2427.0,,2412.0,2437.0,2422.0,,2437.0,5200.0,5200.0,2462.0,,2462.0,,,,,,2452.0,,
152.998,-63.0,-86.0,-88.0,,,,,,,,,,,-87.0,-86.0,-85.0,-90.0,,,,,,,-79.0,-80.0,,,,,-75.0,-75.0,,-84.0,,-84.0,-85.0,-73.0,,,,-83.0,,,-87.0,-86.0,-75.0,,,,,,,,-85.0,,,2437.0,2437.0,5200.0,,,,,,,,,,,5500.0,5500.0,2412.0,5260.0,,,,,,,2412.0,2412.0,,,,,2462.0,2412.0,,2462.0,,2462.0,2462.0,2427.0,,,,2422.0,,,5200.0,5200.0,2462.0,,,,,,,,2452.0,,
157.0337,-63.0,,-82.0,,,,,,-81.0,-71.0,,,-76.0,,,-87.0,,,,,,-73.0,,,,-87.0,,,,-79.0,,,-86.0,,-84.0,,-77.0,-92.0,,,,,-85.0,-86.0,-86.0,,,,,,,,,,-92.0,,2437.0,,5200.0,,,,,,5200.0,2417.0,,,2452.0,,,2412.0,,,,,,2412.0,,,,2412.0,,,,2462.0,,,2462.0,,2462.0,,2427.0,2462.0,,,,,2437.0,5200.0,5200.0,,,,,,,,,,2462.0,
160.9993,-67.0,-87.0,-83.0,,,,,-86.0,-76.0,-83.0,,-86.0,-72.0,,-86.0,,-87.0,-86.0,-85.0,,-79.0,-64.0,,,,,-85.0,,-89.0,-79.0,-79.0,,,,,,-77.0,,-91.0,-90.0,-84.0,,-87.0,-80.0,-80.0,,,,,,,,,,,-89.0,2437.0,2437.0,5200.0,,,,,2437.0,5200.0,2417.0,,5500.0,2452.0,,5500.0,,5260.0,5500.0,5500.0,,2462.0,2412.0,,,,,2432.0,,2457.0,2462.0,2412.0,,,,,,2427.0,,2412.0,2437.0,2422.0,,2437.0,5200.0,5200.0,,,,,,,,,,,2437.0
165.0185,-65.0,,-82.0,,,,,,-76.0,-83.0,,,-70.0,,,,,,,,,-67.0,,,,-81.0,,,-89.0,-73.0,-79.0,,,,,,-72.0,,-91.0,,,,-79.0,-80.0,-80.0,,,,,,,,,,,,2437.0,,5200.0,,,,,,5200.0,2417.0,,,2452.0,,,,,,,,,2412.0,,,,2412.0,,,2457.0,2462.0,2412.0,,,,,,2427.0,,2412.0,,,,2437.0,5200.0,5200.0,,,,,,,,,,,
169.0215,-65.0,,-84.0,,,-85.0,-86.0,,,-81.0,,,-69.0,,,,,,,,,-70.0,,,,,,,-89.0,-73.0,-73.0,-90.0,,,,,-69.0,,,-87.0,-85.0,,-84.0,-81.0,-82.0,-75.0,,,-89.0,,,,,,,,2437.0,,5200.0,,,2462.0,2462.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,,,,,,,2457.0,2462.0,2412.0,2462.0,,,,,2427.0,,,2437.0,2422.0,,2437.0,5200.0,5200.0,2462.0,,,2452.0,,,,,,,
173.0398,-67.0,,-87.0,,,-81.0,-80.0,,-64.0,,-85.0,,-76.0,-86.0,-85.0,,,-85.0,,,-76.0,-73.0,-81.0,-84.0,-82.0,,-86.0,,,-72.0,-73.0,,,,,,-70.0,,,-87.0,-85.0,,,-81.0,-81.0,-72.0,,,,,,,,,,,2437.0,,5200.0,,,2462.0,2462.0,,5200.0,,5500.0,,2452.0,5500.0,5500.0,,,5500.0,,,2462.0,2412.0,2412.0,2412.0,2412.0,,2432.0,,,2462.0,2412.0,,,,,,2427.0,,,2437.0,2422.0,,,5200.0,5200.0,2462.0,,,,,,,,,,
177.0399,-59.0,,,,-86.0,,,,-68.0,-75.0,,,-72.0,,,,-82.0,,,,,-70.0,,-84.0,,,,,,-68.0,,,,,,,-70.0,,,,,,-83.0,-78.0,-78.0,-68.0,,,,,,,,,,,2437.0,,,,5500.0,,,,5200.0,2417.0,,,2452.0,,,,5260.0,,,,,2412.0,,2412.0,,,,,,2462.0,,,,,,,2427.0,,,,,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,
181.0308,-51.0,-83.0,,,,,,,-58.0,-83.0,,,-72.0,,,,,,,,,,-79.0,-79.0,-80.0,,,,-84.0,-71.0,-74.0,-87.0,,,,,-67.0,,,-88.0,,,-80.0,-82.0,-82.0,-69.0,,,,-89.0,,,,,,,2437.0,2437.0,,,,,,,5200.0,2417.0,,,2452.0,,,,,,,,,,2412.0,2412.0,2412.0,,,,2457.0,2462.0,2412.0,2462.0,,,,,2427.0,,,2437.0,,,2437.0,5200.0,5200.0,2462.0,,,,2437.0,,,,,,
