AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:59,wifi_rssi_20:23:00:00:02:60,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:59,wifi_freq_20:23:00:00:02:60
95.4519,-46.0,-60.0,-89.0,-86.0,,-90.0,-85.0,,-89.0,-82.0,-84.0,-85.0,-63.0,-93.0,,,,-91.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,,,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.4151,-51.0,-58.0,-90.0,,,,,-91.0,-91.0,-80.0,,-86.0,-65.0,-90.0,-93.0,-82.0,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,2412.0,2462.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.4104,-55.0,-55.0,-85.0,-86.0,,,-85.0,,,-78.0,-87.0,-82.0,-66.0,,-92.0,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.4909,-52.0,-59.0,-84.0,-85.0,-93.0,-93.0,,-89.0,,-86.0,-80.0,,-60.0,-90.0,,-81.0,,,-59.0,,,,,,,,,,,,,,,,,,,,,,-94.0,,,,,,,2437.0,5200.0,2417.0,2452.0,2412.0,2457.0,,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,
103.4056,-54.0,-59.0,-84.0,-84.0,,-91.0,-80.0,-86.0,,-79.0,-81.0,,-66.0,-89.0,,-82.0,,-83.0,-61.0,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,
105.4098,-58.0,-67.0,-78.0,,,,,-89.0,,-77.0,,-75.0,-62.0,-82.0,,,,,-61.0,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,2437.0,5200.0,2417.0,,,,,2412.0,,2427.0,,2422.0,2437.0,5220.0,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
107.468,-73.0,-72.0,,-82.0,,,-78.0,-88.0,,-74.0,-79.0,-80.0,-62.0,,-82.0,,-92.0,,-62.0,,,,,,,,,,,,,,,,,-93.0,-90.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,,,,,,,,
109.4096,-63.0,-72.0,-74.0,-75.0,,,,-83.0,,-74.0,-85.0,-74.0,-58.0,-85.0,,-75.0,,,-60.0,,,,,,,,,,,,,,,,,-86.0,-88.0,,,-86.0,-86.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
111.3766,-66.0,-75.0,-78.0,,,,-76.0,-81.0,,-81.0,-87.0,-83.0,-58.0,,-83.0,,,,-58.0,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,2437.0,5200.0,2417.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,
113.3845,-65.0,-77.0,-72.0,-79.0,,,-75.0,-84.0,,-66.0,-87.0,,-58.0,-79.0,-79.0,-78.0,,-84.0,-62.0,,,,,,,,,,,,,,,,,-80.0,-80.0,,,-82.0,-85.0,-92.0,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,2412.0,,,,,
115.3641,-88.0,-76.0,,,,,-86.0,-86.0,,-82.0,-83.0,-78.0,-72.0,-82.0,-83.0,-80.0,,,-71.0,,,,,,,,,,,,,,,,,-82.0,-80.0,,,-80.0,-83.0,,,,,,,2437.0,5200.0,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
117.5348,-75.0,-81.0,,-85.0,,,-89.0,-92.0,,-87.0,-84.0,-81.0,-66.0,,-93.0,-86.0,,,-72.0,,,,,,,,,,,,,,,,,-82.0,-83.0,,,-79.0,-80.0,,-93.0,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,5520.0,,,,
119.5176,-84.0,-76.0,-86.0,-84.0,,,-88.0,,,-74.0,,-87.0,-66.0,,,-91.0,,,-74.0,,,,-88.0,-87.0,,-89.0,-87.0,-89.0,-88.0,,,,,,,-88.0,-82.0,,,-88.0,-87.0,,,-93.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,,2422.0,2437.0,,,2462.0,,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,5580.0,,,
121.4876,,-81.0,,-88.0,,,-87.0,,,-87.0,-81.0,-85.0,-71.0,,,,,,-74.0,,,,,,,,-87.0,,,,,,,,,-86.0,-82.0,,,-86.0,-87.0,-92.0,,-85.0,,,,,5200.0,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,,2437.0,,,,,,,,5500.0,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,2412.0,,5580.0,,,
123.5138,-77.0,-83.0,-86.0,-85.0,,,,-89.0,,-86.0,,-90.0,-67.0,,,-86.0,,,-73.0,,,,-87.0,-88.0,,-89.0,-86.0,-88.0,-87.0,,,,,,,,-84.0,,-92.0,,,-90.0,,-91.0,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,,2422.0,2437.0,,,2462.0,,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,5500.0,,5180.0,,,2412.0,,5580.0,,,
125.3807,-73.0,-81.0,,-87.0,,,-87.0,,,-84.0,-75.0,-85.0,-66.0,,,,,,-71.0,,,,,,,,-88.0,,,,,,,,,-90.0,-87.0,,,-87.0,-89.0,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,,2437.0,,,,,,,,5500.0,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
127.4079,-76.0,-77.0,-87.0,-85.0,,,,,,,-75.0,-84.0,,-92.0,,-90.0,,,-69.0,,,,,,-92.0,,,,,,,,-92.0,-93.0,,-93.0,-88.0,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,,,2437.0,2422.0,,5220.0,,2462.0,,,2437.0,,,,,,2462.0,,,,,,,,2412.0,2412.0,,2462.0,5500.0,,,,,,,,,,
129.4097,-73.0,-79.0,-90.0,-85.0,,,-90.0,,,-76.0,-82.0,-83.0,-70.0,-89.0,-87.0,,,,-70.0,,,,,,,,-90.0,,,,,,,,,,,,,,-94.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,5500.0,,,,,,,,,,,,,,2462.0,,,,,,
131.4497,-70.0,-80.0,-86.0,-82.0,,,,-92.0,,-74.0,-80.0,-77.0,-74.0,-88.0,-89.0,,-94.0,,-75.0,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,5180.0,,,,,,,,
133.4291,-63.0,-75.0,-89.0,-80.0,,,-79.0,-89.0,,-85.0,-69.0,-83.0,-64.0,-89.0,-89.0,-84.0,,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.385,-72.0,-74.0,-84.0,-75.0,,,,-90.0,,-73.0,-79.0,-82.0,-58.0,-83.0,,-78.0,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.4165,-65.0,-70.0,-75.0,-78.0,,-94.0,-75.0,-82.0,,-68.0,-82.0,-77.0,-57.0,-82.0,-82.0,,,,-66.0,,,,,,,,,,,,,,,,,-90.0,,,,-89.0,-90.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,2462.0,,,,,,
139.3729,-59.0,-68.0,-73.0,-77.0,,,,-85.0,-95.0,-62.0,-73.0,-83.0,-51.0,-76.0,-75.0,-74.0,-89.0,-81.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.4025,-75.0,-67.0,,-80.0,,,-74.0,-80.0,,-73.0,-75.0,-81.0,-59.0,-85.0,-83.0,-74.0,,,-62.0,,,,,,,,,,,,,,,,,-89.0,,,,-87.0,-88.0,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,2462.0,,,,,,
143.3601,-61.0,-69.0,-82.0,-79.0,,,,-91.0,,-76.0,-83.0,-86.0,-57.0,-90.0,,-79.0,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.357,-65.0,-81.0,-79.0,-76.0,,,-77.0,-78.0,,-71.0,-75.0,-84.0,-56.0,,-82.0,-78.0,,,-65.0,,,,,,,,,,,,,,,,,,-88.0,,,-90.0,,,,,-94.0,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,2462.0,,,,,5200.0,,
147.3587,-68.0,-72.0,-75.0,-78.0,,,-77.0,-80.0,,-78.0,-78.0,-71.0,-59.0,-81.0,-81.0,-78.0,,,-62.0,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,
149.363,-69.0,-71.0,-81.0,-77.0,,,-71.0,-82.0,,-78.0,-80.0,-82.0,-59.0,-79.0,-80.0,-76.0,,,-65.0,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
151.3575,-63.0,,-78.0,-77.0,,-95.0,-77.0,-78.0,,-78.0,-76.0,,-55.0,-79.0,-79.0,-76.0,,,-64.0,,,,,,,,,,,,,,,,,-90.0,,,,-91.0,,,,,,,,2437.0,,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,,,,,,,
153.3591,-82.0,-73.0,-75.0,-77.0,,,-74.0,-75.0,,-69.0,-77.0,-81.0,-57.0,-83.0,-83.0,-74.0,,,-62.0,,,,,,,,,,,,,,,,,-86.0,-89.0,,,-90.0,-88.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
155.3808,-63.0,-72.0,-74.0,-76.0,,,-71.0,-78.0,,-74.0,-75.0,,-55.0,-83.0,-84.0,-71.0,,,-63.0,,,,,,,,,,,,,,,,,,-88.0,,,-91.0,-93.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,2462.0,2462.0,,,,,,
157.3741,-67.0,-74.0,-75.0,-75.0,,,-71.0,-73.0,,-72.0,-75.0,-84.0,-53.0,-81.0,-81.0,-76.0,-91.0,,-63.0,,,,,,,,,,,,,,,,,-93.0,-90.0,,,,-90.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,,2462.0,,,,,,
159.3715,-69.0,-74.0,-74.0,-74.0,,,-72.0,-77.0,,-73.0,-77.0,,-51.0,-80.0,-79.0,-71.0,-93.0,,-65.0,,,,,,,,,,,,,,,,,-92.0,-89.0,,,,-94.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,,2462.0,,,,,,
161.3276,-64.0,-71.0,-76.0,-68.0,,,-75.0,-78.0,,-76.0,-73.0,-82.0,-55.0,-78.0,-77.0,-75.0,-90.0,,-63.0,,,,,,,,,,,,,,,,,-93.0,,,,,-93.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,,2462.0,,,,,,
163.4779,-63.0,-72.0,-77.0,-82.0,,,-80.0,-77.0,,-56.0,-78.0,-82.0,-58.0,-79.0,-80.0,-80.0,-93.0,,-64.0,,,,,,,,,,,,,,,,,,-89.0,,,,,,,-90.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,5580.0,,,
165.3543,-63.0,,-80.0,-83.0,,,,-82.0,,-77.0,-81.0,-81.0,-59.0,-80.0,-80.0,-69.0,,,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.3293,-64.0,-77.0,,-77.0,,,-75.0,-78.0,,-74.0,-76.0,,-58.0,-81.0,-82.0,-75.0,,,-63.0,,,,,,,,,,,,,,,,,,-89.0,,,,,-96.0,,,-93.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,,,2412.0,,,5200.0,,
169.4849,-60.0,-72.0,-75.0,-67.0,,,,-80.0,,-73.0,-77.0,-80.0,-59.0,-81.0,,,,,-64.0,,,,,,,,,,,,,-90.0,,-89.0,,-92.0,-89.0,,,-89.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,2437.0,,,,,,,,,,,,,2412.0,,2412.0,,2462.0,5500.0,,,2462.0,,,,,,,
171.3293,-78.0,-75.0,-70.0,-75.0,,,-79.0,-78.0,,-70.0,-77.0,-77.0,-58.0,-80.0,-80.0,-81.0,-91.0,,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.3275,-59.0,-71.0,-71.0,-76.0,,,-75.0,-80.0,,-74.0,,,-57.0,-82.0,,-81.0,-95.0,,-64.0,,,,,,,,,,,,,,,-91.0,,-93.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,2412.0,,2462.0,,,,,,,,,,,
175.3358,-77.0,-73.0,,-79.0,,,-78.0,-83.0,,-80.0,-75.0,-74.0,-57.0,,-78.0,-78.0,,,-63.0,,,,,,,,,,,,,,,,,-84.0,,,,-86.0,-87.0,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,2462.0,,,,,,
177.3488,-61.0,-71.0,,-80.0,,,-75.0,-81.0,,-76.0,-76.0,-84.0,-55.0,-86.0,-86.0,-77.0,-92.0,,-53.0,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,
179.3302,-63.0,-71.0,-77.0,-81.0,,,-75.0,-80.0,,-77.0,-74.0,-75.0,-54.0,,-85.0,-77.0,,,-56.0,,,,,,,,,,,,,,,,,-93.0,-88.0,,,-90.0,-89.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
181.3326,-57.0,-75.0,-74.0,-80.0,,,,-86.0,,-75.0,-79.0,-87.0,-60.0,-84.0,,-78.0,,,-70.0,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,
183.305,-67.0,-73.0,-72.0,-80.0,,,-82.0,-81.0,,-71.0,-77.0,-80.0,-60.0,-86.0,-85.0,-83.0,-93.0,,-63.0,,,,,,,,,,,,,,,,,-84.0,-88.0,,,-89.0,-88.0,,,,,-88.0,-87.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,5500.0,5500.0
185.3315,-65.0,,-83.0,-87.0,,,,-84.0,,-70.0,-80.0,-89.0,-65.0,-83.0,-85.0,-84.0,,,-66.0,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,-91.0,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,5500.0
187.3177,-69.0,,-88.0,-88.0,,,-92.0,,,-80.0,-79.0,-89.0,-70.0,,,-82.0,-90.0,,-70.0,,,,,,,,,,,,,,,,,-83.0,-85.0,,,-90.0,-86.0,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
189.329,-65.0,-83.0,-89.0,-87.0,,,-87.0,-91.0,,-86.0,-72.0,-87.0,-76.0,,-93.0,-86.0,,,-71.0,,,,,,,,,,,,-90.0,,,,-89.0,-87.0,-87.0,,,,-87.0,,,,-90.0,-89.0,-89.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,2462.0,,,,2437.0,2462.0,5500.0,,,,2462.0,,,,5200.0,5500.0,5500.0
191.354,-74.0,-80.0,-88.0,-86.0,,,-86.0,,,-84.0,-85.0,-91.0,-70.0,,-89.0,-90.0,,,-70.0,,,,,,,,,,,,,,,,,-87.0,-89.0,,,,-90.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,,2462.0,,,,,,
193.4103,-68.0,-73.0,,-86.0,,,-93.0,,,-88.0,-82.0,,-69.0,-91.0,-92.0,-87.0,,,-68.0,,,,,-87.0,,,,-91.0,-89.0,,,,,,,-95.0,-85.0,,,-88.0,-92.0,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,5500.0,,,,5500.0,5500.0,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
195.3612,-69.0,-77.0,-85.0,,,,-92.0,,,-84.0,-86.0,-90.0,-69.0,,,-86.0,-91.0,,-73.0,,,,,,,,,,-90.0,,,,,,,-89.0,-87.0,,,-87.0,-86.0,,,,,,,2437.0,5200.0,2417.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,,2437.0,,,,,,,,,,5500.0,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
197.3971,-68.0,-83.0,-84.0,-89.0,,,-86.0,-89.0,,-86.0,-79.0,-87.0,-68.0,-91.0,-93.0,,,,-72.0,,,,,,,,,,,,-90.0,,,,,-87.0,-87.0,,,-85.0,-86.0,-91.0,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,2462.0,,,,,2462.0,5500.0,,,2462.0,2462.0,2412.0,,,,,
199.4838,-67.0,-81.0,-85.0,-86.0,,,-86.0,-89.0,,-83.0,-79.0,-90.0,-63.0,-92.0,-91.0,-83.0,,,-67.0,,,,-83.0,-84.0,,-84.0,-84.0,-84.0,-84.0,,,,,,,-85.0,-80.0,,,-85.0,-86.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,
201.4731,-72.0,-79.0,-90.0,-84.0,,,,-91.0,,-81.0,-79.0,-86.0,-63.0,-88.0,,-78.0,,,-72.0,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,
