AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27
171.5038,-78.0,,-85.0,,,,-89.0,-89.0,-93.0,,,,-91.0,-92.0,,-84.0,,,,,,,,-88.0,,,,,,,,,,,,-72.0,,2437.0,,2452.0,,,,2462.0,2427.0,2437.0,,,,2462.0,2462.0,,2437.0,,,,,,,,2462.0,,,,,,,,,,,,2437.0,
173.4802,-70.0,,,,-88.0,,-90.0,-90.0,,,,,,,,-82.0,,,,,-89.0,-91.0,-88.0,,,,,,,,,,,-90.0,,-70.0,,2437.0,,,,2462.0,,2462.0,2427.0,,,,,,,,2437.0,,,,,2437.0,2462.0,5500.0,,,,,,,,,,,5500.0,,2437.0,
175.6235,-75.0,-82.0,-91.0,-91.0,,,,-89.0,,,,,,,,,,,,,-90.0,-91.0,,,,-89.0,,,-90.0,,,,,,,,-91.0,2437.0,5200.0,2452.0,2412.0,,,,2427.0,,,,,,,,,,,,,2437.0,2462.0,,,,2462.0,,,5540.0,,,,,,,,2412.0
177.5054,-76.0,,-85.0,,,,,-90.0,,,,,-93.0,,,-84.0,,,,,,-86.0,-88.0,-84.0,-88.0,,,,,,,,,,,-86.0,,2437.0,,2452.0,,,,,2427.0,,,,,2462.0,,,2437.0,,,,,,2462.0,5500.0,2462.0,2462.0,,,,,,,,,,,2437.0,
179.4901,-81.0,-78.0,-88.0,-93.0,,,,-88.0,,,,,-90.0,,-91.0,,,,,-94.0,-90.0,,,,,-93.0,,,,,,,,,,,,2437.0,5200.0,2452.0,2412.0,,,,2427.0,,,,,2462.0,,2452.0,,,,,2462.0,2437.0,,,,,2462.0,,,,,,,,,,,
181.503,-84.0,,-89.0,,,,-91.0,-92.0,,,,,,,-91.0,-76.0,,,,,-81.0,,,,,,,,,,,,,,,-84.0,,2437.0,,2452.0,,,,2462.0,2427.0,,,,,,,2452.0,2437.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,
183.4993,-79.0,-87.0,,,,,-89.0,,,-86.0,,,,,,-75.0,,,,,-75.0,,,,,,,-87.0,,-86.0,,,,,-89.0,-84.0,,2437.0,5200.0,,,,,2462.0,,,2437.0,,,,,,2437.0,,,,,2437.0,,,,,,,2462.0,,2462.0,,,,,5500.0,2437.0,
185.4707,-80.0,-86.0,,,-91.0,,,,,-90.0,,,,,,-83.0,,,,,-77.0,,,,,,,,,,,,,,,-77.0,,2437.0,5200.0,,,2462.0,,,,,2437.0,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,
187.5151,-81.0,-89.0,,,,,,,,-89.0,,,,,,-80.0,,,,,-74.0,,,,,,,-95.0,,,,,,,,-80.0,,2437.0,5200.0,,,,,,,,2437.0,,,,,,2437.0,,,,,2437.0,,,,,,,2462.0,,,,,,,,2437.0,
189.4795,-80.0,-91.0,,,-92.0,,,-89.0,,-91.0,,,,,,-86.0,,,,,-64.0,,,,,,,,,,,-92.0,,,,-85.0,,2437.0,5200.0,,,2462.0,,,2427.0,,2437.0,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,2412.0,,,,2437.0,
191.4835,,-91.0,,,,,,,,-95.0,,,,,,-86.0,,,,,-71.0,,,,,,,,,,,,-92.0,,,-89.0,,,5200.0,,,,,,,,2437.0,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,2412.0,,,2437.0,
193.4911,-90.0,,,,,,,,,,,,,,,-87.0,,,,,-68.0,,,,,,,,,,,-90.0,-90.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,2412.0,2412.0,,,,
