AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:11,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:03:08,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_rssi_20:23:00:00:03:29,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:11,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:03:08,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27,wifi_freq_20:23:00:00:03:29
101.5697,-76.0,,,-81.0,,-67.0,,,-74.0,-83.0,,-78.0,-77.0,,-71.0,-76.0,-76.0,-74.0,-77.0,,,-76.0,-80.0,,-77.0,-76.0,-78.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,,-54.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2432.0,,,,2437.0,,
103.4969,-74.0,,,-79.0,,-63.0,,,-80.0,-77.0,,-75.0,-72.0,-81.0,-71.0,-77.0,-78.0,-79.0,-85.0,,-90.0,-83.0,-81.0,,-83.0,-83.0,-82.0,-81.0,-89.0,,,,,,,-91.0,,-87.0,,,-91.0,,,,,,,,,,,,,,,,,,-59.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,2437.0,,,,,,,2462.0,,2412.0,,,2462.0,,,,,,,,,,,,,,,,,,2437.0,,
105.7283,-73.0,,,-82.0,,-61.0,,,-77.0,-77.0,,-65.0,-73.0,,-78.0,-71.0,-71.0,-77.0,-75.0,,,-85.0,-87.0,,-86.0,-84.0,-87.0,,,,,-88.0,,,,,,,,,,,,-90.0,,,,,,,,,,,,-90.0,,-93.0,-62.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,,,,,2437.0,,,,,,,,,,,,5520.0,,,,,,,,,,,,5500.0,,5180.0,2437.0,,
109.5048,-75.0,,,-81.0,-88.0,-62.0,,,-71.0,-62.0,,-65.0,-77.0,-89.0,-74.0,-63.0,-63.0,-72.0,-69.0,,-92.0,-87.0,,,,-85.0,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,2437.0,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,,,,5500.0,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
111.4533,-69.0,,,-78.0,-92.0,-57.0,,,-73.0,-65.0,,-63.0,-75.0,-87.0,-76.0,-61.0,-61.0,-82.0,-69.0,,,-90.0,-90.0,,-89.0,,-91.0,,,,,,,,-92.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,-67.0,,,2437.0,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,5500.0,5500.0,,5500.0,,5500.0,,,,,,,,5240.0,,,2412.0,,,,,,,,,,,,,,,,,,,,,2437.0,,
113.6033,-71.0,,,,-86.0,-57.0,-94.0,-91.0,-62.0,-78.0,,-61.0,-74.0,-83.0,-80.0,-64.0,-64.0,-62.0,-71.0,,,-85.0,-84.0,,-84.0,-85.0,-85.0,-84.0,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,-91.0,,,-65.0,,,2437.0,,,,2417.0,2452.0,2462.0,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,5500.0,,,2437.0,,
115.5388,-73.0,,-94.0,-81.0,-89.0,-62.0,,,-63.0,-74.0,,-66.0,-80.0,-78.0,-76.0,-61.0,-61.0,-71.0,-71.0,,-83.0,-89.0,,,-90.0,-89.0,,-90.0,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,-61.0,,,2437.0,,5200.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,,,5500.0,5500.0,,5500.0,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,
117.4799,-78.0,,,-79.0,-89.0,-66.0,,-92.0,-69.0,-72.0,,-70.0,-85.0,,-78.0,-64.0,-64.0,-69.0,-75.0,,,,,,,,,,,,,,,,,-92.0,-88.0,,,,-93.0,-92.0,,,,,,,,,,,,,,,,,-65.0,,,2437.0,,,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,2462.0,5500.0,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
119.6258,-67.0,,-93.0,-79.0,,-63.0,,,-71.0,-76.0,,-71.0,-82.0,-88.0,-79.0,-64.0,-64.0,-72.0,-73.0,,-89.0,-85.0,-87.0,,-86.0,-86.0,-86.0,-87.0,,,,,,,,-91.0,-86.0,,,,-91.0,,,,,,,,,,,,,,,-91.0,,,-71.0,,,2437.0,,5200.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,2462.0,5500.0,,,,2462.0,,,,,,,,,,,,,,,5500.0,,,2437.0,,
121.4951,-77.0,,,-77.0,-92.0,-64.0,,,-72.0,-79.0,,-71.0,-78.0,-89.0,-76.0,-63.0,-63.0,-72.0,-69.0,,-83.0,-90.0,-90.0,,,,-88.0,-89.0,,,,,,,,-92.0,,,,,-89.0,-89.0,,,,,,,,,,,,,,,,,-62.0,,,2437.0,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,,,5500.0,5500.0,,,,,,,,2462.0,,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
123.4505,-73.0,,,-77.0,,-60.0,,,-71.0,-74.0,,-73.0,-78.0,-88.0,-81.0,-64.0,-64.0,-72.0,-69.0,,-87.0,,-87.0,,,-89.0,-89.0,-89.0,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-95.0,,,,,,-62.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,,,5500.0,5500.0,5500.0,,,,,,,,,,,,,2462.0,,,,,,,,,,,,2412.0,,,,,,2437.0,,
125.5241,-74.0,,-91.0,-75.0,,-64.0,,-91.0,-70.0,-74.0,,,-81.0,,,-63.0,-63.0,-71.0,-70.0,,-82.0,-90.0,-89.0,,-88.0,-89.0,-89.0,,,,,,,,,,,,,,-89.0,-87.0,,,,,,,,,,,,,,,,,-61.0,,,2437.0,,5200.0,5200.0,,2452.0,,2412.0,2462.0,2412.0,,,2437.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,5500.0,5500.0,5500.0,,,,,,,,,,,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
127.6039,-75.0,,,-75.0,,-64.0,,,-68.0,-75.0,,-76.0,-78.0,,,-62.0,-61.0,-69.0,-72.0,,-83.0,-86.0,-86.0,,-86.0,-86.0,-85.0,-86.0,,,,,,,,,-87.0,,,,-92.0,-93.0,,,,,,,,,,,,,,-93.0,,,-63.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5500.0,,,,2462.0,2462.0,,,,,,,,,,,,,,5500.0,,,2437.0,,
129.4797,-73.0,,,-78.0,,-66.0,,,,-75.0,,-73.0,-82.0,,,-64.0,-64.0,-64.0,-75.0,,-85.0,-89.0,-87.0,,-87.0,-87.0,-87.0,-88.0,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,2437.0,,,5200.0,,2452.0,,,,2412.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
131.5344,-76.0,,,-78.0,,-64.0,,,-68.0,-72.0,,-66.0,-83.0,-88.0,-77.0,-62.0,-62.0,-70.0,-72.0,,-83.0,,,,,,,,,,,,,,,-92.0,,,,,-95.0,-92.0,,,,,,,,,,,,,,,,,-64.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0,,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
133.5148,-71.0,,-92.0,-75.0,,-57.0,,,-67.0,,,-75.0,-83.0,-92.0,-76.0,-63.0,-62.0,-65.0,-72.0,,-85.0,,,,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,-64.0,,,2437.0,,5200.0,5200.0,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,2437.0,,
135.4984,-72.0,,,-77.0,,-60.0,,-88.0,-70.0,-75.0,,-71.0,-80.0,-91.0,-78.0,-63.0,-63.0,-69.0,-73.0,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,,2437.0,,,5200.0,,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
137.4968,-68.0,,,-76.0,,-59.0,,-88.0,-71.0,-73.0,,-68.0,-80.0,-88.0,-80.0,-65.0,-65.0,-72.0,-72.0,,-87.0,,,,-90.0,-89.0,,,,,,,,,,-93.0,,,,,-92.0,-92.0,,,,,,,,,,,,,,,,,-63.0,,,2437.0,,,5200.0,,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,,,,,,,,,2462.0,,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
139.4813,,,,,,-59.0,,-92.0,-67.0,-72.0,,-69.0,-80.0,-89.0,-84.0,-67.0,-67.0,-69.0,-73.0,,-82.0,,,,,,,,,,,,,,,-89.0,,-87.0,,,-89.0,-89.0,,,,,,,,,,,,,,,,,-63.0,,,,,,,,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0,,2412.0,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
141.4733,-70.0,,-93.0,-81.0,,-58.0,,,-69.0,-73.0,,-71.0,-81.0,-88.0,-76.0,-65.0,-65.0,-71.0,-72.0,,-86.0,,,,,,,,,,,,,,,-90.0,,-82.0,,,-91.0,,,,,,,,,,,,,,,,,,-63.0,,,2437.0,,5200.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0,,2412.0,,,2462.0,,,,,,,,,,,,,,,,,,2437.0,,
143.5131,-75.0,,,,,-57.0,,,-66.0,-73.0,,-70.0,-67.0,-90.0,-75.0,-63.0,-63.0,,-71.0,,-87.0,,,,,-90.0,,,,,,,,,,-88.0,-89.0,,,,-91.0,-89.0,,,,,,,,,,,,,,,,,-64.0,,,2437.0,,,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,,5500.0,,,,,,,,,,2462.0,5500.0,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
145.5856,-70.0,,,-79.0,,-65.0,,,-67.0,-70.0,,-65.0,-76.0,-86.0,-72.0,-65.0,-65.0,-67.0,-70.0,,,-86.0,-84.0,,-86.0,-86.0,-84.0,-86.0,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,-60.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,5540.0,,,,,,,,,,,,,2437.0,,
147.5035,-75.0,,,-77.0,,-58.0,,,-60.0,-72.0,,-57.0,-74.0,-85.0,-66.0,-62.0,-62.0,-66.0,-72.0,,-87.0,-88.0,-87.0,,,-87.0,-86.0,-88.0,,,,,,,,-86.0,,,,,-87.0,,,,,,,,,,,,,,,,,,-64.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,,,,,,2462.0,,,,,2462.0,,,,,,,,,,,,,,,,,,2437.0,,
149.7226,-72.0,,,-80.0,,-73.0,,-94.0,,-77.0,-82.0,-68.0,-76.0,-89.0,-65.0,-74.0,-73.0,-72.0,-83.0,,,-85.0,-86.0,,-85.0,-87.0,-85.0,-85.0,,,,,,,,,,,,,,,,-90.0,,-89.0,,,,,,,,,,,,,-61.0,,,2437.0,,,5200.0,,2452.0,,2412.0,,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,5520.0,,5540.0,,,,,,,,,,,,,2437.0,,
153.7968,-69.0,,,-77.0,-89.0,-72.0,,,-80.0,-79.0,,-70.0,-83.0,-91.0,-78.0,-80.0,-80.0,-81.0,-84.0,,-89.0,-83.0,-82.0,,-83.0,-84.0,-82.0,-82.0,,,-93.0,,-94.0,,,,-89.0,,,-91.0,-92.0,,,-90.0,,-89.0,,,,,,,,,,,,,-60.0,,,2437.0,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,2412.0,,2462.0,,,,5500.0,,,5180.0,2462.0,,,5520.0,,5540.0,,,,,,,,,,,,,2437.0,,
157.6371,-69.0,,,-75.0,,-76.0,,-90.0,-81.0,-84.0,,-75.0,-84.0,,-79.0,-83.0,-82.0,-81.0,-89.0,,-82.0,-87.0,,,-86.0,-87.0,-88.0,,,,,,,,,-90.0,-87.0,,,,-85.0,-91.0,,,,-88.0,,,,,,,,,-94.0,-90.0,,,-52.0,,,2437.0,,,5200.0,,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,5500.0,,,5500.0,5500.0,5500.0,,,,,,,,,2462.0,5500.0,,,,2462.0,2462.0,,,,5540.0,,,,,,,,,2432.0,5500.0,,,2437.0,,
161.6473,-74.0,,,-74.0,,-76.0,,,-89.0,-88.0,,-81.0,-91.0,-91.0,-84.0,,-87.0,-86.0,-90.0,,-86.0,,,,,,,,,,,,,,,,-89.0,,,,,,,,,-93.0,,,,,,,,,,,,,-58.0,,,2437.0,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,5500.0,,,,,,,,,5540.0,,,,,,,,,,,,,2437.0,,
163.6268,-71.0,,,-76.0,,-80.0,,,,-91.0,-87.0,-82.0,-88.0,,-82.0,-91.0,-90.0,-83.0,-90.0,,-89.0,,,,,,,,,-94.0,,,,-90.0,,-89.0,,,,,-89.0,,-91.0,,,-91.0,,,,,,,,,,-89.0,,,-63.0,,,2437.0,,,5200.0,,2452.0,,,,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,2462.0,,,,2437.0,,2462.0,,,,,2462.0,,2462.0,,,5540.0,,,,,,,,,,5500.0,,,2437.0,,
165.6193,-74.0,,,,,,,,,,-91.0,,,,,-92.0,-90.0,,,,,-90.0,,,-89.0,,,,,,,,,,,-92.0,-89.0,,,,,,,-90.0,,,,,,,,,,,,-91.0,,,-65.0,,,2437.0,,,,,,,,,,2462.0,,,,,5220.0,5220.0,,,,,5500.0,,,5500.0,,,,,,,,,,,2462.0,5500.0,,,,,,,5520.0,,,,,,,,,,,,5500.0,,,2437.0,,
167.4484,-79.0,,,-74.0,,-83.0,,,,,,-84.0,,,,,-93.0,-85.0,-92.0,,-87.0,,,,,,,,,,,,,,,-91.0,-90.0,,,,-92.0,-92.0,,,,,,,,,,,,,,-88.0,,,-68.0,-93.0,,2437.0,,,5200.0,,2452.0,,,,,,2427.0,,,,,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0,5500.0,,,,2462.0,2462.0,,,,,,,,,,,,,,5500.0,,,2437.0,2412.0,
169.633,-75.0,,,,,-81.0,,,,,-92.0,-86.0,-87.0,,,,,,,,-88.0,,,,,,,,,,,,,,,,-88.0,,,,,,-91.0,-93.0,,,-94.0,,,,,,,,,,,,-74.0,,,2437.0,,,,,2452.0,,,,,2462.0,2427.0,2437.0,,,,,,,,2437.0,,,,,,,,,,,,,,,,5500.0,,,,,,2462.0,5520.0,,,2462.0,,,,,,,,,,,,2437.0,,
171.5038,-78.0,-95.0,,,,-85.0,,,,,-89.0,-89.0,-93.0,,,,,-91.0,-92.0,,-84.0,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,-72.0,-93.0,,2437.0,2437.0,,,,2452.0,,,,,2462.0,2427.0,2437.0,,,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,2437.0,2412.0,
173.4802,-70.0,,,,,,,,-88.0,-92.0,-90.0,-90.0,,,,,-94.0,,-93.0,,-82.0,,,,,,,,,,,,,-89.0,,-91.0,-88.0,,,,-92.0,-91.0,,,,,,,,,,,,,,-90.0,,,-70.0,-93.0,,2437.0,,,,,,,,2462.0,2412.0,2462.0,2427.0,,,,,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,2437.0,,2462.0,5500.0,,,,2462.0,2462.0,,,,,,,,,,,,,,5500.0,,,2437.0,2412.0,
175.6235,-75.0,,,-82.0,,-91.0,,-91.0,,,,-89.0,,,-91.0,,-92.0,,-92.0,-93.0,,,,,,,,,,,,,,-90.0,,-91.0,,,,,-92.0,-92.0,-89.0,,,-90.0,,,,,,,,,,,,,,-91.0,,2437.0,,,5200.0,,2452.0,,2412.0,,,,2427.0,,,2437.0,,5220.0,,2462.0,2452.0,,,,,,,,,,,,,,2437.0,,2462.0,,,,,2462.0,2462.0,2462.0,,,5540.0,,,,,,,,,,,,,,2412.0,
177.5054,-76.0,,,,,-85.0,,,,,,-90.0,,,,,,-93.0,,,-84.0,,,,,,,,,,,,,,,-86.0,-88.0,,,,-84.0,-88.0,,,,,,,,,,,,,,,,,-86.0,,,2437.0,,,,,2452.0,,,,,,2427.0,,,,,,2462.0,,,2437.0,,,,,,,,,,,,,,,2462.0,5500.0,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0,,
179.4901,-81.0,,,-78.0,,-88.0,,-93.0,,,,-88.0,,,,,,-90.0,,-91.0,,,,,,,,,,,,,-94.0,-90.0,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,2437.0,,,5200.0,,2452.0,,2412.0,,,,2427.0,,,,,,2462.0,,2452.0,,,,,,,,,,,,,2462.0,2437.0,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,
181.503,-84.0,,,,,-89.0,,,,,-91.0,-92.0,,,,,,,,-91.0,-76.0,,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,2437.0,,,,,2452.0,,,,,2462.0,2427.0,,,,,,,,2452.0,2437.0,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
183.4993,-79.0,,,-87.0,-96.0,-90.0,,,,,-89.0,,,,-86.0,,,,,,-75.0,,,,,,,,,,,,,-75.0,,,,,,,,,,,-87.0,,-86.0,,-90.0,,,,,,,,-89.0,,-84.0,,-92.0,2437.0,,,5200.0,2417.0,2452.0,,,,,2462.0,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,,,,,,,2462.0,,2462.0,,5500.0,,,,,,,,5500.0,,2437.0,,2437.0
185.4707,-80.0,,,-86.0,,,,,-91.0,,,,,,-90.0,,,,,,-83.0,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,,,2437.0,,,5200.0,,,,,2462.0,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
187.5151,-81.0,,,-89.0,,,,,,,,,,,-89.0,,,,,,-80.0,,,,,,,,,,,,,-74.0,,,,,,,,,,,-95.0,,,,,,,,,,,,,,-80.0,,,2437.0,,,5200.0,,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,2437.0,,
189.4795,-80.0,,,-91.0,,,,,-92.0,,,-89.0,,,-91.0,,,,,,-86.0,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,,,-92.0,,,,,,,,-85.0,,,2437.0,,,5200.0,,,,,2462.0,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,2412.0,,,,,,,,2437.0,,
191.4835,,,,-91.0,,,,,,,,,,,-95.0,,,,,,-86.0,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,-92.0,,,,,,,-89.0,,,,,,5200.0,,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2412.0,,,,,,,2437.0,,
193.4911,-90.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,,,,,-90.0,-90.0,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,2412.0,2412.0,,,,,,,,,
