AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:37,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:44,wifi_rssi_20:23:00:00:02:16,wifi_rssi_20:23:00:00:02:17,wifi_rssi_20:23:00:00:02:18,wifi_rssi_20:23:00:00:02:19,wifi_rssi_20:23:00:00:02:20,wifi_rssi_20:23:00:00:02:21,wifi_rssi_20:23:00:00:02:22,wifi_rssi_20:23:00:00:02:23,wifi_rssi_20:23:00:00:02:24,wifi_rssi_20:23:00:00:02:25,wifi_rssi_20:23:00:00:02:26,wifi_rssi_20:23:00:00:02:27,wifi_rssi_20:23:00:00:02:29,wifi_rssi_20:23:00:00:02:30,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:37,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:44,wifi_freq_20:23:00:00:02:16,wifi_freq_20:23:00:00:02:17,wifi_freq_20:23:00:00:02:18,wifi_freq_20:23:00:00:02:19,wifi_freq_20:23:00:00:02:20,wifi_freq_20:23:00:00:02:21,wifi_freq_20:23:00:00:02:22,wifi_freq_20:23:00:00:02:23,wifi_freq_20:23:00:00:02:24,wifi_freq_20:23:00:00:02:25,wifi_freq_20:23:00:00:02:26,wifi_freq_20:23:00:00:02:27,wifi_freq_20:23:00:00:02:29,wifi_freq_20:23:00:00:02:30,wifi_freq_20:23:00:00:03:11
105.3181,,,-73.0,-87.0,-87.0,,-89.0,-88.0,-94.0,-83.0,,-92.0,,-85.0,-86.0,-90.0,,,,-94.0,,-86.0,,-76.0,,-95.0,,-78.0,-78.0,-92.0,-93.0,,,,-88.0,-82.0,-90.0,-74.0,-74.0,-90.0,-82.0,-81.0,-87.0,-91.0,,,-85.0,-85.0,-87.0,-92.0,,-87.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,2437.0,2412.0,2412.0,,,,2437.0,,2462.0,,2472.0,,5240.0,,5260.0,5260.0,2437.0,2437.0,,,,2412.0,2462.0,5200.0,5180.0,5180.0,2437.0,2437.0,2437.0,5560.0,2412.0,,,5640.0,5640.0,5560.0,2412.0,,2462.0
109.2611,,,-73.0,-87.0,-86.0,-90.0,-88.0,-90.0,-93.0,-88.0,,-91.0,,-84.0,-87.0,,,-91.0,-87.0,,-91.0,-82.0,-91.0,-74.0,,,,-77.0,-77.0,,,,,,,-83.0,,-75.0,-74.0,-90.0,-82.0,-81.0,-88.0,,,,-83.0,-83.0,,-93.0,,-89.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,2437.0,2412.0,,,2457.0,2437.0,,2437.0,2462.0,2412.0,2472.0,,,,5260.0,5260.0,,,,,,,2462.0,,5180.0,5180.0,2437.0,2437.0,2437.0,5560.0,,,,5640.0,5640.0,,2412.0,,2462.0
113.3139,,,-73.0,-87.0,-86.0,-90.0,-85.0,-90.0,-92.0,-85.0,-93.0,-91.0,-87.0,-86.0,-84.0,,-91.0,-91.0,,-90.0,-86.0,-81.0,-91.0,-75.0,,,,-78.0,-77.0,,-91.0,,,-94.0,,-82.0,-88.0,-75.0,-75.0,,-84.0,-81.0,-88.0,,-92.0,,-85.0,-83.0,-88.0,-91.0,,-86.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,2412.0,,2462.0,2457.0,,2437.0,2437.0,2462.0,2412.0,2472.0,,,,5260.0,5260.0,,2437.0,,,2462.0,,2462.0,5200.0,5180.0,5180.0,,2437.0,2437.0,5560.0,,2412.0,,5640.0,5640.0,5560.0,2412.0,,2462.0
117.1995,,,-78.0,-88.0,-86.0,-89.0,-87.0,-91.0,-90.0,-86.0,-93.0,,-86.0,-85.0,-84.0,,,-92.0,-89.0,-85.0,-89.0,-84.0,,-78.0,,-93.0,,-78.0,-79.0,-93.0,-91.0,,,,,-81.0,,-77.0,-77.0,,-86.0,-82.0,,,,,-82.0,-83.0,,-91.0,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,2412.0,,,2457.0,2437.0,2437.0,2437.0,2462.0,,2472.0,,5240.0,,5260.0,5260.0,2437.0,2437.0,,,,,2462.0,,5180.0,5180.0,,2437.0,2437.0,,,,,5640.0,5640.0,,2412.0,,
121.1807,,,,-86.0,-87.0,-91.0,-87.0,-92.0,-90.0,,-92.0,-94.0,-87.0,-83.0,-85.0,,,,-89.0,-94.0,-89.0,-83.0,-90.0,-76.0,,,,-79.0,-79.0,-92.0,,,,,,-80.0,-91.0,-76.0,-76.0,,-85.0,-82.0,,-89.0,-91.0,,-83.0,-83.0,,-92.0,,,,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2437.0,2412.0,,,,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,,,,5260.0,5260.0,2437.0,,,,,,2462.0,5200.0,5180.0,5180.0,,2437.0,2437.0,,2412.0,2412.0,,5640.0,5640.0,,2412.0,,
125.1577,,,-76.0,-84.0,-88.0,-94.0,-90.0,,-93.0,-81.0,,,-87.0,-85.0,-93.0,,-84.0,-84.0,-79.0,-88.0,-79.0,-85.0,,-80.0,,-90.0,-91.0,-72.0,-72.0,,,,,,,-82.0,-82.0,-87.0,-87.0,,-85.0,-89.0,,,,,-86.0,-86.0,,-91.0,-93.0,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,2422.0,2437.0,,,2462.0,2437.0,2412.0,,2462.0,2457.0,2437.0,2437.0,2437.0,2462.0,,2472.0,,5240.0,5240.0,5260.0,5260.0,,,,,,,2462.0,5200.0,5180.0,5180.0,,2437.0,2437.0,,,,,5640.0,5640.0,,2412.0,2437.0,
129.2065,,,-79.0,-94.0,-88.0,,-88.0,,-92.0,-83.0,-93.0,-92.0,-87.0,-85.0,,,,-92.0,-86.0,-83.0,-83.0,-76.0,,-87.0,,-95.0,,-67.0,-67.0,,-94.0,,,,-87.0,-77.0,-89.0,-82.0,-82.0,,-85.0,,,-88.0,,,-87.0,-87.0,,-91.0,,,,,2417.0,2452.0,2462.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,2457.0,2437.0,2437.0,2437.0,2462.0,,2472.0,,5240.0,,5260.0,5260.0,,2437.0,,,,2412.0,2462.0,5200.0,5180.0,5180.0,,2437.0,,,2412.0,,,5640.0,5640.0,,2412.0,,
133.0551,-91.0,,,-89.0,-90.0,,-89.0,-92.0,-88.0,-79.0,-93.0,,-90.0,-84.0,-88.0,-90.0,,,-93.0,-92.0,-94.0,-71.0,,-86.0,,,,-67.0,-69.0,,,,,,-92.0,-73.0,-91.0,-92.0,,,-90.0,,,-92.0,,,,,,,,,2437.0,,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,2412.0,2412.0,,,2437.0,2437.0,2437.0,2462.0,,2472.0,,,,5260.0,5260.0,,,,,,2412.0,2462.0,5200.0,5180.0,,,2437.0,,,2412.0,,,,,,,,
137.0275,,,-64.0,-83.0,-83.0,-90.0,-87.0,-82.0,-87.0,-72.0,-88.0,,-83.0,-83.0,,,,,,,,-82.0,,,,,,-80.0,-80.0,,,,,,,-85.0,,-92.0,,,,,,,,,,,,,,-80.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,2462.0,,,,,,5260.0,5260.0,,,,,,,2462.0,,5180.0,,,,,,,,,,,,,,2462.0
141.047,-86.0,-93.0,-61.0,,,-89.0,-86.0,-78.0,-84.0,-75.0,-88.0,-88.0,-79.0,-83.0,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,-84.0,2437.0,5200.0,2417.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,,,,,,5260.0,,,,,,,,,,,,,,,,,,,,,,,2462.0
144.9383,,,-61.0,-82.0,-85.0,-90.0,-81.0,-80.0,-81.0,-74.0,-84.0,-82.0,,-83.0,,,,,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,-75.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0,,,,,,,,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,,,,,2462.0
146.8563,-86.0,,,-88.0,,,-82.0,-78.0,-83.0,-79.0,-84.0,-84.0,-85.0,-83.0,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,2437.0,,,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
148.8644,-92.0,,-69.0,-89.0,-82.0,-90.0,,-84.0,-77.0,-76.0,-89.0,-91.0,-83.0,-86.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,2437.0,,2417.0,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
