AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:54,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:54,Latitude_degrees,Longitude_degrees,floor_ID
19.2438,975.8959,8.2794,-7.14452,8.3656,-0.95917,-0.29257,-3.80075,2.2,26.5,-30.9,-110.0,-110.0,-110.0,-84.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.2634,975.9159,9.60822,-7.41507,9.14374,-0.28783,-0.64504,-4.76103,-0.2,26.8,-32.4,-110.0,-110.0,-110.0,-84.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.2815,975.9359,10.14694,-7.9442,9.6609,0.34747,-0.99018,-5.3328,-3.9,26.3,-31.5,-110.0,-110.0,-110.0,-84.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.3024,975.9559,10.15891,-8.7391,9.94582,0.75064,-1.28584,-5.63579,-5.8,26.3,-30.7,-110.0,-110.0,-110.0,-84.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.3236,975.9759,10.19482,-9.4095,10.43425,1.10983,-1.59433,-5.6364,-8.6,24.4,-29.6,-110.0,-110.0,-110.0,-84.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.341,975.9959,10.621,-9.83329,11.14056,1.34868,-1.84051,-5.64617,-12.0,22.4,-30.3,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.3618,976.0159,11.29619,-9.96976,12.49572,1.74024,-2.22291,-5.80378,-16.4,20.7,-30.6,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.3897,976.0359,12.04081,-9.88596,13.64258,2.27108,-2.0763,-5.90335,-20.3,17.1,-30.2,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.41,976.0559,12.88838,-9.41668,14.65296,2.83613,-1.64625,-6.08477,-22.0,12.2,-31.9,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.4361,976.0758,13.01288,-8.68882,14.72,3.44089,-1.09525,-6.24788,-23.4,7.8,-31.3,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.4574,976.0958,11.93307,-7.50126,13.8006,3.79275,-0.76477,-6.20878,-25.4,2.9,-32.1,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.4618,976.1158,10.53002,-6.11019,12.69684,3.88132,-0.51737,-5.88258,-25.1,-6.1,-30.1,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.4828,976.1358,9.12937,-4.46053,11.24351,3.90698,-0.39214,-5.39083,-24.1,-10.4,-29.2,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.5055,976.1558,7.32888,-2.56427,9.8261,3.56245,-0.1142,-4.74331,-23.9,-15.7,-28.6,-110.0,-110.0,-110.0,-90.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.5217,976.1758,5.50444,-0.51237,9.01923,3.55757,0.0098,-4.00722,-23.2,-19.8,-28.9,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.5439,976.1958,4.21632,1.59698,7.27141,3.3682,0.40137,-3.16667,-22.5,-24.0,-28.7,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.5712,976.2158,4.86996,3.59381,5.05671,2.92043,0.82042,-2.64377,-19.6,-26.5,-26.9,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.5834,976.2358,6.38074,5.08783,3.74943,2.42624,0.35311,-2.92966,-19.1,-30.0,-25.1,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.6072,976.2558,6.50046,6.03836,4.64489,2.54109,-0.39214,-3.4495,-17.6,-32.0,-24.3,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.6227,976.2758,5.26262,6.32328,6.23469,3.36637,-0.41108,-3.43912,-14.7,-33.6,-20.7,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.6489,976.2958,4.11815,5.79415,6.30413,4.37735,-0.05983,-3.25464,-13.8,-36.4,-20.1,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.666,976.3158,2.67201,4.99925,5.9809,4.97722,-0.56624,-3.04572,-11.2,-38.8,-16.6,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.7078,976.3358,1.10137,4.06787,4.95375,5.49706,0.34945,-2.40065,-9.5,-40.0,-12.8,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.7104,976.3558,0.09577,3.04552,3.78774,5.6736,1.25964,-1.68471,-7.1,-41.9,-10.2,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.7264,976.3758,-0.62251,1.90105,3.17002,5.95643,1.31278,-0.89853,-6.0,-42.7,-5.0,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.7437,976.3958,-1.31925,0.35675,3.36156,6.63511,1.12586,-0.0983,-4.8,-41.8,3.7,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.7607,976.4158,-1.25221,-1.02954,2.36315,7.59233,0.67259,0.62986,-5.9,-41.9,6.1,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.7826,976.4358,-0.84518,-1.99683,-1.35516,7.15739,-0.25959,0.73065,-6.1,-39.5,13.5,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.8044,976.4558,-0.73744,-1.95852,-4.29054,5.77806,0.24254,0.90963,-7.2,-37.5,17.7,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.8238,976.4759,-0.45731,-1.76458,-5.53556,4.82389,0.35861,0.9976,-7.8,-35.0,20.5,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.8529,976.4959,0.19872,-1.76937,-4.77418,4.50013,0.62739,1.0147,-8.6,-32.9,22.7,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.8715,976.5159,1.30009,-1.85077,-3.89549,5.05663,1.01529,0.73859,-9.5,-29.2,25.1,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.8829,976.5359,1.69275,-2.37273,-4.6018,5.25027,1.27002,0.37818,-10.9,-25.8,28.7,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.9023,976.556,1.79571,-2.8013,-5.69598,4.90697,1.58767,0.35985,-12.1,-22.4,30.0,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.9234,976.576,2.44216,-3.0958,-6.45497,4.43294,1.97557,0.31831,-14.4,-19.2,29.8,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.9424,976.596,3.21312,-3.53395,-6.30413,4.17637,2.36958,0.05076,-15.9,-15.2,32.2,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
19.9622,976.6161,3.32325,-4.36716,-5.87316,4.22402,3.01343,0.02143,-18.5,-10.8,32.6,-110.0,-110.0,-110.0,-87.0,-65.0,-67.0,-110.0,-81.0,-110.0,-110.0,-83.0,-110.0,-78.0,-76.0,-80.0,-61.0,-82.0,-83.0,-77.0,-110.0,-110.0,-60.0,-110.0,-92.0,-110.0,-110.0,-92.0,-92.0,-110.0,2437.0,5200.0,-1.0,2452.0,-1.0,-1.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,-1.0,2437.0,-1.0,2462.0,-1.0,-1.0,2462.0,2462.0,-1.0,49.461087810283,11.110832476574,-2.0
