AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:49,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:62,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:49,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:62,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:03:11
86.2422,-83.0,,,-94.0,-92.0,,-87.0,,-76.0,,,-88.0,,,,-88.0,-85.0,-91.0,-91.0,-88.0,,,,-96.0,,,,,,,,,,,-95.0,-87.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.0,2437.0,,,2462.0,2462.0,,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,2412.0,,,,,,,,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
88.2496,-81.0,,,-93.0,-94.0,-91.0,-86.0,,,,,-87.0,,,,,-90.0,,,,-88.0,,,-90.0,,,,,,,,,,,,-90.0,-91.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,2437.0,,,2462.0,2462.0,2437.0,5200.0,,,,,2452.0,,,,,2412.0,,,,2412.0,,,2412.0,,,,,,,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
90.2345,-73.0,,,,,,,,-80.0,,,-88.0,,,,-90.0,-85.0,,,,,,,-89.0,,,,,-90.0,,,,,,,-89.0,-89.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,,,,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92.2486,-81.0,-92.0,,-94.0,,,-87.0,,-89.0,,,-89.0,,,,-92.0,,,,,-91.0,,,-92.0,,-93.0,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,2462.0,,,,,2412.0,,,2412.0,,2457.0,,,2427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.2276,-86.0,,,,,,-85.0,,,,,-92.0,,,,-89.0,-87.0,,,,-90.0,,,,,,,,-90.0,-93.0,,,,-90.0,,-92.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,,,,2452.0,,,,2462.0,2412.0,,,,2412.0,,,,,,,,2427.0,2412.0,,,,2422.0,,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
96.2419,-77.0,,,,-93.0,,-90.0,,-86.0,,,-91.0,,,,-90.0,,,,,-92.0,,,,,,,,-90.0,,,,,,,-89.0,-92.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,,2452.0,,,,2462.0,,,,,2412.0,,,,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
98.2402,-85.0,-93.0,,,,,-85.0,,-76.0,,,-93.0,,,,,-87.0,-91.0,,-92.0,-94.0,,-91.0,,,,,,-90.0,,,,,,,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.0,2437.0,2437.0,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,2412.0,,2412.0,2412.0,,2462.0,,,,,,2427.0,,,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
100.2197,-82.0,-94.0,,,-95.0,,-85.0,,-74.0,,,,,,,,,,,,-92.0,,,,,,,,-87.0,,,,,,,-89.0,-91.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,2462.0,,5200.0,,2417.0,,,,,,,,,,,,2412.0,,,,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
102.2658,-89.0,,-93.0,,,,-92.0,,-82.0,,,-87.0,,,,-91.0,-88.0,,,,,,,,,,,,-90.0,,,,,-90.0,-92.0,,-93.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,-93.0,2437.0,,5200.0,,,,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,,,,,,,,,2427.0,,,,,2422.0,2437.0,,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
104.2436,-82.0,,-94.0,-90.0,-91.0,,-87.0,,-76.0,,,,,,,-92.0,,,,,,,,,,,-92.0,,-90.0,,,-95.0,,,,-92.0,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2462.0,2462.0,,5200.0,,2417.0,,,,,,,2462.0,,,,,,,,,,,2412.0,,2427.0,,,2437.0,,,,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106.2342,-80.0,,,-94.0,,,-86.0,,-77.0,,,-93.0,,,,-89.0,-85.0,,,-88.0,,,,,,,,,,,,,,-91.0,,,,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,2437.0,,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,,,2412.0,,,,,,,,,,,,,,2422.0,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
108.2471,-80.0,,-95.0,-93.0,,,,,-73.0,,,-93.0,,,,-90.0,-83.0,,,,-93.0,,,,,-99.0,,,-88.0,-79.0,,,,-87.0,-94.0,,,-93.0,,,,-98.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2462.0,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,2412.0,,,,,2457.0,,,2427.0,2412.0,,,,2422.0,2437.0,,,2462.0,,,,2457.0,,,,,,,,,,,,,,,,,,,,,,
110.2484,-77.0,,,-93.0,-91.0,,-87.0,,-76.0,,,-89.0,,,,,-81.0,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,2462.0,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,,,,,,,,,,,,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.2532,-75.0,,,,,,,,-76.0,,,-91.0,,,,-89.0,-82.0,-91.0,-90.0,,-95.0,,,-96.0,,,,,,-95.0,,,,,-91.0,-94.0,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,2412.0,2412.0,,2412.0,,,2412.0,,,,,,2412.0,,,,,2437.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114.2278,-80.0,,-92.0,,,,-85.0,,,,,-93.0,,,,-87.0,-83.0,,,,,,,-92.0,,,,,,,,,,-89.0,-89.0,-91.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,,5200.0,,,,5200.0,,,,,2452.0,,,,2462.0,2412.0,,,,,,,2412.0,,,,,,,,,,2422.0,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
116.2434,-76.0,,,,,,,,-72.0,,,-90.0,,,,-88.0,,,,,,,,-93.0,,,,,,,,,-94.0,,-92.0,-91.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,,,2452.0,,,,2462.0,,,,,,,,2412.0,,,,,,,,,2437.0,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.2377,-85.0,-95.0,,,,,-85.0,,-74.0,,,,,,,,-81.0,-90.0,-90.0,-89.0,,,,-93.0,,,,-94.0,-93.0,,,-89.0,,,,-92.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,5200.0,,2417.0,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,2412.0,,,,2412.0,2427.0,,,2437.0,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.2634,,,,-94.0,,,,,-72.0,,,-91.0,,,,-89.0,-80.0,-92.0,-94.0,-92.0,,,,,,,,,-93.0,,,,,,-92.0,-90.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,,,,2462.0,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
122.2164,-77.0,,,,-93.0,,-86.0,,-72.0,,,,,,,-88.0,-81.0,,-94.0,-93.0,,,,-92.0,,,,,-90.0,,,,,,-90.0,-90.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,2437.0,,,,2462.0,,5200.0,,2417.0,,,,,,,2462.0,2412.0,,2412.0,2412.0,,,,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
124.2334,-77.0,,,-93.0,,,,,-75.0,,,-89.0,,,,-89.0,-83.0,,,,,,,,,,,,,,,,,,-91.0,-90.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,,,,,,,,,,,,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.2614,-77.0,,,,-94.0,,-87.0,,-75.0,,,-89.0,,,,-89.0,-82.0,,-92.0,-92.0,,,,,,,,,-92.0,,,,,-92.0,-91.0,-90.0,-91.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,,2412.0,2412.0,,,,,,,,,2427.0,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
128.2466,-80.0,,,,,,-88.0,,,,,-90.0,,,,-91.0,,-91.0,-92.0,-91.0,,,,,,,,,-89.0,,,-94.0,,-92.0,-91.0,-91.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,,,,2452.0,,,,2462.0,,2412.0,2412.0,2412.0,,,,,,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.227,-76.0,,,-94.0,-93.0,,-86.0,,-73.0,,,-91.0,,,,-90.0,,-94.0,,,,,,,,,,,,,,,,,-92.0,-90.0,-89.0,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,2462.0,,5200.0,,2417.0,,,2452.0,,,,2462.0,,2412.0,,,,,,,,,,,,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
132.2454,-76.0,-92.0,,-92.0,-93.0,,-86.0,,-73.0,,,-91.0,,,,,-79.0,-92.0,-93.0,-90.0,,,-94.0,-96.0,,,,,,,,,,-91.0,-89.0,-90.0,-92.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,2462.0,2462.0,,5200.0,,2417.0,,,2452.0,,,,,2412.0,2412.0,2412.0,2412.0,,,2462.0,2412.0,,,,,,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
134.244,-86.0,-95.0,,-93.0,,,-87.0,,-80.0,,,-89.0,,,,-88.0,-85.0,,,,,,,,,,,,-94.0,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,,,,,,,,,2427.0,,,,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.394,-78.0,,,,-93.0,,-83.0,-89.0,-83.0,-90.0,-92.0,-90.0,-92.0,-91.0,-92.0,-85.0,-83.0,-92.0,,,,,,-92.0,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,,,,2462.0,,5200.0,5320.0,2417.0,5500.0,5500.0,2452.0,5500.0,5500.0,5500.0,2462.0,2412.0,2412.0,,,,,,2412.0,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
138.2794,-75.0,,,-92.0,,,,,-81.0,,,-85.0,,,,-89.0,-80.0,-91.0,,,,,,,-92.0,-95.0,-93.0,-90.0,,,-94.0,,,,,-91.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,2412.0,,,,,,,2412.0,2457.0,2412.0,2412.0,,,2412.0,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.2353,-81.0,,,,-94.0,,-78.0,,-78.0,,,-83.0,,,,,-85.0,-90.0,,,-93.0,,,-91.0,,,,,-89.0,,,,,-95.0,,-89.0,-90.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,,2452.0,,,,,2412.0,2412.0,,,2412.0,,,2412.0,,,,,2427.0,,,,,2422.0,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
142.2334,-76.0,,,-90.0,-92.0,,-81.0,,-78.0,,,-83.0,,,,-88.0,-87.0,,-94.0,-92.0,-94.0,,-87.0,-90.0,,,,,-88.0,,,,,,-93.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,2437.0,,,2462.0,2462.0,,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,,2412.0,2412.0,2412.0,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
144.252,-76.0,-89.0,,,,,-80.0,,-77.0,,,,,,,,-88.0,,,,,,,,,,,,-85.0,,,,,,,,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,2437.0,2437.0,,,,,5200.0,,2417.0,,,,,,,,2412.0,,,,,,,,,,,,2427.0,,,,,,,,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
146.2368,-78.0,,-91.0,,-93.0,,,,-72.0,,,-86.0,,,,,-83.0,-93.0,,-95.0,,,,-90.0,,,,,-85.0,,,,,,,-87.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,,5200.0,,2462.0,,,,2417.0,,,2452.0,,,,,2412.0,2412.0,,2412.0,,,,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
148.2359,-78.0,,,,-93.0,-93.0,-80.0,,-76.0,,,-86.0,,,,-86.0,-82.0,,,,,-94.0,,-91.0,,,,,,,,,,,,-89.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,2437.0,,,,2462.0,2437.0,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,,2432.0,,2412.0,,,,,,,,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
150.2793,-79.0,,,-94.0,,,,,-73.0,,,-93.0,,,,-93.0,-88.0,,,,,,,,,,,,-91.0,,,-90.0,,-91.0,-92.0,-90.0,,,,,,,,-92.0,-92.0,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,,,,,,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,,,,,,,,2437.0,2437.0,,,,,,,,,,,,,,,,,,,
152.1223,-76.0,,,,,,-90.0,,-71.0,,,-91.0,,,,,-85.0,-87.0,-87.0,,,,,,,,,,,-91.0,,,,,,-92.0,-90.0,-92.0,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,2412.0,2412.0,,,,,,,,,,,2412.0,,,,,,5220.0,5220.0,2462.0,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,
154.2356,-86.0,-91.0,,,,,,,-79.0,,,,,,,-88.0,-88.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,-95.0,-93.0,-90.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,2437.0,,,,,,,2417.0,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,,,,,,,,,,,2422.0,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
156.2265,-84.0,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220.0,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,
158.2403,-91.0,,,-93.0,,,,,-73.0,,,,,,,,,,,,,,-87.0,,,,,,,-91.0,,,,,-92.0,-91.0,-91.0,-87.0,-91.0,,,-91.0,-93.0,,-90.0,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,,,2417.0,,,,,,,,,,,,,,2462.0,,,,,,,2412.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,2457.0,2437.0,,2437.0,,,,,,,,,,,,,,,,,,,
160.2483,-85.0,,,-93.0,-91.0,,-93.0,,-78.0,,,-90.0,,,,,,,,,,,-87.0,,,,,,-88.0,,,,,,,-87.0,-86.0,-89.0,-93.0,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,2462.0,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,2462.0,,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,2462.0,,,2457.0,,,,,,,,,,,,,,,,,,,,,,
162.3834,-79.0,,,,,,-91.0,,-77.0,,,-83.0,,,,,,,,,,,-88.0,,,,,,-89.0,,,,,,,-86.0,-87.0,-88.0,-82.0,-90.0,,,-80.0,-82.0,-83.0,,,,,-93.0,,,,-89.0,-89.0,,-91.0,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,2462.0,,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,2462.0,2412.0,,,2437.0,2437.0,2437.0,,,,,5240.0,,,,5260.0,5260.0,,2437.0,,,,,,,
164.2435,-87.0,,,,,,,,-70.0,,,-89.0,,,,,,,,,,,-89.0,,,,,,-91.0,,,,,-87.0,-88.0,-86.0,,,-84.0,-88.0,,-87.0,-85.0,-87.0,-87.0,,,,,-95.0,,,,,,,-93.0,,,,-92.0,-94.0,,,2437.0,,,,,,,,2417.0,,,2452.0,,,,,,,,,,,2462.0,,,,,,2427.0,,,,,2422.0,2437.0,5220.0,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,,5240.0,,,,,,,2437.0,,,,5180.0,2462.0,,
166.3797,-87.0,,,-93.0,,,-93.0,,-70.0,,,-89.0,,,,,-91.0,,,,,,-88.0,-90.0,,,,,-91.0,,,-89.0,,-92.0,-84.0,-85.0,-89.0,,-91.0,-91.0,,,-85.0,,-86.0,,-89.0,,,-92.0,-90.0,-89.0,,,,,-94.0,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,5220.0,,2462.0,2412.0,,,2437.0,,2437.0,,2412.0,,,5240.0,5520.0,5520.0,,,,,2437.0,,,,,,,
168.4029,-88.0,,,,,,,,-65.0,,,-91.0,,,,,,,,,,,-86.0,,,,,,-92.0,,,,,,-90.0,-89.0,,-88.0,,,,-92.0,-89.0,-86.0,-82.0,,,,,,-91.0,,,,,,-94.0,,,,,,,,2437.0,,,,,,,,2417.0,,,2452.0,,,,,,,,,,,2462.0,,,,,,2427.0,,,,,,2437.0,5220.0,,2462.0,,,,2457.0,2437.0,2437.0,2437.0,,,,,,5520.0,,,,,,2437.0,,,,,,,
