AppTimestamp(s),MAC,Frequency,RSSI
332.8004,20:23:00:00:00:99,2412,-84
332.8004,20:23:00:00:01:07,5260,-85
332.8004,20:23:00:00:01:06,5260,-86
332.8004,20:23:00:00:01:03,5520,-87
332.8004,20:23:00:00:01:04,5520,-88
332.8004,20:23:00:00:01:17,5680,-89
332.8004,20:23:00:00:00:45,2412,-90
332.8004,20:23:00:00:00:02,2462,-91
336.8479,20:23:00:00:00:12,2417,-66
336.8479,20:23:00:00:00:25,2412,-77
336.8479,20:23:00:00:00:95,2437,-77
336.8479,20:23:00:00:00:92,2412,-78
336.8479,20:23:00:00:00:97,2437,-78
336.8479,20:23:00:00:00:01,2437,-79
336.8479,20:23:00:00:00:91,2462,-80
336.8479,20:23:00:00:00:73,2437,-81
336.8479,20:23:00:00:00:88,2462,-81
336.8479,20:23:00:00:00:96,2437,-81
336.8479,20:23:00:00:00:15,2452,-82
336.8479,20:23:00:00:01:03,5520,-83
336.8479,20:23:00:00:00:99,2412,-83
336.8479,20:23:00:00:00:44,2462,-83
336.8479,20:23:00:00:00:93,2462,-83
336.8479,20:23:00:00:01:04,5520,-84
336.8479,20:23:00:00:01:09,2437,-85
336.8479,20:23:00:00:01:13,2462,-85
336.8479,20:23:00:00:00:80,5200,-86
336.8479,20:23:00:00:00:98,2462,-87
336.8479,20:23:00:00:00:79,5200,-87
336.8479,20:23:00:00:00:82,2462,-88
336.8479,20:23:00:00:01:17,5680,-89
336.8479,20:23:00:00:01:07,5260,-89
336.8479,20:23:00:00:01:14,5680,-91
336.8479,20:23:00:00:00:08,2462,-94
340.8277,20:23:00:00:00:12,2417,-60
340.8277,20:23:00:00:00:97,2437,-74
340.8277,20:23:00:00:00:95,2437,-75
340.8277,20:23:00:00:00:73,2437,-77
340.8277,20:23:00:00:00:01,2437,-79
340.8277,20:23:00:00:00:96,2437,-80
340.8277,20:23:00:00:00:15,2452,-82
340.8277,20:23:00:00:00:91,2462,-82
340.8277,20:23:00:00:00:93,2462,-83
340.8277,20:23:00:00:00:92,2412,-84
340.8277,20:23:00:00:01:03,5520,-85
340.8277,20:23:00:00:01:04,5520,-85
340.8277,20:23:00:00:00:79,5200,-85
340.8277,20:23:00:00:00:65,2437,-85
340.8277,20:23:00:00:00:80,5200,-86
340.8277,20:23:00:00:01:09,2437,-87
340.8277,20:23:00:00:00:99,2412,-87
344.8289,20:23:00:00:00:12,2417,-64
344.8289,20:23:00:00:00:96,2437,-73
344.8289,20:23:00:00:00:01,2437,-73
344.8289,20:23:00:00:00:15,2452,-74
344.8289,20:23:00:00:00:95,2437,-74
344.8289,20:23:00:00:00:88,2462,-76
344.8289,20:23:00:00:00:82,2462,-76
344.8289,20:23:00:00:00:73,2437,-78
344.8289,20:23:00:00:00:25,2412,-78
344.8289,20:23:00:00:00:97,2437,-78
344.8289,20:23:00:00:00:55,2427,-78
344.8289,20:23:00:00:00:44,2462,-80
344.8289,20:23:00:00:00:91,2462,-82
344.8289,20:23:00:00:00:92,2412,-82
344.8289,20:23:00:00:01:03,5520,-82
344.8289,20:23:00:00:01:04,5520,-82
344.8289,20:23:00:00:00:99,2412,-82
344.8289,20:23:00:00:01:01,2462,-82
344.8289,20:23:00:00:01:12,5240,-83
344.8289,20:23:00:00:01:11,5240,-83
344.8289,20:23:00:00:00:69,2422,-83
344.8289,20:23:00:00:01:14,5680,-84
344.8289,20:23:00:00:00:79,5200,-84
344.8289,20:23:00:00:00:80,5200,-85
344.8289,20:23:00:00:01:17,5680,-85
344.8289,20:23:00:00:00:90,2437,-86
344.8289,20:23:00:00:00:24,2462,-86
344.8289,20:23:00:00:01:22,5320,-87
344.8289,20:23:00:00:01:02,5240,-88
344.8289,20:23:00:00:01:23,5320,-88
348.7874,20:23:00:00:00:12,2417,-65
348.7874,20:23:00:00:00:88,2462,-68
348.7874,20:23:00:00:00:91,2462,-71
348.7874,20:23:00:00:00:96,2437,-71
348.7874,20:23:00:00:00:95,2437,-71
348.7874,20:23:00:00:00:15,2452,-78
348.7874,20:23:00:00:01:09,2437,-78
348.7874,20:23:00:00:00:82,2462,-78
348.7874,20:23:00:00:01:08,2437,-78
348.7874,20:23:00:00:00:01,2437,-79
348.7874,20:23:00:00:00:55,2427,-79
348.7874,20:23:00:00:00:44,2462,-80
348.7874,20:23:00:00:01:01,2462,-81
348.7874,20:23:00:00:00:94,2427,-81
348.7874,20:23:00:00:01:03,5520,-82
348.7874,20:23:00:00:01:04,5520,-82
348.7874,20:23:00:00:00:93,2462,-83
348.7874,20:23:00:00:01:14,5680,-84
348.7874,20:23:00:00:01:20,5500,-84
348.7874,20:23:00:00:01:17,5680,-85
348.7874,20:23:00:00:01:11,5240,-85
348.7874,20:23:00:00:00:45,2412,-85
348.7874,20:23:00:00:01:12,5240,-86
348.7874,20:23:00:00:01:13,2462,-86
348.7874,20:23:00:00:00:80,5200,-88
348.7874,20:23:00:00:01:02,5240,-88
348.7874,20:23:00:00:01:24,5320,-88
348.7874,20:23:00:00:01:23,5320,-90
348.7874,20:23:00:00:01:25,5500,-90
348.7874,20:23:00:00:01:26,5320,-90
348.7874,20:23:00:00:01:27,5500,-91
348.7874,20:23:00:00:00:24,2462,-92
348.7874,20:23:00:00:01:00,2472,-92
352.8127,20:23:00:00:00:12,2417,-65
352.8127,20:23:00:00:00:88,2462,-72
352.8127,20:23:00:00:00:95,2437,-74
352.8127,20:23:00:00:00:96,2437,-75
352.8127,20:23:00:00:00:92,2412,-77
352.8127,20:23:00:00:01:04,5520,-78
352.8127,20:23:00:00:00:82,2462,-78
352.8127,20:23:00:00:00:69,2422,-78
352.8127,20:23:00:00:00:99,2412,-79
352.8127,20:23:00:00:00:44,2462,-79
352.8127,20:23:00:00:00:55,2427,-80
352.8127,20:23:00:00:01:03,5520,-81
352.8127,20:23:00:00:00:94,2427,-81
352.8127,20:23:00:00:01:28,2437,-81
352.8127,20:23:00:00:00:15,2452,-83
352.8127,20:23:00:00:01:14,5680,-84
352.8127,20:23:00:00:01:17,5680,-84
352.8127,20:23:00:00:00:25,2412,-84
352.8127,20:23:00:00:01:01,2462,-84
352.8127,20:23:00:00:01:02,5240,-84
352.8127,20:23:00:00:01:05,5240,-84
352.8127,20:23:00:00:00:80,5200,-85
352.8127,20:23:00:00:00:79,5200,-85
352.8127,20:23:00:00:01:12,5240,-86
352.8127,20:23:00:00:01:00,2472,-86
352.8127,20:23:00:00:00:98,2462,-86
352.8127,20:23:00:00:00:46,2462,-86
352.8127,20:23:00:00:01:11,5240,-87
352.8127,20:23:00:00:01:29,5180,-91
356.8369,20:23:00:00:00:12,2417,-68
356.8369,20:23:00:00:00:88,2462,-70
356.8369,20:23:00:00:00:96,2437,-71
356.8369,20:23:00:00:00:94,2427,-76
356.8369,20:23:00:00:00:92,2412,-78
356.8369,20:23:00:00:00:01,2437,-78
356.8369,20:23:00:00:00:99,2412,-79
356.8369,20:23:00:00:01:01,2462,-79
356.8369,20:23:00:00:00:91,2462,-80
356.8369,20:23:00:00:00:69,2422,-81
356.8369,20:23:00:00:01:10,2412,-81
356.8369,20:23:00:00:00:15,2452,-82
356.8369,20:23:00:00:01:14,5680,-82
356.8369,20:23:00:00:01:17,5680,-82
356.8369,20:23:00:00:01:03,5520,-84
356.8369,20:23:00:00:01:16,5500,-84
356.8369,20:23:00:00:01:11,5240,-85
356.8369,20:23:00:00:01:23,5320,-85
356.8369,20:23:00:00:01:27,5500,-85
356.8369,20:23:00:00:01:19,5500,-85
356.8369,20:23:00:00:01:12,5240,-86
356.8369,20:23:00:00:01:20,5500,-86
356.8369,20:23:00:00:01:15,5500,-86
356.8369,20:23:00:00:01:21,5500,-86
356.8369,20:23:00:00:01:22,5320,-86
356.8369,20:23:00:00:01:30,2412,-93
360.7993,20:23:00:00:00:12,2417,-64
360.7993,20:23:00:00:00:95,2437,-74
360.7993,20:23:00:00:00:88,2462,-75
360.7993,20:23:00:00:00:96,2437,-75
360.7993,20:23:00:00:01:01,2462,-75
360.7993,20:23:00:00:00:92,2412,-78
360.7993,20:23:00:00:00:99,2412,-78
360.7993,20:23:00:00:00:01,2437,-79
360.7993,20:23:00:00:01:12,5240,-79
360.7993,20:23:00:00:00:94,2427,-80
360.7993,20:23:00:00:00:91,2462,-81
360.7993,20:23:00:00:01:03,5520,-81
360.7993,20:23:00:00:00:69,2422,-81
360.7993,20:23:00:00:01:04,5520,-82
360.7993,20:23:00:00:00:82,2462,-82
360.7993,20:23:00:00:01:11,5240,-82
360.7993,20:23:00:00:01:10,2412,-83
360.7993,20:23:00:00:01:09,2437,-84
360.7993,20:23:00:00:00:65,2437,-84
360.7993,20:23:00:00:01:20,5500,-85
360.7993,20:23:00:00:01:19,5500,-85
360.7993,20:23:00:00:01:25,5500,-85
360.7993,20:23:00:00:01:15,5500,-86
360.7993,20:23:00:00:01:22,5320,-86
360.7993,20:23:00:00:01:31,2437,-86
360.7993,20:23:00:00:00:15,2452,-87
360.7993,20:23:00:00:00:45,2412,-88
360.7993,20:23:00:00:01:21,5500,-89
364.8113,20:23:00:00:00:12,2417,-67
364.8113,20:23:00:00:01:01,2462,-74
364.8113,20:23:00:00:00:96,2437,-79
364.8113,20:23:00:00:01:32,2437,-81
364.8113,20:23:00:00:00:92,2412,-82
364.8113,20:23:00:00:01:31,2437,-82
364.8113,20:23:00:00:01:03,5520,-83
364.8113,20:23:00:00:00:69,2422,-83
364.8113,20:23:00:00:01:10,2412,-83
364.8113,20:23:00:00:01:26,5320,-83
364.8113,20:23:00:00:01:33,2437,-83
364.8113,20:23:00:00:01:34,2437,-83
364.8113,20:23:00:00:00:91,2462,-84
364.8113,20:23:00:00:00:65,2437,-84
364.8113,20:23:00:00:01:11,5240,-86
364.8113,20:23:00:00:01:20,5500,-86
364.8113,20:23:00:00:01:15,5500,-86
364.8113,20:23:00:00:00:73,2437,-86
364.8113,20:23:00:00:01:23,5320,-87
364.8113,20:23:00:00:01:24,5320,-87
364.8113,20:23:00:00:01:12,5240,-88
364.8113,20:23:00:00:00:94,2427,-88
364.8113,20:23:00:00:01:22,5320,-88
364.8113,20:23:00:00:01:35,2412,-90
364.8113,20:23:00:00:01:36,5180,-93
368.813,20:23:00:00:00:12,2417,-63
368.813,20:23:00:00:00:97,2437,-78
368.813,20:23:00:00:00:73,2437,-79
368.813,20:23:00:00:00:92,2412,-80
368.813,20:23:00:00:00:69,2422,-80
368.813,20:23:00:00:01:01,2462,-82
368.813,20:23:00:00:00:65,2437,-82
368.813,20:23:00:00:00:15,2452,-83
368.813,20:23:00:00:01:03,5520,-83
368.813,20:23:00:00:01:04,5520,-83
368.813,20:23:00:00:00:96,2437,-83
368.813,20:23:00:00:00:95,2437,-83
368.813,20:23:00:00:00:55,2427,-83
368.813,20:23:00:00:00:94,2427,-84
368.813,20:23:00:00:01:11,5240,-86
368.813,20:23:00:00:01:37,2412,-86
368.813,20:23:00:00:01:38,2437,-86
368.813,20:23:00:00:00:88,2462,-87
368.813,20:23:00:00:01:12,5240,-88
368.813,20:23:00:00:01:39,2437,-88
368.813,20:23:00:00:01:00,2472,-89
368.813,20:23:00:00:01:35,2412,-92
368.813,20:23:00:00:01:40,2462,-93
372.8142,20:23:00:00:00:12,2417,-62
372.8142,20:23:00:00:00:69,2422,-78
372.8142,20:23:00:00:00:73,2437,-79
372.8142,20:23:00:00:00:90,2437,-79
372.8142,20:23:00:00:01:01,2462,-82
372.8142,20:23:00:00:00:65,2437,-83
372.8142,20:23:00:00:00:92,2412,-84
372.8142,20:23:00:00:00:94,2427,-86
372.8142,20:23:00:00:00:88,2462,-88
372.8142,20:23:00:00:01:38,2437,-89
372.8142,20:23:00:00:01:41,2437,-91
372.8142,20:23:00:00:01:42,2432,-92
376.8067,20:23:00:00:00:12,2417,-60
376.8067,20:23:00:00:00:69,2422,-72
376.8067,20:23:00:00:00:73,2437,-79
376.8067,20:23:00:00:00:82,2462,-80
376.8067,20:23:00:00:00:99,2412,-81
376.8067,20:23:00:00:00:90,2437,-83
376.8067,20:23:00:00:00:92,2412,-84
376.8067,20:23:00:00:00:96,2437,-85
376.8067,20:23:00:00:00:88,2462,-86
376.8067,20:23:00:00:01:01,2462,-86
376.8067,20:23:00:00:00:97,2437,-86
376.8067,20:23:00:00:00:79,5200,-86
376.8067,20:23:00:00:00:44,2462,-86
376.8067,20:23:00:00:01:10,2412,-87
376.8067,20:23:00:00:00:55,2427,-88
376.8067,20:23:00:00:01:00,2472,-91
376.8067,20:23:00:00:01:12,5240,-92
380.7924,20:23:00:00:00:12,2417,-57
380.7924,20:23:00:00:00:73,2437,-71
380.7924,20:23:00:00:00:69,2422,-75
380.7924,20:23:00:00:00:82,2462,-78
380.7924,20:23:00:00:01:43,2462,-78
380.7924,20:23:00:00:00:44,2462,-79
380.7924,20:23:00:00:00:90,2437,-80
380.7924,20:23:00:00:00:98,2462,-81
380.7924,20:23:00:00:00:92,2412,-83
380.7924,20:23:00:00:00:45,2412,-84
380.7924,20:23:00:00:00:99,2412,-85
380.7924,20:23:00:00:01:01,2462,-86
380.7924,20:23:00:00:00:79,5200,-86
380.7924,20:23:00:00:00:80,5200,-87
380.7924,20:23:00:00:01:07,5260,-88
380.7924,20:23:00:00:01:06,5260,-90
380.7924,20:23:00:00:01:00,2472,-91
384.802,20:23:00:00:00:12,2417,-53
384.802,20:23:00:00:00:73,2437,-71
384.802,20:23:00:00:00:65,2437,-71
384.802,20:23:00:00:00:69,2422,-74
384.802,20:23:00:00:00:15,2452,-75
384.802,20:23:00:00:00:44,2462,-76
384.802,20:23:00:00:00:82,2462,-78
384.802,20:23:00:00:00:79,5200,-84
384.802,20:23:00:00:00:98,2462,-85
384.802,20:23:00:00:00:80,5200,-85
384.802,20:23:00:00:00:94,2427,-85
384.802,20:23:00:00:01:01,2462,-88
384.802,20:23:00:00:01:07,5260,-88
384.802,20:23:00:00:01:00,2472,-90
388.8366,20:23:00:00:00:12,2417,-51
388.8366,20:23:00:00:00:55,2427,-69
388.8366,20:23:00:00:00:73,2437,-71
388.8366,20:23:00:00:00:69,2422,-74
388.8366,20:23:00:00:00:90,2437,-79
388.8366,20:23:00:00:00:44,2462,-79
388.8366,20:23:00:00:00:15,2452,-79
388.8366,20:23:00:00:00:45,2412,-80
388.8366,20:23:00:00:00:82,2462,-82
388.8366,20:23:00:00:00:80,5200,-83
388.8366,20:23:00:00:01:01,2462,-84
388.8366,20:23:00:00:00:79,5200,-84
388.8366,20:23:00:00:00:91,2462,-84
388.8366,20:23:00:00:00:92,2412,-85
388.8366,20:23:00:00:00:01,2437,-85
388.8366,20:23:00:00:00:99,2412,-89
388.8366,20:23:00:00:01:10,2412,-92
392.7949,20:23:00:00:00:12,2417,-55
392.7949,20:23:00:00:00:69,2422,-71
392.7949,20:23:00:00:00:65,2437,-73
392.7949,20:23:00:00:00:90,2437,-75
392.7949,20:23:00:00:00:44,2462,-75
392.7949,20:23:00:00:00:73,2437,-77
392.7949,20:23:00:00:00:01,2437,-79
392.7949,20:23:00:00:00:79,5200,-85
392.7949,20:23:00:00:00:80,5200,-85
392.7949,20:23:00:00:00:98,2462,-86
392.7949,20:23:00:00:01:00,2472,-87
392.7949,20:23:00:00:01:07,5260,-91
392.7949,20:23:00:00:01:10,2412,-91
396.8327,20:23:00:00:00:12,2417,-55
396.8327,20:23:00:00:00:73,2437,-74
396.8327,20:23:00:00:00:44,2462,-77
396.8327,20:23:00:00:00:15,2452,-77
396.8327,20:23:00:00:00:55,2427,-77
396.8327,20:23:00:00:00:90,2437,-79
396.8327,20:23:00:00:00:98,2462,-81
396.8327,20:23:00:00:00:01,2437,-82
396.8327,20:23:00:00:00:45,2412,-84
396.8327,20:23:00:00:01:06,5260,-85
396.8327,20:23:00:00:01:01,2462,-86
396.8327,20:23:00:00:01:07,5260,-86
396.8327,20:23:00:00:00:80,5200,-86
396.8327,20:23:00:00:01:00,2472,-87
396.8327,20:23:00:00:00:79,5200,-88
400.7989,20:23:00:00:00:12,2417,-55
400.7989,20:23:00:00:00:73,2437,-68
400.7989,20:23:00:00:00:15,2452,-75
400.7989,20:23:00:00:00:65,2437,-75
400.7989,20:23:00:00:00:55,2427,-75
400.7989,20:23:00:00:00:90,2437,-76
400.7989,20:23:00:00:00:69,2422,-77
400.7989,20:23:00:00:00:44,2462,-79
400.7989,20:23:00:00:00:98,2462,-80
400.7989,20:23:00:00:00:01,2437,-80
400.7989,20:23:00:00:01:00,2472,-82
400.7989,20:23:00:00:01:43,2462,-83
400.7989,20:23:00:00:01:07,5260,-85
400.7989,20:23:00:00:00:82,2462,-85
400.7989,20:23:00:00:00:80,5200,-86
400.7989,20:23:00:00:01:06,5260,-86
400.7989,20:23:00:00:01:03,5520,-87
400.7989,20:23:00:00:00:25,2412,-87
400.7989,20:23:00:00:00:79,5200,-88
400.7989,20:23:00:00:00:92,2412,-89
404.8124,20:23:00:00:00:12,2417,-57
404.8124,20:23:00:00:00:73,2437,-64
404.8124,20:23:00:00:00:90,2437,-73
404.8124,20:23:00:00:00:55,2427,-75
404.8124,20:23:00:00:00:01,2437,-77
404.8124,20:23:00:00:01:00,2472,-78
404.8124,20:23:00:00:00:44,2462,-79
404.8124,20:23:00:00:00:98,2462,-80
404.8124,20:23:00:00:00:15,2452,-80
404.8124,20:23:00:00:00:45,2412,-81
404.8124,20:23:00:00:01:43,2462,-81
404.8124,20:23:00:00:00:82,2462,-81
404.8124,20:23:00:00:00:95,2437,-82
404.8124,20:23:00:00:00:91,2462,-83
404.8124,20:23:00:00:01:07,5260,-85
404.8124,20:23:00:00:01:06,5260,-85
404.8124,20:23:00:00:00:80,5200,-86
404.8124,20:23:00:00:00:92,2412,-88
404.8124,20:23:00:00:01:44,5200,-88
404.8124,20:23:00:00:00:99,2412,-88
404.8124,20:23:00:00:00:25,2412,-89
404.8124,20:23:00:00:00:97,2437,-89
404.8124,20:23:00:00:00:93,2462,-90
408.7977,20:23:00:00:00:12,2417,-53
408.7977,20:23:00:00:00:65,2437,-76
408.7977,20:23:00:00:00:73,2437,-78
408.7977,20:23:00:00:01:43,2462,-81
408.7977,20:23:00:00:01:00,2472,-82
408.7977,20:23:00:00:00:44,2462,-84
408.7977,20:23:00:00:00:98,2462,-84
408.7977,20:23:00:00:00:90,2437,-85
408.7977,20:23:00:00:00:69,2422,-87
408.7977,20:23:00:00:01:01,2462,-87
412.7809,20:23:00:00:00:12,2417,-62
412.7809,20:23:00:00:00:73,2437,-74
412.7809,20:23:00:00:00:69,2422,-75
412.7809,20:23:00:00:01:00,2472,-78
412.7809,20:23:00:00:00:44,2462,-82
412.7809,20:23:00:00:00:90,2437,-84
412.7809,20:23:00:00:00:98,2462,-84
412.7809,20:23:00:00:00:82,2462,-84
412.7809,20:23:00:00:00:45,2412,-86
412.7809,20:23:00:00:01:01,2462,-86
412.7809,20:23:00:00:00:80,5200,-89
412.7809,20:23:00:00:01:44,5200,-90
412.7809,20:23:00:00:00:79,5200,-90
412.7809,20:23:00:00:01:07,5260,-91
412.7809,20:23:00:00:00:97,2437,-91
416.7906,20:23:00:00:00:12,2417,-56
416.7906,20:23:00:00:00:65,2437,-63
416.7906,20:23:00:00:00:73,2437,-68
416.7906,20:23:00:00:00:69,2422,-72
416.7906,20:23:00:00:00:44,2462,-76
416.7906,20:23:00:00:00:82,2462,-76
416.7906,20:23:00:00:01:00,2472,-81
416.7906,20:23:00:00:00:90,2437,-82
416.7906,20:23:00:00:00:98,2462,-82
416.7906,20:23:00:00:00:80,5200,-85
416.7906,20:23:00:00:00:79,5200,-86
416.7906,20:23:00:00:00:45,2412,-87
416.7906,20:23:00:00:00:24,2462,-91
420.7895,20:23:00:00:00:12,2417,-54
420.7895,20:23:00:00:00:73,2437,-71
420.7895,20:23:00:00:00:69,2422,-73
420.7895,20:23:00:00:00:65,2437,-74
420.7895,20:23:00:00:00:90,2437,-79
420.7895,20:23:00:00:01:00,2472,-85
420.7895,20:23:00:00:00:79,5200,-86
420.7895,20:23:00:00:01:16,5500,-86
420.7895,20:23:00:00:00:80,5200,-87
420.7895,20:23:00:00:01:21,5500,-87
420.7895,20:23:00:00:01:27,5500,-87
420.7895,20:23:00:00:01:01,2462,-89
420.7895,20:23:00:00:00:88,2462,-89
424.8331,20:23:00:00:00:12,2417,-52
424.8331,20:23:00:00:00:73,2437,-67
424.8331,20:23:00:00:00:69,2422,-69
424.8331,20:23:00:00:00:90,2437,-71
424.8331,20:23:00:00:00:65,2437,-71
424.8331,20:23:00:00:00:44,2462,-73
424.8331,20:23:00:00:00:82,2462,-79
424.8331,20:23:00:00:01:01,2462,-81
424.8331,20:23:00:00:00:45,2412,-82
424.8331,20:23:00:00:00:80,5200,-82
424.8331,20:23:00:00:00:79,5200,-82
424.8331,20:23:00:00:00:88,2462,-88
424.8331,20:23:00:00:01:11,5240,-90
424.8331,20:23:00:00:01:12,5240,-92
428.7835,20:23:00:00:00:73,2437,-69
428.7835,20:23:00:00:00:65,2437,-70
428.7835,20:23:00:00:00:69,2422,-71
428.7835,20:23:00:00:00:44,2462,-71
428.7835,20:23:00:00:00:15,2452,-71
428.7835,20:23:00:00:00:82,2462,-73
428.7835,20:23:00:00:00:01,2437,-75
428.7835,20:23:00:00:00:90,2437,-76
428.7835,20:23:00:00:00:80,5200,-77
428.7835,20:23:00:00:00:79,5200,-78
428.7835,20:23:00:00:00:45,2412,-80
428.7835,20:23:00:00:00:88,2462,-85
428.7835,20:23:00:00:01:11,5240,-87
428.7835,20:23:00:00:01:12,5240,-88
428.7835,20:23:00:00:01:15,5500,-89
428.7835,20:23:00:00:01:20,5500,-90
432.8283,20:23:00:00:00:12,2417,-48
432.8283,20:23:00:00:00:73,2437,-64
432.8283,20:23:00:00:00:69,2422,-68
432.8283,20:23:00:00:00:65,2437,-70
432.8283,20:23:00:00:00:45,2412,-72
432.8283,20:23:00:00:00:82,2462,-72
432.8283,20:23:00:00:00:90,2437,-76
432.8283,20:23:00:00:00:15,2452,-77
432.8283,20:23:00:00:00:80,5200,-78
432.8283,20:23:00:00:00:79,5200,-79
432.8283,20:23:00:00:01:11,5240,-85
432.8283,20:23:00:00:01:12,5240,-86
432.8283,20:23:00:00:01:01,2462,-89
432.8283,20:23:00:00:00:88,2462,-89
432.8283,20:23:00:00:00:98,2462,-92
432.8283,20:23:00:00:01:45,2462,-93
436.8157,20:23:00:00:00:12,2417,-50
436.8157,20:23:00:00:00:73,2437,-64
436.8157,20:23:00:00:00:69,2422,-68
436.8157,20:23:00:00:00:65,2437,-70
436.8157,20:23:00:00:00:55,2427,-70
436.8157,20:23:00:00:00:44,2462,-71
436.8157,20:23:00:00:00:82,2462,-72
436.8157,20:23:00:00:00:90,2437,-77
436.8157,20:23:00:00:00:15,2452,-79
436.8157,20:23:00:00:00:01,2437,-80
436.8157,20:23:00:00:00:80,5200,-81
436.8157,20:23:00:00:00:79,5200,-82
436.8157,20:23:00:00:00:88,2462,-85
440.8128,20:23:00:00:00:12,2417,-48
440.8128,20:23:00:00:00:73,2437,-70
440.8128,20:23:00:00:00:65,2437,-70
440.8128,20:23:00:00:00:82,2462,-72
440.8128,20:23:00:00:00:44,2462,-73
440.8128,20:23:00:00:00:15,2452,-74
440.8128,20:23:00:00:00:55,2427,-77
440.8128,20:23:00:00:00:88,2462,-85
440.8128,20:23:00:00:00:80,5200,-86
440.8128,20:23:00:00:01:01,2462,-86
440.8128,20:23:00:00:01:11,5240,-86
440.8128,20:23:00:00:01:21,5500,-86
440.8128,20:23:00:00:01:20,5500,-86
440.8128,20:23:00:00:01:16,5500,-86
440.8128,20:23:00:00:01:27,5500,-86
440.8128,20:23:00:00:00:79,5200,-87
440.8128,20:23:00:00:01:10,2412,-89
440.8128,20:23:00:00:01:19,5500,-93
444.8198,20:23:00:00:00:12,2417,-49
444.8198,20:23:00:00:00:69,2422,-66
444.8198,20:23:00:00:00:73,2437,-70
444.8198,20:23:00:00:00:65,2437,-70
444.8198,20:23:00:00:00:82,2462,-76
444.8198,20:23:00:00:00:15,2452,-76
444.8198,20:23:00:00:00:44,2462,-77
444.8198,20:23:00:00:00:55,2427,-78
444.8198,20:23:00:00:00:90,2437,-79
444.8198,20:23:00:00:01:01,2462,-85
444.8198,20:23:00:00:00:79,5200,-88
444.8198,20:23:00:00:01:38,2437,-88
444.8198,20:23:00:00:00:80,5200,-89
444.8198,20:23:00:00:01:12,5240,-90
444.8198,20:23:00:00:01:46,2432,-91
444.8198,20:23:00:00:01:42,2432,-91
448.7851,20:23:00:00:00:12,2417,-49
448.7851,20:23:00:00:00:65,2437,-66
448.7851,20:23:00:00:00:69,2422,-70
448.7851,20:23:00:00:00:73,2437,-70
448.7851,20:23:00:00:00:55,2427,-75
448.7851,20:23:00:00:00:82,2462,-76
448.7851,20:23:00:00:00:44,2462,-77
448.7851,20:23:00:00:00:15,2452,-80
448.7851,20:23:00:00:01:01,2462,-81
448.7851,20:23:00:00:01:11,5240,-82
448.7851,20:23:00:00:00:88,2462,-84
448.7851,20:23:00:00:01:12,5240,-84
448.7851,20:23:00:00:00:90,2437,-86
448.7851,20:23:00:00:01:47,2462,-91
452.7935,20:23:00:00:00:12,2417,-54
452.7935,20:23:00:00:00:69,2422,-58
452.7935,20:23:00:00:00:65,2437,-72
452.7935,20:23:00:00:00:73,2437,-75
452.7935,20:23:00:00:01:01,2462,-75
452.7935,20:23:00:00:01:11,5240,-82
452.7935,20:23:00:00:00:90,2437,-83
452.7935,20:23:00:00:00:44,2462,-83
452.7935,20:23:00:00:01:19,5500,-84
452.7935,20:23:00:00:01:21,5500,-84
452.7935,20:23:00:00:01:16,5500,-84
452.7935,20:23:00:00:01:15,5500,-85
452.7935,20:23:00:00:01:20,5500,-85
452.7935,20:23:00:00:01:27,5500,-85
452.7935,20:23:00:00:01:48,5500,-85
452.7935,20:23:00:00:01:49,5500,-85
452.7935,20:23:00:00:00:88,2462,-88
452.7935,20:23:00:00:01:50,2462,-88
452.7935,20:23:00:00:01:45,2462,-92
456.8102,20:23:00:00:00:69,2422,-54
456.8102,20:23:00:00:00:65,2437,-67
456.8102,20:23:00:00:00:73,2437,-76
456.8102,20:23:00:00:01:10,2412,-82
456.8102,20:23:00:00:00:44,2462,-83
456.8102,20:23:00:00:00:82,2462,-83
456.8102,20:23:00:00:01:01,2462,-83
456.8102,20:23:00:00:01:51,2412,-83
456.8102,20:23:00:00:01:38,2437,-83
456.8102,20:23:00:00:01:16,5500,-84
456.8102,20:23:00:00:01:15,5500,-84
456.8102,20:23:00:00:01:27,5500,-84
456.8102,20:23:00:00:01:19,5500,-85
456.8102,20:23:00:00:01:21,5500,-85
456.8102,20:23:00:00:01:20,5500,-85
456.8102,20:23:00:00:00:55,2427,-86
456.8102,20:23:00:00:00:90,2437,-87
460.7846,20:23:00:00:00:12,2417,-60
460.7846,20:23:00:00:00:69,2422,-64
460.7846,20:23:00:00:00:65,2437,-70
460.7846,20:23:00:00:01:10,2412,-79
460.7846,20:23:00:00:00:73,2437,-80
460.7846,20:23:00:00:01:01,2462,-84
460.7846,20:23:00:00:01:16,5500,-84
460.7846,20:23:00:00:01:52,2432,-84
460.7846,20:23:00:00:01:42,2432,-85
460.7846,20:23:00:00:01:21,5500,-86
460.7846,20:23:00:00:00:44,2462,-87
460.7846,20:23:00:00:01:47,2462,-88
460.7846,20:23:00:00:01:19,5500,-89
460.7846,20:23:00:00:01:18,2462,-90
464.803,20:23:00:00:00:12,2417,-70
464.803,20:23:00:00:00:69,2422,-74
464.803,20:23:00:00:01:10,2412,-81
464.803,20:23:00:00:01:01,2462,-87
464.803,20:23:00:00:00:73,2437,-88
468.8816,20:23:00:00:00:12,2417,-70
468.8816,20:23:00:00:00:69,2422,-75
468.8816,20:23:00:00:00:65,2437,-81
