AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:59,wifi_rssi_20:23:00:00:02:60,wifi_rssi_20:23:00:00:02:61,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:59,wifi_freq_20:23:00:00:02:60,wifi_freq_20:23:00:00:02:61
95.6841,-55.0,-56.0,-86.0,-85.0,,,-83.0,,-90.0,,-91.0,-88.0,-66.0,,-88.0,,,-90.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,2462.0,,2437.0,2422.0,2437.0,,5220.0,,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
97.6174,-56.0,-68.0,-82.0,-73.0,,-93.0,-78.0,-83.0,,-84.0,-79.0,-86.0,-56.0,-89.0,-89.0,-76.0,,,-59.0,,,,,,,,,,,,,,,,-88.0,-90.0,-90.0,-90.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,2462.0,2462.0,,,,,,,
99.6793,-64.0,-77.0,-83.0,-77.0,,,-76.0,,,-71.0,-84.0,-89.0,-63.0,,-85.0,-79.0,,,-68.0,,,,,,,,,,,,,,,,,,-87.0,-88.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,2462.0,2462.0,,,,,,,
101.6709,-71.0,-76.0,-78.0,-79.0,,,,-83.0,,-75.0,-82.0,,-65.0,-84.0,,,,,-68.0,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,,,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,
103.674,-71.0,-76.0,-73.0,-81.0,,,-79.0,,,-78.0,-78.0,-74.0,-69.0,,-83.0,-84.0,,,-68.0,,,,,,,,,,,,,,,,-89.0,-82.0,-90.0,-91.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,2462.0,2462.0,,,,,,,
105.6717,-68.0,-75.0,-72.0,-79.0,,,,-84.0,,-81.0,-78.0,,-63.0,-81.0,,-80.0,,,-68.0,,,,,,,,,,,,,,,,,-79.0,,-86.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,2462.0,,,,,,,
107.6552,-67.0,-75.0,-85.0,-86.0,,,,-88.0,,-78.0,-83.0,-85.0,-66.0,,-91.0,,,,-73.0,,,,,,,,,,,,,,,,-91.0,-80.0,-91.0,-89.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,2462.0,2462.0,,,,,,,
109.6267,-77.0,-75.0,-88.0,-83.0,,,-87.0,,,-85.0,-81.0,-87.0,-68.0,,-91.0,-86.0,,,-73.0,,,,-87.0,-89.0,,-89.0,-87.0,,,,,,,,,-84.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,,,,,,,,,5500.0,,,,,,,,,
111.8086,-73.0,-85.0,-83.0,-89.0,,,-87.0,,,-85.0,-80.0,-85.0,-60.0,-95.0,,,,,-81.0,,,-88.0,-90.0,-88.0,-88.0,-90.0,-87.0,,,,,,,,-90.0,-81.0,-90.0,-89.0,,-89.0,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,2462.0,5500.0,2462.0,2462.0,,5580.0,,,,,
113.9741,-67.0,-81.0,-87.0,-87.0,,,-87.0,,,,-78.0,,-70.0,-91.0,-92.0,-85.0,,,-77.0,,,-88.0,-86.0,-86.0,-86.0,-88.0,-86.0,,,,,,,,-85.0,-85.0,-84.0,-83.0,,-92.0,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,2462.0,5500.0,2462.0,2462.0,,5580.0,,,,,
118.0299,-75.0,-79.0,-91.0,-87.0,,,-86.0,-91.0,,-87.0,,-85.0,-70.0,-94.0,,,,,-75.0,,,-89.0,-89.0,,,,,,,,,,,-92.0,-90.0,-83.0,-91.0,,,-93.0,,,-88.0,-89.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,,,,,2437.0,,,5500.0,5500.0,,,,,,,,,,,2412.0,2462.0,5500.0,2462.0,,,5580.0,,,5500.0,5500.0,
121.7546,-72.0,-77.0,-88.0,-87.0,,,,-87.0,,-82.0,-78.0,-86.0,-68.0,-88.0,-91.0,-80.0,,,-69.0,,,,,,,,,,,,,,,,-90.0,,-91.0,-90.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,,2462.0,2462.0,,,,,,,
123.6719,-69.0,-77.0,-82.0,-87.0,,,-83.0,-82.0,,-73.0,-77.0,-89.0,-62.0,-86.0,-87.0,-83.0,-91.0,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
125.6624,-65.0,-73.0,-71.0,-80.0,,,-81.0,-80.0,,-70.0,-84.0,,-53.0,-77.0,-77.0,-80.0,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
127.6569,-61.0,-69.0,,-72.0,,,-82.0,-82.0,,-64.0,-81.0,-88.0,-53.0,-77.0,-77.0,-85.0,,,-63.0,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,
129.6653,-63.0,-73.0,-66.0,-76.0,,,-78.0,-78.0,,-62.0,-79.0,-83.0,-61.0,-76.0,-76.0,-79.0,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
131.6993,-61.0,-74.0,-76.0,-81.0,,,,-80.0,,-74.0,-77.0,-85.0,-69.0,-83.0,,-75.0,,,-64.0,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,
133.7037,-66.0,-75.0,-74.0,-78.0,,,-77.0,-79.0,,-73.0,-80.0,-87.0,-62.0,,-85.0,-76.0,,,-59.0,,,,,,,,,,,,,,,,-91.0,-88.0,-92.0,-92.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,2462.0,2462.0,,,,,,,
135.7705,-64.0,-72.0,-70.0,-74.0,,,,-79.0,,-68.0,,-83.0,-60.0,-83.0,,-78.0,,,-60.0,,,-91.0,-91.0,-92.0,-92.0,-91.0,-92.0,,,,,,,,-92.0,-88.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,2462.0,5500.0,,,,,,,,,
137.6737,-62.0,-77.0,-73.0,-74.0,,,-81.0,-81.0,,-73.0,-82.0,-87.0,-58.0,-81.0,-81.0,-80.0,,,-62.0,,,,,,,,,,,,,,,,,-90.0,,-91.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,2462.0,,,,,,,
139.6648,-63.0,-74.0,,-80.0,,,-78.0,-85.0,,-72.0,,,-62.0,-83.0,,-77.0,-92.0,,-68.0,,,,,,,,,,,,,,,,,-90.0,,,,,,-94.0,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,5200.0,,,
141.676,-65.0,-73.0,-69.0,-80.0,,,-78.0,-83.0,,-78.0,-85.0,-85.0,-60.0,-81.0,-81.0,-79.0,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
143.6869,-65.0,-76.0,-69.0,-78.0,,,-69.0,-82.0,,-78.0,-84.0,-86.0,-57.0,-80.0,-81.0,-72.0,-92.0,,-63.0,,,,,,,,,,,,,,,,,-90.0,,-93.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,5500.0,,2462.0,,,,,,,
145.6594,-64.0,-78.0,-69.0,-77.0,,,-70.0,-84.0,,-65.0,,-84.0,-59.0,-85.0,-86.0,-70.0,,,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
147.6785,,,-68.0,,,,-76.0,-83.0,,-71.0,-84.0,-85.0,-58.0,-87.0,-88.0,-71.0,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,-95.0,,,,,,2417.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,5200.0,,,
149.6777,-67.0,-72.0,-72.0,-80.0,,,-73.0,-83.0,,-75.0,-84.0,,-58.0,-83.0,-83.0,-73.0,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151.6794,-61.0,,-74.0,-79.0,,,-79.0,-84.0,,-74.0,-81.0,-85.0,-60.0,-83.0,-83.0,-80.0,-91.0,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153.6314,-58.0,-76.0,-72.0,-78.0,,,-77.0,-81.0,,-74.0,-90.0,-85.0,-55.0,-84.0,-84.0,-71.0,,,-62.0,,,,,,,,,,,,,,,,-94.0,-90.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,,,,,,,,,
155.6822,-62.0,-72.0,-72.0,-81.0,,,-74.0,-79.0,,-75.0,-81.0,-82.0,-58.0,,-83.0,,-93.0,,-63.0,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,
157.6388,-61.0,-73.0,-71.0,-78.0,,,-70.0,-79.0,,-69.0,-77.0,-83.0,-61.0,-82.0,-82.0,-70.0,,,-63.0,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,
159.6594,-64.0,-73.0,-70.0,-77.0,,,-69.0,,,-61.0,-74.0,-85.0,-61.0,-83.0,-84.0,-73.0,-91.0,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
161.633,-63.0,-73.0,-77.0,-77.0,,,-77.0,-79.0,,-78.0,-79.0,-90.0,-60.0,-85.0,-84.0,-76.0,,,-63.0,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,
163.661,-67.0,-72.0,-71.0,-76.0,,,-73.0,,,-75.0,-81.0,,-58.0,,-90.0,,,,-61.0,,,,,,,,,,,,,,,,,,,-94.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
165.7673,-67.0,-76.0,,-77.0,,,,-80.0,,-71.0,-83.0,,-59.0,-85.0,,-73.0,,,-63.0,,,-91.0,-91.0,-90.0,-92.0,-91.0,,,,,,,,,,-87.0,-93.0,,,,,,,,,2437.0,5200.0,,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,5500.0,2462.0,,,,,,,,
167.7067,-63.0,-74.0,-77.0,-75.0,,,-71.0,-81.0,,-75.0,-82.0,-85.0,-58.0,-80.0,,-71.0,,,-65.0,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,
169.6495,-69.0,-77.0,-72.0,-75.0,,,,-82.0,,-70.0,-80.0,-79.0,-60.0,-85.0,,-74.0,,,-63.0,,,,,,,,,,,,,,,,,-88.0,,,,,,-92.0,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,,,,5200.0,,,
171.7065,-71.0,-76.0,,-87.0,,,-85.0,-85.0,,-70.0,-83.0,-86.0,-62.0,,-88.0,-86.0,,,-68.0,,,,,,,,-91.0,,,,,,,,-94.0,-84.0,,-88.0,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,5500.0,,,,,,,,2462.0,5500.0,,2462.0,,,,,,,
173.6908,-69.0,,,-84.0,,,-87.0,,,-83.0,-76.0,-90.0,-73.0,-93.0,,-86.0,,,-72.0,,,,,,,,,,,-90.0,,,,,,-80.0,,-87.0,,,,,,,,2437.0,,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,2462.0,,,,,,5500.0,,2462.0,,,,,,,
175.6583,-67.0,-82.0,-90.0,-89.0,,,-89.0,,,-83.0,-79.0,-85.0,-70.0,,-93.0,-85.0,,,-74.0,,,,,,,,,,,,,,,,,-90.0,,,-91.0,,,-87.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,5500.0,,,2412.0,,,5200.0,,,
177.785,-75.0,,-91.0,-88.0,,,-90.0,-91.0,,-83.0,-84.0,-89.0,-68.0,-91.0,-89.0,-90.0,,,-72.0,,,-88.0,-91.0,-88.0,-88.0,-89.0,-90.0,,,,,,,,,-83.0,-85.0,-91.0,,,-90.0,,-85.0,-85.0,-92.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5500.0,2462.0,2462.0,,,5500.0,,5500.0,5500.0,5500.0
179.6924,-70.0,-79.0,-86.0,-86.0,,,-89.0,-91.0,,-78.0,-87.0,-89.0,-74.0,,,-87.0,,,-76.0,,,-85.0,-88.0,-85.0,-87.0,-87.0,-87.0,,,,,,,,,-86.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5500.0,,,,,,,,,
181.8055,-71.0,,-87.0,-90.0,,,-86.0,,,-87.0,-83.0,,-75.0,-92.0,-91.0,-88.0,,,-73.0,,,,,,,,,,,,,,,,-81.0,-87.0,-81.0,-87.0,,-91.0,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,2462.0,2462.0,,5580.0,,,,,
183.7129,-71.0,-81.0,-86.0,-87.0,,,,,,,-80.0,-88.0,-65.0,-90.0,,,,,-72.0,,,-86.0,-87.0,-87.0,-87.0,-89.0,-88.0,,,,,,,,-88.0,-87.0,-85.0,-88.0,-90.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,,,2437.0,2422.0,2437.0,5220.0,,,,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,2462.0,5500.0,2462.0,2462.0,2412.0,,,,,,
185.6752,-70.0,,-78.0,-84.0,,,-82.0,-92.0,,-81.0,-79.0,,-66.0,-87.0,-88.0,-82.0,,,-73.0,,,,,,,,,,,,,,,,-87.0,-85.0,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,,,,,,,,,
187.6322,-74.0,-82.0,-85.0,-84.0,,,-79.0,-92.0,,-78.0,-76.0,-90.0,-60.0,-86.0,-91.0,-82.0,,,-70.0,,,,,,,,,,,,,,,,-92.0,-81.0,-90.0,-91.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,2462.0,2462.0,,,,,,,
189.6695,-66.0,-74.0,-78.0,-81.0,,,-73.0,-82.0,,-79.0,-84.0,-82.0,-67.0,-89.0,-82.0,-74.0,,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
191.677,-62.0,-71.0,,-79.0,,,,-84.0,,-72.0,-81.0,-84.0,-56.0,-81.0,-80.0,-73.0,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
193.6528,-62.0,-71.0,-83.0,-82.0,,,-78.0,-87.0,,-77.0,-82.0,-86.0,-63.0,-82.0,-82.0,-82.0,-94.0,,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
195.6674,-59.0,-63.0,-70.0,-82.0,,,,-88.0,,-74.0,-83.0,-82.0,-60.0,-79.0,-79.0,,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
197.6706,-53.0,-63.0,-71.0,-84.0,,-94.0,-82.0,,,-80.0,-82.0,-88.0,-60.0,-80.0,-79.0,,,,-56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
199.6489,-56.0,-62.0,-83.0,-89.0,,-95.0,-81.0,-83.0,-89.0,-76.0,-84.0,-86.0,-66.0,-90.0,,-86.0,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201.6658,-51.0,-58.0,-86.0,-87.0,,,-82.0,,-91.0,-87.0,-87.0,-83.0,-63.0,,-92.0,-83.0,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,2462.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
203.667,-51.0,-59.0,-83.0,-89.0,,-88.0,-87.0,-88.0,-92.0,-85.0,-69.0,,-60.0,-88.0,,-88.0,,-91.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
205.6867,-48.0,-58.0,,,,,-90.0,,-89.0,-87.0,-91.0,,-69.0,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,2462.0,,2462.0,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
207.6579,-51.0,-61.0,,,,-92.0,,,,,,,-72.0,,,-90.0,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,2457.0,,,,,,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
209.675,-54.0,-61.0,-91.0,-86.0,,-87.0,,,,,-88.0,,-70.0,,-92.0,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,,,,,2437.0,,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
211.7164,-50.0,-59.0,,-92.0,,-88.0,-91.0,-90.0,,-87.0,-91.0,,-72.0,-94.0,-94.0,-91.0,,,-70.0,,,,,,,,,,,,,,,,,,,-95.0,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
