AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:02:14,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:60,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:67,wifi_rssi_20:23:00:00:02:89,wifi_rssi_20:23:00:00:03:16,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_rssi_20:23:00:00:03:28,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:02:14,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:60,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:67,wifi_freq_20:23:00:00:02:89,wifi_freq_20:23:00:00:03:16,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27,wifi_freq_20:23:00:00:03:28
132.8421,-62.0,-80.0,-85.0,-50.0,,-79.0,-55.0,-60.0,,-61.0,-67.0,,-63.0,-66.0,-66.0,-55.0,-61.0,,-78.0,,,,-87.0,-92.0,,-87.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0,,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
136.8406,-64.0,-80.0,,-49.0,,-82.0,-53.0,-62.0,,-57.0,-68.0,-83.0,-68.0,-66.0,-66.0,-54.0,-60.0,,,,,,-86.0,-86.0,,-86.0,-85.0,-85.0,-85.0,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,-68.0,,,2437.0,5200.0,,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
140.8556,-63.0,-80.0,-82.0,-49.0,,-81.0,-57.0,-62.0,,-55.0,-68.0,-80.0,-71.0,-62.0,-62.0,-54.0,-63.0,,,,,,,,,-87.0,,,,,,,,,,,-89.0,,,,-86.0,,,,,-82.0,,,,,,,,,,,,,,,,,,,-72.0,,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,5500.0,,,,,,,,,,,2437.0,,,,5500.0,,,,,2462.0,,,,,,,,,,,,,,,,,,,2437.0,,
144.8385,-58.0,,,-51.0,,,-59.0,-58.0,-88.0,-55.0,-69.0,-80.0,-70.0,-63.0,-63.0,-58.0,-61.0,,-81.0,,,,-84.0,-83.0,,-83.0,-85.0,-82.0,-84.0,,,,,,,,,,,,-84.0,,,,-85.0,-82.0,,,,,,,,,,,,,-92.0,,,,,,-65.0,,,2437.0,,,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,5500.0,,,,2462.0,2462.0,,,,,,,,,,,,,5500.0,,,,,,2437.0,,
148.8841,-62.0,-78.0,,-55.0,,,-66.0,-68.0,-84.0,-59.0,-72.0,-83.0,-69.0,-73.0,-73.0,,-66.0,,,,,-91.0,-82.0,-88.0,,-83.0,-82.0,-88.0,-84.0,,,,,,,,,,,,-88.0,,,,-86.0,,,,,,,,,,,,,,,,,,,-90.0,-57.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,,,,,2412.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,5500.0,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0,2437.0,,
152.8442,-60.0,-78.0,,-59.0,,,-66.0,-77.0,-76.0,-58.0,-76.0,-84.0,-68.0,-77.0,-77.0,-66.0,-75.0,,-79.0,,,,-82.0,-84.0,,-83.0,-83.0,-85.0,-82.0,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,-54.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
156.8931,-63.0,-74.0,,-65.0,,,-68.0,-77.0,-80.0,-64.0,-81.0,,-76.0,-79.0,-80.0,-69.0,-79.0,,,,,,-90.0,-84.0,-87.0,-89.0,,-85.0,-84.0,-88.0,-86.0,-88.0,,,,,,,,,-89.0,-88.0,,,-84.0,,-85.0,,,,,,,,,,,,-86.0,,,,,,-47.0,,-89.0,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,5500.0,5500.0,2462.0,5500.0,,5500.0,5500.0,2437.0,2462.0,2462.0,,,,,,,,,5500.0,2412.0,,,2462.0,,2462.0,,,,,,,,,,,,5500.0,,,,,,2437.0,,2432.0
160.8643,-69.0,-78.0,,-68.0,,,-77.0,-78.0,,-67.0,,-87.0,-75.0,-83.0,-83.0,-77.0,-74.0,,-79.0,,,,,,,-87.0,,,,,,-88.0,-91.0,,,-88.0,,,,,,,-92.0,,,,,,,,,,,,,,,,-85.0,,,,,,-53.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,5500.0,,,,,,2462.0,2437.0,,,2412.0,,,,,,,2432.0,,,,,,,,,,,,,,,,5500.0,,,,,,2437.0,,
164.8606,-64.0,-75.0,,-73.0,,,-74.0,-84.0,,-72.0,-86.0,-87.0,-77.0,-84.0,-84.0,-78.0,-82.0,,-77.0,,,-89.0,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,-87.0,,,-89.0,,,,-90.0,,,,,,,,-57.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,2412.0,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,2462.0,,,2462.0,,,,2412.0,,,,,,,,2437.0,,
168.8649,-61.0,-79.0,,-81.0,,,,,-78.0,-80.0,,,-80.0,-87.0,-88.0,,-83.0,,-81.0,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,-86.0,-83.0,,,,,,,,,,-86.0,,,,,,,,-66.0,-87.0,,2437.0,5200.0,,2452.0,,,,,2462.0,2427.0,,,2437.0,5200.0,5200.0,,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,2462.0,2462.0,,,,,,,,,,2412.0,,,,,,,,2437.0,2412.0,
172.8663,-68.0,-77.0,,-78.0,,,,,-74.0,-80.0,-85.0,,,,,-83.0,-80.0,,-77.0,,,,,,,,,,,,,,,-89.0,-89.0,,-82.0,,,-79.0,-87.0,,,,-83.0,-79.0,,,,,,,,,,,-87.0,,,,,,,,-72.0,,,2437.0,5200.0,,2452.0,,,,,2462.0,2427.0,2437.0,,,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0,2412.0,,2437.0,,,2462.0,5500.0,,,,2462.0,2462.0,,,,,,,,,,,2412.0,,,,,,,,2437.0,,
176.8516,-73.0,-81.0,,-78.0,,-86.0,,,,,,,,,,-82.0,-82.0,,-81.0,,,,,,,,,,,,,,,-89.0,,,-80.0,,,-76.0,-87.0,,,,-75.0,-75.0,-84.0,,,,,,,,,,,,,,,,,,-71.0,,,2437.0,5200.0,,2452.0,,2412.0,,,,,,,,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,2462.0,,,2437.0,,,2462.0,5500.0,,,,2462.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0,,
180.8746,-76.0,-85.0,,,-85.0,,,,-80.0,,,,,,,-85.0,-89.0,-85.0,-73.0,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,-88.0,,,,-92.0,,,-89.0,,-84.0,,,,,,,,,-78.0,,,2437.0,5200.0,,,2462.0,,,,2462.0,,,,,,,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2462.0,,,,2412.0,,,2412.0,,5500.0,,,,,,,,,2437.0,,
184.8521,-77.0,-85.0,-90.0,,,,,,,,,,-83.0,,,,,-85.0,-76.0,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,2437.0,5200.0,2417.0,,,,,,,,,,2437.0,,,,,2452.0,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
188.8844,-79.0,,,-87.0,,,,,-89.0,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,-63.0,,,,,,,,-88.0,-89.0,,,,,,,-91.0,-88.0,,-93.0,,,,,,,,,-77.0,,,2437.0,,,2452.0,,,,,2462.0,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2462.0,2462.0,,,,,,,2462.0,2412.0,,5500.0,,,,,,,,,2437.0,,
