AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:11,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:18,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:62,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:67,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:12,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:11,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:18,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:62,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:67,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:12,wifi_freq_20:23:00:00:03:25
78.1747,-68.0,,-86.0,-87.0,-88.0,-87.0,-89.0,,,,,-88.0,,-90.0,-80.0,,,,,,-89.0,,-86.0,-82.0,,-87.0,-85.0,,,,-86.0,-87.0,,,,,-78.0,-92.0,,,,,-92.0,-83.0,-83.0,,,,,,-92.0,,,2437.0,,5200.0,5500.0,5500.0,2462.0,2462.0,,,,,2417.0,,5500.0,2452.0,,,,,,5500.0,,2462.0,2412.0,,2412.0,2412.0,,,,2462.0,2412.0,,,,,2427.0,2412.0,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
80.2307,-63.0,-92.0,-86.0,,,,-90.0,,-76.0,,,-85.0,,,-76.0,,,,,-90.0,,-90.0,-84.0,,,,,,,,-82.0,-90.0,,-91.0,-92.0,-93.0,-83.0,,,,,-88.0,,-81.0,-85.0,-85.0,,,,,,,,2437.0,2437.0,5200.0,,,,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,5500.0,,5200.0,2462.0,,,,,,,,2462.0,2412.0,,2412.0,2412.0,2412.0,2427.0,,,,,2422.0,,5220.0,5220.0,2462.0,,,,,,,
82.2088,-71.0,-91.0,-88.0,,,-92.0,,,,,,,,,-86.0,,,,,,,,-82.0,-77.0,-92.0,-90.0,-91.0,,,,-85.0,-86.0,,,,,-88.0,,,,,,-91.0,-81.0,-84.0,,,,,,-91.0,,,2437.0,2437.0,5200.0,,,2462.0,,,,,,,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
84.253,-76.0,-91.0,-90.0,,,,,,-81.0,,-94.0,,,,-80.0,,,,,,,,-92.0,,,,,,,,-83.0,-87.0,,,,,-87.0,,,-95.0,,-91.0,-92.0,-84.0,-87.0,-84.0,,,,,-87.0,,,2437.0,2437.0,5200.0,,,,,,5200.0,,2412.0,,,,2452.0,,,,,,,,2462.0,,,,,,,,2462.0,2412.0,,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
86.2452,-78.0,-93.0,-90.0,,,,-92.0,,-83.0,,,-83.0,,,-87.0,,,,,,,,-78.0,-76.0,,,,-88.0,-90.0,,,-87.0,,,,,-85.0,,,,,,-93.0,,-87.0,-85.0,,,,,,,,2437.0,2437.0,5200.0,,,,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,2412.0,2432.0,,,2412.0,,,,,2427.0,,,,,,2437.0,,5220.0,2462.0,,,,,,,
88.2117,-72.0,,-92.0,,,,,,-82.0,,,-82.0,,,-88.0,,,,,,,,-89.0,,,,,,,,-86.0,-89.0,,,,,-73.0,,,,,,-92.0,-92.0,,-87.0,,,,,,,,2437.0,,5200.0,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,,2462.0,,,,,,,
90.2164,-76.0,,-85.0,-91.0,,-93.0,-93.0,,-78.0,,,-81.0,,,-83.0,,,,,,,,-90.0,-82.0,,-93.0,-93.0,-92.0,,,-87.0,-87.0,,,,,,,,,,-91.0,,,-87.0,-88.0,,,,,,,,2437.0,,5200.0,5500.0,,2462.0,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,2412.0,2412.0,,,2462.0,2412.0,,,,,,,,,,2422.0,,,5220.0,2462.0,,,,,,,
92.2377,-71.0,,-90.0,,,-91.0,-91.0,,-77.0,,,-83.0,,,-82.0,,,-91.0,,,,,-85.0,,,,,,,,-79.0,,,,,,-86.0,,,,,,,-87.0,,,,,,,-92.0,,,2437.0,,5200.0,,,2462.0,2462.0,,5200.0,,,2417.0,,,2452.0,,,2412.0,,,,,2462.0,,,,,,,,2462.0,,,,,,2427.0,,,,,,,5220.0,,,,,,,2462.0,,
94.2195,-80.0,,-91.0,-90.0,,,,,-78.0,,,-77.0,,,,,,,,,,,-90.0,-84.0,,,,-93.0,-93.0,,,,,,,,-74.0,,,,,,-85.0,-82.0,-82.0,-83.0,-90.0,,,,,,,2437.0,,5200.0,5500.0,,,,,5200.0,,,2417.0,,,,,,,,,,,2462.0,2412.0,,,,2412.0,2432.0,,,,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,
96.2157,-76.0,,-88.0,-89.0,,-91.0,-92.0,-91.0,-83.0,,,-84.0,-86.0,-85.0,-82.0,-85.0,-85.0,,,-84.0,-85.0,,-92.0,-79.0,-94.0,,,,,,-86.0,-92.0,,,,,-89.0,,,,,,,-86.0,-86.0,,,,,,,,,2437.0,,5200.0,5500.0,,2462.0,2462.0,2437.0,5200.0,,,2417.0,5500.0,5500.0,2452.0,5500.0,5500.0,,,5500.0,5500.0,,2462.0,2412.0,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,,,,,,,,
98.3228,-80.0,-88.0,-88.0,,,-87.0,-90.0,,-84.0,,,-79.0,,,,,,,-86.0,,,,-88.0,-84.0,,,,-92.0,,,,,,,,,-88.0,,,,,-93.0,-92.0,-91.0,-87.0,,,,,,-93.0,,,2437.0,2437.0,5200.0,,,2462.0,2462.0,,5200.0,,,2417.0,,,,,,,5260.0,,,,2462.0,2412.0,,,,2412.0,,,,,,,,,2427.0,,,,,2422.0,2437.0,5220.0,5220.0,,,,,,2462.0,,
100.2591,-71.0,-91.0,-91.0,,-89.0,-94.0,,,-86.0,,,-77.0,,,-86.0,,,,,,,-92.0,-80.0,-80.0,,,-93.0,,,,-89.0,,,,,,-89.0,,,,,-90.0,,,-91.0,-90.0,,,,,,,,2437.0,2437.0,5200.0,,5500.0,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,,,5200.0,2462.0,2412.0,,,2412.0,,,,2462.0,,,,,,2427.0,,,,,2422.0,,,5220.0,2462.0,,,,,,,
102.2395,-75.0,-94.0,-93.0,,,,,,-87.0,,,-79.0,,,-89.0,,,,,,,,,-74.0,-92.0,-92.0,-91.0,,,,-90.0,,,,,,,,,,,,,-94.0,,-92.0,,,,,,,,2437.0,2437.0,5200.0,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,2462.0,,,,,,,,,,,,,5220.0,,2462.0,,,,,,,
104.2176,-79.0,,,,,,,,,,,-78.0,,,-86.0,,,,,,,,,-81.0,-92.0,,-90.0,,,,-90.0,,,,,,-87.0,,,,,,,-93.0,,-91.0,,,,,,,,2437.0,,,,,,,,,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,,2412.0,,,,2462.0,,,,,,2427.0,,,,,,,5220.0,,2462.0,,,,,,,
106.1992,-77.0,,,,,-90.0,-92.0,,-84.0,,,-77.0,,,-89.0,,,,,,,,-88.0,-84.0,,,,,,,,,,,,,-87.0,,,,,,-92.0,-90.0,-89.0,-90.0,,,,,-91.0,,,2437.0,,,,,2462.0,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,,,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
108.2156,-81.0,,,,,,,,,,,-77.0,,,-81.0,,,,,,,,-86.0,-82.0,,,,,,,-83.0,-93.0,,,,,,,,-93.0,,,-92.0,-90.0,-87.0,-84.0,,,,,-92.0,,,2437.0,,,,,,,,,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
110.2156,-75.0,,,,,,,,-86.0,,,-81.0,,,-78.0,,,,,,,,-85.0,-80.0,-92.0,-92.0,-93.0,,,,,-94.0,,-94.0,,,-80.0,,,-92.0,,,,-91.0,-91.0,-84.0,,,,,,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,,2412.0,,2412.0,,,2427.0,,,2437.0,,,,5220.0,5220.0,2462.0,,,,,,,
112.2053,-76.0,,,,,,,,-87.0,,,-78.0,,,-79.0,,,,,,,,-85.0,-87.0,-87.0,-87.0,-87.0,-93.0,,,-86.0,-90.0,,,,,-80.0,,,,,,,-92.0,-92.0,-86.0,,,,,-92.0,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,2412.0,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,2462.0,,
114.2196,-77.0,,,,,,,,-81.0,,,-80.0,,,-80.0,,,,,,,,-81.0,-83.0,-87.0,-87.0,-86.0,,,,,-91.0,,,,,-87.0,,,,,,,-91.0,-91.0,-83.0,,,,,,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,,,
116.209,-79.0,,-93.0,,,,,,-87.0,,,,,,-79.0,,,,,,,,,,,-90.0,-89.0,-93.0,,,-87.0,-92.0,,,,,,,,,,,,-90.0,-90.0,-87.0,,,,,-90.0,,,2437.0,,5200.0,,,,,,5200.0,,,,,,2452.0,,,,,,,,,,,2412.0,2412.0,2412.0,,,2462.0,2412.0,,,,,,,,,,,,5220.0,5220.0,2462.0,,,,,2462.0,,
118.2245,-75.0,,,,,-95.0,,,-85.0,,,,,,-82.0,,,,,,,,-85.0,,,,,-93.0,,,-87.0,-89.0,,,,,-87.0,,,,,,,-89.0,-89.0,-88.0,,,,,,,,2437.0,,,,,2462.0,,,5200.0,,,,,,2452.0,,,,,,,,2462.0,,,,,2412.0,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,,,
120.206,-73.0,,,,,,,,-82.0,,,-83.0,,,-80.0,,,,,,,,-91.0,-81.0,-88.0,,-86.0,,,,-86.0,-90.0,,,,-95.0,-86.0,,,,,-91.0,-91.0,,-90.0,-87.0,,,,,,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,,2412.0,,,,2462.0,2412.0,,,,2412.0,2427.0,,,,,2422.0,2437.0,,5220.0,2462.0,,,,,,,
122.2055,-73.0,,,,,,,,-86.0,,,-82.0,,,-80.0,,,,,,,,-84.0,,,,,,,,-84.0,-89.0,,,,,-87.0,,,-95.0,,,-92.0,-86.0,-87.0,,,,,,,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,,,,,,,,2462.0,2412.0,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,,,,,,,,
124.2126,-72.0,,,,,,,,-87.0,,,-83.0,,,-80.0,,,,,,,,-85.0,-82.0,,,,,,,-86.0,,,,,,-88.0,,,-91.0,,-91.0,,,-89.0,,,,,,-92.0,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,2462.0,,,,,,2427.0,,,2437.0,,2422.0,,,5220.0,,,,,,2462.0,,
126.1961,-76.0,,,,,,,,-84.0,,,-81.0,,,-81.0,,,,,,,,-82.0,-82.0,,-90.0,,,,,-86.0,-88.0,,,,,-89.0,,,,,,,-89.0,,-86.0,,,,,,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,,2462.0,,,,,,,
128.223,-72.0,,,,,,,,-85.0,,,-85.0,,,-84.0,,,,,,,,,-84.0,-88.0,-87.0,-87.0,-93.0,,,,,,,,,-92.0,,,-92.0,,,,,-90.0,-86.0,,,,,,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,2412.0,,,,,,,,,2427.0,,,2437.0,,,,,5220.0,2462.0,,,,,,,
130.2203,-72.0,,,,,,,,-86.0,,,-82.0,,,-83.0,,,,,,,,-91.0,-88.0,-90.0,-89.0,-90.0,,,,-85.0,-91.0,,,,,,,,,,,-89.0,-86.0,-88.0,,,,,,-90.0,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,2462.0,2412.0,,,,,,,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
132.2387,-74.0,-92.0,,,,,,,-81.0,,,-80.0,,,-82.0,,,,,,,,-90.0,-85.0,-89.0,-91.0,-90.0,,-94.0,,,-89.0,,,,,-91.0,,,,,,,-87.0,-88.0,-87.0,,,,,,,,2437.0,2437.0,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,2432.0,,,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,,,
134.2202,-73.0,,,,,,,,-84.0,,,-79.0,,,-81.0,,,,,,,,-89.0,-81.0,-92.0,,,-90.0,,,-88.0,-90.0,,,,,,,,,,,,-88.0,-88.0,,,,,,,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,,,2412.0,,,2462.0,2412.0,,,,,,,,,,,,5220.0,5220.0,,,,,,,,
136.2212,-72.0,,,,,,,,-80.0,,,-80.0,,,-84.0,,,,,,,,,-87.0,-94.0,,-92.0,-91.0,,,,-87.0,,,,,-90.0,,,,,,-95.0,-87.0,-85.0,-87.0,,,,,-92.0,,,2437.0,,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,,2412.0,2412.0,,,,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
138.2076,-73.0,-95.0,,,,-93.0,,,,,,-85.0,,,-82.0,,,,,,,,-85.0,-87.0,,,,,,,-87.0,-88.0,,,,,-87.0,,,,,,,-88.0,-87.0,,,,,,-91.0,,,2437.0,2437.0,,,,2462.0,,,,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,,,,,,2462.0,,
140.1754,-71.0,,,,-91.0,,-93.0,,-82.0,,,-77.0,,,-86.0,,,,,,,,,-84.0,-92.0,-94.0,-91.0,,,,,,,,,,-93.0,,,,,-91.0,,-88.0,-89.0,-89.0,,,,,-86.0,,,2437.0,,,,5500.0,,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,,,,,,,2427.0,,,,,2422.0,,5220.0,5220.0,2462.0,,,,,2462.0,,
142.2042,-83.0,,-90.0,,,-94.0,,-91.0,,,,-78.0,,,-84.0,,,,,,,,-90.0,-82.0,,,,,,,-83.0,-92.0,,,,,,,,,,,,-86.0,-86.0,-83.0,,,,,-87.0,,,2437.0,,5200.0,,,2462.0,,2437.0,,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,,,,,,,,5220.0,5220.0,2462.0,,,,,2462.0,,
144.3827,-73.0,-90.0,-88.0,-89.0,-88.0,,-92.0,,-78.0,,,-82.0,,-90.0,-79.0,,,,,,,-92.0,-91.0,,,,,-94.0,,,-87.0,-84.0,,,,,-76.0,,,-92.0,,,-88.0,-82.0,-83.0,,,,,,-87.0,,,2437.0,2437.0,5200.0,5500.0,5500.0,,2462.0,,5200.0,,,2417.0,,5500.0,2452.0,,,,,,,5200.0,2462.0,,,,,2412.0,,,2462.0,2412.0,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
146.1899,-74.0,-92.0,-88.0,-87.0,-85.0,-93.0,,,-85.0,,,-79.0,-91.0,,-80.0,-89.0,-89.0,,,-90.0,,,-91.0,-83.0,,,,,,,-80.0,-86.0,,,,,-79.0,,,,,-87.0,,,-84.0,-80.0,,,,,-86.0,,,2437.0,2437.0,5200.0,5500.0,5500.0,2462.0,,,5200.0,,,2417.0,5500.0,,2452.0,5500.0,5500.0,,,5500.0,,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,2422.0,,,5220.0,2462.0,,,,,2462.0,,
148.4024,-72.0,,-89.0,,-88.0,,-91.0,,-76.0,,,-83.0,-86.0,-87.0,-82.0,-87.0,-87.0,,,-87.0,-87.0,,-85.0,-87.0,,,,,,,-85.0,-82.0,,,,,-88.0,-96.0,,-92.0,,,-92.0,-82.0,-81.0,-87.0,,,,,-86.0,,,2437.0,,5200.0,,5500.0,,2462.0,,5200.0,,,2417.0,5500.0,5500.0,2452.0,5500.0,5500.0,,,5500.0,5500.0,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,2412.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
150.5128,-68.0,-94.0,-89.0,,-91.0,,-90.0,,-83.0,,,,-89.0,,-79.0,-89.0,-90.0,,-90.0,-90.0,-89.0,-94.0,-79.0,-81.0,,,-92.0,-93.0,,,,,,,,,-88.0,,,-93.0,,,-92.0,-87.0,-87.0,-84.0,,,,,-90.0,,,2437.0,2437.0,5200.0,,5500.0,,2462.0,,5200.0,,,,5500.0,,2452.0,5500.0,5500.0,,5260.0,5500.0,5500.0,5200.0,2462.0,2412.0,,,2412.0,2412.0,,,,,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
154.308,-71.0,,-86.0,,,-91.0,,,-77.0,,,-80.0,,,-86.0,,,,,,,,-85.0,-81.0,,-90.0,,-90.0,-93.0,,-89.0,,,,,-93.0,-80.0,-89.0,,,,-90.0,-92.0,-88.0,,,,,,,-88.0,-91.0,,2437.0,,5200.0,,,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,,2412.0,2432.0,,2462.0,,,,,2412.0,2427.0,2412.0,,,,2422.0,2437.0,5220.0,,,,,,,2462.0,2432.0,
156.2357,-73.0,,-89.0,,,-92.0,-91.0,,-78.0,,,-84.0,,,-78.0,,,,,,,,-86.0,-80.0,,-91.0,,-86.0,-92.0,,-86.0,,,-93.0,,,,-90.0,,,,,-92.0,-85.0,,,,,,,,,,2437.0,,5200.0,,,2462.0,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,,2412.0,2432.0,,2462.0,,,2412.0,,,,2412.0,,,,,2437.0,5220.0,,,,,,,,,
158.2151,-70.0,,-92.0,,,,,,-79.0,,,-89.0,,,-81.0,,,,,,,,-89.0,-79.0,,,,-93.0,,,,-83.0,,,,,-75.0,,,,,-80.0,,-80.0,-81.0,,,,,,,,,2437.0,,5200.0,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,2412.0,,,,2412.0,,,,,2427.0,,,,,2422.0,,5220.0,5220.0,,,,,,,,
160.1992,-67.0,,-92.0,,,,-92.0,,-79.0,,,,,,,,,,,,,,-93.0,-85.0,,,,,,,-82.0,,,,-90.0,,,-90.0,,,,-81.0,-89.0,-78.0,,,,,,,-90.0,,,2437.0,,5200.0,,,,2462.0,,5200.0,,,,,,,,,,,,,,2462.0,2412.0,,,,,,,2462.0,,,,2412.0,,,2412.0,,,,2422.0,2437.0,5220.0,,,,,,,2462.0,,
162.2253,-68.0,,,,,-91.0,,,-83.0,,,,,,,,,,,,,-92.0,-84.0,-85.0,,,,,,,,-86.0,,,,,-78.0,,,,,-91.0,-85.0,-78.0,-80.0,-79.0,,,,,-91.0,,,2437.0,,,,,2462.0,,,5200.0,,,,,,,,,,,,,5200.0,2462.0,2412.0,,,,,,,,2412.0,,,,,2427.0,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
164.2456,-69.0,,-93.0,-90.0,,-93.0,,,-75.0,,,-86.0,,,-84.0,,,,,,,,-88.0,-75.0,,,,,,,,-91.0,,,,,-85.0,,-94.0,,,,,-78.0,-78.0,,,,,,-82.0,,,2437.0,,5200.0,5500.0,,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,,2412.0,,,,,2427.0,,2412.0,,,,,5220.0,5220.0,,,,,,2462.0,,
166.2078,-81.0,,,,,,,,-74.0,,,,,,-82.0,,,,,,,,-87.0,-85.0,,,,,,,-89.0,-85.0,,,,,,,,-91.0,,,-91.0,-80.0,-80.0,-82.0,,,,,-74.0,,,2437.0,,,,,,,,5200.0,,,,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
168.1969,-75.0,,-92.0,,,,,,,,,-85.0,,,-83.0,,,,,,,,-86.0,-83.0,,,,,,,-85.0,-82.0,,,,,-85.0,,,,,,,-84.0,-89.0,,,,,,-82.0,,,2437.0,,5200.0,,,,,,,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,,,,,,2462.0,,
170.1787,-67.0,,,,-92.0,,,-93.0,-73.0,,,-81.0,,,-82.0,,,,,,,,,,,,,,,,,-84.0,,,,,-79.0,,,-93.0,,,,-85.0,-84.0,-79.0,,,,,-74.0,,,2437.0,,,,5500.0,,,2437.0,5200.0,,,2417.0,,,2452.0,,,,,,,,,,,,,,,,,2412.0,,,,,2427.0,,,2437.0,,,,5220.0,5220.0,2462.0,,,,,2462.0,,
172.195,-61.0,,-91.0,,,,,,,,,-80.0,,,-75.0,,,,,,,,-89.0,-86.0,,,,,,,-76.0,-82.0,,,,,-76.0,,,,,,-88.0,-79.0,-78.0,,,,,,-74.0,,,2437.0,,5200.0,,,,,,,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
174.4788,-67.0,,,,-89.0,,,-90.0,-74.0,-90.0,,-84.0,,-90.0,-74.0,-88.0,-88.0,,,-89.0,-90.0,,-87.0,,,-92.0,,,,,-77.0,-84.0,,,,,-82.0,,,,,,,-75.0,-75.0,-76.0,,,,,-76.0,,,2437.0,,,,5500.0,,,2437.0,5200.0,5320.0,,2417.0,,5500.0,2452.0,5500.0,5500.0,,,5500.0,5500.0,,2462.0,,,2412.0,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,2462.0,,
178.4122,-61.0,-87.0,,-90.0,-88.0,-88.0,,,-67.0,,,-90.0,,,-75.0,,,,,,,,-89.0,-89.0,-92.0,-91.0,-92.0,,,,-73.0,-79.0,,,,,-79.0,,,,,,-87.0,-74.0,-74.0,-75.0,,,,,-78.0,,,2437.0,2437.0,,5500.0,5500.0,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
182.2919,-54.0,-85.0,,,,,,,-63.0,,,-92.0,,,-73.0,,,,,,,,,-88.0,,-85.0,-85.0,,,-89.0,,-72.0,,,,,-72.0,,,,,,-81.0,-74.0,-74.0,-68.0,,,,,-65.0,,,2437.0,2437.0,,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,,2412.0,2412.0,,,2457.0,,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
