AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25,Latitude_degrees,Longitude_degrees,floor_ID
24.0728,19053.8015,-10.89634,-7.51802,-14.19326,8.07073,-1.21837,-2.4183,17.2,-13.4,28.5,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.1203,19053.8215,-7.57788,-5.41585,-13.49174,6.19354,-0.55986,-1.41342,18.7,-8.5,28.7,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.1266,19053.8415,-1.24023,-5.02798,-10.09666,4.48556,1.1078,-0.73842,18.7,-4.7,29.4,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.1315,19053.8614,3.012,-4.74066,-5.79654,3.52161,2.17315,-1.09577,18.0,-2.5,31.7,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.1659,19053.8814,1.1708,-7.25705,-4.04393,3.4477,1.96973,-1.95831,17.4,0.6,33.6,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.1708,19053.9014,-0.44055,-7.9873,-4.36237,3.5937,1.57634,-2.45556,15.8,2.7,31.4,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.1893,19053.9214,-0.70631,-8.80614,-7.32169,3.60286,1.8781,-2.43235,13.9,7.5,32.6,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.2061,19053.9414,2.57145,-8.99529,-10.10145,2.92236,2.87992,-2.5814,11.3,10.6,33.2,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.2257,19053.9614,2.97848,-9.8261,-12.51727,2.11662,3.8512,-3.28695,8.3,12.6,34.1,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.2438,19053.9814,3.58423,-8.91149,-14.02806,1.24858,4.33317,-3.93569,4.4,13.6,33.1,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.2641,19054.0014,5.3105,-9.65372,-16.26431,0.36588,4.57141,-4.43171,1.3,14.5,34.9,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.2853,19054.0214,5.19558,-11.44224,-16.92274,-0.78132,5.37836,-5.10183,-3.7,13.4,35.5,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.3022,19054.0414,3.00481,-11.89476,-16.01291,-1.81918,6.48708,-5.41581,-9.2,10.6,35.1,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.3246,19054.0614,4.12534,-11.02803,-13.4247,-2.4838,6.91225,-5.33029,-14.2,8.0,33.2,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.3473,19054.0814,7.69041,-9.54597,-12.13418,-2.62797,6.08697,-5.20201,-18.5,4.3,32.2,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.3665,19054.1014,9.05036,-9.37119,-11.7104,-2.61758,4.85424,-5.60884,-21.8,0.0,30.4,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.3899,19054.1214,8.27222,-9.86681,-8.59305,-2.91385,4.08211,-5.67482,-22.6,-4.8,30.4,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.4026,19054.1414,9.05036,-8.37996,-6.15807,-2.70494,4.60623,-4.9876,-24.8,-9.4,23.5,-110.0,-91.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.4266,19054.1614,10.17327,-5.05192,-5.28895,-2.27855,4.59096,-4.77196,-25.5,-12.1,22.0,-110.0,-110.0,-110.0,-97.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.4476,19054.1814,10.34566,-5.12854,-5.09981,-1.78986,3.03631,-5.04929,-24.9,-17.9,16.4,-110.0,-110.0,-110.0,-97.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.4649,19054.2014,10.02243,-3.73986,-5.37754,-1.68051,2.32404,-4.81044,-24.4,-21.3,13.5,-110.0,-110.0,-110.0,-97.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.4865,19054.2214,10.68804,-2.70792,-3.37114,-1.6909,1.17256,-4.84893,-22.1,-23.8,12.9,-110.0,-110.0,-110.0,-97.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.5072,19054.2414,10.1206,-1.93697,-2.87313,-1.32988,0.43952,-4.73286,-20.6,-26.3,13.2,-110.0,-110.0,-110.0,-97.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.5241,19054.2614,10.41988,-0.70871,-4.40786,-1.06171,0.19945,-4.52456,-18.2,-27.8,12.6,-110.0,-110.0,-110.0,-97.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.547,19054.2814,10.47256,0.17478,-7.18522,-1.38302,0.03268,-4.4146,-16.1,-30.4,11.4,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.583,19054.3013,10.1206,0.36154,-6.28018,-2.259,0.51771,-4.5832,-13.6,-31.0,11.4,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.6022,19054.3213,10.17567,0.67758,-4.99206,-2.97372,0.85002,-4.6058,-11.4,-32.1,10.9,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.6098,19054.3413,10.32411,1.62571,-3.89788,-3.29381,1.20004,-4.79395,-9.9,-34.1,5.9,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.6284,19054.3613,9.63935,1.85556,-3.09101,-3.29564,1.57023,-5.05051,-6.6,-34.6,3.5,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
24.6436,19054.3813,7.21156,1.32403,-3.67761,-3.38055,1.78586,-5.09572,-3.6,-35.6,1.7,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-84.0,-86.0,-58.0,-76.0,-110.0,-110.0,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,-110.0,-76.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.461206636646,11.11131516231,-2.0
