AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
125.0219,-72.0,-85.0,-57.0,-63.0,,,-70.0,-61.0,-56.0,-66.0,-69.0,-56.0,-69.0,-69.0,-71.0,-88.0,-71.0,,,,,-87.0,-89.0,-89.0,,-89.0,-89.0,,,,-84.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,5500.0,5500.0,5500.0,,5500.0,5500.0,,,,2437.0
127.1798,-73.0,-85.0,-59.0,-67.0,,,-68.0,-65.0,-61.0,-63.0,-73.0,-62.0,-74.0,-74.0,-70.0,,-71.0,,,,,-83.0,-84.0,-83.0,-82.0,-84.0,-83.0,-93.0,,,-86.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,2437.0,,,2437.0
129.0406,-77.0,-85.0,-57.0,-64.0,,,-70.0,-70.0,-60.0,-70.0,-71.0,-56.0,-73.0,-73.0,-65.0,-84.0,-77.0,,-88.0,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,,,,,,,,,,
131.0501,-80.0,-86.0,-61.0,-63.0,,,-66.0,-79.0,-74.0,-76.0,-72.0,-57.0,-74.0,-74.0,-73.0,-89.0,-75.0,,,,,,,-90.0,,-89.0,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,,5500.0,,,,,
133.0152,-77.0,-92.0,-59.0,-74.0,,,-71.0,-81.0,-66.0,-67.0,-66.0,-56.0,-76.0,-76.0,-71.0,-92.0,-72.0,,,,,,,-90.0,,-90.0,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,,5500.0,,,,,
135.0258,-77.0,-90.0,-55.0,-74.0,,,-71.0,-78.0,-72.0,-60.0,-72.0,-63.0,-77.0,-77.0,-74.0,-92.0,-78.0,,-92.0,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,,,,,,,,,,
137.0108,,-89.0,-63.0,-74.0,,,-75.0,-85.0,-75.0,-64.0,-71.0,-69.0,-75.0,-75.0,-76.0,-90.0,-81.0,,,,,,,,,,,,-90.0,,-94.0,,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,2412.0,,2437.0
139.0193,-84.0,-92.0,-56.0,-70.0,,,-76.0,-80.0,-78.0,-70.0,-67.0,-68.0,-80.0,-80.0,-71.0,,-79.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
141.037,-82.0,-93.0,-55.0,-75.0,,,-74.0,-83.0,-77.0,-81.0,-74.0,-65.0,-78.0,-78.0,-78.0,,-79.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
143.0452,,,-63.0,-81.0,,,-75.0,-87.0,-78.0,-73.0,-72.0,-66.0,-79.0,-80.0,-74.0,,-79.0,,,,,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
145.0408,-84.0,-92.0,-61.0,-76.0,,,-83.0,,-77.0,-74.0,-76.0,-74.0,-80.0,-80.0,-82.0,,-78.0,,,,,,,,,,,,,,-92.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0
147.0232,-83.0,,-55.0,-81.0,,,-76.0,,-75.0,-74.0,-74.0,-66.0,-81.0,-81.0,-81.0,,-85.0,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
