AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:11,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:22,wifi_rssi_20:23:00:00:03:38,wifi_rssi_20:23:00:00:03:39,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:11,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:22,wifi_freq_20:23:00:00:03:38,wifi_freq_20:23:00:00:03:39
167.9359,-66.0,-64.0,-62.0,-67.0,,,-66.0,-72.0,,-65.0,-71.0,-73.0,-51.0,-79.0,-78.0,-67.0,-84.0,,-53.0,,,,,,,,,,,,,,-83.0,-91.0,,,-81.0,,,,,,,,,,,-85.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,,,,,,,,,,,5500.0,,,
171.9431,-55.0,-71.0,-60.0,-65.0,,,-66.0,-72.0,,-65.0,-71.0,-73.0,-51.0,-85.0,-84.0,-68.0,-85.0,,-53.0,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,-85.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,5500.0,,,
175.9528,-59.0,-71.0,-66.0,-67.0,,,-67.0,-73.0,,-67.0,-71.0,-74.0,-55.0,-77.0,-77.0,-67.0,-86.0,,-55.0,,,,,,,,,,,,,,,-90.0,,,-80.0,-80.0,,,,,,,,,,-88.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,5500.0,,,2462.0,2462.0,,,,,,,,,,5500.0,,,
179.9423,-59.0,-71.0,,-67.0,,,-65.0,-73.0,,-64.0,-74.0,-76.0,-55.0,-77.0,-77.0,-66.0,-83.0,,-62.0,-89.0,,,,,,,,,,,,,-79.0,-88.0,,,-79.0,-79.0,,,,,,,,,,-91.0,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,2462.0,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,,,,,5500.0,,,
183.9374,-66.0,-76.0,-77.0,-74.0,,,-76.0,-81.0,,-72.0,-74.0,-77.0,-59.0,-85.0,-86.0,-76.0,-87.0,,-59.0,,,,,,,,,,,,-93.0,,-83.0,-84.0,,,-83.0,-82.0,,,,,,,,,,-91.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,2437.0,,2462.0,5500.0,,,2462.0,2462.0,,,,,,,,,,5500.0,,,
187.9351,-66.0,-77.0,-82.0,-76.0,,,-73.0,,-89.0,-77.0,-75.0,-73.0,-58.0,-86.0,,-76.0,-83.0,,-61.0,,,,,,,,,,,,-89.0,,-87.0,-80.0,,,-83.0,-82.0,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2462.0,,2437.0,,,,,,,,,,,,2437.0,,2462.0,5500.0,,,2462.0,2462.0,,,,,,,,,,,,,
191.9454,-66.0,,-78.0,,,,-75.0,-83.0,-90.0,-77.0,-72.0,,-54.0,-86.0,-86.0,-73.0,-83.0,,-62.0,,,,,,,,,,,,,-85.0,-80.0,-84.0,,-87.0,,-80.0,,,,,,,-86.0,-87.0,-88.0,-87.0,,,,2437.0,,2417.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,2412.0,2462.0,5500.0,,2442.0,,2462.0,,,,,,,2412.0,2442.0,2442.0,5500.0,,,
195.9555,-66.0,,-78.0,-76.0,,-93.0,-76.0,-81.0,,-75.0,-79.0,-82.0,-55.0,,-87.0,,,,-61.0,,,,,,,,,,,,,-88.0,-80.0,-83.0,,,-80.0,-79.0,-82.0,,-85.0,,,,,,,-84.0,-91.0,,,2437.0,,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,2412.0,2462.0,5500.0,,,2462.0,2462.0,2412.0,,5540.0,,,,,,,5500.0,2437.0,,
199.9382,-67.0,-75.0,-74.0,-69.0,,,-73.0,-78.0,,-74.0,-71.0,-75.0,-54.0,,-87.0,-74.0,,,-62.0,,,,,,,,,,,,,,-80.0,-79.0,,-88.0,-82.0,-76.0,,,-86.0,,,,,,-87.0,-84.0,,,-90.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,2462.0,5500.0,,2442.0,2462.0,2462.0,,,5540.0,,,,,,2442.0,5500.0,,,2412.0
203.9709,-64.0,-64.0,-65.0,-71.0,,-89.0,-72.0,-71.0,,-70.0,-73.0,-72.0,-50.0,-83.0,-84.0,-74.0,,-87.0,-53.0,,,,,,,,,,,,,,,,,,-83.0,-83.0,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,2462.0,2462.0,,,,,,,,,,,,,
207.9467,-58.0,-59.0,-64.0,-64.0,,-88.0,-68.0,-75.0,,-65.0,-74.0,,-50.0,-79.0,-79.0,-70.0,,,-57.0,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,
211.9357,-52.0,-55.0,-68.0,-68.0,,-88.0,-75.0,-73.0,-78.0,-68.0,-71.0,-74.0,-48.0,-83.0,-83.0,-74.0,,,-61.0,,,,,,,,,,,,,,-88.0,,,,-91.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,2462.0,,,,2462.0,,,,,,,,,,,,,,
215.9555,-48.0,-56.0,-76.0,-75.0,,-85.0,-74.0,-74.0,,-75.0,-75.0,-80.0,-50.0,,-86.0,-73.0,,,-62.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
219.9284,-46.0,-59.0,-77.0,-75.0,-93.0,-81.0,,-81.0,-74.0,-74.0,-76.0,-84.0,-61.0,,,-79.0,,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2412.0,2457.0,,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9505,-52.0,-54.0,-73.0,-81.0,,-78.0,,,-83.0,-71.0,-84.0,-85.0,-59.0,,,-77.0,,-92.0,-66.0,,,,,,,,,,,,,,-83.0,,,,-83.0,-82.0,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,,,2462.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,2462.0,,,,2462.0,2462.0,,,,,,,,,,,,,
227.9496,-52.0,-55.0,-73.0,-77.0,,,,-82.0,,-75.0,-82.0,-87.0,-54.0,-87.0,-89.0,-77.0,,,-58.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
231.9542,-48.0,-64.0,-65.0,-68.0,,,,-74.0,,-68.0,-70.0,,-49.0,-79.0,-80.0,-68.0,-86.0,-91.0,-52.0,,,,,,,,,,,,,,-81.0,-88.0,,,-81.0,-82.0,,,,,,-92.0,,,,-85.0,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,2462.0,5500.0,,,2462.0,2462.0,,,,,,2412.0,,,,5500.0,,,
235.9439,-52.0,-68.0,-66.0,-68.0,,,-65.0,-76.0,,-71.0,-68.0,-77.0,-50.0,-71.0,-72.0,-67.0,-88.0,,-52.0,,,,,,,,,,,,,,-82.0,,,,-83.0,-85.0,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2462.0,,,,2462.0,2462.0,,,,,,,,,,,,,
239.958,-60.0,,-63.0,-63.0,,-87.0,-65.0,-70.0,,-66.0,-62.0,-74.0,-48.0,-72.0,-73.0,-64.0,-84.0,,-60.0,,,,,,,,,,,,,,-87.0,,,,-87.0,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2462.0,,,,2462.0,,,,,,,,,,,,,,
243.9509,-64.0,,-59.0,-59.0,,,-59.0,-66.0,,-60.0,-58.0,-66.0,-45.0,-70.0,-71.0,,,,-65.0,,-83.0,-83.0,-84.0,-84.0,-83.0,-82.0,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,2412.0,,,,,,,,,,,,,,,,,,,,,
247.9567,-66.0,,-57.0,-60.0,-89.0,-84.0,-60.0,-56.0,,-52.0,-65.0,-71.0,-45.0,-71.0,-71.0,-60.0,-67.0,,-63.0,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,2412.0,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,
