AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:32,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:52,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:11,wifi_rssi_20:23:00:00:02:14,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:22,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:32,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:52,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:11,wifi_freq_20:23:00:00:02:14,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:22,wifi_freq_20:23:00:00:03:25
86.3259,-76.0,,,,-85.0,-83.0,-60.0,,-90.0,-92.0,,,,,-68.0,-68.0,,,,-67.0,-62.0,-66.0,-74.0,-70.0,-69.0,-68.0,-53.0,,,,,,,,,,-80.0,,,,,,,-85.0,-87.0,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,-89.0,-87.0,,,,,,-83.0,,,,,,-73.0,2437.0,,,,5200.0,2417.0,2452.0,,2412.0,2412.0,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,2462.0,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,2412.0,2412.0,,,,,,2462.0,,,,,,2437.0
90.3038,-75.0,,,,-89.0,,-61.0,,,,,,,,-72.0,-75.0,,,,-65.0,-62.0,-72.0,-79.0,-73.0,-73.0,-72.0,-57.0,,,,,,-86.0,,,,-84.0,,,,,,,,,,,-85.0,,,,,-91.0,-91.0,,,-92.0,,,,,,,,,,,,,,-89.0,-91.0,,,,,,,,,,,,,2437.0,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,2437.0,,,,2462.0,,,,,,,,,,,5500.0,,,,,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,2412.0,2412.0,,,,,,,,,,,,
94.3315,-79.0,,,,,-73.0,-65.0,,,,,,,,-71.0,-75.0,,,,-71.0,-64.0,-65.0,-83.0,-76.0,-76.0,-71.0,-63.0,-86.0,,,,,,,,,-80.0,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,-71.0,2437.0,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,2462.0,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,2437.0
98.3304,-77.0,,,,,-79.0,-66.0,-90.0,-84.0,,,,,,-75.0,-85.0,,,,-79.0,-64.0,-69.0,,-80.0,-80.0,-74.0,-67.0,,,,-89.0,-84.0,-86.0,,,,-75.0,,,,,,,-87.0,-87.0,,,-84.0,,,,,-84.0,,,,-89.0,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,-77.0,2437.0,,,,,2417.0,2452.0,2462.0,2412.0,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,5240.0,5240.0,,,5500.0,,,,,5500.0,,,,5500.0,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,2437.0
102.2951,-81.0,,,,,-71.0,-73.0,-89.0,,,,,-89.0,,-75.0,,,,,-75.0,-69.0,-66.0,-89.0,-84.0,-85.0,-76.0,-69.0,-93.0,,,-90.0,-88.0,-88.0,,,,-79.0,,,,,,,,,,,-84.0,-86.0,,-89.0,-85.0,-85.0,-84.0,,,-86.0,,,,,,,,,-90.0,-89.0,,-89.0,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,2462.0,,,,,2412.0,,2462.0,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,,,,5500.0,5500.0,,2462.0,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,2462.0,2462.0,,2432.0,,,,,,,,,,,,,,,
106.2858,-81.0,,,,,-68.0,-77.0,-90.0,,,,,,,,,,,,,-71.0,-66.0,-87.0,-86.0,-87.0,-76.0,-73.0,,,-90.0,-78.0,-83.0,,,,,-82.0,,-85.0,-85.0,,,,,,,,,,,-87.0,,-83.0,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,2462.0,,,,,,,,,,,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,2462.0,2437.0,2437.0,,,,,2462.0,,5520.0,5520.0,,,,,,,,,,,2462.0,,5500.0,,,,,,,,,,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,
110.3002,-81.0,,,,,-65.0,-78.0,-85.0,,,,,-88.0,,,,,-92.0,-92.0,-82.0,-76.0,-67.0,,-87.0,-87.0,,-73.0,-92.0,,,-82.0,-78.0,,,,,-83.0,,-85.0,-83.0,,,-89.0,,,,,,,,,,,,,,,-89.0,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,2462.0,,,,,2412.0,,,,,2462.0,2462.0,2427.0,2437.0,2422.0,,5200.0,5200.0,,2462.0,2437.0,,,2437.0,2437.0,,,,,2462.0,,5520.0,5520.0,,,2437.0,,,,,,,,,,,,,,,2412.0,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,
114.303,-85.0,,,,,-65.0,-79.0,,,,,,,,-83.0,,,,,-84.0,,-77.0,,-86.0,-85.0,,-73.0,,,,,-80.0,-80.0,,,-86.0,-76.0,-87.0,-85.0,-83.0,,,-85.0,-87.0,,,-84.0,,,-84.0,,,,,,,,-88.0,-91.0,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,,,,,,,,2462.0,,,,,2427.0,,2422.0,,5200.0,5200.0,,2462.0,,,,,2437.0,2437.0,,,2472.0,2462.0,5240.0,5520.0,5520.0,,,2437.0,5240.0,,,5680.0,,,5680.0,,,,,,,,2412.0,5180.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,
118.3006,-80.0,,,,,-67.0,-80.0,,,,,,,,-78.0,-86.0,,,,-80.0,-86.0,-77.0,,,,,-73.0,,-78.0,,-77.0,-76.0,-76.0,,-78.0,,-76.0,-86.0,-83.0,-81.0,,-86.0,-85.0,-91.0,,,,,,,,,,-91.0,,-88.0,-87.0,,-90.0,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,,,,,2462.0,,2412.0,,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,,2437.0,2437.0,5240.0,,,,,,,,,,5500.0,,5320.0,5500.0,,5180.0,,,,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,
122.3021,,,,,,-72.0,-82.0,,-77.0,-89.0,,,,,,-87.0,,,,-83.0,-85.0,-81.0,,-87.0,-87.0,-82.0,-73.0,,-77.0,-81.0,-76.0,-77.0,,,-75.0,-86.0,-79.0,-84.0,-79.0,-77.0,-84.0,-82.0,-82.0,-91.0,,-80.0,-86.0,,,-85.0,,,,,,,,,-89.0,,-89.0,,-82.0,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2412.0,2412.0,,,,,,2412.0,,,,2427.0,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,2412.0,2462.0,2437.0,2437.0,,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,2437.0,2437.0,5240.0,,2462.0,5680.0,,,5680.0,,,,,,,,,5180.0,,2412.0,,2412.0,,,2462.0,2462.0,,,,,,,,,,,,,,,,,
126.3099,,,-83.0,,,-60.0,-79.0,-80.0,-77.0,,,,,,,,,,,-75.0,,-86.0,-74.0,-83.0,-83.0,-80.0,-81.0,-86.0,-75.0,,-80.0,,-76.0,,-78.0,-86.0,-82.0,-87.0,-81.0,-80.0,,-86.0,-86.0,,,,-88.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,,,,2462.0,,,2417.0,2452.0,2462.0,2412.0,,,,,,,,,,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2412.0,,2437.0,,2437.0,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,,2437.0,2437.0,,,,5680.0,,,5680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
130.3008,-86.0,,-84.0,,-91.0,-60.0,-76.0,,-81.0,-90.0,,,,,-77.0,-77.0,,,,-71.0,,-83.0,-77.0,-87.0,-87.0,-79.0,-82.0,-85.0,,,-73.0,-75.0,-73.0,-92.0,,-83.0,-82.0,-89.0,-83.0,-83.0,,-86.0,-84.0,,,,,,,,,,,,,,,,,,-93.0,,-90.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,2462.0,,5200.0,2417.0,2452.0,,2412.0,2412.0,,,,,2462.0,2412.0,,,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,2437.0,2437.0,2437.0,2462.0,,2472.0,2462.0,5240.0,5520.0,5520.0,,2437.0,2437.0,,,,,,,,,,,,,,,,,,2412.0,,2412.0,,,,,,,,,,,,,,,,,,,,,
134.2963,,,,,,,-77.0,,,,-89.0,-92.0,,,-79.0,,,,,-83.0,,-88.0,,-87.0,-89.0,-80.0,,,-80.0,-86.0,-75.0,-77.0,-76.0,-84.0,-79.0,-83.0,,,-83.0,-84.0,,,-90.0,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,,,2412.0,2412.0,,,2462.0,,,,,2427.0,,2422.0,,5200.0,5200.0,2462.0,,,2412.0,2462.0,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,,,5520.0,5520.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,
138.299,-71.0,,,,,-67.0,-82.0,,-86.0,,,,,,-80.0,,,,,-83.0,,-89.0,,-87.0,-85.0,-80.0,,,-85.0,,-82.0,-82.0,-82.0,-84.0,-83.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,,2412.0,,,,,,2462.0,,,,,2427.0,,2422.0,,5200.0,5200.0,2462.0,,,2412.0,,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.3041,-73.0,,,,-87.0,-63.0,,-88.0,-86.0,,,,-91.0,,-76.0,,,,,-77.0,,-85.0,-79.0,-83.0,-84.0,-76.0,,,-81.0,-85.0,-86.0,-86.0,-86.0,,-83.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,5200.0,2417.0,,2462.0,2412.0,,,,2412.0,,2462.0,,,,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,,,2412.0,2462.0,2437.0,2437.0,2437.0,,2412.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.3467,-73.0,,-89.0,,,-62.0,-76.0,,-85.0,,,,,,-77.0,-83.0,,,,-77.0,-84.0,-84.0,-78.0,-83.0,-84.0,-78.0,,,-81.0,,-81.0,-82.0,-86.0,,-83.0,-83.0,,-91.0,-86.0,,,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2462.0,,,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,2412.0,,2437.0,2437.0,2437.0,,2412.0,2472.0,,5240.0,5520.0,,,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,
150.2996,-74.0,,,-90.0,-87.0,-60.0,-78.0,,-82.0,,,,,,-74.0,-84.0,,,,-79.0,-84.0,-82.0,-78.0,-84.0,-84.0,-76.0,,-91.0,-83.0,-86.0,-83.0,-85.0,-85.0,-85.0,-83.0,-83.0,-88.0,,,,,,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,2412.0,2462.0,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,2462.0,,,,,,2437.0,5240.0,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,
154.2965,-74.0,,,-87.0,-86.0,-65.0,,,-83.0,,,,-88.0,,,-84.0,,,,,-87.0,-83.0,-77.0,-87.0,-85.0,-76.0,,-89.0,-82.0,,,,-85.0,,-83.0,-85.0,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,2437.0,,,2462.0,5200.0,2417.0,,,2412.0,,,,2412.0,,,2412.0,,,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,2412.0,,,,2437.0,,2412.0,2472.0,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
158.2813,-73.0,,,,,-66.0,-80.0,,-83.0,,,,-89.0,,,-84.0,,,,-82.0,-86.0,-81.0,-77.0,-85.0,-85.0,-77.0,,-87.0,-82.0,,-82.0,-83.0,-85.0,,-83.0,-84.0,,,,,,,-87.0,-87.0,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,,2412.0,,,,2412.0,,,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,2412.0,,2437.0,2437.0,2437.0,,2412.0,2472.0,,,,,,,2437.0,5240.0,,,,,,5680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.3195,-77.0,,-87.0,-88.0,,-65.0,-76.0,-91.0,,,,,-88.0,,-79.0,,,,,,,-81.0,-75.0,-85.0,-85.0,-79.0,,-87.0,,,,,-84.0,,-83.0,-84.0,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,2437.0,,2462.0,2462.0,,2417.0,2452.0,2462.0,,,,,2412.0,,2462.0,,,,,,,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,2437.0,,2412.0,2472.0,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
166.324,-79.0,,-87.0,-87.0,,,-82.0,-88.0,-82.0,,,,,,-76.0,,,,,-80.0,-80.0,-81.0,-78.0,-85.0,-85.0,-83.0,,-85.0,,,-81.0,-80.0,-81.0,,,,,-91.0,-86.0,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,2437.0,,2462.0,2462.0,,,2452.0,2462.0,2412.0,,,,,,2462.0,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,2437.0,2437.0,2437.0,,,,,5240.0,5520.0,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,
170.3611,-81.0,-87.0,-88.0,,,,-70.0,,-78.0,,,,,,,-76.0,,,,-74.0,-79.0,-87.0,-74.0,-80.0,-79.0,-77.0,-83.0,-81.0,-87.0,-86.0,-81.0,-80.0,-82.0,,-84.0,-88.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,-87.0,2437.0,5500.0,2462.0,,,,2452.0,,2412.0,,,,,,,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2412.0,2462.0,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2437.0
174.3072,-82.0,,,,,-64.0,-74.0,,,,,,-87.0,,-74.0,,,,,-78.0,-79.0,-81.0,-82.0,-81.0,-81.0,-75.0,-82.0,,-78.0,,-77.0,-78.0,-75.0,,-80.0,-87.0,-78.0,-86.0,-80.0,-83.0,-87.0,-81.0,-83.0,,,,-82.0,,,-83.0,-84.0,,,,-90.0,,,,-95.0,,,,-87.0,,,-83.0,-84.0,,,,,-87.0,,-92.0,,,,,,,,,-90.0,,2437.0,,,,,2417.0,2452.0,,,,,,2412.0,,2462.0,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2412.0,,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,2437.0,2437.0,,,,5680.0,,,5680.0,2462.0,,,,5320.0,,,,5180.0,,,,2412.0,,,2462.0,2462.0,,,,,2412.0,,5260.0,,,,,,,,,2437.0,
178.3034,-85.0,,,,,-67.0,-78.0,-86.0,,,,,,,,,-88.0,,,-80.0,-85.0,-80.0,-85.0,-87.0,-85.0,,-78.0,,-80.0,-84.0,-74.0,-78.0,-77.0,,-78.0,,-77.0,-86.0,-83.0,-83.0,-86.0,,-84.0,,,,-83.0,,,-83.0,-85.0,,,,,,,,,-91.0,,,-86.0,,,-84.0,-84.0,,,,,,,,,,,,,,,,,-84.0,2437.0,,,,,2417.0,2452.0,2462.0,,,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,,2412.0,2462.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,5240.0,,2437.0,,,,5680.0,,,5680.0,2462.0,,,,,,,,,2412.0,,,2412.0,,,2462.0,2462.0,,,,,,,,,,,,,,,,,2437.0
182.3104,-82.0,,,,,-68.0,-70.0,,,,,,,,-80.0,,-83.0,,,-77.0,-84.0,-82.0,,-83.0,-84.0,,-70.0,,,,-78.0,,,,-86.0,,-76.0,,-83.0,-83.0,,,-86.0,,,,,,,,,,,,-88.0,-87.0,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,-87.0,2437.0,,,,,2417.0,2452.0,,,,,,,,2462.0,,2462.0,,,2427.0,2437.0,2422.0,,5200.0,5200.0,,2462.0,,,,2437.0,,,,2412.0,,2462.0,,5520.0,5520.0,,,2437.0,,,,,,,,,,,,5320.0,5320.0,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,2437.0
186.2964,-82.0,,,,,-68.0,-71.0,,,,,,,,-77.0,,,,,-77.0,-77.0,-75.0,,-86.0,-85.0,,-66.0,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,2417.0,2452.0,,,,,,,,2462.0,,,,,2427.0,2437.0,2422.0,,5200.0,5200.0,,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,
190.3102,-82.0,,,,,-61.0,-71.0,,,,,,,,-79.0,,,,,-79.0,-74.0,-77.0,-86.0,-82.0,-81.0,-79.0,-70.0,,,,,,-87.0,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,-86.0,2437.0,,,,,2417.0,2452.0,,,,,,,,2462.0,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,2437.0,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,2437.0
194.2969,,,,,,-65.0,-68.0,,,,,,,,,-81.0,,,,-75.0,-74.0,-70.0,-86.0,-77.0,-77.0,-75.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,2417.0,2452.0,,,,,,,,,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
198.2819,,,,,,-73.0,-68.0,,,,,,,,-73.0,-71.0,,,,-69.0,-66.0,-66.0,-82.0,-76.0,-76.0,-73.0,-59.0,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,-74.0,,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,2437.0
202.3015,,,,,-90.0,-74.0,-68.0,,,,,,,,-69.0,-70.0,,,,-67.0,-70.0,-66.0,-79.0,-79.0,-79.0,-69.0,-64.0,,,,,-89.0,,,,,-81.0,,,,,,,,,,,,-90.0,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,2437.0,,,,,2462.0,,,,,,,,,,,,5500.0,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
