AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:03:25
210.7584,-52.0,,,,,-65.0,-71.0,-45.0,,,,,,,,,-57.0,,-50.0,,-84.0,-64.0,-60.0,-59.0,-49.0,-71.0,,,,,,,,,,,,,-76.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,2437.0
214.769,-48.0,,,,,-65.0,,-49.0,,,,,,,,-55.0,-56.0,,-53.0,-76.0,-84.0,-60.0,-59.0,-59.0,-54.0,-69.0,,-73.0,,,,,,,,,,,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
218.7456,-50.0,,,,,-69.0,-77.0,-60.0,,,,,,,-87.0,-56.0,-56.0,,-51.0,-72.0,,-58.0,-63.0,-63.0,-58.0,-73.0,,-69.0,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
222.7852,-57.0,,,,,-77.0,-71.0,-69.0,,,,,,,,-62.0,-62.0,,-58.0,-73.0,-74.0,-53.0,-67.0,-67.0,-59.0,-77.0,,-69.0,,,,,,,,-92.0,,,-81.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,2462.0,,,2437.0
226.757,-68.0,,,,,-79.0,-65.0,-62.0,,,,,,,,-66.0,-73.0,,-64.0,-65.0,-73.0,-48.0,-70.0,-69.0,-65.0,-83.0,,-67.0,,,,,,,,,,,-77.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
230.7487,-66.0,,,,,-81.0,-69.0,-68.0,,,,,,,,-64.0,,,-59.0,-71.0,-73.0,-53.0,-74.0,-74.0,-62.0,,,-67.0,,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,,,,-81.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,2437.0
234.732,-65.0,,,,,-82.0,-65.0,-63.0,,,,,,,,-60.0,-70.0,,-63.0,-64.0,-65.0,-49.0,-74.0,-74.0,-60.0,,,-66.0,,-84.0,-84.0,-85.0,-83.0,-85.0,-85.0,,,,-74.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,2437.0
238.7369,-66.0,,,,,-80.0,-56.0,-59.0,,,,,,,,-62.0,-67.0,,-58.0,-60.0,-67.0,-50.0,-72.0,-72.0,-62.0,-72.0,,-62.0,,-84.0,-85.0,-85.0,-84.0,-84.0,-86.0,,,-89.0,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,2462.0,
242.7746,-60.0,,,,,,-55.0,-61.0,,,,,,,,-60.0,-63.0,,-58.0,-61.0,-70.0,-44.0,-70.0,-69.0,-61.0,-76.0,,-58.0,,,,,-89.0,,,,,,,2437.0,,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,5500.0,,,,,,
246.7371,-64.0,,,,,,-60.0,-61.0,,,,,,,-82.0,-57.0,-65.0,,-62.0,-66.0,-74.0,-52.0,-67.0,-67.0,,-76.0,,-59.0,-85.0,-85.0,-86.0,-85.0,-87.0,-85.0,-89.0,,,,-78.0,2437.0,,,,,,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,2437.0,2462.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,2437.0
250.7613,-60.0,,,,,,-61.0,-64.0,,,,,,,,-59.0,-65.0,,-58.0,-74.0,-74.0,-48.0,-66.0,-66.0,-61.0,-84.0,,-62.0,,,-86.0,,-91.0,-88.0,,,,,-82.0,2437.0,,,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,,5500.0,5500.0,,,,,2437.0
254.7371,-67.0,,,,,-77.0,-59.0,-61.0,,,,,,,,-59.0,-64.0,,-54.0,-70.0,-74.0,-48.0,-66.0,-66.0,-61.0,-83.0,,-60.0,,,,,,-86.0,-85.0,,,,-83.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,5500.0,5500.0,,,,2437.0
258.7669,-70.0,,,,,-78.0,,-61.0,,,,,,,-89.0,-57.0,-64.0,,-53.0,-68.0,-71.0,-47.0,-66.0,-66.0,-60.0,-81.0,,-65.0,,,,,,,,,,,,2437.0,,,,,5200.0,,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
262.7368,-72.0,,,,,-78.0,-63.0,-63.0,,,,,,,-87.0,-57.0,-61.0,,-61.0,-63.0,-73.0,-49.0,-64.0,-64.0,-58.0,-82.0,,-63.0,-87.0,,-90.0,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,2462.0,,5500.0,,,,,,,,
266.7462,-59.0,,,,,-76.0,-62.0,-57.0,,,,,,,-85.0,-57.0,-65.0,,-58.0,-69.0,-74.0,-45.0,-66.0,-66.0,-58.0,-81.0,,-59.0,,,,,,,,,,,-82.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
270.7547,-64.0,,,,,-79.0,-64.0,-57.0,,,,,,,-85.0,-58.0,-62.0,,-57.0,-72.0,-75.0,-49.0,-68.0,-68.0,-58.0,-80.0,,-66.0,-91.0,,-87.0,-87.0,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,2462.0,,5500.0,5500.0,,,,,,,
274.726,-63.0,,,,,-78.0,-60.0,-57.0,,,,,,,-88.0,-61.0,-64.0,,-61.0,-71.0,-69.0,-51.0,-69.0,-68.0,-60.0,-76.0,,-65.0,,-85.0,-85.0,-86.0,,-85.0,-86.0,,,,-79.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,5500.0,,5500.0,5500.0,,,,2437.0
278.7366,-67.0,,,,,-80.0,-62.0,-64.0,,,,,,,,-69.0,-72.0,,-64.0,-71.0,-77.0,-48.0,-70.0,-71.0,-68.0,-76.0,,-66.0,,-91.0,,-86.0,-87.0,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,,5500.0,5500.0,,,,,,
282.7347,,,,,,-81.0,-65.0,-65.0,,,,,,,,-69.0,-71.0,,-72.0,-66.0,-74.0,-48.0,-74.0,-74.0,-68.0,,,-63.0,,-85.0,-84.0,-83.0,-84.0,-83.0,-84.0,,,,-77.0,,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,2437.0
286.7446,-68.0,,,,,-78.0,-68.0,-65.0,,,,,,,,-65.0,-69.0,,-66.0,-75.0,-75.0,-45.0,-72.0,-72.0,-64.0,-84.0,,-68.0,-89.0,-84.0,-84.0,-84.0,-84.0,,-84.0,,,,-76.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,2462.0,5500.0,5500.0,5500.0,5500.0,,5500.0,,,,2437.0
290.7432,-64.0,,,,,-80.0,-65.0,-66.0,,,,,,,,-69.0,-73.0,,-74.0,-67.0,-78.0,-45.0,-72.0,-72.0,-69.0,-77.0,,-62.0,,-88.0,-86.0,-88.0,,-87.0,-88.0,,,,-75.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,5500.0,5500.0,5500.0,,5500.0,5500.0,,,,2437.0
294.738,-59.0,,,,,-73.0,,-61.0,,,,,,,,-65.0,-68.0,,-60.0,-67.0,,-47.0,-69.0,-70.0,-66.0,-83.0,,-64.0,,,,,,,,,,,-82.0,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
298.7593,-59.0,,,,,-65.0,-72.0,-57.0,-90.0,,,,,,,-57.0,-64.0,,-57.0,-73.0,-81.0,-56.0,-64.0,-64.0,-58.0,-73.0,,-71.0,,,,,,,,,,,,2437.0,,,,,5200.0,2417.0,2452.0,2462.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
302.7261,-55.0,,,,,-65.0,-71.0,-58.0,,,,,,,,-56.0,-60.0,,-53.0,,-84.0,-56.0,-63.0,-63.0,-55.0,-70.0,,-69.0,,,,,,,,,,,-81.0,2437.0,,,,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
306.7458,-51.0,,,,,-60.0,-76.0,-50.0,-83.0,,,,,,,-48.0,-55.0,-81.0,-48.0,-80.0,,-61.0,-62.0,-62.0,-48.0,-66.0,,-77.0,,,,,,,,,,,-77.0,2437.0,,,,,5200.0,2417.0,2452.0,2462.0,,,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0
310.7617,-50.0,-86.0,,,,,,-58.0,,-86.0,-89.0,,,,,-52.0,-57.0,-79.0,-49.0,-84.0,,-66.0,-64.0,-64.0,-52.0,-74.0,,-77.0,,,,,,,,,,,,2437.0,2437.0,,,,,,2452.0,,2412.0,2462.0,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,
