AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:03:25
191.0953,,,-75.0,-77.0,,-84.0,,-86.0,-76.0,-74.0,,-84.0,,-84.0,-74.0,,,,,,,,,,,,,,,,,,-80.0,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
193.102,-83.0,,,-76.0,,,,-81.0,-70.0,-70.0,,-84.0,-83.0,-85.0,-76.0,,,,,,,,,,,,,,,,,,-81.0,2437.0,,,2452.0,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
195.07,-82.0,,-81.0,-76.0,,-82.0,,-78.0,-68.0,-75.0,,,,-82.0,-76.0,,,,,,,,,,,,,,,,,,-81.0,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
197.0994,,,,-72.0,,-78.0,,-79.0,-73.0,-73.0,,-79.0,-79.0,-79.0,-76.0,,,,,,,,,,,,,,,,,,-78.0,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
199.1011,,,,-69.0,,-80.0,,-71.0,-71.0,-73.0,,-81.0,-81.0,-77.0,-70.0,,,,,,,,,,,,,,,,,,-80.0,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
201.0781,,,,-75.0,,,-79.0,-76.0,-67.0,-75.0,,-75.0,-75.0,-80.0,-73.0,,,,,,,,,,,,,,,,,,-75.0,,,,2452.0,,,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
203.0951,,,,-74.0,,-75.0,,-73.0,-69.0,-76.0,,-78.0,-78.0,-76.0,-71.0,,,,,,,,,,,,,,,,,,-71.0,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
205.0855,,,,-69.0,,-80.0,,-75.0,-72.0,-75.0,,-76.0,-76.0,-78.0,-63.0,,,,,,,,,,,,,,,,,,-70.0,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
207.0719,,,,-63.0,,-69.0,-77.0,-71.0,-65.0,,,-72.0,-72.0,-77.0,-68.0,,,,,,,,,,,,,,,,,,-74.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
209.0928,-63.0,,,-70.0,,,-72.0,-67.0,-62.0,,,-71.0,-71.0,-77.0,-66.0,,,,,,,,,,,,,,,,,,-67.0,2437.0,,,2452.0,,,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
211.1035,,,,-62.0,,-69.0,,-69.0,-70.0,,-72.0,-68.0,-68.0,-68.0,-67.0,,,,,,,,,,,,,,,,,,-74.0,,,,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
213.0825,,,,-66.0,,-72.0,-74.0,-70.0,-67.0,,,-66.0,-65.0,-72.0,-64.0,,,,,,,,,,,,,,,,,,-62.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
215.0861,,,,-67.0,,,-74.0,-64.0,-75.0,,-74.0,-64.0,-64.0,-70.0,-61.0,,,,,,,,,,,,,,,,,,-64.0,,,,2452.0,,,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
217.2101,-71.0,,,-60.0,,-68.0,-71.0,-63.0,,,-63.0,-61.0,-61.0,-67.0,,,,,,,,,,,,,,,,,,,-66.0,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,2437.0
219.1582,-71.0,,,-66.0,,-68.0,,-62.0,-75.0,,,-62.0,-62.0,-67.0,-69.0,,,,,,,,,,,,,,,,,,-65.0,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,2437.0
