AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:06,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:73,wifi_rssi_20:23:00:00:02:88,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:20,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:73,wifi_freq_20:23:00:00:02:88,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:20,Latitude_degrees,Longitude_degrees,floor_ID
9.2739,2119.0984,6.89791,-12.72557,-2.82285,8.35042,1.00246,1.27554,-31.5,4.8,23.8,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.3029,2119.1184,8.97614,-13.19485,-3.84521,7.89043,0.98475,0.63719,-33.8,8.9,21.0,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.3064,2119.1385,10.55875,-13.20203,-4.5587,7.19649,1.04522,-0.07936,-33.5,12.6,19.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.3194,2119.1585,11.65054,-13.04401,-4.7694,6.55019,0.99574,-0.72565,-34.1,15.1,18.6,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.3706,2119.1785,12.33051,-12.85965,-4.59701,5.86297,1.31767,-1.34935,-34.1,17.3,15.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.3785,2119.1986,12.37601,-12.78543,-3.4717,5.18735,1.65059,-1.9144,-36.2,17.6,13.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.3831,2119.2186,12.08151,-13.05837,-1.50121,5.03586,1.67869,-2.42814,-35.3,17.4,11.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.4057,2119.2386,11.5404,-13.68567,0.10295,5.32602,1.46305,-2.8704,-37.7,15.6,6.1,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.4228,2119.2586,10.98733,-14.29143,0.97686,5.41154,1.59683,-3.04267,-39.1,15.2,4.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.4392,2119.2786,10.86043,-14.6362,1.49882,5.35962,1.96091,-3.07199,-40.3,13.2,1.3,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.4602,2119.2986,11.65772,-14.60508,2.0902,5.2631,2.35919,-3.34016,-40.6,11.0,-0.3,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.4812,2119.3186,13.22119,-14.43987,2.26977,5.35656,2.89737,-3.97179,-40.0,7.5,-3.4,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.5005,2119.3386,14.28424,-14.36086,1.38389,5.1226,3.49296,-4.77141,-40.5,3.4,-5.5,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.521,2119.3586,14.24833,-14.27467,0.42858,4.5997,3.81733,-5.30959,-38.5,-0.1,-5.6,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.5411,2119.3786,13.3002,-13.79821,-0.10056,4.09574,3.89491,-5.55943,-38.3,-5.9,-10.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.5616,2119.3986,12.37361,-12.84289,-0.1676,3.60521,3.8717,-5.76651,-35.1,-11.0,-12.6,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.5845,2119.4186,11.89715,-11.46858,-0.24661,3.31383,3.7819,-6.11471,-32.2,-16.4,-13.1,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.6028,2119.4386,11.29379,-10.18524,-1.42938,2.80498,3.68477,-6.60523,-27.8,-21.9,-15.3,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.6205,2119.4586,9.90033,-9.27303,-2.23386,1.70664,3.43432,-6.82575,-24.6,-26.0,-16.1,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.64,2119.4786,8.15729,-8.45897,-2.01119,0.99987,3.11789,-6.62173,-19.2,-30.3,-16.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.6661,2119.4986,6.78298,-7.45338,-1.33361,0.42077,2.47281,-6.25887,-14.2,-33.0,-17.1,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.6819,2119.5186,6.25863,-6.08625,-0.82124,-0.13878,1.94319,-6.12265,-7.3,-35.2,-18.4,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.7123,2119.5386,6.07906,-4.84362,-0.43336,-0.91702,1.64326,-6.34623,-2.8,-36.7,-19.0,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.7217,2119.5586,5.7295,-4.24744,-0.20112,-1.65922,1.64265,-6.52521,1.3,-36.2,-21.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.7399,2119.5786,4.81967,-4.15407,0.03352,-2.42891,1.80331,-6.40853,5.7,-35.1,-22.6,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.7631,2119.5986,3.85718,-4.31209,0.71349,-3.02329,2.17166,-6.18679,12.0,-31.8,-22.0,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.7797,2119.6186,2.97608,-4.73827,1.47248,-3.32689,1.84729,-6.29858,14.7,-28.4,-25.0,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.8,2119.6385,1.92021,-5.48049,2.14048,-3.48876,0.73857,-6.502,18.3,-24.2,-24.7,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
9.8233,2119.6585,0.97686,-6.48609,2.38709,-3.86811,-1.16245,-6.43419,19.8,-20.5,-29.4,-110.0,-92.0,-74.0,-72.0,-81.0,-83.0,-90.0,-110.0,-88.0,-77.0,-86.0,-110.0,-58.0,-89.0,-110.0,-87.0,-110.0,-110.0,-58.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-93.0,-110.0,2437.0,5200.0,2417.0,2452.0,2457.0,-1.0,2412.0,2427.0,2437.0,-1.0,2437.0,5220.0,-1.0,2462.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2462.0,-1.0,49.461057929696,11.110709726607,-2.0
