AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:95,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:01:98,wifi_rssi_20:23:00:00:02:07,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:02:56,wifi_rssi_20:23:00:00:02:57,wifi_rssi_20:23:00:00:02:58,wifi_rssi_20:23:00:00:02:59,wifi_rssi_20:23:00:00:02:60,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:65,wifi_rssi_20:23:00:00:02:70,wifi_rssi_20:23:00:00:02:73,wifi_rssi_20:23:00:00:02:74,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:17,wifi_rssi_20:23:00:00:03:20,wifi_rssi_20:23:00:00:03:21,wifi_rssi_20:23:00:00:03:29,wifi_rssi_20:23:00:00:03:46,wifi_rssi_20:23:00:00:03:47,wifi_rssi_20:23:00:00:03:48,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:95,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:01:98,wifi_freq_20:23:00:00:02:07,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:02:56,wifi_freq_20:23:00:00:02:57,wifi_freq_20:23:00:00:02:58,wifi_freq_20:23:00:00:02:59,wifi_freq_20:23:00:00:02:60,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:65,wifi_freq_20:23:00:00:02:70,wifi_freq_20:23:00:00:02:73,wifi_freq_20:23:00:00:02:74,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:17,wifi_freq_20:23:00:00:03:20,wifi_freq_20:23:00:00:03:21,wifi_freq_20:23:00:00:03:29,wifi_freq_20:23:00:00:03:46,wifi_freq_20:23:00:00:03:47,wifi_freq_20:23:00:00:03:48
173.5059,-66.0,-85.0,,-86.0,,,,,,,,,,,-86.0,,,-74.0,,,,,,,,,,,,,,,,,,-81.0,,,,,,,,,-92.0,,,-81.0,,,,-88.0,,,,,,,,2437.0,5200.0,,2452.0,,,,,,,,,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,5500.0,,,2412.0,,,,2462.0,,,,,,,
177.523,-68.0,-85.0,,,,,,-84.0,-81.0,,,,,,-84.0,,-81.0,-72.0,,,-71.0,,,,,,,,,,,,,,,-85.0,,-92.0,,,,,,,,,,-84.0,,,,-85.0,,,,,,,,2437.0,5200.0,,,,,,2462.0,2427.0,,,,,,2462.0,,2452.0,2437.0,,,2437.0,,,,,,,,,,,,,,,5500.0,,2412.0,,,,,,,,,,2412.0,,,,2462.0,,,,,,,
181.4984,,,,,,-83.0,,,-84.0,,,,,,-83.0,-88.0,-82.0,-72.0,,,-67.0,,,,,,-89.0,,-88.0,-84.0,,,,,,-85.0,,,,,,,,,,,,-84.0,,,,-86.0,,,,,,,,,,,,,2462.0,,,2427.0,,,,,,2462.0,2462.0,2452.0,2437.0,,,2437.0,,,,,,2462.0,,2462.0,2462.0,,,,,,5500.0,,,,,,,,,,,,2412.0,,,,2462.0,,,,,,,
185.5381,-74.0,,,,,,,-88.0,,,,,,,,,,-80.0,,,-66.0,,,,,,,,,-85.0,,,-88.0,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,,,,,,,2462.0,,,,,,,,,,2437.0,,,2437.0,,,,,,,,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,2412.0
189.5072,,,,,,,,,,,,,,,,,,,,,-64.0,-83.0,-86.0,,,-83.0,-83.0,,-86.0,-86.0,,-91.0,-84.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2462.0,5500.0,,,2462.0,2462.0,,2462.0,2462.0,,5500.0,2462.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,
193.511,-82.0,,,,,,,,,-86.0,,-87.0,,,,,,,,,-67.0,-79.0,-83.0,,,-79.0,,,-82.0,-82.0,,,-79.0,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,2437.0,,2437.0,,,,,,,,,2437.0,2462.0,5500.0,,,2462.0,,,2462.0,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,
197.5299,-78.0,,,,,,,,,-79.0,,-80.0,,,,,,-69.0,,-82.0,-65.0,-71.0,,,,-73.0,-72.0,,-78.0,-77.0,,,-76.0,,,-73.0,,-87.0,,,,,,,,,,,,,,-87.0,,,,,,,,2437.0,,,,,,,,,2437.0,,2437.0,,,,,,2437.0,,2462.0,2437.0,2462.0,,,,2462.0,2462.0,,2462.0,2462.0,,,2462.0,,,5500.0,,2412.0,,,,,,,,,,,,,,2462.0,,,,,,,
201.4884,,,,,,,,,,,,,,,,,,-69.0,,,-62.0,,,,,,,,-82.0,-84.0,,-90.0,-83.0,,,-81.0,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2437.0,,,,,,,,2462.0,2462.0,,5500.0,2462.0,,,5500.0,,,,,,,,,,,,,,,,2462.0,,,,,,,
205.5085,,,-86.0,,,,,,,,,-85.0,,,,,,-67.0,,,-70.0,-85.0,,,,-92.0,,,-87.0,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,2437.0,2462.0,,,,2462.0,,,2462.0,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,
209.4876,-78.0,-89.0,-80.0,,,,,,,,,-77.0,,,,,,-63.0,,,-72.0,-87.0,,,,-88.0,,,,,,,-91.0,,,-85.0,,,,,,,,,,,,,,,,-84.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,2437.0,2462.0,,,,2462.0,,,,,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,2462.0,,,,,,,
213.51,,,,,,-85.0,,,-83.0,-89.0,,-69.0,,,-85.0,,,-53.0,,,,-88.0,,,,-90.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,2462.0,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.5642,,-77.0,-68.0,-78.0,,-77.0,,,-71.0,,-86.0,-61.0,-86.0,-88.0,-77.0,,-80.0,-49.0,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,5200.0,2417.0,2452.0,,2462.0,,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
221.518,-68.0,-76.0,-64.0,-74.0,,-75.0,-82.0,,-76.0,-76.0,-80.0,-56.0,-88.0,-87.0,-77.0,,-80.0,-43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
225.4991,,-78.0,-63.0,-80.0,,,-83.0,,-81.0,,,-64.0,-89.0,-89.0,-79.0,,-83.0,-44.0,,,-83.0,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,5200.0,2417.0,2452.0,,,2412.0,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2452.0,2437.0,,,2437.0,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
229.5474,-64.0,-79.0,,,,-79.0,-84.0,,-77.0,-75.0,,-61.0,-87.0,-88.0,,,,-53.0,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,-74.0,,,,,,,,2437.0,5200.0,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,,,,2437.0,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,
233.5179,-60.0,-81.0,-68.0,,,-79.0,,,-79.0,,-83.0,-61.0,-89.0,-90.0,,,,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,,,2427.0,,2422.0,2437.0,5200.0,5200.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
237.506,-66.0,-81.0,-66.0,-83.0,,-79.0,,,-77.0,,-83.0,-61.0,-89.0,-86.0,-80.0,,-85.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
241.5074,-64.0,-77.0,-68.0,,,-79.0,,,-78.0,-80.0,-86.0,-63.0,-90.0,-88.0,-80.0,,-79.0,-51.0,,,,,,,,,,,,,-86.0,,,,-86.0,,,,,,,,,,,,,,,,,-59.0,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,2412.0,,,,2412.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,
245.5316,-63.0,-80.0,-76.0,,,-77.0,,,-81.0,,,-60.0,-91.0,-92.0,,,-79.0,-51.0,,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,,,2427.0,,,2437.0,5200.0,5200.0,,,2452.0,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
249.5083,-69.0,-84.0,-72.0,-88.0,,-83.0,-90.0,,,,,-70.0,,,-89.0,,-85.0,-54.0,,,,,,,,,,,-88.0,,-88.0,,,,,-89.0,,,,,,,,,,,,,,,,-80.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,,,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,,,,2462.0,,2412.0,,,,,5500.0,,,,,,,,,,,,,,,,2462.0,,,,,,,
253.5009,-72.0,,-76.0,-87.0,,,,,-83.0,,,-75.0,,,,,-89.0,-56.0,,,-75.0,,-92.0,,,,,,-85.0,-86.0,,,,-86.0,,-83.0,,,,,,,,,,,,,,,,-78.0,,,,,,,,2437.0,,2417.0,2452.0,,,,,2427.0,,,2437.0,,,,,2452.0,2437.0,,,2437.0,,5500.0,,,,,,2462.0,2462.0,,,,2412.0,,5500.0,,,,,,,,,,,,,,,,2462.0,,,,,,,
257.5514,,,-87.0,,,,,,,,,,,,,,,-68.0,,,-69.0,,,,,,,,-82.0,-83.0,,-87.0,-83.0,,,-83.0,,,,,,,,,,,-87.0,,,,,-82.0,,,,,,,,,,2417.0,,,,,,,,,,,,,,,2437.0,,,2437.0,,,,,,,,2462.0,2462.0,,5500.0,2462.0,,,5500.0,,,,,,,,,,,5500.0,,,,,2462.0,,,,,,,
261.4939,,,-88.0,,,,,,,,,-86.0,,,,,,-72.0,,,-62.0,-88.0,-86.0,,,-87.0,,,-85.0,,,,-86.0,,,-86.0,-88.0,-90.0,,-93.0,,,,,,,,,,,,-89.0,,,,,,,,,,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,2437.0,2462.0,5500.0,,,2462.0,,,2462.0,,,,2462.0,,,5500.0,2437.0,2412.0,,2432.0,,,,,,,,,,,,2462.0,,,,,,,
265.5001,,,,,,,,,,,,-86.0,,,,,-89.0,-71.0,,,-70.0,,-83.0,,,-86.0,-85.0,,,-80.0,,-86.0,-81.0,,,-84.0,,,,,,,,,,,-85.0,-86.0,,,,-89.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,2452.0,2437.0,,,2437.0,,5500.0,,,2462.0,2462.0,,,2462.0,,5500.0,2462.0,,,5500.0,,,,,,,,,,,5500.0,2412.0,,,,2462.0,,,,,,,
269.5081,-76.0,,,,,,,,,,,,,,,,,-72.0,,,-68.0,-81.0,-79.0,,-91.0,-81.0,-80.0,,-86.0,-82.0,,,-84.0,,,-80.0,,,-89.0,,-90.0,-88.0,,,,,,,-89.0,-92.0,-93.0,-85.0,,,,,,,,2437.0,,,,,,,,,,,,,,,,,2437.0,,,2437.0,2462.0,5500.0,,2442.0,2462.0,2462.0,,2462.0,2462.0,,,2462.0,,,5500.0,,,2437.0,,5180.0,5180.0,,,,,,,5180.0,5180.0,5180.0,2462.0,,,,,,,
273.492,,,,,,,,,,,,-88.0,,,,,,-68.0,,,-68.0,-84.0,-88.0,,,-85.0,,,,-85.0,,,,,,-82.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,2437.0,,,2437.0,2462.0,5500.0,,,2462.0,,,,2462.0,,,,,,5500.0,,2412.0,,,,,,,,,,,,,,,,,,,,,
277.5065,-75.0,-89.0,,,,,,,,,,-86.0,,,,,-89.0,-73.0,,,-69.0,,-86.0,,,,,,,,,-86.0,-86.0,,,-82.0,-85.0,,,,,,,,,,-86.0,,,,,,-89.0,,-88.0,-88.0,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,2452.0,2437.0,,,2437.0,,5500.0,,,,,,,,,5500.0,2462.0,,,5500.0,2437.0,,,,,,,,,,5500.0,,,,,,2462.0,,2462.0,2462.0,,,
281.5282,,-87.0,,,,,,-76.0,-78.0,,,,,,-83.0,,-83.0,-67.0,,,,,,,,-88.0,,,,,-89.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,,,,,2462.0,2427.0,,,,,,2462.0,,2452.0,2437.0,,,,,,,,2462.0,,,,,2412.0,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,
