AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:03:11
134.6795,-91.0,,-49.0,-89.0,,-82.0,-93.0,-79.0,-78.0,-75.0,-71.0,-87.0,-89.0,-83.0,,-86.0,,,,,,-91.0,,,-90.0,-90.0,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,2462.0,,,5240.0,5240.0,,,,,
136.724,-88.0,,-51.0,-83.0,,-84.0,-91.0,-83.0,-84.0,-85.0,-78.0,-89.0,-92.0,-85.0,,-84.0,,,,-91.0,,-92.0,,,-90.0,-90.0,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,2437.0,,2462.0,,,5240.0,5240.0,,,,,
138.6924,,,-57.0,-89.0,,-85.0,,-79.0,-79.0,-77.0,-74.0,-88.0,-91.0,-86.0,,-84.0,,,-93.0,,,-92.0,,,,-93.0,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,2437.0,,,2462.0,,,,5240.0,,,,,
140.8267,,,-59.0,-91.0,,-90.0,,-81.0,-87.0,-83.0,-75.0,,-93.0,,,-89.0,,,,,-94.0,,-90.0,-91.0,,-93.0,,,,-96.0,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,,,,2462.0,,5260.0,5260.0,,5240.0,,,,2462.0,
142.7238,-88.0,,,-88.0,,-84.0,,-84.0,-79.0,-80.0,-78.0,-81.0,-81.0,,,-86.0,-93.0,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,2412.0,,,,,,,,,,,,,,
144.6937,,,-59.0,-88.0,,-86.0,-91.0,-81.0,-77.0,-75.0,-76.0,,-84.0,-88.0,,-89.0,,,,,,-89.0,,,-93.0,-94.0,,,,,-96.0,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2437.0,,,,,,2462.0,,,5240.0,5240.0,,,,,2462.0
146.7225,-90.0,,-57.0,,,-87.0,-86.0,-83.0,-82.0,-78.0,-78.0,-89.0,-83.0,-87.0,,-89.0,,,,,,,,,-94.0,-92.0,,,,,,2437.0,,2417.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
148.685,,,-66.0,-86.0,,-84.0,-88.0,-81.0,-82.0,-82.0,-72.0,-84.0,-84.0,,,-91.0,,,,,,,,,-88.0,-88.0,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
150.6901,-88.0,,-64.0,-84.0,,,-87.0,-87.0,-83.0,-84.0,-69.0,-77.0,-77.0,-85.0,,-84.0,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,
152.6659,-91.0,,-58.0,-86.0,,-84.0,-90.0,-83.0,-80.0,-84.0,-78.0,,-82.0,,,-90.0,,,,,,,,,-87.0,-88.0,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,,,,,,,,5240.0,5240.0,,,,,
