AppTimestamp(s),MAC,RSSI,MajorID,MinorID
193.0144,BE:AC:20:23:00:05,-92,1,5
193.0651,BE:AC:20:23:00:01,-90,1,1
193.1543,BE:AC:20:23:00:05,-83,1,5
193.5025,BE:AC:20:23:00:01,-92,1,1
194.5335,BE:AC:20:23:00:01,-98,1,1
194.5863,BE:AC:20:23:00:05,-87,1,5
194.8057,BE:AC:20:23:00:05,-87,1,5
194.9732,BE:AC:20:23:00:05,-91,1,5
195.4107,BE:AC:20:23:00:05,-83,1,5
196.5622,BE:AC:20:23:00:01,-88,1,1
196.7833,BE:AC:20:23:00:01,-96,1,1
196.9739,BE:AC:20:23:00:01,-89,1,1
197.0288,BE:AC:20:23:00:05,-94,1,5
198.6309,BE:AC:20:23:00:01,-85,1,1
198.6684,BE:AC:20:23:00:05,-82,1,5
198.8641,BE:AC:20:23:00:01,-86,1,1
198.9029,BE:AC:20:23:00:05,-85,1,5
199.0368,BE:AC:20:23:00:01,-91,1,1
199.0782,BE:AC:20:23:00:05,-88,1,5
199.2853,BE:AC:20:23:00:01,-89,1,1
199.2928,BE:AC:20:23:00:05,-89,1,5
199.6868,BE:AC:20:23:00:01,-86,1,1
199.711,BE:AC:20:23:00:05,-84,1,5
199.8695,BE:AC:20:23:00:01,-81,1,1
200.0875,BE:AC:20:23:00:01,-90,1,1
200.2602,BE:AC:20:23:00:03,-93,1,3
200.2914,BE:AC:20:23:00:01,-82,1,1
200.4779,BE:AC:20:23:00:01,-79,1,1
200.6955,BE:AC:20:23:00:01,-85,1,1
200.9709,BE:AC:20:23:00:05,-83,1,5
201.0916,BE:AC:20:23:00:01,-82,1,1
202.5498,BE:AC:20:23:00:01,-91,1,1
202.5676,BE:AC:20:23:00:05,-83,1,5
202.7373,BE:AC:20:23:00:01,-84,1,1
203.1642,BE:AC:20:23:00:01,-90,1,1
203.3695,BE:AC:20:23:00:01,-91,1,1
203.386,BE:AC:20:23:00:05,-89,1,5
203.7794,BE:AC:20:23:00:05,-91,1,5
203.9383,BE:AC:20:23:00:03,-95,1,3
203.9581,BE:AC:20:23:00:01,-86,1,1
203.981,BE:AC:20:23:00:05,-82,1,5
204.1826,BE:AC:20:23:00:01,-85,1,1
204.1964,BE:AC:20:23:00:05,-77,1,5
204.3549,BE:AC:20:23:00:03,-99,1,3
204.5839,BE:AC:20:23:00:01,-82,1,1
204.5965,BE:AC:20:23:00:05,-79,1,5
204.8009,BE:AC:20:23:00:01,-81,1,1
204.8059,BE:AC:20:23:00:05,-89,1,5
205.2008,BE:AC:20:23:00:05,-91,1,5
205.615,BE:AC:20:23:00:01,-80,1,1
206.4386,BE:AC:20:23:00:01,-88,1,1
206.4491,BE:AC:20:23:00:05,-97,1,5
206.6527,BE:AC:20:23:00:01,-84,1,1
206.6591,BE:AC:20:23:00:05,-87,1,5
206.8729,BE:AC:20:23:00:01,-85,1,1
207.0493,BE:AC:20:23:00:01,-89,1,1
207.0572,BE:AC:20:23:00:05,-92,1,5
207.4534,BE:AC:20:23:00:01,-84,1,1
207.491,BE:AC:20:23:00:05,-94,1,5
207.8631,BE:AC:20:23:00:01,-78,1,1
207.8814,BE:AC:20:23:00:05,-97,1,5
208.2959,BE:AC:20:23:00:01,-83,1,1
208.5004,BE:AC:20:23:00:01,-79,1,1
208.6881,BE:AC:20:23:00:01,-79,1,1
208.6972,BE:AC:20:23:00:05,-86,1,5
208.9554,BE:AC:20:23:00:01,-81,1,1
208.9579,BE:AC:20:23:00:05,-92,1,5
209.1072,BE:AC:20:23:00:01,-81,1,1
209.321,BE:AC:20:23:00:01,-73,1,1
211.1747,BE:AC:20:23:00:05,-92,1,5
211.1855,BE:AC:20:23:00:01,-83,1,1
211.603,BE:AC:20:23:00:01,-77,1,1
211.7948,BE:AC:20:23:00:05,-93,1,5
211.9868,BE:AC:20:23:00:01,-73,1,1
212.1893,BE:AC:20:23:00:05,-91,1,5
212.8112,BE:AC:20:23:00:05,-92,1,5
212.8367,BE:AC:20:23:00:01,-78,1,1
212.9932,BE:AC:20:23:00:05,-92,1,5
213.2552,BE:AC:20:23:00:01,-86,1,1
214.503,BE:AC:20:23:00:01,-90,1,1
214.6467,BE:AC:20:23:00:05,-97,1,5
214.6827,BE:AC:20:23:00:01,-87,1,1
214.8718,BE:AC:20:23:00:05,-93,1,5
215.0582,BE:AC:20:23:00:05,-97,1,5
215.0783,BE:AC:20:23:00:01,-77,1,1
215.2712,BE:AC:20:23:00:05,-90,1,5
215.2926,BE:AC:20:23:00:01,-79,1,1
215.481,BE:AC:20:23:00:05,-91,1,5
215.5018,BE:AC:20:23:00:01,-84,1,1
215.7063,BE:AC:20:23:00:05,-95,1,5
215.726,BE:AC:20:23:00:01,-90,1,1
216.1204,BE:AC:20:23:00:01,-84,1,1
216.5065,BE:AC:20:23:00:05,-92,1,5
216.5458,BE:AC:20:23:00:01,-86,1,1
216.7316,BE:AC:20:23:00:01,-83,1,1
216.9263,BE:AC:20:23:00:01,-85,1,1
217.1229,BE:AC:20:23:00:01,-85,1,1
217.3412,BE:AC:20:23:00:01,-83,1,1
217.5228,BE:AC:20:23:00:01,-81,1,1
217.7283,BE:AC:20:23:00:05,-87,1,5
218.9567,BE:AC:20:23:00:01,-87,1,1
219.1665,BE:AC:20:23:00:01,-89,1,1
219.1775,BE:AC:20:23:00:05,-94,1,5
219.3759,BE:AC:20:23:00:01,-93,1,1
219.9918,BE:AC:20:23:00:01,-85,1,1
220.4085,BE:AC:20:23:00:01,-95,1,1
220.608,BE:AC:20:23:00:01,-88,1,1
220.8319,BE:AC:20:23:00:01,-87,1,1
221.2178,BE:AC:20:23:00:01,-92,1,1
221.6303,BE:AC:20:23:00:01,-90,1,1
222.6645,BE:AC:20:23:00:01,-95,1,1
