AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,Accuracy
71.2003,65164.7474,-0.63686,7.20415,4.56814,3
71.2232,65164.7674,-0.60573,7.17782,5.02543,3
71.2404,65164.7874,-0.14126,7.46751,5.88734,3
71.2589,65164.8074,0.45011,8.1331,5.93044,3
71.2898,65164.8274,0.68235,8.37252,5.18824,3
71.3044,65164.8474,0.49081,8.5066,5.24091,3
71.3232,65164.8674,-0.10295,8.01339,6.10043,3
71.3392,65164.8874,-0.50996,7.66863,6.5673,3
71.3589,65164.9074,-0.35434,7.87453,6.47153,3
71.3782,65164.9274,-0.14126,8.05888,6.32548,3
71.4005,65164.9474,-0.249,8.24084,6.27999,3
71.4217,65164.9674,-0.29209,8.55448,6.20577,3
71.4406,65164.9873,-0.09577,9.07642,5.58807,3
71.4669,65165.0074,0.45011,9.68455,6.51462,3
71.4875,65165.0284,1.13006,10.21366,6.92403,3
71.4999,65165.0484,1.1995,9.65821,5.3247,3
71.5201,65165.0684,1.04627,9.55526,4.60166,3
71.5408,65165.0884,0.42856,8.15465,5.56652,3
71.5655,65165.1094,0.60573,7.51779,8.03255,3
71.5877,65165.1294,0.56503,7.23767,8.59279,3
71.6019,65165.1494,-0.0838,6.63912,7.90805,3
71.6238,65165.1694,-0.23942,6.57687,6.25126,3
71.6421,65165.1894,-0.59376,6.47153,5.01346,3
71.6609,65165.2094,-0.3735,6.73489,4.52983,3
71.6804,65165.2294,-0.22027,6.8953,4.77883,3
71.6998,65165.2494,0.07183,6.99107,5.59046,3
71.7203,65165.2694,0.50039,7.24485,6.70137,3
71.7498,65165.2904,0.48363,7.50103,7.02938,3
71.7622,65165.3104,0.34237,7.513,6.08606,3
71.7863,65165.3304,0.02634,7.23049,4.9536,3
71.8087,65165.3504,-0.42617,6.82826,4.83629,3
71.8258,65165.3704,-0.30167,6.80672,5.20978,3
71.8455,65165.3904,0.52194,7.40287,5.3271,3
71.8649,65165.4104,0.93374,7.82904,5.47554,3
71.8814,65165.4304,0.81642,7.86016,5.18105,3
71.9012,65165.4503,0.33279,7.67342,4.93445,3
71.92,65165.4704,0.17717,7.77397,5.01106,3
71.9496,65165.4904,0.07183,7.93199,5.9855,3
71.965,65165.5104,0.14844,8.20493,6.30633,3
71.9901,65165.5314,0.17717,8.36534,5.54976,3
72.0101,65165.5514,0.18435,8.34858,4.9536,3
72.0227,65165.5714,0.4525,8.50899,5.68384,3
72.0478,65165.5914,0.87628,8.75081,6.59842,3
72.0661,65165.6114,0.98402,8.82263,6.98867,3
72.0834,65165.6324,0.53151,8.4659,6.59842,3
72.1046,65165.6524,0.32082,8.57842,5.2864,3
72.1276,65165.6724,0.0814,8.75081,4.50589,3
72.1468,65165.6924,0.05746,8.77475,5.87298,3
72.163,65165.7124,0.19632,8.94234,6.71095,3
72.1824,65165.7323,0.26336,8.82503,6.7708,3
72.2024,65165.7524,-0.14844,8.22648,6.61039,3
72.2228,65165.7724,-0.39265,7.88171,7.9296,3
72.2434,65165.7924,-0.13408,7.52737,8.00621,3
72.276,65165.8124,-0.11013,7.5561,6.69179,3
72.2885,65165.8324,-0.08619,7.49146,5.82749,3
72.309,65165.8524,-0.46687,7.26401,5.92086,3
72.3364,65165.8724,-0.59376,7.23049,6.35661,3
72.3457,65165.8924,-0.5363,7.04853,6.90727,3
72.3692,65165.9124,-0.32082,6.98149,7.45554,3
72.3937,65165.9334,-0.55067,6.80911,7.16345,3
72.4077,65165.9544,-0.8667,6.54335,6.79714,3
72.4341,65165.9754,-0.85234,6.50265,6.58645,3
72.451,65165.9954,-0.72065,6.39252,6.27041,3
72.4708,65166.0154,-0.3304,6.67743,6.0693,3
72.4886,65166.0354,-0.03112,6.99346,5.3247,3
72.512,65166.0564,-0.11253,6.98389,4.78122,3
72.5294,65166.0764,-0.4118,6.78277,5.00388,3
72.5481,65166.0964,-0.4549,6.86657,5.41568,3
72.5699,65166.1164,0.00718,7.29274,5.85861,3
72.589,65166.1364,0.19872,7.70694,6.11,3
72.6109,65166.1564,0.15562,7.8051,6.12676,3
72.6304,65166.1764,-0.03112,7.98466,5.85382,3
72.6528,65166.1964,-0.29449,7.91284,5.83228,3
72.6709,65166.2164,-0.33519,7.98945,5.92086,3
72.697,65166.2364,-0.43096,7.92241,5.80115,3
72.7117,65166.2564,-0.69671,7.85059,6.2752,3
72.7341,65166.2764,-0.70868,7.89368,6.68701,3
72.7467,65166.2964,-0.18196,8.29591,6.49307,3
72.768,65166.3164,0.24421,8.91361,6.42364,3
72.7893,65166.3364,0.88107,9.21049,5.81312,3
72.8128,65166.3564,1.3216,9.36851,5.28879,3
72.8283,65166.3764,1.18513,9.0429,6.22253,3
72.8472,65166.3964,0.77572,8.1738,8.06367,3
72.8813,65166.4164,-0.15802,6.96473,9.03811,3
72.8879,65166.4364,-0.95768,5.97353,8.837,3
72.9144,65166.4564,-0.43335,6.12437,7.36696,3
72.9305,65166.4764,0.77333,6.936,6.02621,3
72.9475,65166.4964,1.27372,7.36696,6.05972,3
72.983,65166.5164,1.13006,7.08923,6.20817,3
72.9869,65166.5364,0.83797,7.00543,5.71257,3
73.0066,65166.5564,0.87867,7.13712,5.43244,3
73.0268,65166.5764,1.20189,7.44597,5.76524,3
73.0489,65166.5964,1.37188,7.52737,6.72292,3
73.0741,65166.6164,0.87388,7.23767,7.38611,3
73.09,65166.6364,0.13647,6.76601,7.13472,3
73.1118,65166.6564,-0.20111,6.59842,6.41407,3
73.1288,65166.6764,0.20351,7.14669,5.4923,3
73.1486,65166.6974,0.6608,7.4723,5.03022,3
73.1707,65166.7174,0.8667,7.53455,5.12359,3
73.1908,65166.7374,0.48363,7.32147,5.56173,3
73.2093,65166.7583,0.52672,7.48667,5.40132,3
73.2284,65166.7784,0.50757,7.75243,5.5737,3
73.2493,65166.7984,0.67277,7.80749,5.56891,3
73.271,65166.8184,0.35674,7.90087,5.63356,3
73.2888,65166.8384,0.03591,7.78834,5.80115,3
73.3118,65166.8584,0.06943,7.84819,5.81312,3
73.3343,65166.8784,0.49081,8.40844,5.04698,3
73.3489,65166.8984,0.85952,8.62631,5.59764,3
73.3684,65166.9184,1.22344,8.86812,6.97431,3
73.3907,65166.9384,1.04148,8.76517,7.69018,3
73.4142,65166.9584,0.22505,8.32464,6.93121,3
73.4339,65166.9784,-0.38307,8.23366,5.99748,3
73.4511,65166.9994,-0.18196,8.60715,5.12359,3
73.4712,65167.0194,0.29928,8.7963,5.13317,3
73.4962,65167.0394,0.37828,9.05248,5.67426,3
73.5161,65167.0604,0.54827,8.61913,7.59201,3
73.5331,65167.0804,0.24181,8.00621,8.43238,3
73.5512,65167.1004,-0.05028,7.44597,7.85777,3
73.5749,65167.1204,-0.46208,7.08923,6.59603,3
73.5959,65167.1404,-0.89304,6.6487,5.82509,3
73.612,65167.1604,-0.69432,6.60081,6.14592,3
73.6319,65167.1804,-0.11013,6.89291,6.34463,3
73.667,65167.2004,0.01197,7.18739,5.95199,3
73.672,65167.2204,-0.09816,7.13233,6.02621,3
73.6914,65167.2404,-0.03591,7.1012,6.41407,3
73.7116,65167.2604,0.13886,7.10838,7.06529,3
73.739,65167.2804,-0.19632,6.79714,7.19697,3
73.7562,65167.3004,-0.31125,6.71813,6.72052,3
73.7767,65167.3204,-0.56503,6.66785,5.71735,3
73.7919,65167.3403,-0.54588,6.90967,5.04937,3
73.8126,65167.3604,-0.35674,7.14909,4.36463,3
73.8431,65167.3804,-0.18196,7.185,4.47716,3
73.884,65167.4004,-0.21069,7.18979,5.82509,3
73.9017,65167.4404,0.52194,8.18578,6.17943,3
73.9135,65167.4604,0.53151,8.28154,5.38456,3
73.9313,65167.4804,-0.0814,7.98227,5.37738,3
73.9514,65167.5014,-0.28012,7.8458,5.37977,3
73.9745,65167.5214,0.17717,8.22169,5.284,3
73.995,65167.5414,0.60573,8.52096,5.87537,3
74.0143,65167.5614,0.18196,8.07325,6.05015,3
74.0373,65167.5814,-0.09098,8.14268,6.03339,3
74.0656,65167.6014,0.5363,8.62631,5.65032,3
74.078,65167.6214,1.34315,9.3326,6.53138,3
74.1021,65167.6414,1.64242,9.72285,6.85221,3
74.1205,65167.6614,1.04627,9.50498,6.56251,3
74.1367,65167.6814,0.65601,8.69335,6.62715,3
74.1544,65167.7014,0.64165,8.15226,7.46033,3
74.1758,65167.7214,1.10133,7.54413,8.29112,3
74.1952,65167.7424,1.29047,7.39329,7.58722,3
74.2165,65167.7624,1.16598,7.28795,6.00466,3
74.2352,65167.7824,0.71108,7.23767,5.59525,3
74.2596,65167.8024,0.15083,6.92164,5.51624,3
74.2795,65167.8224,-0.1221,6.70376,5.01346,3
74.2951,65167.8423,-0.12689,6.77799,5.03261,3
74.3152,65167.8624,0.09816,6.9767,6.21535,3
74.3352,65167.8824,0.40462,7.11317,7.02219,3
74.3604,65167.9024,0.84276,7.37654,6.74686,3
74.3901,65167.9224,1.00556,7.42921,5.73172,3
74.4021,65167.9424,0.61292,7.0198,5.20739,3
74.416,65167.9624,-0.05986,6.65349,5.2433,3
74.4337,65167.9824,-0.26336,6.57448,4.73334,3
74.4538,65168.0024,-0.17238,6.64391,4.30238,3
74.4762,65168.0224,0.58419,7.23288,5.06613,3
74.4975,65168.0434,0.81882,7.73327,5.94241,3
74.5213,65168.0634,0.7829,8.05409,6.12197,3
74.543,65168.0834,1.22104,8.36773,5.97114,3
74.56,65168.1034,1.08936,8.38928,5.99029,3
74.5765,65168.1234,0.36392,8.09958,6.05733,3
74.5946,65168.1434,-0.23463,7.5154,6.12197,3
74.6162,65168.1634,-0.01197,7.96072,5.86579,3
74.6363,65168.1834,1.05584,8.73884,5.54737,3
74.6555,65168.2034,1.31202,8.8346,5.65989,3
74.6775,65168.2234,0.69192,8.52815,6.50505,3
74.7033,65168.2434,-0.22266,7.94396,6.53378,3
74.72,65168.2634,-0.21787,8.2169,6.12437,3
74.7356,65168.2834,-0.04788,8.56167,5.74848,3
74.7551,65168.3034,-0.03352,8.84418,5.96156,3
74.7832,65168.3234,-0.05267,8.68616,5.78439,3
74.7957,65168.3434,-0.48123,8.37971,5.54737,3
74.816,65168.3634,-0.39744,8.07804,5.63356,3
74.8344,65168.3834,-0.32801,8.16423,6.69898,3
74.8587,65168.4034,0.10774,8.02776,7.75003,3
74.8772,65168.4234,0.31364,7.74045,7.70933,3
74.9033,65168.4434,-0.00718,7.29992,7.07965,3
74.9169,65168.4634,-0.28491,7.00304,6.51941,3
74.9334,65168.4834,-0.17478,6.85699,6.29436,3
74.9535,65168.5034,0.15323,6.87615,6.45716,3
74.9746,65168.5234,0.59137,7.03177,6.28957,3
74.9933,65168.5434,0.99599,7.44118,6.28478,3
75.0162,65168.5634,1.02951,7.54892,6.27041,3
75.0439,65168.5834,0.52433,7.36935,6.51702,3
75.0555,65168.6034,0.05746,7.13472,7.31429,3
75.0756,65168.6234,0.29928,7.32626,5.6168,3
75.0943,65168.6434,0.07183,7.27358,4.7477,3
75.1145,65168.6634,0.01915,7.50343,5.48272,3
75.1389,65168.6834,-0.0407,7.55131,6.00945,3
75.1572,65168.7034,-0.29928,7.02219,5.84185,3
75.1801,65168.7233,-0.14365,7.00304,5.5761,3
75.1983,65168.7444,0.03112,7.54652,6.00705,3
75.2163,65168.7644,0.0838,7.86495,5.81312,3
75.2355,65168.7844,0.45729,7.99903,5.72454,3
75.2551,65168.8044,0.62489,8.22169,5.33428,3
75.2753,65168.8244,0.05746,7.77158,5.49948,3
75.2972,65168.8444,-0.28012,7.83622,5.76045,3
75.3169,65168.8644,-0.1245,8.14986,5.69581,3
75.3383,65168.8844,0.33519,8.61673,5.60722,3
75.3584,65168.9044,0.41899,8.57842,5.51863,3
75.378,65168.9244,-0.23224,8.03494,5.72932,3
75.3989,65168.9444,-1.08936,7.53455,6.42604,3
75.4207,65168.9654,-1.27372,7.19936,6.9791,3
75.4422,65168.9854,-0.47884,7.85059,6.29436,3
75.4579,65169.0054,0.91937,9.13388,5.48033,3
75.482,65169.0254,1.25696,8.96389,6.84023,3
75.4977,65169.0454,0.33998,9.00938,6.84023,3
75.5192,65169.0654,0.56982,9.08839,5.21936,3
75.5374,65169.0864,1.2378,9.27514,4.45082,3
75.5627,65169.1064,1.30484,8.7532,5.30795,3
75.58,65169.1264,0.87149,8.0517,6.93121,3
75.6011,65169.1464,0.38547,7.68299,7.61596,3
75.6204,65169.1664,0.47166,7.52737,7.11078,3
75.6396,65169.1864,0.58897,7.69736,6.10761,3
75.6649,65169.2064,0.67516,7.36696,5.77242,3
75.6776,65169.2264,0.57221,7.38611,5.66468,3
75.6983,65169.2464,0.09098,7.23288,5.42526,3
75.717,65169.2664,0.05028,7.23528,5.30555,3
75.7448,65169.2864,0.41659,7.52737,5.28161,3
75.7573,65169.3063,0.65601,7.72609,5.87298,3
75.7786,65169.3264,0.65362,7.75721,5.93044,3
75.799,65169.3464,0.29928,7.56328,5.26006,3
75.8255,65169.3664,0.23942,7.42921,5.51863,3
75.8378,65169.3864,0.11971,7.64947,5.41329,3
75.8624,65169.4064,0.51715,7.88889,4.7501,3
75.8814,65169.4264,0.65362,8.13071,4.6256,3
75.8981,65169.4464,0.32082,7.62314,5.96156,3
75.9174,65169.4663,-0.00479,7.40287,5.95677,3
75.938,65169.4873,0.52194,7.87453,4.78601,3
75.9586,65169.5074,0.76375,8.2576,4.64715,3
75.9788,65169.5274,0.55306,8.02536,5.06374,3
75.9974,65169.5473,0.25618,7.95833,5.19542,3
76.0177,65169.5672,0.34477,8.2169,5.22175,3
76.0377,65169.5874,0.79487,8.62391,4.98952,3
76.0649,65169.6084,0.9505,8.64786,5.08528,3
76.0834,65169.6294,0.81163,8.51378,4.8722,3
76.1017,65169.6494,0.84994,8.36773,4.82192,3
76.1201,65169.6694,0.45729,8.45153,5.03022,3
76.1413,65169.6894,0.70868,8.73644,5.82988,3
76.1604,65169.7094,1.02472,8.70292,5.37259,3
76.1818,65169.7293,1.28569,9.17698,4.98473,3
76.1995,65169.7494,1.17076,9.22725,4.75488,3
76.2203,65169.7694,0.84994,8.95192,4.56574,3
76.2401,65169.7893,0.64165,8.64307,4.5825,3
76.2623,65169.8094,0.43096,8.60715,4.89614,3
76.2808,65169.8294,0.62728,8.52575,5.19063,3
76.3076,65169.8493,1.075,8.588,5.73651,3
76.3219,65169.8694,1.05824,8.1355,6.92403,3
76.3419,65169.8894,1.26893,8.76996,6.02142,3
76.3613,65169.9093,0.64165,7.79552,5.32949,3
76.3794,65169.9294,0.23463,7.26161,4.97036,3
76.3999,65169.9494,0.59616,7.32386,4.83389,3
76.4252,65169.9693,1.29047,7.53695,5.81791,3
76.443,65169.9894,0.9074,7.20176,7.6399,3
76.4621,65170.0094,0.89064,7.04614,7.19218,3
76.4813,65170.0293,0.22745,6.98867,5.17148,3
76.5028,65170.0494,0.69192,6.95276,5.26485,3
76.5215,65170.0694,1.32639,7.50343,6.50026,3
76.544,65170.0893,2.09253,7.85298,7.96311,3
76.5633,65170.1094,1.24977,7.51061,8.20014,3
76.5812,65170.1294,0.2873,6.83066,6.53378,3
76.6009,65170.1493,0.83558,7.09163,5.45878,3
76.6269,65170.1694,1.55384,7.64947,5.80594,3
76.6452,65170.1894,1.68552,7.85538,6.41167,3
76.6626,65170.2094,1.5275,8.01339,6.07648,3
76.6809,65170.2304,1.49638,7.98706,5.76045,3
76.7017,65170.2503,1.47962,7.95114,5.55934,3
76.7214,65170.2704,1.403,7.86256,5.66708,3
76.742,65170.2904,1.70467,7.89847,6.5242,3
76.7612,65170.3103,1.79326,7.79313,6.88572,3
76.7925,65170.3304,1.30963,7.31189,6.27281,3
76.809,65170.3504,0.48842,6.72531,6.42843,3
76.8235,65170.3703,0.69671,6.80911,6.42604,3
76.857,65170.3904,1.74058,7.51061,6.11719,3
76.8749,65170.4104,2.44209,7.52498,7.19697,3
76.8829,65170.4314,2.31998,7.3095,8.14747,3
76.9063,65170.4513,1.81002,6.51462,7.84819,3
76.9248,65170.4714,1.36948,6.06451,6.42364,3
76.95,65170.4914,1.76213,6.46913,5.30795,3
76.9692,65170.5114,2.39181,6.46434,6.24168,3
76.9831,65170.5324,2.54025,6.55772,7.03895,3
77.0018,65170.5523,1.98479,6.29675,7.33344,3
77.0217,65170.5723,1.73101,6.12916,7.36696,3
77.0552,65170.5923,1.63763,6.03818,6.79474,3
77.0678,65170.6123,2.04704,6.4835,6.1124,3
77.0873,65170.6323,2.02071,6.54814,6.82587,3
77.1059,65170.6524,1.61609,6.15789,7.50822,3
77.1243,65170.6723,1.92494,6.66306,8.21451,3
77.1448,65170.6923,2.18112,6.82826,8.81306,3
77.1636,65170.7124,2.30322,7.01262,8.57364,3
77.1834,65170.7323,2.22421,6.90967,8.21929,3
77.2051,65170.7523,1.86029,6.72531,8.10437,3
77.2263,65170.7724,1.33836,6.31351,7.93678,3
77.245,65170.7923,1.06542,6.25605,7.97509,3
77.2658,65170.8123,1.04387,6.42125,7.434,3
77.2821,65170.8324,1.06063,6.36379,7.17542,3
77.302,65170.8523,1.08218,6.41407,6.82826,3
77.325,65170.8723,1.03908,6.47871,6.67743,3
77.3421,65170.8924,1.30963,6.80911,7.27119,3
77.3617,65170.9123,1.55384,7.13951,6.91206,3
77.3824,65170.9323,1.61369,7.34781,7.22331,3
77.402,65170.9523,1.24738,7.21612,6.91206,3
77.4226,65170.9723,0.577,6.92164,6.49547,3
77.4419,65170.9923,0.11492,6.76841,6.66546,3
77.4631,65171.0133,0.1221,7.24007,6.22732,3
77.4852,65171.0333,0.07183,7.28795,6.46195,3
77.5042,65171.0534,0.31843,7.86495,6.12437,3
77.523,65171.0733,0.43814,7.99185,6.46195,3
77.5433,65171.0933,0.38547,8.29591,6.2776,3
77.5631,65171.1134,0.16281,8.49223,6.07648,3
77.5852,65171.1333,-0.44772,8.08043,6.21295,3
77.6032,65171.1533,-0.7446,7.96551,6.54096,3
77.6238,65171.1734,-0.47645,8.41562,7.03177,3
77.643,65171.1933,0.07901,8.79151,7.11796,3
77.6639,65171.2143,0.16281,9.17458,6.82108,3
77.6844,65171.2343,-0.15562,8.81066,7.13712,3
77.7094,65171.2544,-0.57221,8.17859,7.68539,3
77.727,65171.2743,-0.73981,7.92002,7.42203,3
77.7532,65171.2943,-0.81882,7.80989,6.47392,3
77.7665,65171.3143,-0.67516,7.9296,5.54976,3
77.7865,65171.3344,-0.40701,7.57047,5.782,3
77.8087,65171.3543,-0.03112,7.61596,6.76362,3
77.8264,65171.3743,0.0814,7.30471,7.48188,3
77.8468,65171.3944,-0.18196,7.48667,6.02381,3
77.8785,65171.4143,-0.11971,7.90087,4.68785,3
77.8851,65171.4343,-0.22984,7.66145,4.6663,3
77.9069,65171.4544,-0.25857,7.70694,5.36301,3
77.9275,65171.4743,-0.42377,7.40287,6.14831,3
77.9446,65171.4943,-0.56264,7.0198,6.84742,3
77.966,65171.5144,-0.68714,7.12754,6.30633,3
77.9867,65171.5343,-0.55306,7.21134,5.45399,3
78.0097,65171.5542,-0.11013,7.70454,4.73094,3
78.0262,65171.5744,0.13168,7.71172,4.62799,3
78.049,65171.5943,-0.02155,7.68539,4.87938,3
78.0659,65171.6143,-0.6608,7.3909,4.9967,3
78.1013,65171.6344,-0.96486,7.63272,4.81953,3
78.1148,65171.6543,-0.87388,7.84819,5.05895,3
78.1294,65171.6743,-0.59137,8.21211,4.86502,3
78.1453,65171.6944,-0.26576,8.5042,5.3247,3
78.1752,65171.7143,-0.01915,8.65265,6.58405,3
78.1861,65171.7343,-0.03591,8.68856,6.69419,3
78.2122,65171.7544,0.09337,8.78433,5.96396,3
78.2306,65171.7743,0.05986,8.5473,4.89375,3
78.2456,65171.7943,0.02394,8.67659,5.00388,3
78.2683,65171.8144,0.14844,8.60237,5.70538,3
78.2855,65171.8344,0.31843,8.91601,5.63356,3
78.3057,65171.8543,0.17957,9.2895,5.62159,3
78.3258,65171.8743,0.56743,9.55047,5.68862,3
78.3478,65171.8944,1.17316,9.76595,6.41646,3
78.3653,65171.9143,1.11091,9.24641,6.96473,3
78.3867,65171.9343,0.52672,8.39168,7.44118,3
78.4093,65171.9553,0.33519,7.58244,8.06607,3
78.4313,65171.9754,0.16759,7.00543,7.75003,3
78.4488,65171.9953,-0.01197,6.45956,7.1443,3
78.4708,65172.0174,0.52194,6.75644,5.72693,3
78.4919,65172.0383,0.95768,7.39569,4.82671,3
78.5134,65172.0593,0.85952,7.26401,4.9967,3
78.5406,65172.0813,0.21548,7.02938,4.9536,3
78.5593,65172.1012,0.04549,6.92164,5.85861,3
78.5727,65172.1214,0.31603,7.09402,6.56969,3
78.593,65172.1413,0.65362,7.44597,6.50505,3
78.6122,65172.1613,0.51236,7.19458,5.34386,3
78.6459,65172.1814,-0.05028,6.81629,3.84748,3
78.6583,65172.2013,-0.49081,6.63433,3.46202,3
78.6725,65172.2213,0,7.04614,4.43646,3
78.6955,65172.2414,0.9481,7.78116,5.75566,3
78.7146,65172.2613,0.97444,7.90326,5.40371,3
78.7316,65172.2813,0.22505,7.63511,4.30477,3
78.7518,65172.3013,-0.21308,7.66145,4.23534,3
78.7735,65172.3214,0.26815,8.1355,4.9153,3
78.7938,65172.3413,0.58419,8.51618,5.77242,3
78.8139,65172.3613,0.52672,8.53533,6.12437,3
78.8328,65172.3814,0.10056,8.32464,6.34224,3
78.8552,65172.4013,-0.24181,8.30549,6.09564,3
78.8768,65172.4213,0.60094,8.87291,5.83706,3
78.8948,65172.4414,1.19471,9.22725,6.38534,3
78.9155,65172.4611,1.24977,9.34936,6.69419,3
78.9321,65172.4813,0.75896,9.24401,6.04296,3
78.9514,65172.5014,0.17957,9.3302,5.26964,3
78.9707,65172.5213,0.26097,9.46428,5.14035,3
78.9925,65172.5413,0.21308,9.4571,5.46357,3
79.0109,65172.5614,-0.32082,9.0022,7.29992,3
79.0314,65172.5812,0.3735,8.49223,8.85855,3
79.0543,65172.6013,0.20351,8.03494,8.14029,3
79.0735,65172.6213,0.17238,7.61596,5.76284,3
79.0957,65172.6423,-0.74939,6.90488,4.82671,3
79.116,65172.6623,-1.2785,6.47153,5.39174,3
79.137,65172.6823,-0.65362,7.18261,6.17704,3
79.1552,65172.7033,0.06225,7.86974,5.36062,3
79.1752,65172.7232,0.37828,8.15944,4.26647,3
79.1978,65172.7434,-0.14365,7.45315,5.04219,3
79.2163,65172.7633,-0.68235,6.98867,6.39731,3
79.2341,65172.7833,-0.41659,7.0605,6.85221,3
79.2553,65172.8034,0.23463,7.40766,5.63595,3
79.276,65172.8233,0.35195,7.61356,4.8291,3
79.296,65172.8433,0.11253,7.32865,4.33111,3
79.3215,65172.8634,-0.0431,7.4723,4.11324,3
79.3434,65172.8844,-0.10534,7.37893,4.37421,3
79.3582,65172.9043,-0.17238,7.26161,5.12599,3
79.3772,65172.9253,-0.06704,7.46991,4.47716,3
79.3963,65172.9453,0.01915,7.87214,4.14436,3
79.4175,65172.9653,0.37589,8.6694,5.03022,3
79.4431,65172.9854,0.55067,9.02375,5.92325,3
79.4615,65173.0064,-0.00958,8.74362,5.71496,3
79.4783,65173.0263,-0.56503,8.34858,5.31992,3
79.4978,65173.0463,-0.28012,8.59758,5.98311,3
79.526,65173.0683,0.09816,9.14346,6.19859,3
79.544,65173.0883,0.17717,9.54808,5.30316,3
79.5686,65173.1083,0.29928,9.79947,5.00149,3
79.5834,65173.1293,0.75896,9.91678,5.11401,3
79.6011,65173.1493,1.48201,9.9503,6.57687,3
79.6251,65173.1693,1.65679,9.68455,8.11156,3
79.643,65173.1893,1.2378,8.53054,8.51618,3
79.6619,65173.2094,0.87149,7.71412,6.86178,3
79.6806,65173.2293,0.85473,7.37893,5.82988,3
79.6996,65173.2493,0.26576,6.93121,6.13155,3
79.7195,65173.2694,0.0814,6.94558,5.83706,3
79.7417,65173.2893,0.25618,7.18979,5.32949,3
79.7601,65173.3093,0.38547,7.29513,4.81953,3
79.7802,65173.3294,0.1221,7.42203,4.62799,3
79.8015,65173.3493,0.13408,7.35259,5.47075,3
79.8219,65173.3693,0.28491,7.3071,6.21295,3
79.8433,65173.3894,0.60094,7.44357,6.48589,3
79.8684,65173.4093,1.08457,7.62074,5.58567,3
79.8804,65173.4293,1.10133,7.66145,4.15633,3
79.899,65173.4494,0.56024,7.28795,3.08373,3
79.9189,65173.4693,-0.11971,6.70376,3.25851,3
79.9399,65173.4893,-0.01197,6.9791,3.69904,3
79.9589,65173.5093,0.48123,7.63032,4.22337,3
79.9802,65173.5293,1.20428,8.21929,4.37899,3
80.0014,65173.5493,1.18274,8.65504,4.49392,3
80.0222,65173.5693,0.26576,8.43238,4.98712,3
80.0414,65173.5893,-0.02634,8.37971,5.59285,3
80.0606,65173.6093,0.7015,9.11951,5.96396,3
80.0804,65173.6293,1.23062,9.61511,5.45878,3
80.106,65173.6494,1.12288,9.80426,5.42287,3
80.1246,65173.6693,0.2873,9.24162,6.54096,3
80.1426,65173.6893,-0.22505,8.80827,7.53934,3
80.1642,65173.7094,-0.14126,9.05008,6.94079,3
80.1808,65173.7303,0.22745,9.47146,5.14275,3
80.2012,65173.7503,0.38786,9.54089,4.47955,3
80.2217,65173.7703,0.05028,9.06684,5.34625,3
80.2415,65173.7903,-0.35434,8.21211,7.60159,3
80.2609,65173.8103,-0.90022,7.2281,8.93277,3
80.2903,65173.8303,-1.53708,6.47632,7.83622,3
80.3033,65173.8503,-1.42455,6.43083,5.85382,3
80.3246,65173.8703,-0.75896,6.67503,4.75249,3
80.3499,65173.8903,-0.75417,6.8115,5.32231,3
80.3695,65173.9103,-0.27054,7.20894,6.74447,3
80.3891,65173.9303,-0.05028,7.16345,5.11401,3
80.4026,65173.9503,0,7.4316,5.23373,3
80.4219,65173.9703,-0.54348,6.98389,6.26802,3
80.4408,65173.9903,-0.73981,6.68461,5.86819,3
80.4612,65174.0103,-0.53151,6.83784,5.21936,3
80.4907,65174.0303,-0.03352,6.9767,6.86896,3
80.5104,65174.0503,-0.31603,6.8977,8.1331,3
80.5262,65174.0714,-0.6177,7.12036,6.96952,3
80.5494,65174.0913,-0.27773,7.23767,5.4516,3
80.571,65174.1113,-0.3711,7.16585,5.08768,3
80.587,65174.1314,-0.50518,7.29034,5.53779,3
80.6109,65174.1513,-0.52433,7.17782,5.81073,3
80.6346,65174.1713,-0.50518,7.34062,5.93283,3
80.6512,65174.1913,-0.3735,7.61356,5.53779,3
80.6625,65174.2123,-0.33279,7.82665,5.20499,3
80.6832,65174.2323,-0.09577,8.3414,5.42766,3
80.7027,65174.2523,0.02155,8.44914,6.16268,3
80.7272,65174.2723,-0.10774,8.22408,7.07726,3
80.7507,65174.2923,-0.28252,8.25521,7.42203,3
80.7712,65174.3123,-0.60813,8.42759,6.98867,3
80.7889,65174.3333,-0.46687,8.89925,6.68461,3
80.8099,65174.3533,-0.07422,9.15064,6.05494,3
80.8285,65174.3734,0.21308,9.05248,6.28239,3
80.8466,65174.3933,0.4142,8.43956,7.18261,3
80.8649,65174.4133,0.39265,7.77397,8.80827,3
80.8946,65174.4334,0.30646,7.19458,8.89925,3
80.9278,65174.4533,0.36871,7.04374,7.35738,3
80.9289,65174.4733,0.68474,7.32626,6.57687,3
80.9442,65174.4934,0.62489,6.95994,6.96952,3
80.9635,65174.5133,0.27773,6.56969,7.00304,3
80.9829,65174.5333,0.03831,6.35182,6.04296,3
81.0034,65174.5533,0.39265,6.78996,5.41568,3
81.0228,65174.5733,0.72065,7.05332,5.48512,3
81.0473,65174.5943,0.80685,7.14669,6.12437,3
81.0654,65174.6143,0.54109,6.83545,6.05015,3
81.0871,65174.6343,0.54109,6.96713,5.95917,3
81.1173,65174.6543,0.48363,6.96713,6.20338,3
81.1383,65174.6743,0.50278,6.90727,5.59046,3
81.1491,65174.6943,0.11492,6.82826,5.33907,3
