SensorTimestamp(s),gyro_x,gyro_y,gyro_z
65156.8625,-0.09591,-0.13989,-0.09102
65156.8724,-0.10385,-0.15149,-0.10568
65156.8824,-0.09774,-0.09102,-0.11851
65156.8924,-0.08858,-0.02321,-0.13439
65156.9024,-0.07636,0.04704,-0.15821
65156.9125,-0.1069,0.07453,-0.16677
65156.9225,-0.14233,0.0843,-0.14111
65156.9325,-0.15272,0.08002,-0.10812
65156.9424,-0.13073,0.04154,-0.08125
65156.9524,-0.05559,0.00183,-0.05498
65156.9624,0.05192,-0.02871,-0.01038
65156.9725,0.15638,-0.05009,0.0171
65156.9825,0.24129,-0.03787,0.05925
65156.9925,0.29749,0.01833,0.10507
65157.0024,0.28833,0.11118,0.14233
65157.0124,0.24068,0.18143,0.15516
65157.0224,0.14355,0.22969,0.14233
65157.0325,0.07941,0.26573,0.11362
65157.0425,0.05253,0.24374,0.05376
65157.0525,0.0733,0.19426,0.00855
65157.0624,0.14294,0.11668,-0.02443
65157.0724,0.22174,0.04765,-0.02993
65157.0824,0.27489,-0.05559,0.00244
65157.0924,0.25473,-0.15149,0.04643
65157.1025,0.17104,-0.27184,0.11545
65157.1123,0.09713,-0.28527,0.18326
65157.1225,0.03848,-0.19914,0.2022
65157.1324,0.0226,-0.09591,0.21564
65157.1424,0.00367,-0.00305,0.2248
65157.1524,-0.02627,0.03726,0.20831
65157.1625,-0.08308,0.01466,0.17776
65157.1734,-0.16127,-0.07025,0.11973
65157.1835,-0.24374,-0.16738,0.04581
65157.1934,-0.32742,-0.22785,-0.03971
65157.2035,-0.37874,-0.18754,-0.13561
65157.2134,-0.36591,-0.07391,-0.18631
65157.2234,-0.30727,0.03482,-0.20342
65157.2334,-0.18631,0.11484,-0.14233
65157.2434,0.00122,0.20159,-0.00489
65157.2535,0.16127,0.21441,0.10263
65157.2635,0.24984,0.23518,0.24801
65157.2734,0.26634,0.26695,0.31643
65157.2834,0.25962,0.24251,0.33292
65157.2945,0.27672,0.146,0.28283
65157.3044,0.31826,0.10751,0.20953
65157.3144,0.35247,0.06536,0.16249
65157.3244,0.39462,-0.00855,0.10507
65157.3345,0.41478,-0.0226,0.07514
65157.3445,0.36285,-0.03299,0.02138
65157.3545,0.27,-0.03421,0.00611
65157.3644,0.12584,-0.00916,-0.00061
65157.3744,0.00183,0.01833,0.00367
65157.3844,-0.08552,0.00855,0.00367
65157.3944,-0.0843,0.01405,-0.00244
65157.4045,0.00305,0.0672,-0.00733
65157.4145,0.10873,0.13439,-0.00244
65157.4244,0.18937,0.19426,-0.02199
65157.4344,0.20525,0.23518,-0.00183
65157.4444,0.18021,0.3036,0.04398
65157.4544,0.13989,0.34636,0.0788
65157.4645,0.10812,0.30849,0.09468
65157.4745,0.09285,0.23213,0.08552
65157.4845,0.09957,0.16921,0.08858
65157.4944,0.11912,0.16432,0.08369
65157.5044,0.12462,0.15944,0.07391
65157.5144,0.1295,0.14539,0.06781
65157.5245,0.1179,0.10751,0.07086
65157.5345,0.10812,0.07453,0.09285
65157.5445,0.07636,0.03971,0.11362
65157.5544,0.03543,0.03482,0.13317
65157.5644,-0.00489,0.07575,0.14661
65157.5744,-0.01833,0.10568,0.14111
65157.5845,-0.00367,0.11423,0.13195
65157.5943,0.02566,0.09224,0.11301
65157.6045,0.08308,0.05437,0.1069
65157.6144,0.1295,0.01038,0.10446
65157.6255,0.16188,-0.08247,0.1014
65157.6354,0.18815,-0.13378,0.09346
65157.6454,0.21441,-0.1576,0.07819
65157.6554,0.21502,-0.12462,0.05925
65157.6654,0.16005,-0.07941,0.00855
65157.6755,0.09224,-0.06475,-0.03482
65157.6855,-0.01283,-0.06109,-0.09591
65157.6955,-0.09591,-0.05559,-0.15516
65157.7054,-0.15333,-0.04826,-0.21319
65157.7154,-0.17776,-0.01894,-0.2645
65157.7254,-0.16554,-0.00489,-0.28894
65157.7354,-0.12217,-0.02993,-0.27489
65157.7455,-0.05192,-0.0898,-0.23396
65157.7555,-0.00733,-0.17165,-0.19731
65157.7654,-0.00244,-0.29566,-0.13989
65157.7754,-0.06292,-0.36041,-0.11118
65157.7854,-0.14539,-0.3317,-0.08735
65157.7954,-0.18754,-0.25779,-0.10446
65157.8055,-0.20342,-0.17165,-0.16127
65157.8155,-0.18815,-0.12523,-0.21136
65157.8254,-0.18204,-0.13317,-0.24251
65157.8365,-0.21075,-0.18937,-0.24679
65157.8464,-0.26145,-0.31948,-0.21747
65157.8575,-0.28894,-0.51862,-0.16432
65157.8675,-0.29199,-0.70555,-0.135
65157.8774,-0.26573,-0.85216,-0.135
65157.8874,-0.20281,-0.87048,-0.16554
65157.8974,-0.12828,-0.78985,-0.21869
65157.9075,-0.05864,-0.63225,-0.29444
65157.9175,0.00794,-0.47159,-0.33964
65157.9275,0.09957,-0.23885,-0.35736
65157.9374,0.14661,-0.05803,-0.34086
65157.9474,0.14355,0.08491,-0.31215
65157.9574,0.09346,0.16005,-0.30421
65157.9674,-0.02199,0.20464,-0.30482
65157.9775,-0.13806,0.24374,-0.31826
65157.9875,-0.23091,0.23885,-0.34147
65157.9974,-0.24618,0.15394,-0.3543
65158.0074,-0.21991,-0.02199,-0.34697
65158.0174,-0.16799,-0.18326,-0.31215
65158.0274,-0.08919,-0.32193,-0.26512
65158.0375,-0.04887,-0.42394,-0.20953
65158.0475,-0.03787,-0.45387,-0.12401
65158.0575,-0.05253,-0.41233,-0.0507
65158.0674,-0.05803,-0.29688,0.03176
65158.0774,-0.04154,-0.18021,0.08674
65158.0872,-0.0055,-0.10446,0.12156
65158.0975,0.04948,-0.0843,0.13928
65158.1075,0.09957,-0.07697,0.13867
65158.1175,0.12828,-0.06903,0.11423
65158.1274,0.135,-0.09285,0.07086
65158.1374,0.13928,-0.10385,0.04337
65158.1473,0.15516,-0.08613,0.00794
65158.1575,0.146,-0.07269,-0.00794
65158.1675,0.12034,-0.06781,-0.00244
65158.1775,0.06597,-0.03176,0.011
65158.1874,-0.00794,0.04337,0.00428
65158.1974,-0.08002,0.07575,-0.01038
65158.2074,-0.15944,0.02688,-0.00916
65158.2184,-0.22419,-0.07941,-0.01466
65158.2284,-0.25412,-0.21075,-0.04643
65158.2384,-0.20586,-0.3091,-0.05498
65158.2485,-0.07575,-0.36835,-0.03054
65158.2585,0.08125,-0.37202,0.02321
65158.2685,0.24374,-0.32987,0.09529
65158.2795,0.38851,-0.29077,0.18754
65158.2895,0.47342,-0.19364,0.25656
65158.2994,0.50213,-0.0898,0.25351
65158.3094,0.46792,-0.01466,0.21197
65158.3194,0.36224,0.04459,0.16127
65158.3294,0.19914,0.14905,0.0898
65158.3404,0.06536,0.21625,0.02993
65158.3504,0.00794,0.24312,-0.02199
65158.3614,0.0672,0.2474,-0.05559
65158.3714,0.18754,0.2303,-0.08613
65158.3814,0.29688,0.21686,-0.10873
65158.3915,0.38546,0.29199,-0.13928
65158.4014,0.39645,0.38729,-0.15211
65158.4114,0.30788,0.48564,-0.16371
65158.4214,0.22602,0.52901,-0.16677
65158.4314,0.11973,0.6017,-0.12217
65158.4424,0.02871,0.52412,-0.02932
65158.4524,-0.03726,0.28039,0.08369
65158.4624,-0.05376,0.06597,0.17104
65158.4725,-0.02871,-0.13317,0.25901
65158.4825,0.01955,-0.19242,0.30238
65158.4925,0.09041,-0.17959,0.30849
65158.5032,0.20647,-0.1912,0.30665
65158.5144,0.38485,-0.17349,0.27428
65158.5244,0.47159,-0.11179,0.2138
65158.5344,0.43005,-0.05803,0.15149
65158.5444,0.30299,-0.011,0.09041
65158.5544,0.06353,0.1405,-0.00916
65158.5644,-0.15211,0.34147,-0.12706
65158.5743,-0.33231,0.47464,-0.2303
65158.5844,-0.40561,0.47525,-0.24557
65158.5944,-0.39767,0.36469,-0.18692
65158.6044,-0.31704,0.1686,-0.09591
65158.6144,-0.13744,-0.04643,0.011
65158.6254,0.06781,-0.15699,0.10812
65158.6354,0.27428,-0.14844,0.19181
65158.6454,0.37813,-0.04215,0.22724
65158.6554,0.37202,0.12584,0.22969
65158.6654,0.28772,0.20953,0.21686
65158.6754,0.14783,0.26634,0.20036
65158.6854,0.03115,0.27489,0.18265
65158.6954,-0.04887,0.2645,0.15088
65158.7054,-0.07636,0.24251,0.12034
65158.7154,-0.07514,0.16371,0.07208
65158.7253,-0.0672,0.0733,0.03238
65158.7353,-0.06597,-0.03604,0.00305
65158.7454,-0.07391,-0.0672,-0.00794
65158.7554,-0.09285,-0.02993,0.01222
65158.7654,-0.10385,0.02199,0.03665
65158.7754,-0.10446,0.09896,0.05376
65158.7854,-0.09285,0.16554,0.06048
65158.7954,-0.07086,0.23152,0.05192
65158.8054,-0.06414,0.27367,0.03421
65158.8164,-0.06658,0.3036,-0.00428
65158.8264,-0.08613,0.31948,-0.00489
65158.8364,-0.09529,0.27855,0.0226
65158.8464,-0.08735,0.22174,0.06109
65158.8564,-0.06292,0.15149,0.12034
65158.8664,-0.02932,0.10568,0.17287
65158.8764,0.00244,0.06231,0.22663
65158.8864,0.02749,0.04032,0.26023
65158.8964,0.03299,0.03848,0.27489
65158.9064,0.02077,0.05009,0.24557
65158.9162,-0.00061,0.06536,0.18021
65158.9264,-0.01955,0.08247,0.12034
65158.9364,-0.03054,0.04337,0.04398
65158.9463,-0.05192,-0.01222,0.02443
65158.9564,-0.07941,-0.07086,0.05437
65158.9664,-0.07147,-0.08735,0.08796
65158.9764,-0.02749,-0.09774,0.11301
65158.9864,0.05009,-0.09529,0.12584
65158.9964,0.13073,-0.08125,0.13561
65159.0064,0.16799,-0.02871,0.11851
65159.0164,0.16371,0.02016,0.06292
65159.0264,0.10385,0.07941,0.00611
65159.0374,-0.02871,0.14172,-0.08125
65159.0474,-0.16127,0.1857,-0.14172
65159.0574,-0.27306,0.22541,-0.18509
65159.0674,-0.3207,0.21441,-0.22113
65159.0774,-0.35064,0.12339,-0.22785
65159.0884,-0.32926,-0.01283,-0.19914
65159.0984,-0.24251,-0.16493,-0.12645
65159.1084,-0.13256,-0.26084,-0.05376
65159.1184,-0.00916,-0.30116,0.00977
65159.1284,0.04276,-0.28222,0.04093
65159.1382,0.01588,-0.2364,0.05192
65159.1484,-0.05742,-0.19609,0.04093
65159.1584,-0.16493,-0.15211,0.03787
65159.1684,-0.23335,-0.11423,0.03787
65159.1784,-0.26084,-0.12462,0.01588
65159.1884,-0.25107,-0.14111,0.00305
65159.1984,-0.21747,-0.15394,-0.01772
65159.2084,-0.17898,-0.20647,-0.03543
65159.2184,-0.13744,-0.31032,-0.05803
65159.2284,-0.12645,-0.39889,-0.08613
65159.2384,-0.1069,-0.46731,-0.11851
65159.2484,-0.10446,-0.4777,-0.15455
65159.2584,-0.10018,-0.43249,-0.17776
65159.2684,-0.10079,-0.32865,-0.19364
65159.2794,-0.13317,-0.11484,-0.2303
65159.2894,-0.16738,0.01588,-0.26328
65159.2994,-0.1967,0.11301,-0.28283
65159.3094,-0.18448,0.16066,-0.30177
65159.3194,-0.11606,0.14478,-0.31093
65159.3294,-0.02382,0.06353,-0.28955
65159.3394,0.09529,-0.03299,-0.25045
65159.3504,0.1967,-0.13867,-0.2022
65159.3604,0.25595,-0.21502,-0.16799
65159.3704,0.22846,-0.26695,-0.14661
65159.3804,0.12828,-0.28344,-0.13378
65159.3904,0.0336,-0.26939,-0.13928
65159.4004,-0.07941,-0.2303,-0.15149
65159.4114,-0.14478,-0.20281,-0.16493
65159.4214,-0.15088,-0.19303,-0.16554
65159.4314,-0.12584,-0.19487,-0.16616
65159.4414,-0.0617,-0.21625,-0.14966
65159.4514,0.00672,-0.23457,-0.13073
65159.4614,0.06536,-0.24618,-0.12339
65159.4714,0.08002,-0.23457,-0.12889
65159.4814,0.05253,-0.19242,-0.12339
65159.4914,0.02077,-0.146,-0.12034
65159.5014,-0.03726,-0.07941,-0.10996
65159.5114,-0.0788,-0.04459,-0.11179
65159.5214,-0.10324,-0.011,-0.10751
65159.5314,-0.12584,0.00855,-0.09896
65159.5414,-0.12462,0.01955,-0.08552
65159.5514,-0.11729,-0.00855,-0.10079
65159.5614,-0.09835,-0.00428,-0.10385
65159.5714,-0.07819,0.03726,-0.11057
65159.5814,-0.06597,0.08552,-0.12523
65159.5914,-0.08308,0.08858,-0.14233
65159.6014,-0.09529,0.06903,-0.15088
65159.6114,-0.08308,0.03054,-0.14355
65159.6214,-0.05498,-0.01161,-0.10751
65159.6314,-0.02077,-0.02566,-0.04215
65159.6414,0.02871,-0.01527,0.03482
65159.6514,0.06048,0.00061,0.07086
65159.6614,0.06658,0.02932,0.08063
65159.6714,0.04643,0.06964,0.07208
65159.6814,0.00183,0.16249,0.05437
65159.6914,-0.02382,0.20036,0.03848
65159.7014,-0.0336,0.18998,0.01527
65159.7114,-0.01833,0.16371,-0.00305
65159.7214,0.02932,0.12523,-0.01344
65159.7314,0.08491,0.08735,-0.01955
65159.7414,0.14722,0.09407,-0.03115
65159.7514,0.20281,0.15821,-0.05315
65159.7614,0.21319,0.24801,-0.07575
65159.7714,0.14844,0.31582,-0.08369
65159.7814,0.00489,0.3427,-0.06353
65159.7914,-0.13011,0.30543,-0.04154
65159.8014,-0.27978,0.19487,-0.03787
65159.8114,-0.3427,0.08063,-0.05192
65159.8214,-0.34575,0.01405,-0.07208
65159.8314,-0.31704,0.02566,-0.07575
65159.8414,-0.26573,0.03726,-0.05376
65159.8514,-0.25168,0.00611,-0.04581
65159.8614,-0.281,-0.06048,-0.02993
65159.8714,-0.33353,-0.11973,-0.00794
65159.8814,-0.37324,-0.16249,0
65159.8914,-0.36408,-0.11851,0.00489
65159.9014,-0.28405,-0.01527,0.01649
65159.9114,-0.19303,0.05009,0.05986
65159.9214,-0.11729,0.08674,0.14294
65159.9313,-0.08308,0.0733,0.22358
65159.9414,-0.05192,0.0672,0.31765
65159.9514,-0.00611,0.10629,0.40378
65159.9614,0.07514,0.15944,0.45876
65159.9714,0.15882,0.1741,0.47403
65159.9814,0.29688,0.14478,0.47831
65159.9914,0.41233,0.11362,0.46976
65160.0014,0.47159,0.10934,0.43066
65160.0114,0.43249,0.11606,0.39034
65160.0214,0.28955,0.12095,0.33353
65160.0314,0.16982,0.10629,0.29444
65160.0414,0.04154,0.0672,0.25045
65160.0514,-0.01405,0.0391,0.20647
65160.0624,-0.03299,-0.00672,0.15821
65160.0724,-0.00855,-0.02566,0.13561
65160.0824,0.04337,-0.01344,0.09835
65160.0924,0.10324,0.0171,0.07147
65160.1034,0.14416,0.06109,0.02505
65160.1134,0.13928,0.07269,0.00733
65160.1234,0.10018,0.05742,0.00061
65160.1334,0.06475,0.08369,0.00489
65160.1434,0.05498,0.1295,-0.00611
65160.1533,0.08919,0.18509,-0.03848
65160.1634,0.13134,0.30665,-0.06597
65160.1734,0.12523,0.38057,-0.0788
65160.1834,0.08735,0.39462,-0.06231
65160.1934,0.06475,0.33353,-0.02688
65160.2034,0.04948,0.22235,0.00733
65160.2134,0.04154,0.13561,0.03726
65160.2234,0.02566,0.07453,0.04948
65160.2334,-0.01466,0.04093,0.05681
65160.2434,-0.04459,0.0226,0.05376
65160.2534,-0.05192,0.00489,0.06353
65160.2634,-0.03665,0.02505,0.07941
65160.2734,-0.01344,0.07697,0.10018
65160.2834,0.02138,0.13989,0.11118
65160.2933,0.0391,0.14355,0.11362
65160.3034,0.05437,0.12462,0.11484
65160.3133,0.04704,0.10079,0.1179
65160.3234,0.03299,0.05681,0.12462
65160.3334,0.011,0.00672,0.11606
65160.3432,0.00122,-0.04337,0.09713
65160.3534,-0.00794,-0.07941,0.07697
65160.3634,-0.00122,-0.10324,0.04948
65160.3734,0.0055,-0.12278,0.01466
65160.3834,0.02077,-0.11301,-0.02199
65160.3934,0.03726,-0.09285,-0.05437
65160.4034,0.0336,-0.07941,-0.08613
65160.4134,0.00611,-0.08796,-0.10079
65160.4232,-0.03176,-0.12828,-0.09102
65160.4334,-0.05131,-0.18021,-0.07636
65160.4434,-0.06475,-0.21625,-0.05253
65160.4534,-0.07025,-0.21258,-0.02688
65160.4634,-0.05925,-0.16616,0.02566
65160.4734,-0.03848,-0.15211,0.06475
65160.4834,0.00244,-0.14661,0.10996
65160.4934,0.04643,-0.1179,0.1405
65160.5034,0.08919,-0.07269,0.17471
65160.5134,0.09774,-0.0733,0.21747
65160.5234,0.07269,-0.10568,0.26084
65160.5334,0.04581,-0.13683,0.27733
65160.5433,0.0171,-0.15821,0.27367
65160.5534,-0.01161,-0.17226,0.26389
65160.5634,-0.02871,-0.18631,0.25656
65160.5734,-0.0507,-0.18631,0.21747
65160.5834,-0.09102,-0.20159,0.14294
65160.5934,-0.14539,-0.18021,0.05253
65160.6034,-0.18937,-0.12401,-0.04398
65160.6134,-0.20464,-0.0898,-0.12828
65160.6234,-0.18937,-0.07391,-0.1967
65160.6334,-0.17898,-0.07636,-0.22358
65160.6434,-0.17349,-0.11729,-0.22297
65160.6534,-0.18082,-0.18448,-0.21197
65160.6634,-0.17837,-0.2364,-0.19731
65160.6734,-0.16677,-0.25901,-0.19303
65160.6834,-0.13744,-0.20036,-0.19487
65160.6934,-0.10996,-0.18265,-0.16738
65160.7044,-0.01955,-0.22724,-0.11912
65160.7144,0.07391,-0.20281,-0.08552
65160.7243,0.19731,-0.12401,-0.07147
65160.7344,0.26634,-0.06536,-0.08613
65160.7444,0.29016,-0.00733,-0.09285
65160.7544,0.2755,0.0281,-0.08858
65160.7644,0.20586,0.00855,-0.08308
65160.7744,0.11973,-0.05437,-0.08858
65160.7844,-0.02138,-0.13867,-0.08369
65160.7944,-0.1405,-0.17104,-0.05131
65160.8044,-0.27855,-0.10812,-0.04765
65160.8144,-0.42516,0.00672,-0.0562
65160.8244,-0.52229,0.09896,-0.08858
65160.8354,-0.50213,0.04826,-0.09041
65160.8454,-0.40989,-0.0171,-0.06414
65160.8554,-0.31093,-0.02077,-0.05009
65160.8654,-0.20892,0.05192,-0.05376
65160.8754,-0.14905,0.07697,-0.10934
65160.8854,-0.10385,0.02199,-0.17471
65160.8954,-0.05192,-0.06658,-0.24312
65160.9054,-0.00733,-0.14844,-0.26512
65160.9154,0.02932,-0.18998,-0.25962
65160.9254,0.01527,-0.21258,-0.26573
65160.9354,-0.02382,-0.10018,-0.23396
65160.9454,-0.10934,0.13989,-0.19426
65160.9554,-0.17471,0.31215,-0.16188
65160.9654,-0.15149,0.38057,-0.09713
65160.9754,-0.05498,0.3427,-0.06597
65160.9854,0.13256,0.26878,-0.05986
65160.9954,0.27122,0.22969,-0.0733
65161.0054,0.2926,0.24557,-0.09529
65161.0154,0.18021,0.24557,-0.16005
65161.0254,-0.00489,0.21197,-0.22724
65161.0354,-0.07025,0.13622,-0.23702
65161.0454,0.00489,0.01833,-0.20342
65161.0554,0.12523,-0.09957,-0.13928
65161.0653,0.19181,-0.17226,-0.02382
65161.0754,0.15821,-0.11912,0.12217
65161.0854,0.05192,0.09163,0.21014
65161.0954,-0.00367,0.24618,0.16432
65161.1064,0.00672,0.22419,0.04154
65161.1174,0.00855,0.09896,-0.08186
65161.1284,0.01405,0.04887,-0.14478
65161.1384,0.05437,0.05803,-0.12034
65161.1484,0.12828,0.00428,-0.09041
65161.1584,0.20464,-0.06536,-0.05009
65161.1684,0.25656,-0.00794,-0.00183
65161.1784,0.27306,0.09713,0.01405
65161.1884,0.24435,0.19364,0.00855
65161.1984,0.20159,0.24984,-0.0055
65161.2084,0.16066,0.24923,0.01344
65161.2184,0.15272,0.19181,0.0226
65161.2284,0.12523,0.17104,0.02993
65161.2384,0.15211,0.17532,0.06536
65161.2484,0.21014,0.13561,0.05437
65161.2584,0.30849,0.11851,0.02505
65161.2684,0.39462,0.06842,-0.06231
65161.2784,0.39645,-0.01588,-0.13989
65161.2884,0.32193,0.0336,-0.17837
65161.2984,0.22297,0.14783,-0.16799
65161.3084,0.14355,0.20892,-0.10934
65161.3184,0.09591,0.18815,-0.07208
65161.3284,0.06048,0.16616,-0.02627
65161.3384,0.06292,0.22907,0.01344
65161.3484,0.12278,0.30482,0.04032
65161.3583,0.21686,0.30788,0.04154
65161.3684,0.281,0.21991,0.04215
65161.3784,0.2584,0.15821,0.0171
65161.3884,0.11729,0.21686,-0.03054
65161.3984,-0.00611,0.34636,-0.08858
65161.4084,-0.06964,0.42089,-0.15882
65161.4184,0.00489,0.3207,-0.19731
65161.4282,0.08491,0.00916,-0.25168
65161.4384,0.00794,-0.1857,-0.19853
65161.4484,-0.09896,-0.17165,-0.08125
65161.4584,-0.09957,-0.09468,-0.06353
65161.4684,0.19426,-0.08552,-0.13928
65161.4784,0.52779,-0.30849,-0.1576
65161.4884,0.70433,-0.49419,-0.07391
65161.4984,0.70983,-0.54123,0.02688
65161.5084,0.55039,-0.44043,0.12156
65161.5184,0.33781,-0.18815,0.19426
65161.5284,0.11729,0.02505,0.21808
65161.5384,-0.12339,0.12767,0.20892
65161.5484,-0.37202,0.19487,0.21991
65161.5584,-0.55161,0.27672,0.23885
65161.5684,-0.56627,0.38607,0.22419
65161.5784,-0.42211,0.39156,0.15638
65161.5884,-0.22235,0.21136,0.0507
65161.5984,-0.13195,-0.09957,0.03054
65161.6084,-0.09407,-0.38973,0.13073
65161.6184,-0.0733,-0.44349,0.24984
65161.6284,-0.04826,-0.32865,0.30421
65161.6384,-0.02932,-0.10507,0.34208
65161.6484,0.01527,0.18204,0.3708
65161.6584,0.03543,0.34147,0.33659
65161.6684,0.04765,0.36774,0.25779
65161.6784,0.03299,0.28405,0.18326
65161.6884,-0.02016,0.10812,0.09713
65161.6984,-0.10568,-0.02688,0.06048
65161.7084,-0.22969,-0.12584,0.04643
65161.7184,-0.33903,-0.17104,0.03665
65161.7283,-0.42333,-0.18692,0.01283
65161.7384,-0.42272,-0.17226,-0.00428
65161.7484,-0.34392,-0.17837,-0.0281
65161.7584,-0.2419,-0.16616,-0.04093
65161.7684,-0.0733,-0.0898,-0.02993
65161.7784,0.04704,0.00672,-0.03421
65161.7884,0.11362,0.18937,-0.01649
65161.7984,0.10812,0.34392,0.01649
65161.8083,0.03665,0.47831,0.05376
65161.8184,-0.04093,0.47281,0.09591
65161.8284,-0.12401,0.37629,0.11668
65161.8394,-0.14783,0.21258,0.12767
65161.8494,-0.11851,-0.0281,0.12828
65161.8594,-0.06597,-0.20036,0.13989
65161.8694,-0.00428,-0.21441,0.16738
65161.8794,0.0171,-0.16188,0.17959
65161.8894,0.01161,-0.06842,0.18082
65161.8994,-0.03176,0.00305,0.15455
65161.9094,-0.10079,0.08186,0.13134
65161.9194,-0.16127,0.13011,0.10324
65161.9294,-0.20586,0.15699,0.06414
65161.9394,-0.23518,0.15944,0.03421
65161.9494,-0.2248,0.10446,0.0055
65161.9594,-0.16616,0.00061,-0.00855
65161.9694,-0.09102,-0.11423,-0.01955
65161.9804,-0.01833,-0.18448,-0.03115
65161.9904,0.04093,-0.21808,-0.03482
65162.0004,0.04765,-0.18815,-0.04154
65162.0104,0.01161,-0.1124,-0.04704
65162.0204,-0.03848,-0.00977,-0.04887
65162.0304,-0.10324,0.05437,-0.04398
65162.0404,-0.13317,0.04398,-0.02443
65162.0504,-0.12767,-0.0336,0.01894
65162.0604,-0.10629,-0.16677,0.05559
65162.0704,-0.02077,-0.43371,0.08858
65162.0804,0.07208,-0.58277,0.09285
65162.0904,0.1179,-0.51435,0.07758
65162.1004,0.10446,-0.42272,0.04643
65162.1104,0.07453,-0.35064,-0.00061
65162.1204,0.05864,-0.2529,-0.03787
65162.1304,0.02871,-0.16066,-0.07941
65162.1404,-0.02627,-0.16554,-0.10263
65162.1504,-0.08919,-0.1857,-0.08002
65162.1604,-0.12217,-0.20708,-0.05192
65162.1704,-0.11301,-0.27794,-0.03299
65162.1804,-0.0788,-0.33659,-0.01649
65162.1904,-0.0336,-0.37018,0.01405
65162.2004,-0.02627,-0.3427,0.02688
65162.2104,-0.06536,-0.28283,0.0171
65162.2214,-0.14844,-0.16921,-0.01588
65162.2314,-0.23274,-0.05742,-0.05742
65162.2414,-0.30788,0.02077,-0.10629
65162.2514,-0.3598,0.10263,-0.18143
65162.2614,-0.37018,0.16432,-0.25351
65162.2714,-0.36346,0.1686,-0.2926
65162.2814,-0.36713,0.06414,-0.3036
65162.2914,-0.30116,-0.10629,-0.29138
65162.3014,-0.18754,-0.21991,-0.22541
65162.3114,-0.05498,-0.37018,-0.13011
65162.3214,0.04704,-0.47709,-0.04398
65162.3314,0.17226,-0.50946,0.07514
65162.3414,0.27122,-0.43188,0.18815
65162.3514,0.37568,-0.35186,0.28588
65162.3614,0.46304,-0.34208,0.31765
65162.3714,0.54489,-0.29932,0.30177
65162.3824,0.52046,-0.18387,0.28772
65162.3924,0.44043,-0.02566,0.2865
65162.4024,0.36835,0.0617,0.27611
65162.4124,0.29871,0.16921,0.19487
65162.4224,0.20464,0.25168,0.08552
65162.4324,0.07697,0.26573,-0.01772
65162.4422,-0.01955,0.18998,-0.08613
65162.4524,-0.11423,0.06597,-0.17715
65162.4623,-0.17898,0,-0.24007
65162.4724,-0.22174,-0.10018,-0.26573
65162.4824,-0.23824,-0.16677,-0.24068
65162.4924,-0.2419,-0.18326,-0.17776
65162.5023,-0.24801,-0.15638,-0.12584
65162.5123,-0.27428,-0.14416,-0.06353
65162.5223,-0.2755,-0.14478,-0.02688
65162.5324,-0.23152,-0.16066,-0.02016
65162.5423,-0.16127,-0.14111,-0.02566
65162.5523,-0.02688,-0.11912,-0.02077
65162.5623,0.08796,-0.10873,-0.00733
65162.5722,0.18998,-0.09835,0.02688
65162.5823,0.22297,-0.0843,0.0617
65162.5923,0.22113,-0.03299,0.09957
65162.6023,0.18143,0.03665,0.10812
65162.6123,0.13867,0.14233,0.10751
65162.6224,0.11912,0.19914,0.09468
65162.6323,0.10812,0.20953,0.03421
65162.6423,0.10751,0.20769,-0.02199
65162.6523,0.09957,0.19059,-0.07086
65162.6623,0.08002,0.15027,-0.10263
65162.6723,0.06048,0.06781,-0.13439
65162.6824,0.05192,0.07147,-0.15577
65162.6923,0.04337,0.13134,-0.14478
65162.7023,0.02566,0.18754,-0.135
65162.7123,-0.00916,0.21136,-0.10873
65162.7223,-0.02993,0.24862,-0.08308
65162.7323,-0.08125,0.2865,-0.04215
65162.7424,-0.14233,0.30482,-0.00428
65162.7523,-0.19426,0.25779,0.03421
65162.7623,-0.20953,0.21869,0.06292
65162.7723,-0.16982,0.22174,0.09529
65162.7823,-0.10018,0.2248,0.12156
65162.7923,0.00672,0.22846,0.17654
65162.8024,0.07941,0.29138,0.24251
65162.8123,0.15211,0.35919,0.32681
65162.8223,0.1741,0.37996,0.38851
65162.8323,0.1576,0.39401,0.44288
65162.8423,0.13134,0.42883,0.4722
65162.8523,0.09713,0.45754,0.46365
65162.8624,0.07391,0.45448,0.44288
65162.8723,0.04887,0.43921,0.40989
65162.8823,0.02138,0.45448,0.38118
65162.8923,-0.00611,0.48625,0.36713
65162.9023,-0.01649,0.51068,0.35736
65162.9123,0.01161,0.52168,0.36957
65162.9223,0.07453,0.50641,0.37141
65162.9324,0.16493,0.49175,0.37446
65162.9423,0.22235,0.50396,0.38485
65162.9521,0.20403,0.46914,0.40806
65162.9623,0.13561,0.39828,0.43799
65162.9723,0.03421,0.36285,0.44471
65162.9823,-0.02199,0.38423,0.42394
65162.9924,-0.05742,0.45143,0.35064
65163.0023,-0.10079,0.562,0.25168
65163.0123,-0.17593,0.74342,0.13134
65163.0221,-0.23274,0.87537,0.05864
65163.0323,-0.29749,0.89797,0.02443
65163.0423,-0.30543,0.81489,0.06658
65163.0524,-0.28039,0.65485,0.16249
65163.0623,-0.2364,0.51068,0.25107
65163.0723,-0.19426,0.37874,0.30116
65163.0823,-0.18509,0.26939,0.32926
65163.0923,-0.21564,0.20097,0.34697
65163.1023,-0.24251,0.2303,0.3488
