AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z,Accuracy
46.3929,65139.9426,0.15882,-0.07025,-0.05925,3
46.4051,65139.9526,0.11301,-0.08186,-0.05131,3
46.4124,65139.9626,0.07697,-0.0617,-0.04826,3
46.4247,65139.9724,0.05559,-0.02627,-0.05803,3
46.4328,65139.9826,0.06109,0.02505,-0.07025,3
46.446,65139.9926,0.09102,0.08063,-0.08125,3
46.4532,65140.0026,0.12523,0.12278,-0.07819,3
46.4663,65140.0126,0.16188,0.13683,-0.0562,3
46.4766,65140.0226,0.19853,0.15333,-0.0336,3
46.4854,65140.0326,0.23396,0.12767,-0.01955,3
46.4934,65140.0426,0.25412,0.06964,-0.04276,3
46.5068,65140.0526,0.25229,0.00916,-0.07208,3
46.513,65140.0636,0.22358,0.01772,-0.09163,3
46.5263,65140.0736,0.16371,0.05498,-0.09224,3
46.5347,65140.0836,0.10507,0.09407,-0.09591,3
46.5463,65140.0936,0.06658,0.13622,-0.07758,3
46.5529,65140.1036,0.07086,0.15882,-0.06231,3
46.5655,65140.1136,0.09346,0.146,-0.04215,3
46.5732,65140.1236,0.10934,0.10507,-0.02749,3
46.5853,65140.1336,0.10385,0.07941,0.01161,3
46.5953,65140.1436,0.09468,0.06475,0.04093,3
46.6087,65140.1536,0.06231,0.04643,0.0788,3
46.6144,65140.1636,0.04276,0.01894,0.10812,3
46.631,65140.1736,0.00855,-0.03787,0.14661,3
46.6405,65140.1836,0.00244,-0.09468,0.16127,3
46.6474,65140.1936,0.00061,-0.12645,0.15577,3
46.6548,65140.2036,0.01222,-0.12278,0.13561,3
46.6683,65140.2136,0.02199,-0.0843,0.09896,3
46.673,65140.2236,0.01405,-0.03726,0.07636,3
46.6894,65140.2336,0.00611,0.00367,0.06475,3
46.6956,65140.2436,0.00855,0.011,0.05864,3
46.7052,65140.2536,0.02871,-0.01955,0.06109,3
46.7128,65140.2636,0.06597,-0.0672,0.07514,3
46.7274,65140.2736,0.12278,-0.10996,0.07941,3
46.7336,65140.2836,0.15394,-0.13011,0.06536,3
46.746,65140.2936,0.17349,-0.12339,0.04581,3
46.7579,65140.3046,0.16554,-0.10079,0.02077,3
46.7702,65140.3146,0.13867,-0.08735,-0.02566,3
46.7759,65140.3246,0.10201,-0.05986,-0.07208,3
46.7864,65140.3346,0.04154,0.00489,-0.13989,3
46.7943,65140.3446,0.00611,0.03115,-0.19181,3
46.8082,65140.3546,-0.01161,0.02627,-0.22113,3
46.8141,65140.3646,-0.00428,0.0055,-0.23213,3
46.8281,65140.3746,0.00244,-0.01588,-0.22541,3
46.8516,65140.3856,-0.00428,-0.03176,-0.18692,3
46.8584,65140.3956,-0.00794,-0.04398,-0.14294,3
46.8715,65140.4056,-0.0055,-0.06597,-0.09591,3
46.8767,65140.4156,0.00122,-0.09163,-0.06536,3
46.8802,65140.4256,0.01527,-0.09652,-0.02993,3
46.8916,65140.4356,0.03238,-0.09285,-0.00305,3
46.8967,65140.4456,0.04581,-0.10751,0.00305,3
46.9069,65140.4556,0.06048,-0.1124,0.01222,3
46.9228,65140.4656,0.05131,-0.08796,0.01833,3
46.9287,65140.4756,0.03238,-0.05131,0.03421,3
46.9352,65140.4856,0.02505,-0.01466,0.03971,3
46.9465,65140.4956,0.02627,0.02993,0.02749,3
46.9548,65140.5056,0.04093,0.0281,0.01527,3
46.9673,65140.5156,0.04826,0.00611,0.00305,3
46.9747,65140.5256,0.05986,-0.02443,-0.00305,3
46.988,65140.5356,0.05315,-0.07697,-0.00916,3
46.997,65140.5466,0.05864,-0.09652,-0.01344,3
47.0178,65140.5566,0.06109,-0.08063,-0.01405,3
47.0276,65140.5666,0.0672,-0.03848,-0.02382,3
47.0314,65140.5766,0.06842,0.00672,-0.03726,3
47.0377,65140.5866,0.06109,0.05009,-0.04581,3
47.0489,65140.5966,0.05559,0.07453,-0.04826,3
47.0596,65140.6066,0.04032,0.09224,-0.04704,3
47.0683,65140.6166,0.02505,0.08369,-0.05192,3
47.0782,65140.6266,0.01222,0.0171,-0.05925,3
47.0892,65140.6366,-0.00489,-0.07208,-0.06964,3
47.0972,65140.6466,-0.011,-0.13073,-0.07453,3
47.1079,65140.6566,-0.00916,-0.18631,-0.0843,3
47.1161,65140.6666,-0.01405,-0.17532,-0.0898,3
47.1294,65140.6766,-0.01588,-0.13134,-0.08735,3
47.1419,65140.6866,-0.00977,-0.07086,-0.07697,3
47.151,65140.6976,0.01772,-0.01344,-0.05559,3
47.1577,65140.7076,0.05315,0.03482,-0.03238,3
47.1747,65140.7176,0.09529,0.0562,-0.02443,3
47.177,65140.7276,0.11545,0.05681,-0.0336,3
47.1889,65140.7376,0.13561,0.04215,-0.05376,3
47.2032,65140.7476,0.146,0.01588,-0.0733,3
47.2101,65140.7576,0.14539,-0.02382,-0.09346,3
47.2175,65140.7676,0.12828,-0.05681,-0.10079,3
47.2293,65140.7776,0.09346,-0.07391,-0.10079,3
47.2418,65140.7876,0.05803,-0.0898,-0.09835,3
47.2538,65140.7976,0.01283,-0.09285,-0.08247,3
47.262,65140.8076,-0.02199,-0.05559,-0.06231,3
47.2696,65140.8176,-0.04337,-0.00061,-0.0452,3
47.2772,65140.8276,-0.0281,0.04826,-0.03482,3
47.2892,65140.8376,-0.02443,0.07208,-0.02443,3
47.3014,65140.8476,-0.04948,0.01038,-0.01161,3
47.3105,65140.8576,-0.05803,-0.05742,0.01283,3
47.3187,65140.8676,-0.05498,-0.0733,0.02688,3
47.3384,65140.8776,-0.04948,-0.09835,0.03176,3
47.3417,65140.8876,-0.04032,-0.11423,0.02749,3
47.3538,65140.8976,-0.0281,-0.12095,0.02016,3
47.3605,65140.9076,-0.00733,-0.08491,0.01038,3
47.3694,65140.9176,0.01161,-0.0281,0.00367,3
47.3818,65140.9276,0.02016,0.02199,0.00855,3
47.3906,65140.9376,0.01344,0.05742,0.01222,3
47.3972,65140.9476,-0.00733,0.04948,0.01894,3
47.4111,65140.9576,-0.03848,0.02199,0.03176,3
47.4193,65140.9676,-0.05009,-0.011,0.03299,3
47.4293,65140.9776,-0.04337,-0.05925,0.04459,3
47.4377,65140.9876,-0.02993,-0.11668,0.04765,3
47.4503,65140.9975,0.00428,-0.15516,0.05803,3
47.4569,65141.0076,0.02566,-0.1576,0.04215,3
47.4721,65141.0176,0.02505,-0.11973,0.02932,3
47.477,65141.0276,-0.00305,-0.05864,0.02199,3
47.4911,65141.0376,-0.03543,0.00244,0.02932,3
47.497,65141.0476,-0.04948,0.0452,0.0452,3
47.509,65141.0576,-0.04765,0.05009,0.05192,3
47.5187,65141.0676,-0.01588,0.02871,0.05315,3
47.5316,65141.0776,0.0055,-0.04459,0.0391,3
47.5383,65141.0886,0.00122,-0.09529,0.02566,3
47.5504,65141.0986,-0.01955,-0.13806,0.00611,3
47.5581,65141.1086,-0.03054,-0.15516,-0.02688,3
47.5762,65141.1186,-0.0336,-0.15149,-0.04887,3
47.586,65141.1286,-0.03299,-0.12462,-0.09163,3
47.5939,65141.1386,-0.0281,-0.05437,-0.11912,3
47.5987,65141.1486,-0.01894,0.02749,-0.13744,3
47.6111,65141.1586,-0.00244,0.10934,-0.12584,3
47.619,65141.1686,0.00489,0.13317,-0.10568,3
47.6329,65141.1786,-0.00672,0.10751,-0.07391,3
47.6381,65141.1886,-0.00855,0.0733,-0.03971,3
47.6545,65141.1986,-0.00977,0.01161,0.00977,3
47.6621,65141.2086,0.00183,-0.05376,0.03543,3
47.6704,65141.2186,0.01649,-0.11912,0.06048,3
47.6789,65141.2286,0.02627,-0.13989,0.07025,3
47.696,65141.2386,0.03543,-0.11729,0.06048,3
47.698,65141.2486,0.01833,-0.07453,0.03299,3
47.7105,65141.2586,-0.01161,-0.00611,0.00428,3
47.7187,65141.2686,-0.03604,0.06536,-0.00794,3
47.731,65141.2786,-0.04704,0.10996,-0.01649,3
47.7383,65141.2886,-0.03054,0.09774,-0.02199,3
47.7505,65141.2986,0.00305,0.03543,-0.01833,3
47.7581,65141.3084,0.0336,-0.01833,-0.00672,3
47.7707,65141.3186,0.0617,-0.06842,0.00672,3
47.7825,65141.3286,0.0672,-0.08002,0.01466,3
47.7906,65141.3386,0.05009,-0.07147,0.00489,3
47.7985,65141.3486,0.03604,-0.05009,-0.00122,3
47.8117,65141.3586,-0.00183,-0.03482,-0.00855,3
47.8182,65141.3686,-0.0452,-0.02138,-0.02627,3
47.8316,65141.3786,-0.08735,0.01283,-0.03176,3
47.8452,65141.3896,-0.1179,0.05009,-0.03299,3
47.8593,65141.3996,-0.12034,0.06048,-0.01894,3
47.8733,65141.4096,-0.09346,0.05131,-0.01283,3
47.8859,65141.4195,-0.04154,0.00367,-0.00855,3
47.8892,65141.4296,0.01588,-0.03787,-0.00183,3
47.8996,65141.4396,0.05864,-0.06475,0,3
47.901,65141.4496,0.06658,-0.08674,-0.00977,3
47.918,65141.4596,0.04459,-0.06658,-0.00428,3
47.9196,65141.4696,0.00733,-0.01466,-0.00183,3
47.9368,65141.4806,-0.05009,0.05192,-0.00244,3
47.9415,65141.4906,-0.08186,0.0898,0.00305,3
47.9535,65141.5006,-0.1014,0.11606,0.01955,3
47.9599,65141.5106,-0.08552,0.08796,0.02382,3
47.9744,65141.5206,-0.04459,0.02321,0.02749,3
47.9799,65141.5306,-0.00061,-0.02871,0.0336,3
47.992,65141.5406,0.05376,-0.05864,0.04337,3
48.0002,65141.5506,0.08002,-0.0733,0.04154,3
48.0143,65141.5606,0.07453,-0.07819,0.02505,3
48.0254,65141.5706,0.06048,-0.06964,0.01161,3
48.0345,65141.5806,0.01894,-0.03176,-0.00305,3
48.04,65141.5906,-0.02077,0.01344,-0.0171,3
48.0524,65141.6006,-0.07391,0.0336,-0.0171,3
48.0602,65141.6106,-0.10568,0.04154,-0.00305,3
48.0721,65141.6206,-0.1014,0.04398,0.01038,3
48.0802,65141.6306,-0.08002,0.03115,0.02321,3
48.0923,65141.6406,-0.03726,0,0.03726,3
48.1005,65141.6506,-0.00061,-0.02443,0.04337,3
48.1155,65141.6606,0.04215,-0.03054,0.03971,3
48.1226,65141.6706,0.04581,-0.03482,0.03848,3
48.134,65141.6806,0.0226,-0.03543,0.03787,3
48.1414,65141.6916,-0.01955,-0.02138,0.03238,3
48.1544,65141.7016,-0.05131,-0.01772,0.03421,3
48.163,65141.7116,-0.06597,-0.01649,0.03604,3
48.1788,65141.7216,-0.06536,-0.011,0.05009,3
48.1837,65141.7316,-0.05192,-0.01161,0.06353,3
48.1959,65141.7416,-0.02138,-0.02077,0.06475,3
48.2095,65141.7516,-0.00428,-0.04032,0.05376,3
48.2217,65141.7616,0.00672,-0.03543,0.03115,3
48.2331,65141.7716,0.01344,-0.00305,0.01161,3
48.2352,65141.7816,0.00428,0.01772,-0.00611,3
48.2412,65141.7916,-0.01588,0.0226,-0.011,3
48.2532,65141.8016,-0.0391,0.01283,-0.01527,3
48.2611,65141.8116,-0.05559,-0.01222,-0.00916,3
48.273,65141.8216,-0.04765,-0.01955,0.00244,3
48.2811,65141.8316,-0.02932,-0.02443,0.011,3
48.2993,65141.8416,0.00122,-0.01466,0.0226,3
48.303,65141.8524,0.03421,0.01955,0.02627,3
48.3142,65141.8626,0.05864,0.03176,0.02566,3
48.3221,65141.8726,0.06414,0.03176,0.02993,3
48.3346,65141.8826,0.04643,0.011,0.02566,3
48.342,65141.8926,0.01955,-0.02077,0.0171,3
48.3558,65141.9026,-0.02688,-0.05009,0.01344,3
48.3631,65141.9126,-0.07208,-0.06414,-0.00428,3
48.3758,65141.9224,-0.10629,-0.05742,-0.01527,3
48.383,65141.9326,-0.10568,-0.03299,-0.01344,3
48.3991,65141.9426,-0.07697,-0.02077,-0.00977,3
48.4034,65141.9526,-0.03482,-0.03482,-0.0055,3
48.4197,65141.9636,0.00794,-0.03665,0.0055,3
48.425,65141.9736,0.02199,-0.01772,0.01466,3
48.44,65141.9836,0.00672,0.02138,0.01649,3
48.4448,65141.9936,-0.00428,0.03848,0.01405,3
48.4579,65142.0046,0.00977,0.02932,0.01588,3
48.4664,65142.0144,0.02566,0.02016,0.00977,3
48.4767,65142.0246,0.04093,0.00733,0.01283,3
48.4844,65142.0346,0.03421,-0.00244,0.03543,3
48.4963,65142.0446,0.01283,-0.00183,0.0562,3
48.5095,65142.0546,-0.01344,-0.00733,0.07086,3
48.5235,65142.0646,-0.00611,-0.0226,0.07941,3
48.5258,65142.0746,0.02016,-0.0281,0.0733,3
48.5373,65142.0846,0.03971,-0.03482,0.06292,3
48.5445,65142.0946,0.04704,-0.05498,0.03726,3
48.5581,65142.1046,0.0281,-0.0672,0.00244,3
48.5662,65142.1156,-0.01466,-0.05681,-0.03176,3
48.5796,65142.1256,-0.04032,-0.05681,-0.05864,3
48.5861,65142.1356,-0.05192,-0.05009,-0.06536,3
48.6031,65142.1456,-0.05681,-0.011,-0.05009,3
48.6129,65142.1556,-0.05376,0.01772,-0.02627,3
48.6342,65142.1666,-0.05131,0.02627,-0.01038,3
48.639,65142.1766,-0.05131,0.02016,-0.00244,3
48.6399,65142.1866,-0.04704,0.0171,-0.00061,3
48.6461,65142.1966,-0.04032,0.03176,0.00305,3
48.6608,65142.2066,-0.02077,0.06658,0.00489,3
48.6661,65142.2166,0.00244,0.09957,0.02199,3
48.6782,65142.2266,0.02199,0.10996,0.03543,3
48.6862,65142.2366,0.02016,0.06903,0.05376,3
48.6997,65142.2466,0.00244,0.00428,0.0617,3
48.7062,65142.2566,-0.03848,-0.05009,0.06353,3
48.7187,65142.2666,-0.09468,-0.08063,0.07086,3
48.7273,65142.2776,-0.15455,-0.08674,0.08247,3
48.7394,65142.2876,-0.20159,-0.0843,0.06231,3
48.7503,65142.2976,-0.24007,-0.07514,0.04459,3
48.7592,65142.3076,-0.25717,-0.05864,0.03054,3
48.7699,65142.3176,-0.2474,-0.04215,0.03238,3
48.7821,65142.3276,-0.21686,-0.04032,0.0452,3
48.7898,65142.3376,-0.18021,-0.01588,0.06231,3
48.8016,65142.3486,-0.09163,-0.01833,0.08308,3
48.8093,65142.3586,-0.04215,-0.08919,0.07453,3
48.8259,65142.3696,-0.02443,-0.18326,0.06048,3
48.8322,65142.3796,-0.02443,-0.1912,0.04032,3
48.8544,65142.3906,-0.01527,-0.12706,0.02077,3
48.8586,65142.4006,-0.00916,-0.0617,0.01161,3
48.8772,65142.4116,-0.00489,0.05742,0,3
48.88,65142.4215,-0.00794,0.18631,-0.00611,3
48.9001,65142.4326,-0.00367,0.19364,-0.00122,3
48.902,65142.4426,-0.01038,0.16188,0.01038,3
48.9075,65142.4526,-0.01283,0.11851,0.03604,3
48.9532,65142.4636,-0.01161,0.0733,0.06353,3
48.9536,65142.4735,0.00061,0.02688,0.09957,3
48.9539,65142.4835,0.00305,0.02505,0.10507,3
48.9553,65142.4936,0.00428,0.02443,0.09652,3
48.9566,65142.5036,0.00122,0.05253,0.11973,3
48.973,65142.5136,-0.03421,0.1069,0.15149,3
48.976,65142.5236,-0.05986,0.13439,0.16066,3
48.9845,65142.5336,-0.09591,0.07391,0.14355,3
48.9924,65142.5435,-0.12523,-0.05376,0.13378,3
49.004,65142.5535,-0.15272,-0.24435,0.13806,3
49.0123,65142.5636,-0.16127,-0.37568,0.13744,3
49.0239,65142.5736,-0.13378,-0.49847,0.12828,3
49.0325,65142.5836,-0.09957,-0.5339,0.10507,3
49.0463,65142.5935,-0.0672,-0.49969,0.08125,3
49.0535,65142.6035,-0.06842,-0.42028,0.04643,3
49.0667,65142.6135,-0.0788,-0.31765,-0.00367,3
49.0738,65142.6236,-0.07147,-0.10446,-0.0171,3
49.0924,65142.6336,-0.06048,0.11912,-0.02382,3
49.0962,65142.6436,-0.02871,0.23457,-0.01344,3
49.1074,65142.6535,0.02016,0.25595,0.011,3
49.1157,65142.6635,0.08552,0.21808,0.0391,3
49.1267,65142.6745,0.14355,0.11912,0.05742,3
49.1398,65142.6845,0.17165,0.06109,0.05742,3
49.1483,65142.6945,0.17898,0.0055,0.04459,3
49.154,65142.7046,0.16066,-0.03238,0.02505,3
49.1667,65142.7146,0.11912,-0.03604,0.01649,3
49.1741,65142.7245,0.09102,0.00916,0.02505,3
49.1895,65142.7345,0.07391,0.06536,0.04398,3
49.1943,65142.7445,0.05559,0.07575,0.05376,3
49.2089,65142.7545,0.03176,0.04154,0.06781,3
49.2215,65142.7645,-0.00977,-0.01527,0.10201,3
49.2296,65142.7746,-0.03971,-0.08369,0.12156,3
49.2363,65142.7846,-0.05437,-0.135,0.12462,3
49.2464,65142.7946,-0.03238,-0.18204,0.09652,3
49.2555,65142.8045,0.00061,-0.18204,0.07391,3
49.269,65142.8145,0.03421,-0.15882,0.04581,3
49.2741,65142.8245,0.05009,-0.11545,0.01772,3
49.289,65142.8346,0.05498,-0.02932,-0.02932,3
49.3003,65142.8455,0.0507,0.07941,-0.08002,3
49.3097,65142.8565,0.05315,0.17104,-0.13011,3
49.3186,65142.8665,0.06292,0.18754,-0.1686,3
49.3282,65142.8766,0.07758,0.17898,-0.17715,3
49.3361,65142.8866,0.09163,0.1576,-0.16554,3
49.3497,65142.8966,0.08858,0.09407,-0.13683,3
49.3603,65142.9066,0.05803,0.02749,-0.11362,3
49.3733,65142.9165,-0.00794,-0.00367,-0.09346,3
49.3806,65142.9265,-0.05925,0.00244,-0.08858,3
49.3892,65142.9365,-0.08552,0.01466,-0.07575,3
49.3961,65142.9466,-0.07147,0.03971,-0.07147,3
49.4083,65142.9566,-0.02138,0.08247,-0.0617,3
49.4162,65142.9666,0.05192,0.09529,-0.04154,3
49.4293,65142.9765,0.09835,0.09102,-0.02749,3
49.4372,65142.9865,0.09529,0.08369,-0.02688,3
49.4513,65142.9965,0.05192,0.09774,-0.03238,3
49.4573,65143.0065,0.02077,0.10873,-0.04887,3
49.4776,65143.0166,-0.01527,0.13683,-0.06903,3
49.4817,65143.0276,-0.0281,0.16616,-0.08125,3
49.4921,65143.0385,-0.06536,0.16371,-0.08247,3
49.5092,65143.0485,-0.08674,0.14355,-0.06781,3
49.5203,65143.0595,-0.09346,0.0898,-0.04948,3
49.5219,65143.0695,-0.07636,0.02505,-0.02749,3
49.5312,65143.0796,-0.03176,-0.04704,-0.01161,3
49.5398,65143.0896,0.00367,-0.08063,-0.00855,3
49.5512,65143.0996,0.01161,-0.05131,0.00916,3
49.5592,65143.1096,-0.00428,0.01038,0.01344,3
49.5712,65143.1195,-0.04887,0.05925,0.02199,3
49.58,65143.1295,-0.08002,0.07636,0.0226,3
49.5947,65143.1395,-0.10446,0.07269,0.03176,3
49.6005,65143.1505,-0.08308,0.03665,0.03299,3
49.6129,65143.1605,-0.04887,-0.03787,0.03604,3
49.622,65143.1706,-0.02138,-0.09591,0.05192,3
49.6376,65143.1806,-0.00183,-0.10812,0.06964,3
49.6403,65143.1906,0.00611,-0.10079,0.07941,3
49.6521,65143.2005,0.01222,-0.07758,0.07025,3
49.6602,65143.2105,0.02932,0.00061,0.0617,3
49.6722,65143.2205,0.04887,0.11301,0.0452,3
49.68,65143.2306,0.04948,0.18876,0.02932,3
49.6922,65143.2406,0.04643,0.21625,0.00916,3
49.7017,65143.2506,0.03726,0.20342,-0.01038,3
49.7154,65143.2616,0.02688,0.12523,-0.03238,3
49.7228,65143.2716,0.01283,0.05437,-0.02871,3
49.7504,65143.2816,-0.01894,-0.03115,-0.00183,3
49.7661,65143.2915,-0.03971,-0.07147,0.01222,3
49.7684,65143.3015,-0.04887,-0.08613,0.02016,3
49.7748,65143.3115,-0.03238,-0.07758,0.03054,3
49.7771,65143.3216,0.00367,-0.04032,0.03848,3
49.788,65143.3315,0.04093,-0.00122,0.05376,3
49.7934,65143.3416,0.07086,0.06597,0.06048,3
49.8011,65143.3515,0.07819,0.09468,0.05925,3
49.8148,65143.3615,0.06292,0.08735,0.0562,3
49.8222,65143.3726,0.0452,0.06048,0.04581,3
49.8343,65143.3825,0.02932,0,0.02138,3
49.842,65143.3925,0.00977,-0.04154,-0.00733,3
49.8621,65143.4026,-0.02505,-0.04032,-0.03848,3
49.8674,65143.4126,-0.06658,-0.03054,-0.06903,3
49.8769,65143.4226,-0.09346,-0.03971,-0.08125,3
49.8827,65143.4326,-0.06903,-0.05498,-0.08674,3
49.8963,65143.4436,-0.02505,-0.02138,-0.06658,3
49.9089,65143.4536,0.02993,0.03482,-0.04887,3
49.9197,65143.4635,0.05498,0.08247,-0.04215,3
49.9239,65143.4735,0.05315,0.08674,-0.0452,3
49.9389,65143.4835,0.02566,0.04276,-0.05498,3
49.9448,65143.4936,0.01955,0.02749,-0.07147,3
49.9542,65143.5036,0.0055,0.04704,-0.10201,3
49.9624,65143.5136,-0.01588,0.04154,-0.10201,3
49.9741,65143.5236,-0.04093,0.0336,-0.05864,3
49.9824,65143.5335,-0.03726,0.02749,-0.01466,3
49.9953,65143.5435,-0.00244,0.01283,0.01527,3
50.0027,65143.5536,0.0507,0.00489,0.01588,3
50.0282,65143.5636,0.07086,0.02871,0.0281,3
50.0376,65143.5736,0.06109,0.06781,0.03665,3
50.0385,65143.5835,0.02016,0.11118,0.04948,3
50.0463,65143.5935,-0.00061,0.12217,0.03726,3
50.0615,65143.6035,-0.00794,0.08308,-0.00428,3
50.0641,65143.6135,-0.00183,0.03971,-0.0171,3
50.0756,65143.6236,0.0055,-0.02138,-0.02077,3
50.0827,65143.6336,0.01222,-0.03971,-0.02016,3
50.0946,65143.6436,0.011,-0.02505,-0.02016,3
50.1026,65143.6535,0.00855,-0.01527,-0.01161,3
50.1144,65143.6635,0.00061,-0.02443,0.011,3
50.1228,65143.6735,-0.01955,-0.02443,0.0281,3
50.1358,65143.6836,-0.03238,0.03787,0.03238,3
50.1435,65143.6936,-0.04765,0.08063,0.03054,3
50.156,65143.7036,-0.05803,0.09468,0.02932,3
50.1633,65143.7135,-0.05864,0.09713,0.03054,3
50.1761,65143.7235,-0.04826,0.06781,0.03848,3
50.1834,65143.7335,-0.03115,-0.00611,0.03787,3
50.1958,65143.7436,-0.01527,-0.10385,0.0281,3
50.2035,65143.7536,-0.01894,-0.13073,0.02077,3
50.2177,65143.7636,-0.04215,-0.10324,0.01649,3
50.2245,65143.7735,-0.06414,-0.07636,0.01038,3
50.2415,65143.7835,-0.07391,-0.01588,0.00672,3
50.2488,65143.7935,-0.0733,0.03299,0.01222,3
50.262,65143.8036,-0.05925,0.07575,0.03115,3
50.2679,65143.8136,-0.03115,0.0843,0.0391,3
50.2764,65143.8245,0.00672,0.07575,0.04581,3
50.2841,65143.8346,0.02321,0.06903,0.04581,3
50.2962,65143.8446,0.0336,0.03971,0.0391,3
50.3042,65143.8546,0.01038,-0.011,0.04643,3
50.3161,65143.8645,-0.0226,-0.05376,0.05559,3
50.324,65143.8745,-0.04093,-0.08308,0.0733,3
50.3362,65143.8845,-0.0391,-0.09285,0.08125,3
50.3443,65143.8946,-0.04093,-0.06109,0.09041,3
50.3566,65143.9046,-0.02321,-0.00611,0.09163,3
50.3652,65143.9156,-0.00489,0.03726,0.09774,3
50.3773,65143.9256,0.02443,0.04704,0.09407,3
50.3863,65143.9356,0.05009,0.03421,0.10201,3
50.4027,65143.9456,0.05681,-0.00244,0.10629,3
50.4078,65143.9555,0.04643,-0.02077,0.10751,3
50.4209,65143.9666,0.00611,-0.04826,0.10507,3
50.4272,65143.9765,-0.02321,-0.05559,0.09041,3
50.4398,65143.9865,-0.0226,-0.04948,0.07453,3
50.4471,65143.9965,-0.01588,-0.03787,0.05315,3
50.4607,65144.0066,-0.02566,-0.02016,0.02505,3
50.4674,65144.0165,-0.05925,-0.00244,0.00367,3
50.4802,65144.0266,-0.09407,0.04459,-0.00061,3
50.4879,65144.0365,-0.09591,0.0507,-0.01038,3
50.5001,65144.0465,-0.06903,0.00428,-0.00855,3
50.508,65144.0565,-0.01649,-0.0336,0.00733,3
50.524,65144.0666,0.05253,-0.05376,0.04215,3
50.5371,65144.0766,0.10018,-0.03665,0.07514,3
50.5419,65144.0875,0.12645,0.03604,0.08858,3
50.5472,65144.0976,0.10385,0.06903,0.08735,3
50.562,65144.1076,0.03115,0.06903,0.06353,3
50.5712,65144.1186,-0.04032,0.05559,0.03971,3
50.5846,65144.1286,-0.09835,0.02138,0.00244,3
50.589,65144.1386,-0.10934,0.00244,-0.02871,3
50.6001,65144.1485,-0.08858,-0.04643,-0.04826,3
50.6117,65144.1585,-0.06414,-0.07575,-0.05559,3
50.62,65144.1685,-0.02138,-0.07941,-0.0507,3
50.6282,65144.1786,0.00794,-0.08063,-0.03665,3
50.6411,65144.1886,-0.00183,-0.0843,-0.02077,3
50.6483,65144.1986,-0.02321,-0.0733,-0.011,3
50.6602,65144.2086,-0.04459,-0.05009,0.00672,3
50.6681,65144.2185,-0.04887,-0.02077,0.00977,3
50.6801,65144.2285,-0.03726,-0.01222,0,3
50.6882,65144.2385,-0.02199,-0.0171,-0.02382,3
50.7001,65144.2486,-0.00428,-0.00794,-0.02749,3
50.7082,65144.2586,0.01222,-0.00367,-0.01894,3
50.7241,65144.2686,0.0171,0.01955,-0.00305,3
50.73,65144.2785,0.00977,0.06414,0.00794,3
50.7419,65144.2884,-0.01588,0.10873,0.02932,3
50.7494,65144.2985,-0.03604,0.14783,0.02443,3
50.7621,65144.3086,-0.04398,0.13683,0.00794,3
50.7704,65144.3195,-0.03726,0.0843,-0.01588,3
50.7893,65144.3305,-0.0171,0.00061,-0.01649,3
50.7999,65144.3405,0,-0.07269,-0.01833,3
50.8042,65144.3505,-0.00611,-0.1124,-0.02321,3
50.8139,65144.3606,-0.02382,-0.1124,-0.02993,3
50.8257,65144.3706,-0.07025,-0.09468,-0.02871,3
50.8473,65144.3806,-0.10263,-0.06903,-0.01283,3
50.8489,65144.3905,-0.12828,-0.05986,0.02321,3
50.8643,65144.4005,-0.14355,-0.09529,0.07269,3
50.8718,65144.4104,-0.12156,-0.18876,0.16616,3
50.8738,65144.4204,-0.10263,-0.23396,0.20097,3
50.8916,65144.4306,-0.06536,-0.33292,0.26817,3
50.898,65144.4404,-0.01649,-0.40928,0.32681,3
50.907,65144.4505,0.02443,-0.46487,0.38179,3
50.9176,65144.4605,0.03787,-0.49847,0.40684,3
50.9232,65144.4705,0.04887,-0.49541,0.40867,3
50.9302,65144.4806,0.03176,-0.47586,0.38546,3
50.9413,65144.4904,0.00855,-0.40928,0.34636,3
50.9497,65144.5006,-0.02077,-0.34025,0.3036,3
50.9614,65144.5106,-0.0452,-0.281,0.25473,3
50.9709,65144.5214,-0.04704,-0.26939,0.19181,3
50.9881,65144.5315,-0.02077,-0.2926,0.15088,3
50.9907,65144.5415,0.00672,-0.31337,0.11729,3
51.0024,65144.5515,0.03726,-0.35125,0.0672,3
51.0109,65144.5615,0.05009,-0.36957,0.02199,3
51.0224,65144.5716,0.05559,-0.37263,-0.01833,3
51.0318,65144.5816,0.0452,-0.35491,-0.02749,3
51.0522,65144.5916,0.01588,-0.33598,-0.03115,3
51.0567,65144.6015,-0.01588,-0.32803,-0.03176,3
51.0693,65144.6115,-0.05986,-0.30482,-0.03176,3
51.075,65144.6215,-0.08369,-0.29138,-0.0226,3
51.0856,65144.6316,-0.1014,-0.28161,-0.02138,3
51.0972,65144.6416,-0.10934,-0.2584,-0.02077,3
51.1072,65144.6516,-0.09346,-0.23335,-0.03299,3
51.1128,65144.6615,-0.07514,-0.24129,-0.04948,3
51.1242,65144.6715,-0.06231,-0.25229,-0.06414,3
51.1326,65144.6826,-0.05925,-0.25595,-0.06597,3
51.1463,65144.6925,-0.07391,-0.2474,-0.04276,3
51.154,65144.7025,-0.08247,-0.20831,-0.0055,3
51.168,65144.7125,-0.07147,-0.17104,0.01527,3
51.1808,65144.7225,-0.04398,-0.16371,0.02505,3
51.1948,65144.7326,0.00122,-0.16127,0.03299,3
