SensorTimestamp(s),acc_x,acc_y,acc_z
65121.4768,16.92701,-2.96881,2.07577
65121.4868,16.87912,-2.9329,2.05901
65121.5069,14.99249,-3.63919,2.11408
65121.5269,11.81778,-4.37181,1.31202
65121.5469,10.95587,-3.36625,0.9481
65121.5669,10.83376,-1.63045,1.37427
65121.5869,10.49618,-0.9912,0.54348
65121.6079,9.39245,-2.04944,-0.3711
65121.6279,7.51061,-2.5594,-1.71185
65121.6489,5.52103,-2.0638,-3.15077
65121.6689,3.64876,-1.57538,-4.37421
65121.6889,2.28407,-1.97522,-5.26246
65121.7089,1.72622,-2.25534,-3.74453
65121.7298,0.67756,-1.44131,-2.96642
65121.7499,0.91219,-1.10133,-3.87142
65121.7698,0.14126,-1.51314,-4.68066
65121.7899,-1.04627,-3.83312,-4.13479
65121.8109,-3.23457,-6.17943,-0.51715
65121.8309,-4.68306,-7.60877,4.26168
65121.8509,-5.37259,-9.59357,7.85298
65121.8719,-4.18506,-10.75954,14.87039
65121.8929,-0.45011,-9.24162,18.52633
65121.9129,3.26809,-7.86495,22.72576
65121.9329,4.75967,-6.33266,26.68098
65121.9529,3.4668,-6.01184,28.08638
65121.9729,1.32399,-6.50983,28.34974
65121.9929,0.94332,-5.98072,25.27559
65122.0129,1.37667,-4.90811,19.32839
65122.0329,3.67749,-2.86586,15.51682
65122.0529,4.4197,-2.26731,13.92707
65122.0739,3.37104,-1.76692,15.55273
65122.0949,1.52271,-2.40617,15.63174
65122.1149,0.97683,-2.55222,16.65646
65122.1359,2.80122,-3.31358,13.40035
65122.1559,2.82037,-1.40779,10.06283
65122.1759,3.7182,-0.08619,10.73081
65122.1959,2.59292,-1.54426,12.79461
65122.2159,0.35913,-0.87388,8.5042
65122.2359,0.69432,1.97522,-0.01915
65122.2559,2.02549,4.13957,-3.99592
65122.2759,2.99515,7.10838,-3.62243
65122.2959,2.38702,5.17148,2.478
65122.3159,0.82839,3.31358,7.00304
65122.3359,1.075,4.5418,2.67911
65122.3559,1.46286,2.95923,1.04148
65122.3759,1.02711,2.81079,1.79805
65122.3959,-0.60094,0.6177,2.87783
65122.4159,-3.14359,-1.68073,3.82115
65122.4369,-4.30956,-2.69587,2.96642
65122.4569,-5.88974,-4.00311,-0.63925
65122.4769,-9.86651,-6.67982,-3.54821
65122.4968,-11.78187,-6.46195,-2.74136
65122.5169,-13.27824,-5.71257,-3.75411
65122.5378,-12.6749,-5.24091,-1.43892
65122.5577,-10.13226,-4.35745,-2.08296
65122.5779,-8.06367,-4.4173,-3.93846
65122.5979,-8.07564,-5.29358,-1.60172
65122.6179,-10.06762,-6.17943,1.10852
65122.6379,-10.28788,-6.13634,0.42856
65122.6579,-10.31901,-6.05254,-1.13485
65122.6789,-8.62631,-5.53779,-1.85072
65122.6999,-7.44597,-5.48512,-5.40611
65122.7209,-7.00304,-6.05494,-6.80911
65122.7409,-8.42759,-6.82587,-8.52096
65122.7609,-11.68849,-7.69736,-6.8977
65122.7809,-13.20881,-8.64546,-8.01579
65122.8009,-13.15614,-9.02135,-9.65582
65122.8209,-11.64061,-7.69257,-9.74919
65122.8419,-11.07797,-6.33266,-9.10275
65122.8619,-11.58315,-6.41885,-7.5992
65122.8819,-10.90559,-5.9472,-11.39401
65122.9019,-6.70855,-5.76284,-12.34929
65122.9219,-5.41329,-5.64792,-8.26
65122.9419,-5.63356,-5.51145,-5.60243
65122.9619,-6.95516,-4.77643,-4.88896
65122.9819,-6.61997,-3.35428,-3.97916
65123.0019,-5.52821,-1.64482,-0.46687
65123.0219,-6.55532,0.40701,1.04866
65123.0419,-8.00382,1.5275,0.26097
65123.0619,-2.61926,3.99353,-0.0838
65123.0819,-1.09176,6.00945,2.31759
65123.1019,-3.38061,4.76686,4.6663
65123.1219,-5.85622,4.38857,6.78996
65123.1417,-5.74848,4.49631,7.52976
65123.1619,-2.10211,4.81953,12.81137
65123.1818,-2.49236,5.11641,16.34282
65123.2019,-7.00304,4.92248,11.81539
65123.2219,-8.78433,4.1707,2.18112
65123.2419,-8.40844,4.18028,-1.15879
65123.2619,-6.02142,7.4723,-0.19872
65123.2819,-5.34386,9.57681,-0.81882
65123.3019,-7.52498,10.05804,-4.42448
65123.3219,-8.61194,9.47864,-7.02698
65123.3429,-7.56089,10.30704,-1.98
65123.3638,-5.51145,9.07402,3.91691
65123.3839,-4.64715,8.96868,8.65743
65123.4039,-5.47554,8.44435,8.48984
65123.4239,-6.359,8.07325,6.73728
65123.4439,-1.82199,9.64384,5.06374
65123.4639,1.15161,12.94305,5.2026
65123.4839,0.7422,12.16015,5.17626
65123.5039,-0.97444,10.18733,4.57053
65123.5239,-0.47884,9.50977,1.75256
65123.5439,2.12366,9.66539,1.55384
65123.5639,2.50912,8.57124,4.59208
65123.5839,2.75573,7.05332,7.71891
65123.6039,1.99198,6.65109,9.9934
65123.6239,1.88903,7.31189,8.24802
65123.6449,4.54659,7.62553,4.2928
65123.6659,6.21056,8.36534,2.00634
65123.6859,6.61997,8.2169,-0.6608
65123.7059,4.70939,7.03656,-0.08859
65123.7258,1.0343,4.26168,0.94092
65123.7459,-0.16759,2.23379,0.50518
65123.7659,-0.72784,0.7829,-2.77488
65123.7859,-1.45328,-1.55144,-8.47787
65123.8059,-0.44293,-3.04782,-9.26077
65123.8259,1.74777,-2.89698,-5.27682
65123.8459,2.71263,-4.37181,-1.84593
65123.8659,3.65834,-5.46596,-1.5682
65123.8859,4.13479,-7.83143,-2.03028
65123.9059,3.89058,-9.54808,-3.58651
65123.9259,4.88178,-9.90002,-4.93924
65123.9459,6.71813,-8.77714,-4.53941
65123.9659,8.54012,-7.64708,-2.70066
65123.9859,10.26634,-8.47308,-2.52349
65124.0059,11.40598,-9.86172,-2.1452
65124.0259,14.55675,-10.46506,-1.66636
65124.0459,18.57422,-10.8601,-4.71658
65124.0659,23.26206,-9.50977,-8.69574
65124.0869,25.85019,-7.5561,-13.01727
65124.1069,24.08088,-9.58638,-14.44661
65124.1269,19.98201,-12.11945,-9.69652
65124.1479,16.84321,-14.34366,-6.28717
65124.1689,14.05157,-13.92707,-2.68869
65124.1889,13.80257,-10.55364,-0.98641
65124.2089,14.2455,-6.95755,-0.46926
65124.2289,13.14896,-5.26485,0.82361
65124.2489,10.07959,-4.79559,1.51074
65124.2699,5.8634,-5.08289,0.19154
65124.2899,5.04698,-2.89459,-1.21147
65124.3099,4.32393,-0.3711,0.02873
65124.3299,2.25773,0.92656,3.46202
65124.3499,1.59454,1.31681,5.18105
65124.3699,1.85072,3.0143,4.74531
65124.3899,2.31759,3.6344,3.53863
65124.4099,1.0726,2.32956,8.23366
65124.4299,-0.60813,2.21224,12.24395
65124.4499,-2.04704,2.49236,11.21444
65124.4699,-4.26407,3.18189,9.80186
65124.4899,-2.79403,4.02944,11.78426
65124.5099,-1.85311,4.60405,13.76187
65124.5298,-0.81403,5.15472,10.47703
65124.5497,-0.43096,5.26006,8.5473
65124.5697,-1.31681,5.18824,9.87608
65124.5898,-1.60651,4.93206,11.08994
65124.6098,-1.28569,5.29119,9.89284
65124.6308,-1.06303,5.37977,8.01818
65124.6508,-0.44772,5.67426,6.96473
65124.6708,-0.51236,5.94241,6.95755
65124.6908,-0.87628,5.70059,7.06289
65124.7108,-0.62968,5.87058,7.75482
65124.7308,0.06943,5.80115,8.67419
65124.7508,-0.07901,5.81073,8.67419
65124.7708,-0.43574,5.69581,8.19535
65124.7918,-0.75417,5.54737,7.59441
65124.8118,-1.29766,5.32231,6.98149
65124.8318,0.30885,6.12437,8.6694
65124.8518,0.09098,5.99508,8.61673
65124.8718,-0.30646,6.19859,7.40287
65124.8918,-0.53391,5.88255,7.02938
65124.9118,-0.52912,5.75087,7.27119
65124.9318,1.47722,6.52181,8.81784
65124.9528,1.83875,7.02219,9.20092
65124.9728,0.75178,6.69419,7.39808
65124.9928,0.10295,6.60081,6.41167
65125.0128,-0.43335,6.2776,6.77559
65125.0328,-0.43335,6.06451,7.26401
65125.0528,-0.06225,6.10282,7.85538
65125.0728,0.15083,5.9879,7.4747
65125.0928,-0.08619,6.27041,6.62236
65125.1128,0.27533,6.59363,6.31351
65125.1328,0.52672,6.62715,5.37259
65125.1528,1.20428,7.36456,5.27203
65125.1728,1.21147,7.20176,6.01663
65125.1928,-0.47166,6.69179,5.60961
65125.2128,-1.7334,5.95199,4.36463
65125.2328,-1.9824,5.17866,6.10521
65125.2528,-0.27533,5.23612,8.40604
65125.2728,2.50912,7.58244,5.87537
65125.2928,0.58179,6.87136,6.36858
65125.3128,-0.28012,5.81552,9.3326
65125.3338,0.47166,5.6168,12.3038
65125.3538,1.50356,6.27999,12.61744
65125.3738,0.21787,5.60243,10.54646
65125.3948,-1.24259,5.41329,8.07564
65125.4148,-0.5387,5.89213,6.72292
65125.4358,1.18274,6.88094,6.61039
65125.4557,1.12527,6.90727,7.5968
65125.4758,0.14126,6.34703,8.29351
65125.4958,-0.56264,6.01663,7.90565
65125.5157,-0.87388,5.95199,7.28077
65125.5358,-0.88585,5.92804,6.90009
65125.5557,-0.59855,6.05494,6.98389
65125.5757,-0.16759,6.38294,5.99987
65125.5958,-0.60334,6.66067,5.29119
65125.6158,-1.59693,6.1531,6.09564
65125.6358,-1.84593,5.71975,7.82665
65125.6558,-1.89381,4.57532,7.78594
65125.6758,0.55067,5.31752,8.06846
65125.6958,1.91536,6.71334,8.66462
65125.7158,1.19231,6.27041,8.9184
65125.7358,0.86191,5.43005,8.73884
65125.7558,0.35195,5.27682,5.54976
65125.7758,1.16837,6.54335,2.93529
65125.7968,3.08852,7.9296,9.24162
65125.8168,2.2697,6.5673,9.64624
65125.8368,0.33998,5.31513,8.99262
65125.8568,-0.14605,5.06852,8.79151
65125.8768,0.77093,6.04296,6.52181
65125.8968,1.05824,5.14993,4.64715
65125.9178,3.21781,6.58884,5.77481
65125.9378,2.9736,6.90488,9.89284
65125.9578,1.04148,5.19063,11.87045
65125.9776,0.07422,3.95283,9.68933
65125.9978,1.56581,4.9536,7.95593
65126.0198,2.65756,6.58166,8.61673
65126.0398,0.77093,5.27203,9.26556
65126.0598,0.36631,4.36702,10.10593
65126.0798,0.34955,4.15873,9.75158
65126.1008,0.7422,5.30316,7.67581
65126.1208,1.21386,5.77242,6.9791
65126.1408,1.08457,5.01585,8.19535
65126.1608,1.58736,5.23612,9.26317
65126.1808,1.10373,5.87058,8.77954
65126.2018,-0.65601,5.09007,7.07247
65126.2218,0.17717,7.04135,5.40132
65126.2418,2.26013,5.47554,7.27358
65126.2617,3.49793,6.45477,7.61835
65126.2818,3.75411,4.16352,8.45871
65126.3018,1.70228,4.43406,8.66701
65126.3218,0.2059,3.91452,10.78109
65126.3418,0.43335,3.18668,7.33344
65126.3618,0.2059,3.91452,9.97185
65126.3818,0.17957,4.71658,9.96946
65126.4018,1.21147,6.37336,8.06128
65126.4218,2.55701,7.58483,5.88255
65126.4428,1.1157,5.75327,9.65582
65126.4628,0.40701,5.97114,8.68138
65126.4828,1.20907,5.96635,8.75081
65126.5026,-0.16041,4.05578,6.2345
65126.5227,3.17711,7.09163,4.64475
65126.5428,1.57299,6.0286,7.9272
65126.5628,1.38624,5.68623,9.16261
65126.5828,0.75657,6.608,8.01579
65126.6027,-0.48363,5.60243,9.12909
65126.6228,1.8579,6.49547,9.41879
65126.6428,1.23062,7.25443,9.90721
65126.6627,0.00958,6.78756,7.7213
65126.6828,-0.55067,6.04057,7.31429
65126.7038,1.41737,7.09641,6.7732
65126.7237,0.06225,6.86896,8.69095
65126.7438,0.73023,6.92164,7.60398
65126.7638,-0.32082,6.53856,7.39569
65126.7838,1.26653,7.48427,5.82988
65126.8038,0.01197,7.89368,4.83629
65126.8238,0.63686,7.43639,5.38217
65126.8438,0.59616,7.76679,7.26161
65126.8638,0.0407,7.07008,5.85861
65126.8837,-0.05028,7.84819,7.09881
65126.9038,0.21548,8.63828,6.64152
65126.9238,1.6113,9.7851,4.76207
65126.9437,1.23301,8.93756,2.11408
65126.9647,-0.15802,7.74524,3.64398
65126.9848,-1.10852,7.18261,6.74207
65127.0048,-1.72383,7.12754,7.52258
65127.0247,-1.47962,7.02938,6.69658
65127.0448,-1.29287,6.96234,5.23851
65127.0648,-0.15802,8.03015,4.97994
65127.0848,0.66559,8.27915,5.29837
65127.1048,0.07661,7.58483,5.38935
65127.1248,-1.14922,6.88333,7.07487
65127.1448,-1.27611,6.90967,7.49146
65127.1648,0.02634,8.06846,5.04219
65127.1848,0.50278,8.30549,3.77087
65127.2058,-0.21548,7.57765,4.14197
65127.2258,-0.85952,7.38372,5.47315
65127.2457,-0.30167,7.79313,6.2752
65127.2658,0.27773,8.18817,6.0286
65127.2868,-0.29449,7.77158,5.42047
65127.3068,-0.8691,7.52498,4.37421
65127.3267,-0.1245,7.99663,4.03662
65127.3468,0.54109,8.20972,4.97276
65127.3668,0.22984,7.9679,5.34386
65127.3868,-0.2897,7.88411,5.13556
65127.4067,-0.29928,7.87932,5.76284
65127.4267,0.08859,8.15465,5.46836
65127.4468,0.36871,8.33182,5.41808
65127.4677,0.66319,8.40125,5.94959
65127.4878,0.60573,8.26718,6.56011
65127.5077,0.54588,8.28633,6.46913
65127.5278,0.24421,8.011,6.41646
65127.5477,0.1652,7.9679,6.47392
65127.5678,0.76614,8.10677,5.96156
65127.5878,0.4525,7.87692,5.05416
65127.6077,1.08457,8.29112,4.86023
65127.6278,0.93853,8.08761,4.76207
65127.6478,0.69911,8.02058,5.03979
65127.6677,1.07021,8.15944,5.72693
65127.6887,0.76854,8.04931,5.87298
65127.7098,0.44532,8.12592,6.07409
65127.7297,0.27773,7.97987,5.72454
65127.7498,-0.12689,7.8051,5.76524
65127.7698,-0.23703,7.82665,5.77242
65127.7908,0.0814,8.03734,5.94959
65127.8108,0.03831,7.87214,7.15387
65127.8308,-0.55545,7.62314,6.98389
65127.8508,-0.29449,7.96072,6.35421
65127.8707,0.56024,8.47308,5.48272
65127.8908,0.6201,8.38449,5.68384
65127.9108,0.25857,8.06367,5.76524
65127.9307,0.02873,7.96072,5.53061
65127.9508,0.09816,7.98466,5.5737
65127.9708,-0.14126,7.91523,6.05015
65127.9907,-0.10056,7.9679,5.93762
65128.0108,0.14605,8.17141,5.10444
65128.0308,0.35195,8.35816,4.64954
65128.0507,0.58179,8.48505,4.67348
65128.0708,0.64404,8.45153,5.02064
65128.0908,0.28012,8.22408,5.18584
65128.1108,0.16759,8.31746,5.19542
65128.1308,1.075,8.73165,5.28879
65128.1518,1.37906,8.66462,4.78362
65128.1728,0.63925,7.90565,4.32632
65128.1928,0.11492,7.45315,4.19704
65128.2128,0.55067,7.64708,4.51786
65128.2327,0.66798,7.69257,6.18422
65128.2537,0.62728,7.69975,7.62553
65128.2738,0.38786,7.88411,6.64152
65128.2958,0.36152,7.8051,5.7413
65128.3158,0.2466,7.65905,5.65032
65128.3368,0.36631,7.71891,6.35182
65128.3568,0.80924,7.92241,6.5242
65128.3768,0.19154,7.57525,6.21295
65128.3967,-0.67756,7.3071,6.60081
65128.4168,0.03831,7.47949,7.34781
65128.4366,0.52194,7.53216,5.39414
65128.4567,0.38547,7.83383,4.89854
65128.4768,-0.24181,7.8458,5.7796
65128.4968,-0.31364,8.37731,6.74686
65128.5167,-0.42617,8.57603,5.8203
65128.5368,-0.81882,7.85538,4.82192
65128.5568,-1.1995,7.01741,5.60722
65128.5767,-1.38145,7.27119,6.62715
65128.5968,-0.15323,8.37492,6.66546
65128.6168,1.01754,8.99023,6.90248
65128.6368,0.98402,8.32464,7.94875
65128.6568,0.32082,7.21852,7.10599
65128.6768,-0.08619,6.96952,5.17626
65128.6978,0.36392,7.31907,3.45004
65128.7178,0.84994,7.57765,4.76446
65128.7378,1.10852,7.58483,6.74686
65128.7578,1.04866,7.53695,7.86016
65128.7778,1.53947,7.18739,7.11557
65128.7978,0.61531,6.96713,6.15789
65128.8178,-0.85712,7.11317,7.13712
65128.8378,-0.54588,7.13233,7.12754
65128.8598,0.24181,6.85699,5.95677
65128.8798,0.36871,6.83545,4.64954
65128.8997,0.33279,7.50822,3.90494
65128.9198,0.12689,8.23845,4.2545
65128.9398,0.22505,8.4659,5.11641
65128.9598,-0.2083,7.70215,6.5649
65128.9798,-0.63686,7.19218,7.16585
65128.9998,-1.14443,7.11796,7.89129
65129.0198,-0.95289,7.18021,8.69095
65129.0398,-0.42138,7.14669,9.32063
65129.0608,-0.12689,7.07008,8.4252
65129.0808,-0.43096,7.27358,7.73567
65129.1008,-0.35674,7.53216,6.41407
65129.1207,-0.11492,7.434,5.23373
65129.1417,-0.09337,7.45315,4.86023
65129.1618,-0.2083,7.79073,5.74608
65129.1818,-0.18914,7.81228,6.11958
65129.2017,-0.23703,7.82186,5.72454
65129.2218,0.17717,7.99903,5.23851
65129.2418,0.7015,8.24802,5.13317
65129.2617,0.90501,8.44674,5.88734
65129.2818,0.71347,7.95354,5.81552
65129.3018,0.29688,7.49625,4.46279
65129.3218,0.4118,7.61835,4.57293
65129.3418,-0.5387,7.31429,4.88178
65129.3618,-2.31759,6.01902,4.13718
65129.3818,-3.8834,5.23851,4.17549
65129.4018,-3.62722,5.3678,5.54258
65129.4218,-2.57137,6.07409,6.78517
65129.4417,-0.23942,7.52976,6.34224
65129.4618,1.37188,8.64546,6.07409
65129.4818,1.49877,8.99023,6.42843
65129.5018,1.64242,9.414,6.31112
65129.5217,2.01592,9.56962,5.95199
65129.5418,1.64242,9.52174,6.32309
65129.5618,1.83875,9.86411,8.04931
65129.5817,2.49476,9.9934,9.62469
65129.6018,2.53067,9.61751,8.5042
65129.6218,1.68312,8.88728,5.42047
65129.6417,0.09816,8.11395,4.28083
65129.6618,-1.29766,7.16106,5.65989
65129.6818,-0.84515,6.49547,6.48829
65129.7028,0.92177,7.69736,7.86256
65129.7227,1.71664,7.8027,7.41484
65129.7428,1.90818,7.53455,6.74447
65129.7626,1.65679,8.43717,3.8834
65129.7828,0.96247,8.81784,3.14359
65129.8028,0.73023,8.79869,4.58968
65129.8228,0.73263,8.73165,7.89368
65129.8428,-0.16281,7.64708,7.96072
65129.8628,-1.50595,7.09402,4.96557
65129.8848,-2.30562,6.33745,4.17549
65129.9047,-2.1045,6.43083,6.14592
65129.9257,-1.94888,6.9384,7.53216
65129.9458,-1.29287,7.34302,7.66623
65129.9658,-0.18675,6.94558,7.79552
65129.9856,-0.34955,6.50505,8.06607
65130.0058,-0.21787,6.86896,6.81629
65130.0258,0.33279,7.6399,4.5825
65130.0458,0.87628,8.11634,4.34308
65130.0668,0.44053,7.3071,6.0717
65130.0868,-0.17478,7.16106,6.99107
65130.1068,0.02155,7.434,6.2345
65130.1267,0.50278,7.85538,5.12838
65130.1467,0.34237,7.6806,5.83228
65130.1668,-0.58419,7.19936,6.70376
65130.1867,-0.64165,7.2688,6.65349
65130.2067,0.14365,7.82186,6.34942
65130.2268,-0.03112,7.91523,6.02381
65130.2468,-0.50996,7.41963,6.16507
65130.2678,-0.1221,7.45315,6.0693
65130.2888,0.27533,7.66145,5.9855
65130.3088,-1.47483,7.15627,7.45315
65130.3298,-1.14682,7.04374,6.40928
65130.3498,-0.11971,7.33105,5.40611
65130.3698,0.95768,7.8027,5.9472
65130.3898,0.38786,7.63032,5.98072
65130.4097,-0.14844,7.70933,4.94163
65130.4298,0.79727,8.91361,4.42688
65130.4696,1.84593,8.43717,7.05811
65130.4898,0.1245,8.21451,7.61117
65130.5098,-0.2466,7.09881,6.10043
65130.5297,-0.39983,6.90727,5.88255
65130.5497,-0.09337,7.2664,6.80432
65130.5698,-0.27773,7.06768,6.98149
65130.5897,-0.41659,6.84742,6.20817
65130.6097,-0.74699,7.00304,5.38935
65130.6297,-0.68714,7.42442,5.37259
65130.6498,-0.29688,7.46033,6.28239
65130.6697,-0.42617,7.34062,7.48188
65130.6898,-0.16281,7.34302,7.26161
65130.7098,0.01915,7.7213,6.95755
65130.7307,0.73502,7.9272,6.60321
65130.7518,0.7015,7.80989,6.59842
65130.7718,0.45969,7.42681,6.73489
65130.7918,0.61292,7.62074,6.64391
65130.8118,0.55306,7.46512,6.27041
65130.8317,0.23942,7.18261,5.60243
65130.8518,0.17957,7.44836,5.13317
65130.8718,0.15562,7.90326,4.15873
65130.8917,0.36152,8.1331,6.21535
65130.9118,0.51954,7.6399,7.41724
65130.9318,0.13647,7.9679,7.27837
65130.9517,0.60813,8.32224,6.46913
65130.9718,0.48842,7.96072,5.05895
65130.9918,0.03352,7.77637,4.96557
65131.0117,0.20111,7.65666,5.81552
65131.0318,0.7829,7.72848,6.20817
65131.0518,0.73741,7.82425,5.33189
65131.0718,0.23463,7.70454,5.44681
65131.0918,-0.06225,7.28556,5.66708
65131.1118,0.15323,7.54652,5.7796
65131.1318,0.30167,7.72369,6.57208
65131.1517,0.51475,7.27119,6.70376
65131.1718,0.09577,7.46751,6.64152
65131.1918,0.36631,7.73088,6.18422
65131.2118,0.51715,7.8458,5.70059
65131.2318,0.59376,7.94636,5.55215
65131.2518,0.42377,7.85298,6.43322
65131.2717,0.64883,7.24725,7.54892
65131.2918,0.67277,6.79474,7.45076
65131.3118,0.42377,7.03656,8.2169
65131.3317,0.65601,7.27358,8.38928
65131.3518,0.92656,7.14669,6.21056
65131.3718,0.84276,7.1012,4.89854
65131.3917,1.1157,6.99586,4.90333
65131.4118,0.72305,7.29992,5.71496
65131.4318,0.97923,7.97509,5.37498
65131.4517,1.48201,8.21451,6.40688
65131.4718,0.99359,7.8434,7.86735
65131.4918,0.4525,7.15627,7.75482
65131.5118,-0.06704,7.15627,5.86101
65131.5318,0.24181,7.7644,5.69102
65131.5518,0.77572,7.85538,5.93283
65131.5718,0.59616,7.62793,6.06212
65131.5918,0.50757,7.65426,6.57927
65131.6118,0.44053,7.38372,6.60321
65131.6318,-0.01437,7.56328,5.70778
65131.6518,-0.27773,7.185,6.20338
65131.6718,0.12929,6.98149,6.42843
65131.6918,0.02394,7.31429,6.9767
65131.7118,0.14126,7.09402,7.28316
65131.7318,0.20351,7.38372,6.61278
65131.7518,0.3304,7.94875,5.9472
65131.7718,0.72544,7.42681,6.81629
65131.7918,0.51715,7.45315,7.30232
65131.8117,0.22745,7.41005,7.20894
65131.8317,-0.01676,7.32147,5.81791
65131.8518,-0.27773,7.23049,5.58567
65131.8728,0.13408,7.65666,6.06451
65131.8928,0.55306,7.67342,6.30633
65131.9127,0.45969,7.65666,6.55772
65131.9328,-0.18435,7.31429,6.56011
65131.9538,-0.47166,6.98149,6.37336
65131.9738,-0.23942,7.18739,6.89291
65131.9938,-0.0838,6.98149,7.28795
65132.0138,-0.03831,6.90248,6.84502
65132.0338,0.25379,7.1012,6.61278
65132.0548,0.29209,7.32386,6.72052
65132.0748,0.14605,7.44118,6.68461
65132.0958,-0.22505,7.34062,6.57927
65132.1168,-0.73502,7.16585,6.19141
65132.1367,-0.29449,7.24246,6.03578
65132.1568,0.61052,7.5968,6.50744
65132.1768,1.08457,7.82425,6.02381
65132.1968,0.63925,7.69018,5.60961
65132.2168,0.39983,7.5154,5.92325
65132.2368,0.5387,7.49385,5.93523
65132.2566,0.70868,7.69257,5.67186
65132.2778,1.12767,7.83622,5.91128
65132.2988,0.93853,7.81946,6.25605
65132.3187,0.88825,7.98945,6.50983
65132.3388,1.0319,7.97987,6.72771
65132.3598,1.04387,7.74764,6.3997
65132.3798,0.87149,7.64469,6.14352
65132.3997,0.73981,7.77637,6.09085
65132.4198,0.86191,8.00142,5.87537
65132.4398,0.7039,7.86735,6.18422
65132.4598,0.10295,7.29274,6.33266
65132.4797,-0.35913,7.12993,6.28717
65132.4998,-0.33279,7.30471,6.16028
65132.5198,-0.06943,7.39808,6.59124
65132.5398,-0.15562,7.03895,7.39808
65132.5598,-0.36392,6.73489,7.41245
65132.5798,-0.33758,6.84023,7.32386
65132.5998,0.09577,7.39569,6.64391
65132.6198,0.40223,7.2664,6.53617
65132.6398,0.34237,7.24725,6.39252
65132.6597,-0.11492,7.04374,6.50744
65132.6798,0.13408,7.09881,6.25605
65132.6998,0.33998,7.41484,5.63834
65132.7197,0.54348,7.58244,6.00945
65132.7398,0.65362,7.90087,6.33027
65132.7598,0.31125,7.77876,6.65588
65132.7797,-0.16041,7.8434,6.11
65132.7998,-0.63446,8.45871,5.35822
65132.8198,-0.68953,8.837,5.43005
65132.8397,-0.49081,8.82024,5.56412
65132.8598,-0.50278,8.48744,5.84903
65132.8808,-0.70868,8.06607,7.29274
65132.9008,-0.49321,7.6399,8.69335
65132.9208,-0.48363,7.30471,10.02452
65132.9408,-0.16041,6.79235,10.77391
65132.9608,0.34237,6.66546,9.39964
65132.9808,1.22583,7.42921,6.36858
65133.0008,2.16196,7.83622,4.56814
65133.0208,2.19069,7.80031,3.76129
65133.0408,1.37906,7.56089,4.12282
65133.0608,1.06063,7.30232,4.76686
65133.0817,0.65122,7.12275,5.13317
65133.1018,0.26576,7.08205,5.83228
65133.1218,-0.20111,6.90488,6.43801
65133.1417,-0.38307,6.82347,6.51941
65133.1618,-0.13168,6.86178,6.42843
65133.1818,-0.10056,6.95276,5.52582
65133.2017,-0.27294,7.06289,5.38935
65133.2218,-0.10056,7.2664,5.25048
65133.2418,-0.17478,7.47709,5.85382
65133.2617,0.00479,7.6399,6.36379
65133.2818,0.01437,7.75961,6.70376
65133.3018,-0.0814,7.8027,6.16986
65133.3218,-0.46687,7.74764,5.60004
65133.3418,-0.72544,7.85777,5.46357
65133.3628,-0.76614,8.15226,5.63834
65133.3828,-0.9912,8.35576,5.52582
65133.4028,-0.79487,8.28394,5.52342
65133.4227,-0.84755,8.28154,5.67665
65133.4428,-1.1564,7.91762,6.03578
65133.4628,-1.06781,7.5561,6.79474
65133.4827,-0.91698,7.57525,7.21612
65133.5027,-0.49799,7.63511,6.37576
65133.5228,-0.29928,7.44597,5.48033
65133.5427,-0.41899,7.2664,5.51145
65133.5627,-0.79727,7.28556,5.96635
65133.5828,-0.80685,7.2664,6.56011
65133.6027,-0.7446,7.11796,6.73489
65133.6227,-0.62489,7.09881,6.53856
65133.6428,-0.45969,7.18739,5.84425
65133.6637,-0.10056,7.56568,5.97114
65133.6838,0.05267,7.74764,5.69102
65133.7037,-0.02873,7.74285,5.39174
65133.7237,0.18675,7.8434,5.94241
65133.7437,0.24421,7.75721,6.19859
65133.7648,-0.10534,7.63511,6.06451
65133.7858,-0.10534,7.53695,6.16028
65133.8057,0.47884,7.74285,6.26323
65133.8257,0.84276,8.04452,5.96396
65133.8458,1.31921,8.20253,5.71735
65133.8657,1.16837,8.28633,5.44681
65133.8857,1.05105,8.3821,5.60004
65133.9058,1.0343,8.25281,6.12437
65133.9257,0.97683,8.11156,6.40449
65133.9457,0.80924,7.98945,5.95438
65133.9667,0.53151,8.03734,5.87537
65133.9867,0.24181,7.7213,6.0286
65134.0068,0.11732,7.69257,6.03339
65134.0267,0.14126,7.65426,6.03818
65134.0467,-0.00958,7.52019,5.83228
65134.0677,-0.32561,7.45554,5.9041
65134.0878,-0.09816,7.57525,5.96396
65134.1077,-0.09337,7.74285,6.35182
65134.1277,0.09577,7.77876,6.93121
65134.1497,-0.02634,7.71651,7.29992
65134.1697,-0.2466,7.44118,6.60081
65134.1897,-0.18196,7.5968,6.08127
65134.2098,0.10056,7.72848,6.00945
65134.2297,0.13647,7.68299,6.50026
65134.2497,-0.21069,7.50582,6.87615
65134.2698,-0.07901,7.42203,7.08205
65134.2908,0.18435,7.39329,6.04057
65134.3107,0.22745,7.61356,5.62637
65134.3317,0.52912,7.73327,6.05015
65134.3517,0.68235,7.84101,6.50505
65134.3718,0.72784,7.93917,6.99346
65134.3917,0.36152,7.65187,6.61518
65134.4127,0.17717,7.53934,6.33985
65134.4327,0.58179,7.80989,6.09324
65134.4527,0.69911,7.98227,6.07648
