SensorTimestamp(s),mag_x,mag_y,mag_z
65125.5491,-1.68,-24.24,-4.62
65125.5691,-1.44,-24.12,-4.62
65125.5892,-1.14,-24.24,-4.74
65125.6092,-1.2,-24.06,-4.44
65125.6292,-1.02,-24,-4.44
65125.6492,-1.14,-23.88,-4.44
65125.6692,-1.38,-23.4,-4.5
65125.6892,-1.56,-23.58,-4.74
65125.7092,-1.86,-23.22,-4.44
65125.7292,-2.1,-23.46,-4.5
65125.7492,-2.22,-24.12,-4.62
65125.7692,-2.1,-24.36,-5.16
65125.7902,-2.22,-24.48,-5.34
65125.8102,-2.16,-24.24,-5.52
65125.8302,-1.98,-23.94,-6
65125.8502,-2.28,-23.46,-6.18
65125.8702,-2.4,-23.16,-6.54
65125.8902,-2.82,-22.98,-6.96
65125.9112,-3.36,-23.04,-6.54
65125.9312,-3.72,-22.74,-6.9
65125.9512,-4.2,-22.74,-7.08
65125.971,-3.9,-23.04,-7.68
65125.9912,-3.78,-22.86,-8.22
65126.0132,-3.54,-22.92,-8.4
65126.0332,-3.18,-22.86,-8.52
65126.0532,-3.24,-22.56,-8.64
65126.0732,-3.24,-22.26,-8.52
65126.0942,-3.54,-22.02,-8.16
65126.1142,-3.54,-22.14,-7.98
65126.1342,-3.84,-22.2,-8.04
65126.1542,-3.78,-22.44,-7.86
65126.1742,-3.78,-22.56,-8.34
65126.1952,-3.9,-22.62,-8.58
65126.2152,-3.9,-22.56,-7.98
65126.2352,-4.2,-22.14,-7.74
65126.2551,-4.38,-22.14,-7.56
65126.2752,-4.74,-21.66,-7.92
65126.2952,-4.68,-21.6,-8.46
65126.3152,-4.98,-22.08,-9
65126.3352,-4.5,-22.08,-8.88
65126.3552,-4.14,-22.8,-8.46
65126.3752,-3.84,-23.22,-7.74
65126.3952,-3.06,-23.28,-7.38
65126.4152,-2.88,-23.22,-7.26
65126.4362,-2.7,-23.1,-7.32
65126.4562,-2.76,-22.86,-7.68
65126.4762,-3.06,-22.44,-7.38
65126.496,-3.42,-22.5,-6.78
65126.5162,-3.66,-22.38,-6
65126.5362,-4.38,-22.2,-5.58
65126.5562,-4.32,-22.08,-5.04
65126.5762,-4.2,-22.32,-5.1
65126.5961,-4.26,-22.38,-4.98
65126.6162,-3.78,-22.8,-4.92
65126.6362,-3.78,-23.04,-5.58
65126.6562,-3.96,-23.04,-5.7
65126.6762,-3.54,-23.16,-5.76
65126.6972,-3.36,-22.8,-5.58
65126.7171,-3.42,-23.1,-4.8
65126.7372,-3.24,-23.1,-3.96
65126.7572,-3.12,-23.1,-3.66
65126.7772,-3.18,-23.58,-3
65126.7972,-3.06,-23.34,-2.1
65126.8172,-2.58,-23.34,-1.44
65126.8372,-2.82,-23.34,-0.78
65126.8572,-2.4,-23.22,-0.18
65126.8772,-2.04,-23.28,-0.42
65126.8972,-2.34,-23.46,0.12
65126.9172,-2.16,-23.22,0.36
65126.9372,-1.92,-23.4,1.14
65126.9582,-1.74,-23.4,1.86
65126.9782,-0.9,-23.52,1.92
65126.9982,-0.66,-23.94,2.4
65127.0182,-0.6,-23.4,1.68
65127.0382,-0.3,-23.46,1.62
65127.0582,-0.72,-23.34,1.62
65127.0782,-0.72,-23.04,1.92
65127.0982,-0.6,-23.34,2.28
65127.1182,-0.66,-23.34,2.46
65127.1382,-0.48,-23.34,2.82
65127.1582,-0.18,-23.88,3.06
65127.1782,-0.48,-23.94,3.12
65127.1992,-0.48,-23.82,3.12
65127.2192,-0.66,-23.64,2.82
65127.2392,-0.84,-23.28,2.7
65127.2592,-0.66,-23.22,2.88
65127.2802,-0.9,-23.34,3.24
65127.3002,-0.9,-23.4,3.24
65127.3202,-0.9,-23.64,3.18
65127.3402,-0.9,-23.4,2.82
65127.3602,-1.2,-23.28,3.24
65127.3802,-1.2,-23.58,3.18
65127.4001,-1.2,-23.22,3.3
65127.4201,-1.44,-23.7,4.02
65127.4402,-1.38,-23.7,3.42
65127.4612,-1.44,-23.52,4.02
65127.4812,-1.98,-23.34,4.02
65127.5011,-2.1,-22.92,3.6
65127.5212,-2.22,-22.8,3.84
65127.5411,-2.16,-22.86,3.66
65127.5612,-2.04,-23.16,3.54
65127.5812,-2.28,-23.52,3.6
65127.6012,-2.1,-23.52,3.78
65127.6212,-2.28,-23.46,3.6
65127.6412,-2.64,-23.52,3.96
65127.6611,-2.76,-23.1,4.32
65127.6822,-3.12,-23.16,4.2
65127.7032,-3.42,-23.04,4.02
65127.7231,-2.82,-23.04,3.84
65127.7432,-2.4,-23.34,2.94
65127.7632,-1.92,-22.98,2.46
65127.7842,-1.38,-22.98,2.22
65127.8042,-1.44,-22.74,2.1
65127.8242,-1.38,-22.32,2.46
65127.8442,-1.68,-22.62,2.64
65127.8642,-1.8,-22.74,3
65127.8842,-1.68,-22.92,3.06
65127.9042,-1.98,-23.46,3.06
65127.9242,-1.68,-24.18,2.64
65127.9442,-1.98,-24.18,2.64
65127.9642,-2.34,-24.24,2.94
65127.9842,-2.16,-23.82,2.94
65128.0042,-1.98,-23.52,3.24
65128.0242,-1.56,-23.4,3.06
65128.0442,-1.68,-23.1,3.06
65128.0642,-1.8,-23.4,3.06
65128.0842,-2.34,-22.92,2.94
65128.1042,-2.1,-22.92,3.12
65128.1242,-1.5,-22.68,2.94
65128.1452,-1.5,-22.44,3.3
65128.1662,-1.38,-22.8,3.48
65128.1862,-1.98,-23.04,3.36
65128.2062,-1.98,-23.82,3.24
65128.2262,-2.1,-23.82,2.82
65128.2472,-2.1,-24.06,2.76
65128.2672,-1.92,-24.06,2.52
65128.2892,-2.34,-23.82,2.4
65128.3092,-2.22,-23.76,2.52
65128.3302,-2.4,-23.64,2.34
65128.3502,-2.52,-23.58,2.76
65128.3702,-2.28,-23.16,2.64
65128.3902,-2.1,-23.16,2.28
65128.4102,-1.74,-23.16,2.34
65128.43,-1.8,-23.1,2.1
65128.4502,-1.8,-23.46,2.04
65128.4702,-1.8,-23.52,2.22
65128.4902,-1.92,-23.76,2.34
65128.5102,-1.38,-23.76,2.28
65128.5302,-1.44,-23.76,2.52
65128.5502,-1.14,-23.94,2.04
65128.5702,-0.66,-23.52,2.1
65128.5902,-0.72,-23.64,1.74
65128.6102,-0.42,-23.76,1.14
65128.6302,-0.48,-23.52,1.26
65128.6502,-0.66,-24,0.66
65128.6702,-0.6,-23.82,1.14
65128.6912,-0.54,-23.82,1.86
65128.7112,-0.54,-24.06,1.92
65128.7312,-0.3,-24.06,2.16
65128.7512,-0.48,-23.76,2.04
65128.7712,-0.48,-23.76,1.5
65128.7912,-0.72,-24.24,1.26
65128.8112,-1.02,-23.7,0.72
65128.8312,-1.08,-24,0.42
65128.8532,-1.26,-24,0.54
65128.8732,-1.2,-23.1,0.96
65128.8932,-0.96,-23.16,1.5
65128.9132,-1.56,-22.98,1.92
65128.9332,-1.98,-22.86,1.8
65128.9532,-2.28,-23.46,1.8
65128.9732,-2.58,-23.1,1.56
65128.9932,-2.1,-23.22,1.02
65129.0132,-1.56,-23.22,0.84
65129.0332,-1.38,-22.92,0.42
65129.0542,-1.32,-23.4,0.24
65129.0742,-1.32,-23.34,0.12
65129.0942,-1.5,-23.52,0.3
65129.1142,-1.2,-23.64,0.66
65129.1352,-1.38,-23.88,1.02
65129.1552,-1.56,-24,1.68
65129.1752,-1.2,-23.7,1.86
65129.1952,-1.5,-23.58,2.1
65129.2152,-1.14,-23.22,2.28
65129.2352,-0.78,-22.86,2.28
65129.2552,-1.38,-23.22,2.4
65129.2752,-1.02,-23.04,2.34
65129.2952,-0.9,-23.04,2.04
65129.3152,-1.08,-23.34,2.16
65129.3352,-0.96,-23.1,2.22
65129.3552,-1.32,-23.16,2.52
65129.3752,-1.2,-23.34,2.76
65129.3952,-0.48,-23.22,2.7
65129.4152,-0.06,-23.52,2.7
65129.4351,0.12,-23.34,2.58
65129.4552,-0.06,-23.34,2.28
65129.4752,-0.48,-23.16,1.92
65129.4952,-1.08,-22.98,2.04
65129.5152,-1.32,-23.46,1.32
65129.5352,-1.74,-23.22,0.9
65129.5552,-1.62,-23.4,0.66
65129.5752,-1.38,-23.58,0.12
65129.5952,-1.5,-23.46,-0.18
65129.6152,-1.26,-23.88,0.18
65129.6352,-1.86,-23.94,0.12
65129.6552,-1.8,-23.58,0.24
65129.6752,-1.56,-23.52,0.78
65129.6962,-1.32,-23.22,0.78
65129.7162,-0.84,-23.28,1.02
65129.7362,-0.9,-23.58,1.32
65129.756,-1.08,-23.64,1.44
65129.7762,-1.5,-23.76,1.86
65129.7962,-1.98,-23.76,2.28
65129.8162,-2.22,-23.76,1.98
65129.8362,-2.28,-23.46,1.74
65129.8562,-1.86,-23.4,1.32
65129.8782,-1.2,-23.58,0.96
65129.8982,-0.6,-23.94,1.08
65129.9192,0.18,-24,1.14
65129.9392,0.12,-24,1.5
65129.9592,0.3,-23.7,1.32
65129.979,-0.06,-23.34,0.84
65129.9992,-0.6,-23.82,0.96
65130.0192,-0.9,-23.7,0.78
65130.0392,-1.38,-23.76,0.66
65130.0602,-1.44,-23.64,0.96
65130.0802,-1.14,-23.34,0.78
65130.1002,-0.96,-23.7,0.6
65130.1202,-0.78,-23.82,0.96
65130.1402,-0.48,-23.94,0.84
65130.1602,-0.42,-23.88,1.02
65130.1802,-0.42,-23.46,1.38
65130.2002,-0.42,-23.58,1.5
65130.2202,-0.36,-23.82,1.62
65130.2402,-0.42,-24.12,1.38
65130.2612,-0.48,-24.12,1.08
65130.2822,-0.6,-24.12,0.42
65130.3022,-0.84,-23.82,0.42
65130.3232,-1.02,-23.7,0.42
65130.3432,-0.96,-24,0.3
65130.3632,-0.78,-23.88,0.72
65130.3832,-0.84,-23.88,0.96
65130.4032,-0.96,-23.94,1.2
65130.4232,-1.2,-23.52,1.56
65130.443,-1.62,-23.4,1.92
65130.463,-2.16,-23.22,1.8
65130.4832,-2.52,-23.04,2.1
65130.5032,-2.94,-23.34,1.74
65130.5232,-2.94,-23.16,1.44
65130.5431,-2.34,-23.4,1.62
65130.5632,-2.04,-23.22,1.26
65130.5832,-1.62,-23.28,1.2
65130.6031,-1.08,-23.28,1.14
65130.6231,-1.2,-22.86,0.78
65130.6432,-1.32,-23.16,0.6
65130.6631,-1.32,-23.1,0.42
65130.6832,-1.68,-23.04,0.66
65130.7032,-1.5,-23.22,0.72
65130.7242,-1.56,-23.22,0.54
65130.7452,-1.5,-23.34,0.9
65130.7652,-1.56,-23.76,0.72
65130.7852,-2.04,-23.94,0.72
65130.8052,-2.22,-23.52,1.5
65130.8252,-2.52,-23.28,1.56
65130.8452,-2.64,-22.8,1.74
65130.8652,-2.58,-22.74,1.86
65130.8852,-2.88,-23.04,1.86
65130.9052,-3,-23.04,1.62
65130.9252,-3.18,-23.1,1.56
65130.9452,-3.12,-23.04,1.62
65130.9652,-2.76,-23.28,1.08
65130.9852,-2.34,-23.04,1.32
65131.0052,-1.8,-23.1,1.14
65131.0252,-1.74,-23.34,1.14
65131.0452,-1.74,-23.4,1.32
65131.0652,-1.68,-23.7,1.08
65131.0852,-1.56,-24.12,0.96
65131.1052,-1.5,-23.94,0.9
65131.1252,-1.44,-23.94,1.02
65131.1451,-1.5,-23.82,1.44
65131.1652,-1.8,-23.64,1.26
65131.1852,-2.22,-23.82,0.9
65131.2052,-2.04,-23.22,0.42
65131.2252,-2.28,-23.16,0
65131.2452,-2.34,-23.04,0.48
65131.2652,-1.8,-23.34,0.54
65131.2852,-1.74,-24.06,0.24
65131.3052,-1.38,-24.48,0
65131.3252,-1.32,-24.48,-0.48
65131.3452,-1.5,-23.82,-0.66
65131.3652,-1.56,-23.64,0.18
65131.3852,-1.56,-23.76,0.36
65131.4052,-1.68,-23.7,0.48
65131.4252,-1.56,-24.18,0.48
65131.4452,-1.5,-23.82,0.12
65131.4652,-1.8,-23.7,-0.18
65131.4852,-1.92,-23.82,-0.36
65131.5052,-2.04,-23.58,-0.36
65131.5252,-2.04,-23.94,-0.24
65131.5452,-2.16,-23.82,0.12
65131.5652,-2.22,-23.46,0.24
65131.5852,-2.16,-23.34,0.48
65131.6052,-2.22,-22.92,0.12
65131.6252,-1.86,-22.98,0.24
65131.6452,-1.62,-22.86,0.24
65131.6652,-1.68,-22.86,0.24
65131.6852,-1.62,-23.04,0.42
65131.7052,-1.44,-23.04,0
65131.7252,-1.44,-23.52,0.42
65131.7452,-1.26,-23.94,-0.06
65131.7652,-1.56,-23.94,-0.06
65131.7852,-1.8,-23.64,0
65131.8052,-1.86,-23.64,-0.36
65131.8252,-1.86,-23.58,-0.06
65131.8452,-1.5,-23.82,-0.3
65131.8662,-1.56,-24.24,-0.24
65131.8862,-1.32,-24.48,-0.42
65131.9062,-1.26,-24.42,-0.36
65131.9262,-1.38,-24,-0.48
65131.9472,-0.96,-24.18,-0.36
65131.9672,-0.78,-23.82,-0.12
65131.9872,-0.12,-23.94,-0.18
65132.0072,0.48,-24.06,-0.06
65132.0272,0.12,-23.7,0.12
65132.0482,0.06,-24.18,0.36
65132.0682,-0.48,-23.94,0.48
65132.0892,-1.02,-23.76,0.6
65132.1102,-1.2,-23.88,0.42
65132.1302,-1.5,-23.94,-0.12
65132.1502,-1.56,-24.12,0.24
65132.1702,-1.62,-23.82,0.42
65132.1902,-1.5,-23.58,0.12
65132.2102,-1.56,-23.46,0.54
65132.2302,-1.68,-23.04,0.42
65132.25,-1.86,-23.52,0.06
65132.2712,-2.1,-23.76,0.72
65132.2922,-1.98,-24.06,0.48
65132.3122,-2.1,-24.42,0.3
65132.3322,-2.34,-24.24,0.54
65132.3532,-2.22,-23.88,0.12
65132.3732,-2.58,-23.46,0.12
65132.3932,-2.7,-23.1,0.54
65132.4132,-2.64,-23.16,0.72
65132.4332,-2.94,-23.28,1.02
65132.4532,-2.4,-23.46,1.02
65132.4731,-2.22,-23.82,0.6
65132.4932,-2.1,-23.82,0.72
65132.5132,-1.56,-23.7,0.3
65132.5332,-1.74,-23.52,0.42
65132.5532,-1.38,-23.16,0.84
65132.5732,-1.2,-23.4,0.54
65132.5932,-1.08,-23.7,0.66
65132.6132,-1.08,-23.82,0.54
65132.6332,-1.38,-24.12,0.18
65132.6532,-1.44,-24.12,0.36
65132.6732,-1.38,-23.94,0.9
65132.6932,-1.08,-23.82,0.84
65132.7132,-0.9,-23.28,0.9
65132.7332,-1.08,-23.28,0.6
65132.7532,-1.38,-23.22,0.3
65132.7732,-1.56,-23.46,0.36
65132.7932,-1.38,-23.82,0.18
65132.8132,-1.32,-23.46,0.6
65132.8332,-1.26,-23.7,0.36
65132.8532,-1.56,-23.46,0.48
65132.8742,-1.8,-23.52,0.18
65132.8942,-1.74,-23.82,-0.18
65132.9142,-1.74,-23.4,-0.3
65132.9342,-1.74,-23.58,-0.78
65132.9542,-1.38,-23.88,-0.78
65132.9742,-1.2,-24,-1.08
65132.9942,-1.44,-24.3,-0.66
65133.0142,-1.86,-23.76,-0.06
65133.0342,-2.16,-23.76,0.54
65133.0542,-2.04,-23.52,1.14
65133.0752,-1.74,-23.82,1.14
65133.0952,-0.84,-24,0.96
65133.1152,-0.9,-24.06,0.96
65133.1352,-1.02,-23.82,0.84
65133.1552,-0.6,-23.64,0.84
65133.1752,-0.96,-23.88,1.14
65133.1952,-0.66,-23.52,1.44
65133.2152,-0.48,-23.82,1.8
65133.2352,-1.08,-23.94,2.1
65133.2552,-1.26,-23.76,1.92
65133.2752,-1.2,-23.88,1.5
65133.2952,-1.32,-23.82,1.32
65133.3152,-1.2,-23.7,0.9
65133.3352,-1.02,-23.82,0.78
65133.3562,-1.08,-23.58,0.84
65133.3762,-1.26,-23.7,1.02
65133.3962,-0.84,-23.64,1.44
65133.4162,-0.72,-23.64,1.56
65133.4362,-0.6,-23.76,1.62
65133.4562,-0.36,-23.76,1.38
65133.4762,-0.78,-24.06,1.62
65133.4961,-1.02,-24.3,1.62
65133.5162,-1.08,-24.54,1.62
65133.5362,-1.08,-24.66,1.8
65133.5562,-0.72,-24.36,1.8
65133.5762,-0.48,-23.76,1.92
65133.5962,-0.42,-23.64,1.8
65133.6162,-0.66,-23.88,1.8
65133.6362,-0.54,-23.88,1.2
65133.6572,-0.54,-24.36,0.84
65133.6772,-0.66,-24.66,0.84
65133.6972,-0.6,-24,0.66
65133.7171,-1.26,-23.82,1.26
65133.7372,-1.5,-23.82,1.26
65133.7582,-1.68,-23.52,1.44
65133.7792,-1.62,-23.94,1.56
65133.7991,-1.5,-24.06,1.56
65133.8192,-1.14,-24.06,1.56
65133.8392,-1.14,-24,1.44
65133.8592,-1.44,-24.36,1.14
65133.8792,-1.38,-24.36,0.72
65133.8992,-1.62,-24,0.78
65133.9191,-1.8,-24,0.78
65133.9391,-1.5,-23.7,1.2
65133.9602,-1.26,-23.7,1.44
65133.9802,-1.32,-23.88,1.44
65134.0002,-1.08,-24.06,1.56
65134.0202,-1.08,-24.06,0.96
65134.0402,-1.08,-23.82,0.48
65134.0612,-1.14,-23.82,0.42
65134.0812,-1.14,-23.46,0.36
65134.1012,-1.2,-23.22,0.54
65134.1212,-1.32,-23.46,0.9
65134.1432,-1.2,-23.4,0.66
65134.1632,-1.02,-23.76,0.48
65134.1832,-1.08,-24,0.42
65134.2032,-1.08,-23.76,0.96
65134.2232,-1.2,-23.88,1.2
65134.2432,-1.74,-23.52,1.5
65134.2632,-1.74,-23.22,1.44
65134.2842,-1.5,-23.58,1.08
65134.3042,-1.5,-23.34,1.14
65134.3252,-0.96,-23.4,0.84
65134.3452,-0.48,-23.4,0.96
65134.3652,-0.96,-23.64,0.66
65134.3852,-1.2,-23.82,0.6
65134.4062,-1.32,-23.94,0.9
65134.4262,-2.04,-24.12,0.78
65134.4461,-2.4,-23.76,0.78
65134.4662,-2.16,-24,0.72
65134.4862,-2.7,-24,0.72
65134.5062,-2.58,-23.76,0.84
65134.5262,-2.1,-23.82,0.84
65134.5462,-2.4,-23.52,0.9
65134.5662,-2.04,-23.52,0.84
65134.5862,-1.98,-23.52,0.96
65134.6062,-1.92,-23.52,1.08
65134.6262,-1.86,-23.58,1.32
65134.6462,-1.98,-23.4,1.44
65134.6672,-2.34,-23.34,1.2
65134.6872,-2.46,-22.98,1.5
65134.7072,-2.16,-23.22,1.14
65134.7272,-1.98,-23.22,1.08
65134.7472,-1.74,-23.52,1.44
65134.7672,-1.68,-23.76,1.62
65134.7872,-2.04,-23.64,1.86
65134.8072,-1.98,-23.34,1.68
65134.8272,-2.28,-23.28,1.5
65134.8472,-2.28,-23.22,1.2
65134.8672,-2.1,-22.92,1.14
65134.8882,-2.1,-23.58,1.14
65134.9081,-1.32,-23.82,1.02
65134.9282,-1.56,-23.52,1.2
65134.9482,-1.38,-23.64,1.32
65134.9681,-1.8,-23.64,1.92
65134.9882,-2.34,-23.34,2.04
65135.0082,-1.98,-23.94,1.74
65135.0292,-2.1,-24.06,1.56
65135.0492,-1.74,-23.88,1.14
65135.0692,-1.38,-23.94,1.32
65135.0902,-1.5,-23.34,1.14
65135.1102,-1.38,-23.34,1.26
65135.1302,-1.14,-23.34,1.02
65135.1502,-1.32,-23.46,0.54
65135.1702,-1.32,-24.06,0.84
65135.1902,-1.5,-23.82,0.9
65135.2112,-1.68,-23.94,1.14
65135.2312,-1.8,-23.88,1.62
65135.2512,-1.8,-23.88,1.26
65135.2712,-1.68,-23.88,1.14
65135.2912,-1.74,-23.7,0.96
65135.3112,-1.26,-23.34,0.96
65135.3312,-1.14,-22.92,1.14
65135.3522,-1.26,-23.04,1.5
65135.3722,-1.08,-23.46,1.44
65135.3932,-1.32,-23.64,1.56
65135.4132,-1.32,-24.12,1.5
65135.4331,-1.26,-24,1.26
65135.4531,-1.44,-23.7,1.56
65135.4732,-1.5,-23.7,1.14
65135.4932,-1.5,-23.22,1.02
65135.5132,-1.14,-23.64,1.08
65135.5332,-1.14,-23.82,0.72
65135.5532,-1.32,-23.7,0.96
65135.5732,-1.32,-24.12,0.96
65135.5942,-1.5,-23.88,0.6
65135.6142,-1.5,-23.76,1.14
65135.6342,-1.26,-23.7,1.14
65135.6542,-1.08,-23.7,0.96
65135.6742,-0.66,-23.52,1.26
65135.6942,-0.9,-23.82,1.38
65135.7142,-0.66,-24.3,1.62
65135.7342,-1.08,-24.3,1.8
65135.7542,-1.5,-24.78,1.98
65135.7742,-1.38,-24.42,1.56
65135.7942,-1.5,-24.06,1.44
65135.8142,-1.14,-24.24,1.56
65135.8342,-0.9,-24.12,1.38
65135.8552,-0.78,-24.42,1.14
65135.8762,-0.9,-24.54,1.2
65135.8962,-0.84,-24.54,1.26
65135.9162,-1.5,-24.6,1.02
65135.9362,-1.62,-24.42,1.2
65135.9562,-1.8,-24.06,0.9
65135.9782,-1.98,-23.7,1.08
65135.9982,-1.74,-23.58,1.32
65136.0192,-1.98,-23.4,1.44
65136.0392,-1.68,-23.52,1.32
65136.0591,-1.74,-23.46,1.14
65136.0792,-1.8,-23.58,0.96
65136.0992,-1.62,-23.82,0.96
65136.1192,-1.68,-24.24,1.14
65136.1392,-1.8,-24.36,1.5
65136.1592,-1.62,-24.42,1.56
65136.1792,-1.68,-24.3,1.44
65136.1992,-1.86,-24.12,0.96
65136.2192,-1.86,-24.18,0.42
65136.2392,-1.56,-24,-0.12
65136.2592,-1.62,-24,0.06
65136.2792,-1.5,-23.88,0.18
65136.2992,-1.2,-23.64,0.66
65136.3202,-1.26,-23.64,1.08
65136.3402,-1.14,-23.76,0.9
65136.3602,-0.78,-23.88,1.32
65136.3802,-1.14,-23.94,1.44
65136.4002,-1.32,-23.76,1.32
65136.4201,-1.44,-23.46,1.26
65136.4412,-1.98,-23.34,1.2
65136.4612,-1.86,-23.34,0.84
65136.4812,-2.34,-23.52,1.44
65136.5012,-2.4,-23.46,1.56
65136.5212,-2.22,-23.16,1.26
65136.5412,-2.22,-23.34,1.38
65136.5612,-1.92,-23.16,0.84
65136.5812,-1.74,-23.4,0.78
65136.6032,-1.74,-23.88,1.14
65136.6232,-1.62,-23.64,0.84
65136.6442,-1.2,-24.12,0.78
65136.6642,-1.02,-24.06,0.84
65136.6852,-1.08,-24.36,0.9
65136.7052,-1.5,-24.36,1.14
65136.7252,-1.98,-24.06,1.26
65136.7452,-1.74,-24,1.68
65136.7652,-1.86,-23.64,1.68
65136.7852,-1.32,-23.7,1.56
65136.8052,-0.84,-23.7,1.5
65136.8252,-1.38,-23.76,1.14
65136.8451,-1.38,-23.4,0.96
65136.8652,-1.5,-23.64,1.68
65136.8862,-1.5,-23.64,1.5
65136.9072,-1.5,-23.7,1.56
65136.9282,-1.32,-24.24,1.44
65136.9482,-1.26,-24.12,1.2
65136.9682,-1.26,-24.24,1.5
65136.9882,-1.2,-23.94,1.44
65137.0082,-1.14,-23.64,1.32
65137.0281,-1.26,-23.46,0.96
65137.0482,-1.62,-23.64,1.26
65137.0682,-1.62,-23.76,1.2
65137.0882,-1.68,-23.58,1.62
65137.1082,-1.62,-23.76,1.44
65137.1282,-1.5,-23.64,1.44
65137.1482,-1.32,-23.4,1.5
65137.1682,-1.62,-23.88,1.44
65137.1882,-1.38,-23.64,1.74
65137.2092,-1.38,-23.64,1.26
65137.2302,-1.5,-24.3,1.14
65137.2502,-1.02,-24.18,1.26
65137.2701,-1.38,-24.42,1.2
65137.2902,-1.14,-23.88,1.14
65137.3102,-1.08,-23.64,0.84
65137.3302,-1.14,-23.52,0.12
65137.3512,-1.08,-23.46,0.12
65137.3722,-1.26,-24.12,0.24
65137.3932,-1.26,-24.12,0.84
65137.4132,-1.26,-24.18,1.32
65137.4332,-1.5,-24.12,1.38
65137.4532,-1.92,-24.12,0.84
65137.4732,-1.98,-24.12,0.84
65137.4932,-1.8,-24.24,0.66
65137.5132,-1.5,-23.82,0.48
65137.5332,-1.2,-23.58,0.84
65137.5532,-1.38,-23.04,0.54
65137.5732,-1.56,-23.04,0.24
65137.5932,-1.62,-23.34,0.24
65137.6132,-1.32,-23.22,0.42
65137.6342,-1.08,-24,0.54
65137.6542,-0.72,-24,0.72
65137.6742,-0.78,-24.12,1.02
65137.6942,-0.84,-24.42,1.2
65137.7142,-1.02,-23.82,1.32
65137.7342,-1.38,-23.1,1.8
65137.7542,-1.86,-23.28,2.04
65137.7742,-1.5,-23.4,1.62
65137.7942,-1.68,-23.58,1.44
65137.8142,-1.56,-23.76,0.96
65137.8342,-1.02,-23.28,1.14
65137.8542,-1.38,-22.98,1.2
65137.8742,-1.08,-23.1,1.5
65137.8942,-1.14,-23.4,1.44
65137.9142,-1.44,-23.58,0.96
65137.9342,-1.44,-23.82,1.02
65137.9552,-1.08,-23.94,1.14
65137.9752,-1.02,-24,1.32
65137.9952,-0.72,-24.48,1.26
65138.0151,-0.66,-24.24,1.26
65138.0352,-1.38,-24.12,0.66
65138.0552,-1.2,-24,0.66
65138.0752,-1.2,-23.82,1.02
65138.0952,-1.14,-23.94,1.02
65138.1152,-0.84,-24.18,1.14
65138.1352,-0.9,-23.82,1.32
65138.1562,-0.96,-23.94,1.32
65138.1762,-1.08,-24.06,1.44
65138.1962,-0.78,-23.76,1.5
65138.2172,-1.08,-23.64,1.14
65138.2372,-1.2,-23.46,0.84
65138.2572,-1.32,-23.52,0.54
65138.2772,-1.68,-23.82,0.24
65138.2972,-1.74,-24,0.48
65138.3182,-1.26,-24.12,0.3
65138.3392,-1.08,-23.88,0.24
65138.3592,-0.84,-23.7,0.96
65138.3791,-0.78,-24.3,0.9
65138.3992,-1.02,-23.82,1.32
65138.4192,-1.08,-23.76,1.5
65138.4392,-1.38,-23.64,1.5
65138.4592,-1.5,-23.16,1.8
65138.4792,-1.92,-23.4,1.68
65138.4991,-2.22,-23.4,1.92
65138.5191,-2.4,-23.1,1.98
65138.5392,-2.16,-23.16,1.74
65138.5591,-1.92,-23.22,1.62
65138.5792,-1.86,-22.98,1.8
65138.5992,-2.16,-23.22,1.86
65138.6192,-2.58,-22.86,1.98
65138.6392,-2.52,-22.86,1.74
65138.6592,-2.28,-23.16,1.2
65138.6802,-1.8,-23.22,0.96
65138.7011,-1.5,-23.64,1.14
65138.7211,-1.74,-23.88,1.02
65138.7412,-2.04,-23.7,0.78
65138.7612,-1.68,-23.82,0.72
65138.7812,-1.98,-23.64,0.6
65138.8022,-1.68,-23.16,0.54
65138.8222,-1.44,-23.16,0.9
65138.8422,-2.04,-22.86,0.72
65138.8622,-1.98,-23.34,0.36
65138.8822,-2.16,-23.52,0.78
65138.9022,-2.58,-23.52,0.9
65138.9222,-2.34,-23.64,0.9
65138.9422,-2.28,-23.22,0.84
65138.9622,-2.16,-23.52,0.42
65138.9822,-1.74,-23.28,0.24
65139.0022,-1.92,-23.58,0.24
65139.0222,-2.1,-23.52,0.66
65139.0422,-2.22,-23.34,1.08
65139.0622,-2.1,-23.76,0.72
65139.0822,-1.86,-23.88,0.72
65139.1022,-1.86,-23.94,0.48
65139.1222,-1.68,-23.88,0.48
65139.1422,-1.68,-24.12,0.78
65139.1622,-1.68,-23.82,0.84
65139.1822,-1.5,-24.12,1.02
65139.2022,-1.44,-24.12,1.14
65139.2222,-1.56,-23.82,1.2
65139.2422,-1.26,-23.82,0.9
65139.2622,-1.14,-23.88,0.48
65139.2822,-1.14,-24.24,0.12
65139.3022,-0.96,-24.06,0.12
65139.3222,-1.2,-23.94,0.18
65139.3422,-1.08,-23.34,0.66
65139.3622,-0.9,-22.98,0.66
65139.3822,-0.66,-23.46,0.36
65139.4032,-1.02,-23.82,0.48
65139.4232,-1.14,-24.24,0.36
65139.4432,-1.5,-24.48,0.36
65139.4632,-1.86,-24.42,0.36
65139.4832,-1.92,-24,0
65139.5032,-1.98,-24.12,-0.36
65139.5232,-1.98,-23.88,-0.66
65139.5431,-1.98,-24.12,-0.96
65139.5632,-1.56,-24.3,-0.9
65139.5832,-1.74,-24.42,-1.02
