AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:41,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:02:39,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:26,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:41,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:02:39,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:26
86.5893,-50.0,,,,,,,-60.0,,,,,-72.0,,,,,,,,-85.0,,,-94.0,,,,-73.0,-80.0,,-65.0,-90.0,,-78.0,-71.0,-71.0,-75.0,-88.0,-91.0,-89.0,,,,,,,,,,,,,,,-91.0,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,2412.0,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,2412.0
88.598,-52.0,,-90.0,,,,,,,,,,-62.0,,,,,,,,-86.0,,,,,-85.0,,-67.0,-71.0,,-74.0,,,-84.0,-70.0,-70.0,-67.0,,,-86.0,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,,,,,,2452.0,,,,,,,,2412.0,,,,,2457.0,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,
90.603,-53.0,,-93.0,,,,,-54.0,,,,,-72.0,,,,,,,,,-89.0,,,,,,-65.0,-66.0,,-64.0,-88.0,,-76.0,-66.0,-67.0,-67.0,-83.0,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,,,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,
92.5771,-58.0,,-91.0,,,,,-59.0,,,,,-54.0,,,,,,,,-83.0,,,,,,,-65.0,-66.0,-91.0,-57.0,,,-78.0,-65.0,-65.0,-66.0,,-90.0,,,,,,,,,,,,,,-93.0,-87.0,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,2452.0,,,,,,,,,,,,,,2462.0,2437.0,
94.6183,-54.0,-89.0,-91.0,,,,,-60.0,,-88.0,,,-61.0,,,,,,,,,,,,,,,-63.0,-67.0,-89.0,-61.0,-91.0,,-73.0,-59.0,-59.0,-64.0,-77.0,,,,,,,,,,,,,,,,,,2437.0,2437.0,5200.0,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,
96.632,-57.0,-88.0,-90.0,,,,,-62.0,,,,,-63.0,,,,,,,-87.0,-82.0,,,,,,,-59.0,,,-59.0,,,-83.0,-62.0,-62.0,-63.0,-86.0,,,,,,,,,,,,,,,,-86.0,,2437.0,2437.0,5200.0,,,,,5200.0,,,,,2452.0,,,,,,,2462.0,2412.0,,,,,,,2462.0,,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
98.5831,-55.0,,,,,,,-60.0,,-89.0,,,-57.0,,,,,,,,-89.0,,,,,,,-57.0,-70.0,,-59.0,,,-78.0,-61.0,-61.0,-50.0,-80.0,,,,,,,,,,,,,,,,-85.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
100.5958,-54.0,,,,,,,-63.0,,-85.0,,,-65.0,,,,,,,,,,,,,,,-57.0,-65.0,,-52.0,-83.0,,-63.0,-58.0,-58.0,-56.0,-77.0,,-87.0,,,,,,,,,,,,,,-83.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
102.6154,-58.0,,,,,,,,,-76.0,,,-55.0,,,,,,,,-92.0,,,,,,,-54.0,-59.0,,-50.0,-80.0,,-66.0,-53.0,-53.0,-55.0,-78.0,,-83.0,,,,,,,,,,,,,,-80.0,,2437.0,,,,,,,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
104.5882,-68.0,,,,,,,-69.0,,-78.0,,,-53.0,,,,,,,,-90.0,,,,,-92.0,,-55.0,-57.0,,-46.0,-80.0,,-67.0,-48.0,-48.0,-54.0,-71.0,,-86.0,,,,,,,,,,,,,-95.0,-76.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,2457.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,2462.0,2437.0,
106.7324,-57.0,,,,,,,-66.0,,-73.0,,,-50.0,,,,,,,,,,,,-93.0,,,-50.0,-57.0,,-53.0,-80.0,,-58.0,-49.0,-49.0,-50.0,-64.0,,-84.0,,,-87.0,-88.0,-90.0,-89.0,-87.0,-88.0,,,,,,-78.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,2412.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2437.0,
108.6144,-61.0,,,,,,,-67.0,,-85.0,,,-54.0,,,,,,,,,,,,-94.0,,,-57.0,-59.0,,-42.0,-78.0,-91.0,-66.0,-41.0,-42.0,-59.0,-66.0,,-83.0,,,-90.0,,,-90.0,,,,,,,,-86.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,2412.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,,,5500.0,,,,,,,,2437.0,
110.7552,-71.0,,,,,,,-74.0,,-85.0,,,-53.0,,,,,,,,-91.0,,,,,,,-67.0,-67.0,,-60.0,-74.0,-83.0,-71.0,-60.0,-60.0,-67.0,-61.0,,-86.0,,,-84.0,-84.0,-84.0,-84.0,-85.0,-85.0,,-89.0,,,,-66.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,5500.0,,,,2437.0,
112.5698,-73.0,,,,,,,,,-92.0,,,-51.0,,,,,,,,,,,,,,,-69.0,-70.0,,-64.0,-70.0,-88.0,-74.0,-66.0,-66.0,-71.0,-66.0,,,,,-84.0,-86.0,-85.0,-85.0,-85.0,-84.0,,,,,,-81.0,,2437.0,,,,,,,,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2437.0,
114.5929,-74.0,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,-69.0,-76.0,,-69.0,-77.0,-85.0,-73.0,-66.0,-66.0,-69.0,-74.0,,-90.0,,,-88.0,,-86.0,-87.0,-88.0,,,,-88.0,,,-75.0,,2437.0,,,,,,,,,,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,,5500.0,5500.0,5500.0,,,,2462.0,,,2437.0,
116.5756,-77.0,,,,,,,-82.0,,,,,-51.0,,,,,,,,-91.0,,,,,,,-59.0,-70.0,,-66.0,-67.0,-78.0,-73.0,-61.0,-61.0,-64.0,-68.0,,-90.0,-97.0,-91.0,-87.0,-89.0,-88.0,-89.0,-89.0,-88.0,,,,,,-78.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,2437.0,2437.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2437.0,
118.5861,-73.0,,,,,,,,,,,,-51.0,,,,,,,,,,,,,,,-65.0,-65.0,,-64.0,-78.0,-82.0,-72.0,-66.0,-66.0,-65.0,-67.0,,,,,,,,,-90.0,,,,,,,-68.0,,2437.0,,,,,,,,,,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,5500.0,,,,,,,2437.0,
120.6319,-71.0,,,,,,,-75.0,,,,,-48.0,,,,,,,-91.0,,,,,,,,-67.0,-67.0,,-62.0,-67.0,-83.0,-70.0,-64.0,-64.0,-67.0,-67.0,,,,,-89.0,-88.0,,,,,,,,,,-63.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,2462.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,5500.0,5500.0,,,,,,,,,,2437.0,
122.6068,-72.0,,,,,,,,,-91.0,,,-50.0,,,,,,,,-92.0,,,,,-95.0,,-62.0,-71.0,,-62.0,-76.0,-84.0,-71.0,-64.0,-64.0,-63.0,-66.0,,,,,,,,,,,,,-92.0,,,-67.0,,2437.0,,,,,,,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,2457.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,2462.0,,,2437.0,
124.5875,-75.0,,,,,,,-81.0,,-90.0,,,-50.0,,,,,,,,,,,,,,,-65.0,-67.0,,-63.0,-76.0,-83.0,-72.0,-61.0,-61.0,-66.0,-67.0,,,,,,,,,,,,,,,,-69.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
126.6013,-72.0,,,,,,,-79.0,,-89.0,,,-50.0,,,,,,,,-94.0,,,,,,,-65.0,-66.0,,-61.0,-75.0,,,-64.0,-64.0,-65.0,-66.0,,,,,-89.0,,-89.0,,,,,,,,,-66.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,5500.0,,5500.0,,,,,,,,,2437.0,
128.5871,-72.0,,,,,,,-79.0,,,,,-50.0,,,,,,,,-87.0,,,,,,,-66.0,-67.0,,-62.0,-76.0,-81.0,-71.0,-62.0,-62.0,-64.0,-66.0,,,,,,,,,,,,,,,,-67.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
130.5868,-71.0,,,,,,,-78.0,,,,,-50.0,,,,,,,,,,,,,,,-59.0,-65.0,,-65.0,-76.0,-80.0,-72.0,-60.0,-60.0,-65.0,-64.0,,-90.0,,,,,,,,,,,,,,-66.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
132.6072,-75.0,,,,,,,-79.0,,,,,-50.0,,,,,,,,,,,,,,,-64.0,-66.0,,-61.0,-78.0,-79.0,-72.0,-60.0,-60.0,-65.0,-64.0,,,,,,,,,,,,,,,,-64.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
134.5889,-63.0,,,,,,,-78.0,,-86.0,,,-51.0,,,,,,,,,,,,,,,-65.0,-67.0,,-66.0,-77.0,-79.0,-73.0,-64.0,-64.0,-65.0,-63.0,,,,,,,,,,,,,-90.0,,,-67.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,2462.0,,,2437.0,
136.6072,-65.0,,,,,,,,,-88.0,,,-51.0,,,,,,,,-89.0,,,,,,,-64.0,-66.0,,-64.0,-79.0,-79.0,-72.0,-60.0,-60.0,-63.0,-63.0,,-90.0,,,,,,,,,-91.0,,-94.0,,,-63.0,,2437.0,,,,,,,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,2462.0,,2462.0,,,2437.0,
138.6183,-72.0,,,,,,,-85.0,,-87.0,,,-50.0,,,,,,,,,,,,,,,-64.0,-66.0,,-63.0,-78.0,-80.0,-73.0,-62.0,-62.0,-65.0,-65.0,,,,,,,,,,,,,,,,-63.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
140.5832,-67.0,,,,,,,-77.0,,,,,-50.0,,,,,,,-92.0,,,,,,,,-65.0,-66.0,-92.0,-62.0,-74.0,-81.0,-65.0,-60.0,-60.0,-59.0,-64.0,,,,,,,,,,,,,,,,-64.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,2462.0,,,,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
142.5798,-69.0,,,,,,,-79.0,,-86.0,,,-48.0,,,,,,,,,,,,,,,-66.0,-66.0,,-62.0,-65.0,-79.0,-69.0,-61.0,-61.0,-64.0,-63.0,,-89.0,,,,,,,,,,,,,,-61.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
144.6058,-69.0,,,,,,,-79.0,,-87.0,,,-48.0,,,,,,,,,,,,,,,-65.0,-67.0,,-61.0,-75.0,-79.0,-70.0,-61.0,-61.0,-65.0,-65.0,,-90.0,,,,,,,,,,,,,,-63.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
146.5786,-69.0,,,,,,,-78.0,,-85.0,,,-50.0,,,,,,,,,,,,,,,-60.0,-64.0,-92.0,-60.0,-73.0,-80.0,-69.0,-61.0,-61.0,-64.0,-65.0,,,,,,,,,-90.0,,,,,,,-66.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,5500.0,,,,,,,2437.0,
148.5824,-66.0,,,,,,,,,-86.0,,,-51.0,,,,,,,,-89.0,,,,,,,-65.0,-60.0,,-57.0,,,,-63.0,-63.0,-60.0,-60.0,,,,,,,-89.0,,,,,,,,,-63.0,,2437.0,,,,,,,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,5500.0,,,,,,,,,2437.0,
150.5846,-64.0,,,,,,,-77.0,,-85.0,,,-49.0,,,,,,,,-86.0,,,,,,,-54.0,-67.0,,-60.0,-72.0,,-71.0,-62.0,-62.0,-56.0,-60.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,
152.5635,-62.0,,-91.0,,,,,,,-85.0,,,-45.0,,,,,,,,-86.0,,,,,,,-56.0,-60.0,,-53.0,-75.0,-87.0,-67.0,-55.0,-55.0,-52.0,-62.0,,-81.0,,,,,,,,,,,,,,-73.0,,2437.0,,5200.0,,,,,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
154.5885,-60.0,,,,,,,-77.0,,-78.0,,,-46.0,,,,,,,,-87.0,,,,,,,-54.0,-60.0,,-49.0,-78.0,,-63.0,-43.0,-43.0,-54.0,-73.0,,-85.0,,,,,,,,,,,,,,-79.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
156.5887,-60.0,,,,,,,-68.0,,-83.0,,,-55.0,,,,,,,,-82.0,,,,,-89.0,,-56.0,-69.0,-91.0,-44.0,-85.0,,-65.0,-48.0,-48.0,-56.0,-81.0,,-62.0,,,,,,,,,,,,,,,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,2457.0,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,
158.5813,-57.0,-92.0,,,,,,-69.0,,,,,-54.0,,,,,,,-86.0,-81.0,,,,-92.0,,,-65.0,-53.0,,-49.0,-84.0,,-66.0,-55.0,-54.0,-62.0,-83.0,,-82.0,,,,,,,,,,,,,,-81.0,,2437.0,2437.0,,,,,,5200.0,,,,,2452.0,,,,,,,2462.0,2412.0,,,,2412.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
160.5876,-51.0,,-91.0,,,,,-60.0,,-85.0,,,-58.0,,,,,,,,-79.0,,,,,,,-61.0,-68.0,,-55.0,-86.0,,-69.0,-60.0,-60.0,-61.0,-88.0,,-84.0,,,,,,,,,,,,,,-85.0,,2437.0,,5200.0,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
162.5841,-54.0,,,,,,,-61.0,,,,,-60.0,,,,,,,,-84.0,,,,,-91.0,,-69.0,-63.0,,-61.0,-88.0,-84.0,-66.0,-58.0,-58.0,-70.0,-84.0,,-85.0,,,,,,,,,,,,,,-85.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,2457.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
164.6114,-56.0,,-89.0,,,,,-60.0,,,,,-66.0,,,,,,,,-82.0,,,,,,,-64.0,-67.0,-85.0,-63.0,,,-74.0,-67.0,-67.0,-65.0,-89.0,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,
166.6312,-51.0,,-90.0,,,,,-55.0,,,,,-65.0,,,,,,,-88.0,-78.0,,,-92.0,,,,-69.0,-70.0,-87.0,-64.0,,,-77.0,-71.0,-70.0,-69.0,-81.0,,-86.0,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,,2462.0,2412.0,,,2412.0,,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,
168.5772,-49.0,,-87.0,,,,,-55.0,,-92.0,,,-72.0,,,,,,,,-79.0,,,,,-86.0,,-69.0,-70.0,-84.0,-62.0,,,-79.0,-64.0,-63.0,-68.0,-87.0,,-82.0,,,,,,,,,,,,,,-88.0,,2437.0,,5200.0,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,2457.0,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0,
170.5989,-49.0,-92.0,,,,,,-58.0,,,,,-61.0,,,,,,,,-78.0,,,,,,,-71.0,-73.0,,-75.0,,,-74.0,-70.0,-70.0,-70.0,-87.0,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,
172.5951,-48.0,,-89.0,,,,,-53.0,,,,,-68.0,,,,,,,,-86.0,,,,,-91.0,,-75.0,-73.0,,-77.0,,,-78.0,-69.0,-69.0,-76.0,,-88.0,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,2457.0,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,2452.0,,,,,,,,,,,,,,,,
174.6006,-56.0,-84.0,-91.0,,,-94.0,,-58.0,,,,,-68.0,,,,,,,,-83.0,,,,,,,-66.0,-70.0,,-75.0,,,-81.0,-70.0,-69.0,-67.0,-84.0,,-90.0,,,,,,,,,,,,,,,,2437.0,2437.0,5200.0,,,2462.0,,5200.0,,,,,2452.0,,,,,,,,2412.0,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,
176.5674,-55.0,,,,,-93.0,,-59.0,,,,,-73.0,,,,,,,,,,,,,-88.0,,-63.0,-69.0,-92.0,-66.0,-76.0,,-76.0,-63.0,-63.0,-76.0,-82.0,-91.0,,,,,,,,,,,,,-83.0,-89.0,,,2437.0,,,,,2462.0,,5200.0,,,,,2452.0,,,,,,,,,,,,,2457.0,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,,,,,,,,,,,,,2427.0,2462.0,,
178.5817,-54.0,,,,,,,-64.0,,,,,-66.0,,,,,,,,,,,,,,,-70.0,-68.0,,-64.0,,,-80.0,-62.0,-62.0,-71.0,-87.0,,,,,,,,,,,,,,,,-91.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
180.6201,-64.0,,-93.0,,,,,-60.0,,,,,-68.0,,,,,,,-89.0,-85.0,,,,,-87.0,,-70.0,-72.0,,-66.0,,,-81.0,-62.0,-62.0,-70.0,-87.0,,,,,,,,,,,,,,,-95.0,,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,,2462.0,2412.0,,,,,2457.0,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,2462.0,,
