AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:02:11,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:02:11,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27
96.7835,-75.0,,-80.0,-94.0,-66.0,,-78.0,-80.0,-87.0,-77.0,-82.0,-90.0,-78.0,-79.0,-79.0,-78.0,-79.0,,,,,,,-86.0,,-86.0,-86.0,-86.0,-87.0,,,,,,,,-95.0,,,,,-90.0,,,,,,,,,-91.0,,,,,,,,,,-48.0,,2437.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,2412.0,,,,,5500.0,,,,,,,,,5540.0,,,,,,,,,,2437.0,
98.7045,-72.0,,-75.0,-91.0,-71.0,-92.0,-84.0,-80.0,,-71.0,-89.0,-91.0,-76.0,-74.0,-74.0,-84.0,-81.0,,-89.0,,,,,,-95.0,-87.0,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.0,,2437.0,,5200.0,2417.0,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,2462.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,
100.6361,-70.0,,-78.0,,-68.0,,-75.0,-78.0,,-64.0,-75.0,-90.0,-75.0,-76.0,-76.0,-73.0,-78.0,,-89.0,,,,-79.0,-79.0,,-78.0,-79.0,-78.0,-79.0,,,,-94.0,,,-93.0,-91.0,,-92.0,,-90.0,,,,-92.0,,,,,,,,,,,,,,,,-59.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,2412.0,,,2412.0,2412.0,,2412.0,,2462.0,,,,5180.0,,,,,,,,,,,,,,,,2437.0,
102.6729,-78.0,,,,-71.0,-94.0,-70.0,,,-74.0,-77.0,,-68.0,-78.0,-78.0,-75.0,-82.0,,,,,,-76.0,-75.0,,-76.0,-77.0,-75.0,-75.0,,,,,,,,,,,,,-91.0,-92.0,,-94.0,,,,,,,,,,,,,,,,-60.0,,2437.0,,,,2452.0,2412.0,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,2412.0,,5180.0,,,,,,,,,,,,,,,,2437.0,
104.6318,-74.0,,-80.0,,-67.0,,-74.0,-78.0,,-70.0,-74.0,-84.0,-72.0,-74.0,-74.0,-75.0,-73.0,,,,,-94.0,-90.0,-86.0,,-89.0,-89.0,-89.0,-87.0,,,,-92.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,2412.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,2412.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,
106.8925,-77.0,,-79.0,-88.0,-67.0,,-71.0,-74.0,,-68.0,-72.0,-83.0,-74.0,-72.0,-72.0,-72.0,-69.0,,,-92.0,-91.0,,-85.0,-85.0,,-85.0,-89.0,-85.0,-84.0,,,,,,,,,,,,,-90.0,,,,-93.0,-93.0,,-92.0,,,,,,,,,,,,-61.0,,2437.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,2437.0,2437.0,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,2462.0,2462.0,,5520.0,,,,,,,,,,,,2437.0,
110.7114,-71.0,,-78.0,-93.0,-56.0,,-72.0,-70.0,,-62.0,-67.0,-86.0,-70.0,-63.0,-63.0,-70.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,-72.0,,2437.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,2437.0,
112.6193,-70.0,,-78.0,-89.0,-53.0,,-72.0,-64.0,,-63.0,-76.0,-82.0,-69.0,-64.0,-63.0,-71.0,-71.0,,,,,,-88.0,-88.0,,-89.0,-89.0,-88.0,-87.0,,,,,,,,,,,,-95.0,,,,,,,,,,,,,,,,,,,,-72.0,,2437.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,2437.0,
114.6708,-76.0,,-79.0,,-58.0,-89.0,-74.0,-82.0,,-67.0,-76.0,,-70.0,-65.0,-65.0,-75.0,-66.0,,-89.0,,,,-88.0,-90.0,,-89.0,,,-89.0,,,,-95.0,,,,,,,,-92.0,,,,,-93.0,,,,,,,,,,,,,,,-62.0,,2437.0,,5200.0,,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,,,5500.0,,,,2412.0,,,,,,,,2462.0,,,,,2462.0,,,,,,,,,,,,,,,2437.0,
116.7792,-65.0,,-77.0,-91.0,-61.0,,-68.0,-75.0,,-59.0,-80.0,-89.0,-76.0,-62.0,-62.0,-76.0,-62.0,,-76.0,,,,-85.0,-85.0,,-85.0,-85.0,-86.0,-86.0,,,,-83.0,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,2412.0,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
118.856,-72.0,-93.0,-76.0,-95.0,-57.0,-94.0,-71.0,-78.0,,-61.0,-80.0,-92.0,-77.0,-62.0,-63.0,-71.0,-73.0,,-87.0,,,,-86.0,-87.0,,-87.0,-86.0,-87.0,-87.0,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,5200.0,5200.0,2417.0,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
122.8153,-70.0,,-75.0,-90.0,,-92.0,-69.0,-81.0,,-64.0,-79.0,,-76.0,-64.0,-64.0,-69.0,-71.0,,-85.0,,,,-86.0,-87.0,,-87.0,-87.0,-86.0,-87.0,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,-61.0,,2437.0,,5200.0,2417.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
126.8323,-77.0,,-76.0,,-59.0,,-67.0,-84.0,,-64.0,-82.0,,-62.0,-64.0,-64.0,-68.0,-70.0,,-87.0,,,,-87.0,-88.0,,-86.0,-88.0,-87.0,-88.0,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
128.6645,-66.0,,-76.0,,-59.0,-92.0,-67.0,-82.0,,-59.0,-79.0,-91.0,-75.0,-64.0,-64.0,-70.0,-71.0,,-88.0,,,,-88.0,-88.0,,-89.0,-88.0,-88.0,-88.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,,5200.0,,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
130.621,-74.0,,-77.0,,-58.0,-91.0,-68.0,-82.0,,-64.0,-79.0,,-73.0,-65.0,-65.0,-73.0,-72.0,,-86.0,,,,-87.0,-88.0,,-88.0,-87.0,-86.0,-87.0,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,-60.0,,2437.0,,5200.0,,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
132.6875,-69.0,,-76.0,-92.0,-60.0,-91.0,-71.0,-79.0,,-59.0,-82.0,,-74.0,-63.0,-64.0,-72.0,-69.0,,-85.0,,,,-89.0,,,-89.0,-87.0,-90.0,,,,,-96.0,,,,,,,,-92.0,,,,,-92.0,-93.0,,,,,,,,,,,,,,-63.0,,2437.0,,5200.0,2417.0,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,,,5500.0,5500.0,5500.0,,,,,2412.0,,,,,,,,2462.0,,,,,2462.0,2462.0,,,,,,,,,,,,,,2437.0,
134.642,-68.0,-92.0,-77.0,-91.0,-58.0,,-67.0,-78.0,,-62.0,-79.0,,,-65.0,-65.0,-67.0,-70.0,,,,,,-89.0,-89.0,,-89.0,-88.0,-88.0,-90.0,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,-61.0,,2437.0,5200.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
136.8085,-65.0,-91.0,,,-59.0,,-72.0,-76.0,,-62.0,-82.0,,,-64.0,-65.0,-72.0,-70.0,,-86.0,,,,-87.0,-87.0,,-88.0,-87.0,-87.0,-87.0,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,-64.0,,2437.0,5200.0,,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
138.6861,-77.0,-93.0,-77.0,-92.0,-60.0,,-74.0,-80.0,,-65.0,-79.0,,-72.0,-65.0,-65.0,-74.0,-72.0,,-84.0,,,,,,,,,,,-95.0,,,-96.0,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,-63.0,,2437.0,5200.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,2437.0,,,2412.0,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
140.7616,-73.0,,,,-62.0,-94.0,-72.0,-83.0,,-63.0,-77.0,,-76.0,-63.0,-63.0,-73.0,-73.0,,-86.0,,,,-86.0,-86.0,,-87.0,-87.0,-87.0,-86.0,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,-90.0,-59.0,,2437.0,,,,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,5500.0,2437.0,
142.825,,,,,-60.0,-93.0,-66.0,-73.0,,-62.0,-74.0,-87.0,-72.0,-62.0,-62.0,-67.0,-73.0,,-74.0,,,,-87.0,-87.0,,-89.0,-87.0,-88.0,-88.0,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,-68.0,,,,,,2452.0,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
144.6746,-68.0,,-78.0,,-59.0,,-64.0,-72.0,-93.0,-66.0,-80.0,,-78.0,-66.0,-66.0,-68.0,-72.0,,-93.0,,,,-90.0,-88.0,,-91.0,-89.0,-89.0,-87.0,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,
146.9545,-72.0,,-78.0,-91.0,-61.0,,,-70.0,-89.0,-68.0,-79.0,-88.0,-80.0,-62.0,-62.0,-69.0,-74.0,,-87.0,,,,-85.0,-85.0,,-84.0,-86.0,-85.0,-85.0,,,,,,,,,,,,,,,,-94.0,,-89.0,,,,-91.0,,,,,,,,,,-62.0,,2437.0,,5200.0,2417.0,2452.0,,,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,5180.0,,2462.0,,,,5540.0,,,,,,,,,,2437.0,
150.8608,-70.0,,-75.0,,-70.0,,-85.0,-81.0,-91.0,-73.0,-86.0,-87.0,-76.0,-79.0,-80.0,-87.0,-80.0,,-89.0,,,,-86.0,-88.0,,-87.0,-86.0,-86.0,-88.0,,,,,-93.0,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,-56.0,,2437.0,,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2437.0,,,,,,,,,,,,,,,5520.0,,,,,,,,,,,,2437.0,
154.8613,-77.0,,-77.0,,-70.0,,-78.0,-84.0,,-78.0,-87.0,,-79.0,-87.0,-87.0,-81.0,-84.0,,-83.0,,,,-83.0,-82.0,,-83.0,-84.0,-82.0,-86.0,,,,,,,,,-94.0,,,-91.0,,,,,-91.0,-91.0,,,,-92.0,,,,,,,,,,-56.0,-93.0,2437.0,,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,2437.0,,,2462.0,,,,,2462.0,2462.0,,,,5540.0,,,,,,,,,,2437.0,2412.0
158.8581,-69.0,,-76.0,,-84.0,,,-87.0,,-76.0,-89.0,,-90.0,-84.0,-89.0,,-88.0,,-81.0,,,,-91.0,,,-91.0,,-89.0,,,,,,,-92.0,,,,,,,-88.0,,,,,,-93.0,,,-91.0,,,,,,,,,,-63.0,,2437.0,,5200.0,,2452.0,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,5500.0,,,5500.0,,5500.0,,,,,,,2462.0,,,,,,,5500.0,,,,,,2462.0,,,5540.0,,,,,,,,,,2437.0,
162.863,-76.0,,-78.0,,-86.0,,,-90.0,-87.0,-82.0,,-90.0,-88.0,-89.0,-89.0,-82.0,-83.0,,-83.0,,,,-88.0,,,,-90.0,,,,,,,,,,,,,,-90.0,,,,,,-91.0,-90.0,,,-91.0,,,,,,,,,,-64.0,-92.0,2437.0,,5200.0,,2452.0,,,2412.0,2462.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,,,,5500.0,,,,,,,,,,,,,,2462.0,,,,,,2462.0,2462.0,,,5540.0,,,,,,,,,,2437.0,2412.0
166.8002,-74.0,,-86.0,,-84.0,,,,-90.0,-89.0,,,,,-92.0,,-89.0,,,,,,,,,,,,,,,,,,-92.0,,,-90.0,,,-89.0,-89.0,,,,,,,,,-90.0,,,-94.0,,,,,,,-71.0,,2437.0,,5200.0,,2452.0,,,,2462.0,2427.0,,,,,5220.0,,2462.0,,,,,,,,,,,,,,,,,,2462.0,,,2437.0,,,2462.0,5500.0,,,,,,,,,5540.0,,,2462.0,,,,,,,2437.0,
168.8039,-73.0,,-80.0,,-82.0,,,,-90.0,-82.0,,,-89.0,-91.0,,-90.0,,,-84.0,,,-93.0,,,,,,,,,,,,,,,,-92.0,,,,,,,,,-88.0,-86.0,,,-91.0,,,-90.0,,,,,,,-70.0,,2437.0,,5200.0,,2452.0,,,,2462.0,2427.0,,,2437.0,5220.0,,2462.0,,,2437.0,,,2412.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,2462.0,2462.0,,,5540.0,,,2462.0,,,,,,,2437.0,
170.6759,-80.0,,-82.0,,,,,,-90.0,,,,,,-94.0,,-93.0,,-87.0,,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,-88.0,-87.0,,,,,,,,,,,,,-79.0,,2437.0,,5200.0,,,,,,2462.0,,,,,,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,2462.0,2462.0,,,,,,,,,,,,,2437.0,
172.7997,-76.0,,-78.0,,-87.0,,,,,,,,-91.0,,,,,,-83.0,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,-90.0,,,-89.0,,,,,,,,,,-75.0,,2437.0,,5200.0,,2452.0,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2462.0,,,5540.0,,,,,,,,,,2437.0,
174.6785,-74.0,,-81.0,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,-89.0,,-91.0,,,,,,,,,,,-69.0,,2437.0,,5200.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2462.0,,2462.0,,,,,,,,,,,2437.0,
176.6782,-76.0,,-84.0,,,-89.0,,,,-87.0,,,,,,-90.0,-90.0,,-83.0,,,,,,,,,,,,,,,,-95.0,,,-84.0,,,,,,,,,-90.0,-86.0,,,,,,,,,,,,,-79.0,,2437.0,,5200.0,,,2412.0,,,,2427.0,,,,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2462.0,,,2437.0,,,,,,,,,2462.0,2462.0,,,,,,,,,,,,,2437.0,
178.6829,-74.0,,-88.0,,,,-93.0,,,,,,,,,,,-93.0,-76.0,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,-89.0,,2437.0,,5200.0,,,,2462.0,,,,,,,,,,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
180.6065,-82.0,,-85.0,,-89.0,,,,,-86.0,,,,,,,,-91.0,-77.0,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,,-96.0,,,-91.0,,,,-81.0,,2437.0,,5200.0,,2452.0,,,,,2427.0,,,,,,,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2462.0,,,5500.0,,,,2437.0,
182.6608,-79.0,,-85.0,,,,,,,-88.0,,,-92.0,,,,,,-81.0,,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,-86.0,,2437.0,,5200.0,,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
184.6651,-82.0,,-92.0,,,,,,,-95.0,,,,,,-93.0,,,-79.0,,,,,,,,,,,,,,,,,,,-74.0,,,,,,,,,,,,,,-91.0,-92.0,-94.0,,,,,,,-81.0,,2437.0,,5200.0,,,,,,,2427.0,,,,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,2462.0,2412.0,2462.0,,,,,,,2437.0,
186.661,-78.0,,-92.0,,-89.0,,,,,-95.0,,,-92.0,,,,,,-84.0,,,,,,,,,,,,,,,,,,,-67.0,,,,,,,,,,,,,,,,,,-91.0,,,,,-82.0,,2437.0,,5200.0,,2452.0,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2412.0,,,,,2437.0,
188.6447,-88.0,,-90.0,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,,,,-89.0,,,,-87.0,,2437.0,,5200.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,5500.0,,,,2437.0,
190.6623,-87.0,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,
