AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:15,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:13,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:15,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:13,wifi_freq_20:23:00:00:03:25
50.1742,-85.0,,-79.0,-92.0,-54.0,-90.0,,,,,,,-64.0,-77.0,-91.0,-69.0,-71.0,-86.0,-75.0,-61.0,-61.0,-66.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,-65.0,2437.0,,5200.0,2417.0,2452.0,2462.0,,,,,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
52.2014,-71.0,,-80.0,-79.0,-54.0,,,,,,,,-62.0,-78.0,,-68.0,-67.0,-80.0,-73.0,-62.0,-62.0,-62.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,-90.0,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,-65.0,2437.0,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
54.1909,-73.0,,-79.0,-92.0,-54.0,,,,,,,,-67.0,-76.0,,-72.0,-69.0,,-75.0,-62.0,-62.0,-67.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,-65.0,2437.0,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
56.2114,-71.0,,-82.0,-90.0,-54.0,,-92.0,,,,,,-73.0,-78.0,,-72.0,-71.0,-83.0,-73.0,-61.0,-61.0,-75.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,-90.0,,-67.0,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5500.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
58.3666,-81.0,,-80.0,-84.0,-55.0,,-85.0,,,,,,-69.0,-75.0,,-67.0,-70.0,-82.0,,-63.0,-63.0,-69.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-90.0,,,-89.0,-89.0,-90.0,,,-89.0,,,,,,,,,,,,,,,,,,,,,,-67.0,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,2437.0
60.3973,-75.0,,-85.0,-90.0,-56.0,,-93.0,,,,,,-70.0,-74.0,,-68.0,-71.0,-81.0,-75.0,-62.0,-62.0,-73.0,-62.0,,-95.0,,,,,,,,,,-96.0,,,,,,,,,,,,,,-88.0,-89.0,,,-90.0,-88.0,-89.0,,,-89.0,,,,,,,,,,,,,,,,,,,,,,-72.0,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,2437.0
62.2744,-77.0,,-86.0,-87.0,-57.0,,,,,,,,-64.0,-75.0,,-66.0,-70.0,-79.0,-77.0,-60.0,-60.0,-61.0,-63.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,-78.0,,-77.0,2437.0,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
64.1562,-71.0,,-79.0,-92.0,-59.0,,-89.0,,,,,,-68.0,-72.0,,-65.0,-69.0,-82.0,,-58.0,-58.0,-68.0,-62.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,-80.0,,,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,2462.0,,
66.2138,,,,,-65.0,,,,-95.0,,,,-69.0,-72.0,,-71.0,-66.0,-74.0,-86.0,-65.0,-65.0,-70.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,-89.0,,,,,,,,,,,,,-93.0,,,,,,,,,,-84.0,,-75.0,,,,,2452.0,,,,2412.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,5500.0,,,,,,,,,,,,,2412.0,,,,,,,,,,2462.0,,2437.0
68.1844,-78.0,,-86.0,-87.0,-58.0,,-94.0,,,-95.0,,,-69.0,-77.0,,-69.0,-66.0,-84.0,-83.0,-67.0,-67.0,-71.0,-60.0,-91.0,-93.0,,,,,,,,,,,,,,,,,,,,-94.0,-91.0,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,-79.0,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,2412.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,2462.0,,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,2437.0
70.1857,,,,-87.0,-69.0,,,,,,,,-70.0,-75.0,,-69.0,-68.0,-81.0,-85.0,-71.0,-71.0,-77.0,-59.0,,-94.0,,,,,,,,,,-92.0,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,-80.0,,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2462.0,,,,,,,,,,2462.0,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2437.0
72.2123,-88.0,,-87.0,-85.0,-67.0,,,,,,,,-74.0,-85.0,,-79.0,-67.0,-75.0,-77.0,-73.0,-73.0,-75.0,-65.0,-93.0,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,-95.0,,,,,,,,,,,-83.0,2437.0,,5200.0,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,2462.0,,,,,,,,,,,2437.0
74.2025,,,,-82.0,-74.0,,-92.0,,,,,,-74.0,-84.0,,-70.0,-67.0,-81.0,,-76.0,-76.0,-76.0,-68.0,,-94.0,,,-92.0,,,,,,,-92.0,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,-91.0,-90.0,,-93.0,-94.0,,,,,,,,,,,,,,2417.0,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,2462.0,,,2457.0,,,,,,,2462.0,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,2462.0,2462.0,,2462.0,5240.0,,,,,,,,,,
76.222,-85.0,,,-87.0,-71.0,,,,,,,,-77.0,-80.0,,-80.0,-69.0,-75.0,-88.0,-75.0,-75.0,,-65.0,,,,,,-90.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,-96.0,,,,,,,-81.0,2437.0,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,,,,,2437.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.0,,,2412.0,,,,,,,2437.0
78.1917,-84.0,,,-81.0,-70.0,,,,,,,,-85.0,-80.0,,-80.0,-63.0,-76.0,,-80.0,-79.0,-86.0,-73.0,,,,,,,,-91.0,,,,-92.0,,,,,,,,,,,,,,,-91.0,,,,,-89.0,,,-91.0,,,,,,,,,,,,-88.0,,,,,,,,,,-81.0,2437.0,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,2437.0,,,,2462.0,,,,,,,,,,,,,,,5500.0,,,,,5500.0,,,5500.0,,,,,,,,,,,,5240.0,,,,,,,,,,2437.0
80.2023,-83.0,,,-83.0,-79.0,,,,,,,,-79.0,,,-78.0,-67.0,-70.0,-84.0,-80.0,-80.0,-84.0,-70.0,,,,,-92.0,,,,,,,-92.0,,,,,,,,,,,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,2437.0,,,2417.0,2452.0,,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,2457.0,,,,,,,2462.0,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
82.2184,-86.0,,-93.0,-80.0,-86.0,,,,,,,,,,,-81.0,-78.0,-71.0,,-82.0,-82.0,-83.0,-69.0,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,2437.0,,5200.0,2417.0,2452.0,,,,,,,,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
84.1958,-90.0,,,-79.0,-89.0,,,,,,,,-86.0,-87.0,,-85.0,-70.0,-74.0,-89.0,-83.0,,-83.0,-74.0,,,,,,,,,,,,-89.0,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,-89.0,2437.0,,,2417.0,2452.0,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2462.0,,,,,,,,,,,,2462.0,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,5240.0,,,,,,,,,,2437.0
86.1916,-86.0,,,-83.0,,,,,,-96.0,,,-86.0,,,,-84.0,-68.0,-89.0,,-84.0,-84.0,-82.0,,,,,-94.0,,,,,,,-93.0,,,,,,,,,-88.0,-91.0,-91.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,,,2417.0,,,,,,2412.0,,,2462.0,,,,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,,,,2457.0,,,,,,,2462.0,,,,,,,,,2412.0,5240.0,5240.0,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
88.2462,,,,-71.0,-77.0,,,,,-94.0,,,-84.0,,,,-78.0,-78.0,,-84.0,,,-81.0,,-86.0,,,,-91.0,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,-86.0,,,,2417.0,2452.0,,,,,2412.0,,,2462.0,,,,2437.0,2422.0,,5220.0,,,2462.0,,2462.0,,,,2437.0,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.0,,,,,,,,,,2437.0
90.1877,-86.0,,,-73.0,-83.0,,-88.0,,,,,,,,,-83.0,,-75.0,,,-87.0,-91.0,-81.0,,-86.0,,,-88.0,-88.0,-82.0,-88.0,,,,-91.0,,,,,,,,,,,,,,,,,,-90.0,,-89.0,,,,,,,,,,,,,,,-90.0,,,,,,-94.0,,,-89.0,,2437.0,,,2417.0,2452.0,,2412.0,,,,,,,,,2427.0,,2422.0,,,5220.0,2462.0,2462.0,,2462.0,,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,,,,,,,,,,,5500.0,,5500.0,,,,,,,,,,,,,,,5240.0,,,,,,2462.0,,,5220.0,
92.3557,-87.0,,,,-83.0,,-87.0,,,,,,-88.0,-90.0,,-82.0,-83.0,-75.0,,-85.0,-89.0,,-83.0,,-86.0,,,-91.0,-84.0,-86.0,-86.0,,,,-89.0,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,2437.0,,,,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,,2462.0,,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,,5520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
94.3709,-90.0,,,-68.0,-88.0,,,,,,,,-87.0,,,,-84.0,-78.0,-92.0,-86.0,-89.0,-90.0,-80.0,,-92.0,,,-95.0,,,-90.0,,,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,,,2437.0,,,2417.0,2452.0,,,,,,,,2462.0,,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2462.0,,,2457.0,,,2437.0,,,,,,,,,,,,,,,,,,,,5680.0,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,
96.3721,-86.0,,,-74.0,-87.0,,,,,,,,,,,-83.0,,-78.0,,-90.0,-90.0,-86.0,-86.0,,,,,,-85.0,-84.0,-82.0,,,,-95.0,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,,,2417.0,2452.0,,,,,,,,,,,2427.0,,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,2437.0,2437.0,2437.0,,,,2462.0,,5520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
100.4772,,,-92.0,,-88.0,,,,,,,,,-90.0,,-86.0,-86.0,-87.0,,-86.0,-91.0,-91.0,-84.0,,,-88.0,-88.0,-86.0,,,,,,,,,-83.0,-84.0,,,,,-91.0,,-90.0,-93.0,-92.0,-89.0,,,-91.0,,,,,,,,-92.0,-91.0,,,,,,,,,,,,,,,,-91.0,,,,-90.0,,,5200.0,,2452.0,,,,,,,,,2412.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,2412.0,2462.0,2457.0,,,,,,,,,5520.0,5520.0,,,,,2437.0,,5240.0,5240.0,2462.0,5680.0,,,5680.0,,,,,,,,2412.0,5180.0,,,,,,,,,,,,,,,,2462.0,,,,2437.0
104.572,-89.0,,,-72.0,-87.0,,,,,,-91.0,,,,,-90.0,,-92.0,-92.0,-92.0,-91.0,-89.0,-90.0,,,,,-82.0,-82.0,,-83.0,,,,-87.0,-91.0,-82.0,-82.0,-90.0,,,-92.0,-89.0,,-87.0,-87.0,-91.0,-87.0,,,-86.0,,,,,-85.0,-84.0,,-90.0,,,,,,,,,,,,,,,,,,,,,-95.0,2437.0,,,2417.0,2452.0,,,,,,2412.0,,,,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,2457.0,2437.0,,2437.0,,,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,5240.0,5240.0,2462.0,5680.0,,,5680.0,,,,,5320.0,5320.0,,2412.0,,,,,,,,,,,,,,,,,,,,,2437.0
108.533,-89.0,,,-78.0,-87.0,,-89.0,,,,,,,,,-87.0,-91.0,,,,,,-88.0,,-78.0,-85.0,,-86.0,-80.0,-82.0,-82.0,,-80.0,,-86.0,-90.0,-76.0,-75.0,-90.0,,,-84.0,-84.0,-88.0,-89.0,-89.0,,-85.0,,,-85.0,,,,,,,,-92.0,-91.0,-73.0,,-83.0,,,-92.0,-92.0,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,2412.0,,,,,,,,,2427.0,2437.0,,,,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,2412.0,5240.0,5240.0,,5680.0,,,5680.0,,,,,,,,2412.0,5180.0,2412.0,,2412.0,,,2462.0,2462.0,,,,,,,,,,,,,
112.5618,,,,-70.0,,-90.0,-92.0,,,,,,,,,-82.0,-89.0,-89.0,-82.0,-87.0,,,-90.0,,,-80.0,,-87.0,-80.0,-81.0,-90.0,,-78.0,,-91.0,-89.0,-77.0,-77.0,,,,-85.0,-83.0,,,,,,,,-92.0,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,2462.0,2412.0,,,,,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,,,,2437.0,2437.0,,,,,,,,5680.0,,,,,,,,,5180.0,,,,,,,,,,,,,,,,,,,,
116.5059,-91.0,,-93.0,-69.0,-84.0,,,,,,,,-85.0,,,-84.0,-88.0,-92.0,-87.0,-86.0,-83.0,-84.0,,,-87.0,,,-88.0,-86.0,,-85.0,-92.0,,,,-93.0,-85.0,-84.0,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,2437.0,,5200.0,2417.0,2452.0,,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2462.0,,,2457.0,2437.0,,2437.0,2462.0,,,,5240.0,5520.0,5520.0,,,,,,,,,,,,,5680.0,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
120.5284,,,,-68.0,,-92.0,-91.0,-92.0,,-91.0,,,-92.0,-92.0,,-88.0,,,,-89.0,-92.0,,,,-85.0,-91.0,,-86.0,-85.0,-87.0,-84.0,-91.0,,,-88.0,-90.0,-91.0,,-93.0,-90.0,-89.0,-94.0,-90.0,,-92.0,-94.0,,,,,,,,,,,,,,-95.0,,,,,,,,,,,,-92.0,,,,,,,,,,,,2417.0,,2462.0,2412.0,2412.0,,2412.0,,,2462.0,2412.0,,2427.0,,,,5220.0,5220.0,,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,2462.0,,,2462.0,5240.0,5520.0,,5240.0,5260.0,5260.0,2437.0,2437.0,,5240.0,5240.0,,,,,,,,,,,,,,5180.0,,,,,,,,,,,,5260.0,,,,,,,,
124.4071,-82.0,,-92.0,-79.0,-89.0,,-92.0,,,,,,-90.0,,,-88.0,,,,-86.0,-86.0,,,,-92.0,-89.0,,-92.0,-90.0,,-91.0,,-90.0,,,-93.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2417.0,2452.0,,2412.0,,,,,,2462.0,,,2427.0,,,,5220.0,5220.0,,,,2462.0,2412.0,,2457.0,2437.0,,2437.0,,2412.0,,,5240.0,5520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.5007,-85.0,,,-70.0,-87.0,,,,,,,,-86.0,,,-86.0,-85.0,-89.0,-86.0,-88.0,-88.0,,-95.0,,-92.0,-91.0,,,-88.0,,-90.0,,,,,,-89.0,,,,-91.0,,,,-92.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,2462.0,2412.0,,,2437.0,,2437.0,,,,,,5520.0,,,,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,5260.0,,,,,,,,
132.2818,-83.0,,-91.0,-69.0,-85.0,,,,,,,,-89.0,,,-84.0,-94.0,-86.0,-84.0,-87.0,-86.0,,,-90.0,-89.0,-86.0,,-91.0,-90.0,,-87.0,,,,,-92.0,,,,,,,,,-93.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2417.0,2452.0,,,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,2462.0,2412.0,,2457.0,2437.0,,2437.0,,,,,5240.0,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
