AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:03:25
152.1714,-82.0,,-69.0,-86.0,,-84.0,,-87.0,,,-84.0,,,-84.0,,,,,,-86.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,,,2437.0,,,2462.0,,,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
154.1789,-81.0,-90.0,,-90.0,,-85.0,,-86.0,-86.0,,-84.0,,,-86.0,,,,,,,-89.0,,-91.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,,2427.0,2437.0,,2437.0,,,2462.0,,,,,,,2437.0,,2412.0,,,,,,,,,,,,,,,,,
156.1864,-85.0,,,-86.0,,-82.0,,-86.0,,-91.0,-90.0,-85.0,,,,-86.0,,,-90.0,,,-91.0,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,,2427.0,,2422.0,2437.0,5220.0,,,,2462.0,,,2457.0,,,2437.0,,,,,,,,,,,,,,,,,,
158.4756,-82.0,,-72.0,-85.0,,,,,-86.0,-92.0,-86.0,,,-88.0,,,,-92.0,,,,-83.0,,,,,,,,,,,,,,,,,-90.0,,2437.0,,2417.0,2452.0,,,,,2437.0,2422.0,2437.0,,,2462.0,,,,2462.0,,,,2437.0,,,,,,,,,,,,,,,,,5260.0,
162.5194,,,-69.0,-85.0,,-82.0,,,-88.0,-88.0,-67.0,-87.0,-88.0,,,,-88.0,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2412.0,,,,,,,,5520.0,,,,,,,,,,,,,,,
166.6491,-84.0,,-64.0,-84.0,,,,-81.0,,,-83.0,-83.0,-81.0,,,,,,,,,-82.0,,,-84.0,-83.0,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2427.0,,,2437.0,5220.0,5220.0,,,,,,,,,2437.0,,,5520.0,5520.0,,,,,,,,,,,,,,
170.6318,,,-70.0,,-83.0,,,,,,,,,,,,,,-85.0,,,,-85.0,-84.0,-79.0,-79.0,,,,-84.0,-85.0,,,,,,,-85.0,,,,,2417.0,,2412.0,,,,,,,,,,,,,,2457.0,,,,2412.0,2462.0,5520.0,5520.0,,,,5240.0,5240.0,,,,,,,2462.0,,
174.8075,-86.0,,-74.0,,-83.0,,,,-81.0,,,,,,-83.0,,,,,-85.0,-84.0,,,,-85.0,-85.0,,,,,-85.0,,,,,,,,,,2437.0,,2417.0,,2412.0,,,,2437.0,,,,,,2462.0,,,,,2437.0,2437.0,,,,5520.0,5520.0,,,,,5240.0,,,,,,,,,
178.5656,,,-73.0,-80.0,,-87.0,,,,-81.0,,,-86.0,,-72.0,,,,,,-86.0,-82.0,,,,,,,,,,,,-87.0,-87.0,,,,,,,,2417.0,2452.0,,2462.0,,,,2422.0,,,5220.0,,2462.0,,,,,,2437.0,2437.0,,,,,,,,,,,,5320.0,5320.0,,,,,
182.2934,,,-76.0,-84.0,,,,-85.0,-84.0,-83.0,,-87.0,-85.0,,-78.0,-88.0,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,2462.0,,,,,2437.0,,,,,,,,,,,,,,,,,,,
184.2481,,,-74.0,,,,-86.0,-86.0,-84.0,-79.0,,-87.0,-86.0,-83.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,2417.0,,,,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
186.2018,,,-69.0,-79.0,,-87.0,,-87.0,-81.0,-80.0,,-87.0,,-84.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
188.1933,,,-74.0,-77.0,,,,-82.0,-80.0,-79.0,,,-85.0,-88.0,-85.0,,,,,,,,,,,,,,,-90.0,,,,,,,,,,-89.0,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,,,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,5240.0,,,,,,,,,,2437.0
190.178,,,,-81.0,,-83.0,,-83.0,-82.0,-79.0,,-89.0,-85.0,-86.0,-79.0,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,
192.1688,,,-73.0,-78.0,,-83.0,,-81.0,-72.0,-69.0,-84.0,,-83.0,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
194.2176,-85.0,,,-82.0,,-79.0,,-77.0,-78.0,-76.0,,-83.0,-82.0,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
196.1949,,,-79.0,-76.0,,,,-82.0,-68.0,-70.0,,-82.0,-82.0,-79.0,-74.0,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
198.1958,,,-77.0,-77.0,,-79.0,-77.0,,-71.0,-77.0,,-84.0,-83.0,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,2417.0,2452.0,,2462.0,2412.0,,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
200.184,,,-81.0,-74.0,,-78.0,-80.0,-78.0,-78.0,-74.0,,-80.0,-78.0,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
202.1862,,,-79.0,-77.0,,-78.0,,-77.0,-75.0,-72.0,,,-78.0,-73.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
204.16,,,-77.0,-74.0,,-73.0,-76.0,-74.0,-69.0,-72.0,,,,-75.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
206.2393,,,,-71.0,,-81.0,,-69.0,-66.0,-70.0,,-79.0,-79.0,-81.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
208.2094,-77.0,,,-72.0,,,,-76.0,-66.0,-76.0,,-75.0,-75.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,2437.0,,,2452.0,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
210.2101,,,-81.0,-63.0,,-75.0,,-68.0,-62.0,-77.0,,-72.0,-72.0,-68.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,
212.3425,-79.0,,,-71.0,,-79.0,-72.0,-68.0,-62.0,,,-73.0,-73.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
214.2199,,,,-58.0,,-77.0,-69.0,-68.0,-61.0,-77.0,,-69.0,-69.0,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
216.346,,,,,,-71.0,-67.0,-65.0,-68.0,,-76.0,-67.0,-67.0,-66.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
218.18,,,,-65.0,,-75.0,-67.0,-62.0,-70.0,,,-64.0,-63.0,-75.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
220.1675,,,,-61.0,,-69.0,-69.0,-59.0,-72.0,,-74.0,-63.0,-63.0,,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
222.1829,-68.0,,,-58.0,,-67.0,-71.0,-61.0,,,-77.0,-62.0,-62.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,-59.0,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
