AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:33,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:46,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:52,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:33,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:46,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:52,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:03:25
81.0471,,,,,-71.0,-62.0,,-82.0,,,,,-72.0,,-84.0,,-70.0,,-64.0,-65.0,-80.0,-81.0,-80.0,-74.0,-65.0,,,,,,,,,,-80.0,,,,,,,,,-92.0,-88.0,,,,,,,-92.0,,,,,,,,,,,,,,,,,-89.0,,,-90.0,,,,,,,,,,,,,-78.0,,,,,2417.0,2452.0,,2412.0,,,,,2462.0,,2462.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,2462.0,,,,,,,,,5240.0,5240.0,,,,,,,5500.0,,,,,,,,,,,,,,,,,2432.0,,,2432.0,,,,,,,,,,,,,2437.0
85.0417,-83.0,,,,-73.0,-63.0,,-83.0,,,,,-76.0,-79.0,,,-74.0,,-70.0,-63.0,-80.0,-84.0,-82.0,-72.0,-65.0,,,,-88.0,-86.0,-88.0,,,,,,,,,,,,,-86.0,-85.0,,,,,,,,,,,,,,,,,,,-89.0,,,,-86.0,,,,,,-92.0,,,-92.0,,,,,,,,-74.0,2437.0,,,,2417.0,2452.0,,2412.0,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,2437.0,2437.0,2437.0,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,,,,,2412.0,,,2412.0,,,,,,,,2437.0
89.0232,-83.0,,,,-67.0,-71.0,-88.0,-82.0,,,,,-79.0,,,,-74.0,-93.0,-73.0,-65.0,-84.0,-84.0,-84.0,-75.0,-70.0,,-89.0,-92.0,-84.0,,,,,,-78.0,,,,,,,,,-84.0,-83.0,,,,-89.0,,-83.0,-89.0,,,,,-86.0,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,-81.0,2437.0,,,,2417.0,2452.0,2462.0,2412.0,,,,,2462.0,,,,2427.0,2412.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2412.0,2462.0,2437.0,,,,,,2462.0,,,,,,,,,5240.0,5240.0,,,,5500.0,,2462.0,5500.0,,,,,5500.0,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,2437.0
93.0292,-83.0,,,,-67.0,-71.0,,,,,,,-77.0,-86.0,,,-79.0,,-73.0,-65.0,-82.0,-84.0,-84.0,-81.0,-77.0,,-87.0,,-88.0,,,,,,-76.0,,,,,,,,,-84.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,2437.0,,,,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2412.0,,2437.0,,,,,,2462.0,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
97.0476,-82.0,-88.0,,,-58.0,-74.0,,,,,,,-80.0,,,,-83.0,,-77.0,-74.0,-86.0,-88.0,-88.0,,-73.0,,-85.0,,-84.0,-78.0,,,-84.0,-88.0,-72.0,,-81.0,-82.0,,,,,,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,-88.0,,,,,,,,,,,-82.0,2437.0,2437.0,,,2417.0,2452.0,,,,,,,2462.0,,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,,2412.0,,2437.0,2437.0,,,2412.0,2472.0,2462.0,,5520.0,5520.0,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,2412.0,,,,,,,,,,,2437.0
101.0698,-83.0,,,,-63.0,-79.0,,-80.0,-90.0,-90.0,,,,,,,,,,-78.0,,-87.0,-87.0,-80.0,-77.0,,-82.0,,-80.0,,-78.0,,-84.0,,-80.0,-88.0,-83.0,-85.0,,,,,-83.0,-86.0,-87.0,,-85.0,,,-86.0,-82.0,,,,-84.0,-87.0,,,,,,,,,,,,,,-81.0,,,,-93.0,,,,,,,,,,,-82.0,2437.0,,,,2417.0,2452.0,,2412.0,2412.0,2412.0,,,,,,,,,,2422.0,,5200.0,5200.0,2462.0,2462.0,,2412.0,,2437.0,,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,,,,,2412.0,5240.0,5240.0,,5680.0,,,5680.0,2462.0,,,,5320.0,5320.0,,,,,,,,,,,,,,2462.0,,,,2412.0,,,,,,,,,,,2437.0
105.0387,-83.0,,,,,-78.0,-86.0,,,,,,,,,,,,-86.0,-80.0,,-85.0,-86.0,,-74.0,,,-81.0,-71.0,-71.0,-70.0,,,-87.0,-80.0,-84.0,-81.0,-81.0,-84.0,,-84.0,-84.0,,-86.0,-87.0,,-82.0,,,-83.0,-85.0,,,,-85.0,-86.0,,-87.0,-92.0,,,-89.0,,,,,,-86.0,,-85.0,,,,,,,,,,,,,,,,2437.0,,,,,2452.0,2462.0,,,,,,,,,,,,2437.0,2422.0,,5200.0,5200.0,,2462.0,,,2462.0,2437.0,2437.0,2437.0,,,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,,2437.0,2437.0,,5240.0,5240.0,,5680.0,,,5680.0,2462.0,,,,5320.0,5320.0,,2412.0,5180.0,,,2412.0,,,,,,2462.0,,2462.0,,,,,,,,,,,,,,,
109.0669,-82.0,,,,-70.0,-82.0,,-86.0,,,,,-80.0,,,,-87.0,,-86.0,-84.0,-84.0,-89.0,-88.0,,-70.0,,,,-72.0,-77.0,-76.0,,,-89.0,-80.0,-84.0,-77.0,-77.0,-84.0,-91.0,-80.0,-80.0,,,,,-83.0,,,-84.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,,2412.0,,,,,2462.0,,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,,,,2437.0,2437.0,2437.0,,,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,5260.0,2437.0,2437.0,,,,,5680.0,,,5680.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0701,-76.0,,-85.0,,-58.0,-78.0,,,,,-87.0,,-80.0,-82.0,,,-82.0,,-83.0,-79.0,-80.0,-85.0,-86.0,-80.0,-78.0,-88.0,-79.0,,-76.0,-77.0,,,-83.0,-84.0,-81.0,-87.0,-81.0,-81.0,,-92.0,,,,,,,-83.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2462.0,,2417.0,2452.0,,,,,2432.0,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2412.0,,2437.0,2437.0,,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,,5260.0,,,,,,,5680.0,,,5680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.099,-81.0,,,,-68.0,-78.0,,,,,,,-83.0,-84.0,,,-76.0,,-83.0,-85.0,-78.0,-86.0,-87.0,-84.0,,-87.0,-76.0,-77.0,,-79.0,,-84.0,-81.0,-85.0,-82.0,-89.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,2412.0,2462.0,,2437.0,,2462.0,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,
121.052,,,-87.0,,-63.0,-78.0,,,,,,,-81.0,,,,-84.0,,,-85.0,-81.0,-84.0,-84.0,-80.0,-93.0,,,-86.0,-81.0,-78.0,-83.0,,,-85.0,,,-86.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,2417.0,2452.0,,,,,,,2462.0,,,,2427.0,,,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,2462.0,2437.0,2437.0,2437.0,,,2472.0,,,5520.0,5520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0888,-74.0,,,,-61.0,-84.0,,,,,,,-78.0,,,,-81.0,,-81.0,,-80.0,-84.0,-84.0,-80.0,,,,,,,,,,-86.0,,,-90.0,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,,,,,,,2462.0,,,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,2472.0,,,5520.0,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
129.0289,-76.0,,-88.0,,-63.0,-85.0,,,,,,,-72.0,,,-89.0,-81.0,,-78.0,-88.0,-77.0,-84.0,-85.0,,,,,,,,,-81.0,,-89.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,2437.0,,2462.0,,2417.0,2452.0,,,,,,,2462.0,,,2462.0,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,,,,,,,,,2462.0,,2472.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,
133.0483,,,,,-66.0,-83.0,,,,,,,-73.0,,,,-81.0,,-83.0,,-78.0,-83.0,-83.0,-76.0,-90.0,-89.0,-84.0,,,,,,-86.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,2462.0,,,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2412.0,,,,,,2412.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0391,-80.0,,,-84.0,-66.0,-77.0,,,,,,,-73.0,,,,-81.0,,-83.0,-86.0,-75.0,-86.0,-84.0,-76.0,,,-84.0,-89.0,-80.0,-81.0,-82.0,-82.0,-87.0,-89.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,2437.0,,,5200.0,2417.0,2452.0,,,,,,,2462.0,,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,2412.0,2462.0,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,
141.064,,,,-88.0,,-78.0,,,,,,,-73.0,-85.0,,,-80.0,,-83.0,,-77.0,-84.0,-84.0,-75.0,,,-85.0,,-78.0,-81.0,-78.0,,-85.0,-86.0,-86.0,,,,,,,-87.0,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,,,2412.0,,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,,,,,,,2437.0,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0316,-78.0,,,-87.0,-64.0,-78.0,-85.0,-83.0,,,,,-75.0,,,,-78.0,,-85.0,-88.0,-77.0,-85.0,-85.0,-75.0,,,,,-79.0,-79.0,-78.0,,,-86.0,,-87.0,,,,,-89.0,-86.0,,-87.0,,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,5200.0,2417.0,2452.0,2462.0,2412.0,,,,,2462.0,,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,2437.0,2437.0,2437.0,,,2472.0,,5240.0,,,,,2437.0,2437.0,,5240.0,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,
149.0703,-74.0,,-86.0,-87.0,-66.0,-78.0,-85.0,,,,,,-76.0,,,,-82.0,,-82.0,,-77.0,-86.0,-86.0,-77.0,,,,-85.0,-79.0,-80.0,-80.0,-88.0,,-86.0,,,-93.0,-87.0,,-90.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2462.0,5200.0,2417.0,2452.0,2462.0,,,,,,2462.0,,,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,2462.0,2437.0,2437.0,2437.0,2462.0,,2472.0,,,5520.0,5520.0,,5260.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.1178,-74.0,,-86.0,-86.0,,-80.0,,,,,,,-79.0,-88.0,,,,,-82.0,-87.0,-75.0,-85.0,-84.0,,-92.0,,,-88.0,-83.0,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2462.0,5200.0,,2452.0,,,,,,,2462.0,2412.0,,,,,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,,,2462.0,2437.0,,,,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0546,-74.0,,,,-62.0,-80.0,-80.0,-79.0,,,,,-79.0,,,,-83.0,,,,-75.0,-85.0,-84.0,-82.0,-88.0,,,-83.0,-81.0,-80.0,-80.0,-85.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,2462.0,2412.0,,,,,2462.0,,,,2427.0,,,,2437.0,5200.0,5200.0,2462.0,2462.0,,,2462.0,2437.0,2437.0,2437.0,2462.0,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0565,-75.0,,,,-60.0,-77.0,-87.0,,,-81.0,-87.0,,,,,,-78.0,,-76.0,-82.0,-75.0,-80.0,-80.0,-73.0,-84.0,,-80.0,-83.0,-81.0,-79.0,-80.0,-90.0,,-90.0,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,2462.0,,,2412.0,2432.0,,,,,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2412.0,2462.0,2437.0,2437.0,2437.0,2462.0,,2472.0,,,,,,,,,,,,2462.0,,,,5680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.066,,,,,-54.0,-74.0,,-77.0,,,,,,-81.0,-84.0,,,,,-79.0,-77.0,-83.0,-83.0,-73.0,,,,,-83.0,-81.0,-81.0,,,,,-86.0,-82.0,-82.0,-86.0,,-86.0,-83.0,,,,,-85.0,,,-85.0,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,-86.0,,,,,,,,,,2417.0,2452.0,,2412.0,,,,,,2412.0,2462.0,,,,,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,2437.0,2437.0,2437.0,,,,,5240.0,5520.0,5520.0,5240.0,,2437.0,2437.0,,,,,5680.0,,,5680.0,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,5260.0,,,,,
169.0911,-80.0,,,,-66.0,-79.0,-87.0,,,-88.0,,,,,,,-82.0,,,-80.0,,-85.0,-85.0,,-76.0,,-74.0,,-77.0,-77.0,-74.0,,-74.0,-93.0,-80.0,-87.0,-83.0,-83.0,,,,-78.0,,-87.0,-91.0,,-85.0,,,-84.0,,,,,,,,,-90.0,-88.0,-88.0,-87.0,,-88.0,,,,,,,,,,,,,,,,,,,,,-88.0,2437.0,,,,2417.0,2452.0,2462.0,,,2412.0,,,,,,,2427.0,,,2422.0,,5200.0,5200.0,,2462.0,,2412.0,,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,,,,2437.0,,5240.0,5240.0,,5680.0,,,5680.0,,,,,,,,,5180.0,2412.0,2412.0,2412.0,,2437.0,,,,,,,,,,,,,,,,,,,,,2437.0
173.0595,-77.0,,,,-67.0,-79.0,,,,,,,,-83.0,,,,,-81.0,-81.0,-92.0,-84.0,-85.0,-83.0,-75.0,,-80.0,-92.0,-81.0,,,,-81.0,,-79.0,,-85.0,,,,-87.0,,,-87.0,-87.0,,,,,,,,,,,,,,,-88.0,-88.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,,,,,,,,2412.0,,,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2412.0,2462.0,2437.0,,,,2412.0,,2462.0,,5520.0,,,,2437.0,,,5240.0,5240.0,,,,,,,,,,,,,,,2412.0,2412.0,2412.0,,,,,,,,,,,,,,,,,,,,,,,
177.0688,,,,,-66.0,-72.0,-84.0,,,,,,-75.0,-81.0,,,-76.0,,-81.0,-81.0,,-84.0,-84.0,-76.0,-72.0,,,,-84.0,-85.0,-88.0,,,,-81.0,,,,,,,,,,,,,,-87.0,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,,,2417.0,2452.0,2462.0,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,,,,,,,5500.0,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
181.0714,-81.0,,,,-66.0,-69.0,,,,,,,-79.0,-85.0,,,-76.0,,-72.0,-77.0,,-87.0,-88.0,-79.0,-68.0,,,,,,-87.0,,,,-82.0,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,2437.0,,,,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,,,,,2437.0,,,,2462.0,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
185.0385,-78.0,,,,-64.0,-70.0,,,,,,,-79.0,-81.0,,,-78.0,,-68.0,-71.0,,-81.0,-81.0,,-67.0,,,,-86.0,-86.0,-84.0,,,,-83.0,,,,,,,,,,,,,,,,-93.0,,,,,,-86.0,,,,,,-88.0,,-89.0,,,,,,,,,-91.0,,,,,,,,,,,-76.0,2437.0,,,,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,,5200.0,5200.0,,2462.0,,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,,,,,,,,,2462.0,,,,,,5500.0,,,,,,2412.0,,2412.0,,,,,,,,,2412.0,,,,,,,,,,,2437.0
189.0266,-76.0,,,,-72.0,-71.0,,,,,,,-75.0,,,,-74.0,,-68.0,-71.0,,-77.0,-77.0,,-72.0,-90.0,,,,,-86.0,,,,-85.0,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2417.0,2452.0,,,,,,,2462.0,,,,2427.0,,2437.0,2422.0,,5200.0,5200.0,,2462.0,2437.0,,,,,2437.0,,,,2462.0,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0618,,,,,-76.0,-68.0,,,,,,,-71.0,-78.0,,,-69.0,,-68.0,-66.0,,-79.0,-79.0,-70.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-87.0,-92.0,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,-95.0,,,,,,-78.0,,,,,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,5500.0,5500.0,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,2437.0
197.0746,,,,-85.0,-73.0,-68.0,,,,,,,-66.0,-68.0,,,-66.0,-90.0,-66.0,-68.0,-83.0,-73.0,-73.0,-67.0,-64.0,-87.0,,,,,,,,,-91.0,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,-90.0,,,-88.0,,-89.0,,,,,-90.0,,,,,,,-68.0,,,,5200.0,2417.0,2452.0,,,,,,,2462.0,2412.0,,,2427.0,2412.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,2462.0,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,2462.0,,,2412.0,,2462.0,,,,,5240.0,,,,,,,2437.0
