AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:49,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:49,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:03:11
80.164,-79.0,,-90.0,,-95.0,,-83.0,,-76.0,-88.0,,-78.0,,,-90.0,,,-84.0,-91.0,,,-92.0,-94.0,,-88.0,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,2462.0,,5200.0,,2417.0,2452.0,,2412.0,,,2412.0,,,2462.0,2412.0,,,2412.0,2427.0,,2437.0,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.1657,-71.0,,,,,,-78.0,,-77.0,,-88.0,-85.0,,,,-93.0,-95.0,-89.0,-89.0,,,,,,,,-93.0,,-85.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,2462.0,2412.0,,,,2412.0,2432.0,2462.0,2412.0,,,,,,,,2422.0,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.1587,-79.0,-92.0,,,,,-80.0,,-77.0,-90.0,-92.0,-80.0,,,,,,-88.0,,,,,,,-94.0,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,,,,,,2462.0,,,,,,,2437.0,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.1535,-79.0,-91.0,,-89.0,-92.0,,-82.0,,-81.0,-90.0,,-83.0,-90.0,-91.0,-90.0,-93.0,,-90.0,,,,,,,,,-92.0,,,-88.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,2462.0,2462.0,,5200.0,,2417.0,2452.0,,2412.0,2412.0,2412.0,2412.0,2412.0,,2462.0,,,,,,,,,2422.0,,,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
88.1687,-79.0,,,-93.0,,,-87.0,,-80.0,,-90.0,-89.0,,,-92.0,-91.0,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,,2462.0,2412.0,,,2412.0,2412.0,,,,,,,,,,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.1521,-82.0,-92.0,,,,,-87.0,,-79.0,-91.0,,-85.0,,,,-92.0,,,,,,,-88.0,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,5200.0,,2417.0,2452.0,,2412.0,,,,2412.0,,,,,,,2427.0,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92.1674,-78.0,,,,,,-91.0,,-73.0,-87.0,-88.0,-90.0,,,,,,,,,-92.0,,,,,,,,-90.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,,,,,,,,,2457.0,,,,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.1618,-77.0,,-94.0,,,,-89.0,,-79.0,-91.0,,-85.0,-91.0,-91.0,-92.0,-90.0,,,-92.0,,,,,,,,,,-92.0,-88.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,5200.0,,2417.0,2452.0,,2412.0,2412.0,2412.0,2412.0,2412.0,,,2412.0,,,,,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
96.1523,-82.0,,,,,,,,-74.0,-91.0,-88.0,-88.0,-94.0,,-92.0,,,-91.0,,,,,,,,,-93.0,,-86.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,2452.0,2462.0,2412.0,2412.0,,2412.0,,,2462.0,,,,,,,,,2422.0,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.1505,-78.0,,,,-93.0,,-87.0,,,-88.0,,-86.0,,-94.0,,-93.0,,,,,,,-92.0,,-92.0,,,-92.0,-88.0,-92.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,,2452.0,,2412.0,,2412.0,,2412.0,,,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100.1665,-82.0,,-92.0,,,,,,-69.0,,-90.0,-89.0,,,,,,-91.0,-92.0,,,,-87.0,,-93.0,,,,-91.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.0,2437.0,,5200.0,,,,,,2417.0,,2462.0,2412.0,,,,,,2462.0,2412.0,,,,2427.0,,2437.0,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
102.1699,-85.0,,,,,,-89.0,,-74.0,,,-86.0,,-88.0,-88.0,,,,,,,,,,,,-89.0,,-88.0,-89.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2412.0,,2412.0,2412.0,,,,,,,,,,,,2422.0,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
104.1492,-79.0,,,-93.0,,,-81.0,,-71.0,,-96.0,-79.0,-89.0,-90.0,-88.0,,,,,,,,,,,,,,-90.0,-90.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,,,,,,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106.1655,-76.0,,,,,,,,-70.0,-87.0,-92.0,-88.0,,-77.0,-95.0,,,-94.0,,,,,,-92.0,,,,,-90.0,-91.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,,,,,,,,2417.0,2452.0,2462.0,2412.0,,2412.0,2412.0,,,2462.0,,,,,,2412.0,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
108.1642,-78.0,,-92.0,,-93.0,-92.0,-83.0,,-73.0,-92.0,-89.0,-86.0,-91.0,-91.0,-92.0,,,-92.0,,,,,,,,,,-94.0,-92.0,-92.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,2462.0,2437.0,5200.0,,2417.0,2452.0,2462.0,2412.0,2412.0,2412.0,2412.0,,,2462.0,,,,,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110.1584,-78.0,,,,,,-84.0,,-75.0,-89.0,-92.0,-81.0,-93.0,-92.0,-93.0,-93.0,,-91.0,,,,,,,,,,,-90.0,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,2412.0,2412.0,2412.0,2412.0,,2462.0,,,,,,,,,,,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112.18,-77.0,,,,,,-89.0,,-77.0,,-92.0,-85.0,,-93.0,-94.0,,,,,,,,,,,,,,-91.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,,,,,,5200.0,,2417.0,,2462.0,2412.0,,2412.0,2412.0,,,,,,,,,,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
114.1787,-80.0,,-93.0,-94.0,,,-83.0,,-77.0,,-88.0,-77.0,,-91.0,,,,-93.0,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,,5200.0,2462.0,,,5200.0,,2417.0,,2462.0,2412.0,,2412.0,,,,2462.0,,,,,,,,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
116.1532,-75.0,,,-94.0,,,-85.0,,-77.0,-92.0,-89.0,-81.0,-93.0,-93.0,-93.0,,,-90.0,,,,,,,,,,-90.0,,-91.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,,,2462.0,,,5200.0,,2417.0,2452.0,2462.0,2412.0,2412.0,2412.0,2412.0,,,2462.0,,,,,,,,,,2437.0,,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
118.1619,-77.0,,,-96.0,-93.0,,-90.0,,-77.0,-88.0,-88.0,-85.0,-92.0,-93.0,-91.0,,,,,,,,,,,,,-92.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,,,2462.0,2462.0,,5200.0,,2417.0,2452.0,2462.0,2412.0,2412.0,2412.0,2412.0,,,,,,,,,,,,,2437.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
120.1337,-77.0,,-94.0,,,,-86.0,,-76.0,-87.0,,-80.0,-89.0,-93.0,-93.0,,,,,,,,-94.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,,5200.0,,,,5200.0,,2417.0,2452.0,,2412.0,2412.0,2412.0,2412.0,,,,,,,,2427.0,,,,,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
122.175,-77.0,,,,,,-85.0,,,-88.0,-89.0,-85.0,,-93.0,,-94.0,,-92.0,,,,,,,,,,-91.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,2437.0,,,,,,5200.0,,,2452.0,2462.0,2412.0,,2412.0,,2412.0,,2462.0,,,,,,,,,,2437.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
124.1904,-78.0,,,,,,-86.0,,,-88.0,,-85.0,-92.0,,-91.0,,,,,,-95.0,,,,,,,-93.0,,-90.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,2437.0,,,,,,5200.0,,,2452.0,,2412.0,2412.0,,2412.0,,,,,,2457.0,,,,,,,2437.0,,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
126.1515,-78.0,,,,,,-87.0,,-73.0,-90.0,-92.0,,,-93.0,-92.0,,,,,,-94.0,,,,,,,-93.0,-91.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,,,,,,5200.0,,2417.0,2452.0,2462.0,,,2412.0,2412.0,,,,,,2457.0,,,,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
128.1637,-79.0,,,,-93.0,,-87.0,,-74.0,,-90.0,,,,-94.0,,,-92.0,,,,,-91.0,,,,-94.0,,-91.0,-90.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,2462.0,,,,2412.0,,,2462.0,,,,,2427.0,,,,2422.0,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
130.1722,-84.0,,,,,-92.0,,,-71.0,-93.0,-92.0,-85.0,-93.0,-93.0,,,,,,,,,,,-95.0,,,-93.0,-91.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,2417.0,2452.0,2462.0,2412.0,2412.0,2412.0,,,,,,,,,,,2437.0,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.1663,-77.0,,,,-92.0,,-85.0,,-71.0,,,-85.0,-92.0,-92.0,-92.0,,,,,,,,,,,,-92.0,-92.0,-90.0,-90.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,,2412.0,2412.0,2412.0,2412.0,,,,,,,,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
134.1686,-90.0,,,,-94.0,,-84.0,,-79.0,-90.0,-91.0,-83.0,,,,,,-92.0,,,,,-90.0,,,-93.0,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,2437.0,,,,2462.0,,5200.0,,2417.0,2452.0,2462.0,2412.0,,,,,,2462.0,,,,,2427.0,,,2437.0,,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
136.2654,-85.0,-91.0,,,-94.0,,-85.0,-89.0,-79.0,-89.0,-89.0,-82.0,,,,-93.0,,-89.0,-92.0,,,,-91.0,,,-94.0,,,-86.0,-86.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,2437.0,2437.0,,,2462.0,,5200.0,5320.0,2417.0,2452.0,2462.0,2412.0,,,,2412.0,,2462.0,2412.0,,,,2427.0,,,2437.0,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
138.1741,-71.0,,-93.0,-93.0,,,-77.0,,-80.0,-87.0,,-82.0,,,,-90.0,,,,,,,,,,,,,-87.0,-89.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2462.0,,,5200.0,,2417.0,2452.0,,2412.0,,,,2412.0,,,,,,,,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
140.1592,-75.0,,,,-94.0,,-77.0,,-82.0,-86.0,-89.0,-86.0,,,,-92.0,,,,,,,-86.0,,,,,,-86.0,-89.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,2452.0,2462.0,2412.0,,,,2412.0,,,,,,,2427.0,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
142.1622,-74.0,-87.0,,,,,-79.0,,-79.0,-87.0,-89.0,-85.0,-92.0,,,-91.0,,-88.0,-85.0,,,,,,,,-93.0,,,-90.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,2412.0,,,2412.0,,2462.0,2412.0,,,,,,,,2422.0,,,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144.1725,-82.0,,,,,,-86.0,,-71.0,-87.0,-81.0,-81.0,,,,,,,-92.0,,,,-87.0,,,,,,-88.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,,,,,,,2412.0,,,,2427.0,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
146.1627,,,,,,,-83.0,,-67.0,-93.0,-83.0,-85.0,,,,-90.0,,,-90.0,,,,,,,,,-88.0,-92.0,-89.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,,,,2412.0,,,2412.0,,,,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
148.1693,-84.0,,-92.0,,,,-87.0,,-73.0,-86.0,-86.0,,,,,,,,,,,,,,,,-91.0,,-91.0,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,5200.0,,2417.0,2452.0,2462.0,,,,,,,,,,,,,,,,2422.0,,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
150.1777,-78.0,,,,,,-87.0,,-80.0,-87.0,-91.0,-92.0,-91.0,-93.0,-92.0,,,-91.0,,,,,-88.0,-93.0,,,,-92.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,2462.0,2412.0,2412.0,2412.0,2412.0,,,2462.0,,,,,2427.0,2412.0,,,,2437.0,,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.1821,-83.0,,,-93.0,-93.0,,-91.0,,-77.0,-87.0,-87.0,-88.0,,-93.0,,,,,,-96.0,,,-89.0,-91.0,,,,-91.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,2462.0,,5200.0,,2417.0,2452.0,2462.0,2412.0,,2412.0,,,,,,2412.0,,,2427.0,2412.0,,,,2437.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.1758,-89.0,-93.0,,,,,-89.0,,-73.0,-92.0,,-89.0,-92.0,,-92.0,,,,,,,,-95.0,,,,-90.0,,,-91.0,-92.0,,,,,,-91.0,-70.0,-93.0,-89.0,,,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,5200.0,,2417.0,2452.0,,2412.0,2412.0,,2412.0,,,,,,,,2427.0,,,,2422.0,,,5220.0,2462.0,,,,,,2457.0,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,
156.1636,-87.0,,,,,,,,,-86.0,-92.0,-91.0,,,,,,-89.0,,,,,-87.0,,-93.0,,-93.0,,,,,,,,,,-91.0,-90.0,-92.0,-93.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,2452.0,2462.0,2412.0,,,,,,2462.0,,,,,2427.0,,2437.0,,2422.0,,,,,,,,,,2457.0,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,
158.1732,-85.0,,,,,,-91.0,,-74.0,,,-91.0,,,,-94.0,,,,,,,-89.0,,,,,,-92.0,-90.0,-89.0,,,-91.0,-93.0,,-88.0,-94.0,-95.0,-93.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2412.0,,,,2412.0,,,,,,,2427.0,,,,,,5220.0,5220.0,2462.0,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,
160.265,-83.0,,,,,,-91.0,,-77.0,,,,-92.0,-93.0,-91.0,,,-85.0,-95.0,,,,-87.0,,,,,,-91.0,-91.0,,,,,-90.0,,-90.0,,-92.0,-90.0,,-92.0,,,,-92.0,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,,2412.0,2412.0,2412.0,,,2462.0,2412.0,,,,2427.0,,,,,,5220.0,5220.0,,,,,2412.0,,2457.0,,2437.0,2437.0,,2412.0,,,,5520.0,,,,,,,,,,,
162.2008,-88.0,,,,,,-91.0,,-73.0,-87.0,,,,,,,,-85.0,,,,,-88.0,,,,,-87.0,-88.0,,-87.0,,,-83.0,-88.0,,-90.0,-88.0,-88.0,-84.0,,,,,-93.0,,,,,,,,-94.0,,,,,2437.0,,,,,,5200.0,,2417.0,2452.0,,,,,,,,2462.0,,,,,2427.0,,,,,2437.0,5220.0,,2462.0,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,,5240.0,,,,,,,,2462.0,,,,
164.4101,-85.0,,,,,,,,-68.0,-85.0,,-92.0,,,,,,,-92.0,,,,-83.0,,,,,-89.0,-86.0,-86.0,,,,-86.0,-85.0,,,-90.0,-89.0,-91.0,-91.0,-89.0,-87.0,,-91.0,-89.0,-88.0,-90.0,-93.0,,,,-93.0,-94.0,-90.0,-93.0,,2437.0,,,,,,,,2417.0,2452.0,,2412.0,,,,,,,2412.0,,,,2427.0,,,,,2437.0,5220.0,5220.0,,,,2462.0,2412.0,,,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,,5240.0,5520.0,5520.0,5260.0,2437.0,,,,2462.0,2462.0,2462.0,2462.0,
