AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:37,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:44,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:02:16,wifi_rssi_20:23:00:00:02:17,wifi_rssi_20:23:00:00:02:18,wifi_rssi_20:23:00:00:02:19,wifi_rssi_20:23:00:00:02:20,wifi_rssi_20:23:00:00:02:21,wifi_rssi_20:23:00:00:02:22,wifi_rssi_20:23:00:00:02:23,wifi_rssi_20:23:00:00:02:24,wifi_rssi_20:23:00:00:02:25,wifi_rssi_20:23:00:00:02:26,wifi_rssi_20:23:00:00:02:27,wifi_rssi_20:23:00:00:02:29,wifi_rssi_20:23:00:00:02:30,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:37,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:44,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:02:16,wifi_freq_20:23:00:00:02:17,wifi_freq_20:23:00:00:02:18,wifi_freq_20:23:00:00:02:19,wifi_freq_20:23:00:00:02:20,wifi_freq_20:23:00:00:02:21,wifi_freq_20:23:00:00:02:22,wifi_freq_20:23:00:00:02:23,wifi_freq_20:23:00:00:02:24,wifi_freq_20:23:00:00:02:25,wifi_freq_20:23:00:00:02:26,wifi_freq_20:23:00:00:02:27,wifi_freq_20:23:00:00:02:29,wifi_freq_20:23:00:00:02:30,wifi_freq_20:23:00:00:03:11
87.9065,,-78.0,,,,,,,-93.0,,,,,-89.0,-87.0,,-89.0,-91.0,-93.0,-91.0,-92.0,,-85.0,,,,-79.0,-79.0,,,,,,,,,,,,-90.0,-89.0,-89.0,,,,-78.0,-77.0,-85.0,-77.0,-77.0,-85.0,-92.0,,-90.0,-86.0,-86.0,-85.0,-87.0,-90.0,,,2417.0,,,,,,,2437.0,,,,,2412.0,2412.0,,2457.0,2437.0,2437.0,2437.0,2462.0,,2472.0,,,,5260.0,5260.0,,,,,,,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,2437.0,2437.0,2437.0,5560.0,2412.0,,2437.0,5640.0,5640.0,5560.0,2412.0,2437.0,
91.7016,-90.0,-73.0,-89.0,-92.0,,-87.0,,,-85.0,,-93.0,-83.0,-90.0,-87.0,,-89.0,-93.0,-85.0,,-86.0,-83.0,-88.0,-79.0,,,,-80.0,-81.0,,,,,,,,,,,,-83.0,-84.0,-90.0,,,,-79.0,-78.0,-91.0,-82.0,-83.0,,-85.0,,-92.0,-82.0,-81.0,,-88.0,-91.0,-79.0,2437.0,2417.0,2452.0,2462.0,,2427.0,,,2437.0,,5220.0,2462.0,2437.0,2412.0,,2462.0,2457.0,2437.0,,2437.0,2462.0,2412.0,2472.0,,,,5260.0,5260.0,,,,,,,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,2437.0,2437.0,2437.0,,2412.0,,2437.0,5640.0,5640.0,,2412.0,2437.0,2462.0
95.9061,,-74.0,-90.0,-89.0,,-88.0,-92.0,-92.0,,-91.0,-89.0,-89.0,-88.0,-87.0,-89.0,,,-86.0,,-89.0,-85.0,-92.0,-78.0,,,,-83.0,-83.0,-90.0,,,,,,,,,,,-92.0,-88.0,-87.0,,,,-71.0,-71.0,-92.0,-83.0,-85.0,-93.0,-91.0,-91.0,-93.0,-82.0,-82.0,,-92.0,-93.0,-68.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2437.0,2412.0,2412.0,,,2437.0,,2437.0,2462.0,2412.0,2472.0,,,,5260.0,5260.0,2437.0,,,,,,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,2437.0,2437.0,2437.0,5560.0,2412.0,2412.0,2437.0,5640.0,5640.0,,2412.0,2437.0,2462.0
99.7079,-91.0,,-89.0,-90.0,-92.0,-90.0,-92.0,,-85.0,-93.0,-93.0,-91.0,,-82.0,-91.0,-93.0,,-89.0,-89.0,,-86.0,-92.0,-76.0,,,,-87.0,-87.0,,,,,,,,,,,,,-87.0,-92.0,,,,-74.0,-74.0,-89.0,-81.0,-82.0,,-91.0,,,-83.0,-83.0,,-89.0,,-79.0,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2412.0,2412.0,2462.0,,2437.0,2437.0,,2462.0,2412.0,2472.0,,,,5260.0,5260.0,,,,,,,,,,,,,2462.0,5200.0,,,,5180.0,5180.0,2437.0,2437.0,2437.0,,2412.0,,,5640.0,5640.0,,2412.0,,2462.0
103.7739,-89.0,-74.0,-86.0,-87.0,-91.0,,-91.0,-94.0,-86.0,,-92.0,-88.0,-86.0,-75.0,-90.0,,,-87.0,-91.0,,-86.0,-90.0,-77.0,,,,-80.0,-81.0,-91.0,,,,,,,,,,,,-89.0,,,,,-76.0,-76.0,-94.0,-82.0,-85.0,,,,,-81.0,-82.0,,,,,2437.0,2417.0,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0,2412.0,2412.0,,,2437.0,2437.0,,2462.0,2412.0,2472.0,,,,5260.0,5260.0,2437.0,,,,,,,,,,,,2462.0,,,,,5180.0,5180.0,2437.0,2437.0,2437.0,,,,,5640.0,5640.0,,,,
107.7463,,-75.0,-87.0,-90.0,-94.0,-87.0,-92.0,,-90.0,,-92.0,-91.0,,-76.0,,,,-93.0,-88.0,-89.0,-86.0,-90.0,-77.0,,,,-81.0,-82.0,-92.0,,,,,,,,,,,-86.0,-88.0,-86.0,,,,-77.0,-77.0,,-81.0,-84.0,,,-93.0,,-83.0,-83.0,,-91.0,,-83.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,5220.0,2462.0,,2412.0,,,,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,,,,5260.0,5260.0,2437.0,,,,,,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,,2437.0,2437.0,,,2412.0,,5640.0,5640.0,,2412.0,,2462.0
111.7557,,-76.0,-87.0,-91.0,-92.0,-87.0,-92.0,,-85.0,,-92.0,-89.0,-87.0,-82.0,-91.0,,,-87.0,-92.0,,-85.0,-91.0,-78.0,,,,-80.0,-80.0,,,,,,,,,,,,-86.0,-88.0,-86.0,,,,-75.0,-75.0,-92.0,-79.0,-83.0,,,,-93.0,-85.0,-86.0,,-94.0,,-86.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,5220.0,2462.0,2437.0,2412.0,2412.0,,,2437.0,2437.0,,2462.0,2412.0,2472.0,,,,5260.0,5260.0,,,,,,,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,2437.0,2437.0,2437.0,,,,2437.0,5640.0,5640.0,,2412.0,,2462.0
115.7464,,-77.0,-87.0,-89.0,,-89.0,,,-90.0,-91.0,-90.0,,-89.0,-83.0,,,-92.0,-86.0,,,-88.0,,-77.0,,,,-80.0,-80.0,-92.0,,,,,,,,,,,-89.0,-91.0,,,,,-76.0,-76.0,,-81.0,-83.0,,,,,-86.0,-86.0,,-93.0,,-88.0,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,5220.0,5220.0,,2437.0,2412.0,,,2457.0,2437.0,,,2462.0,,2472.0,,,,5260.0,5260.0,2437.0,,,,,,,,,,,2412.0,2462.0,,,,,5180.0,5180.0,,2437.0,2437.0,,,,,5640.0,5640.0,,2412.0,,2462.0
119.7644,,-76.0,-91.0,-90.0,,-90.0,-92.0,,-82.0,-92.0,-92.0,,-86.0,-81.0,,,,,-87.0,-88.0,-86.0,,-76.0,,,,-76.0,-76.0,-91.0,,,,,,,,,,,,-87.0,,,,,-75.0,-74.0,,-78.0,-79.0,,,,,-81.0,-81.0,,-92.0,,-89.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,2437.0,2412.0,,,,,2437.0,2437.0,2462.0,,2472.0,,,,5260.0,5260.0,2437.0,,,,,,,,,,,,2462.0,,,,,5180.0,5180.0,,2437.0,2437.0,,,,,5640.0,5640.0,,2412.0,,2462.0
123.7416,,-80.0,-87.0,-87.0,,-91.0,,-90.0,-80.0,-93.0,,-87.0,-85.0,,-91.0,-90.0,-89.0,-80.0,-88.0,-80.0,-79.0,-92.0,-78.0,,-91.0,,-69.0,-69.0,,,,,,-93.0,,,,,,-90.0,-79.0,-85.0,,,,-80.0,-80.0,,-86.0,-82.0,,-89.0,,,-83.0,-82.0,,-90.0,,-73.0,,2417.0,2452.0,2462.0,,2427.0,,2422.0,2437.0,5220.0,,2462.0,2437.0,,2412.0,2462.0,2457.0,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,,5240.0,,5260.0,5260.0,,,,,,2462.0,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,,2437.0,2437.0,,2412.0,,,5640.0,5640.0,,2412.0,,2462.0
127.726,,-76.0,-89.0,,-94.0,-91.0,,,-83.0,,-93.0,-88.0,-85.0,-87.0,,-91.0,,-90.0,-83.0,-91.0,-72.0,,-81.0,,-96.0,,-68.0,-68.0,,,,,,-94.0,,,,,,-90.0,-71.0,-91.0,,,,-79.0,-79.0,-91.0,-91.0,-88.0,,,,-93.0,-88.0,-88.0,,-91.0,-90.0,,,2417.0,2452.0,,2412.0,2427.0,,,2437.0,,5220.0,2462.0,2437.0,2412.0,,2462.0,,2437.0,2437.0,2437.0,2462.0,,2472.0,,5240.0,,5260.0,5260.0,,,,,,2462.0,,,,,,2412.0,2462.0,5200.0,,,,5180.0,5180.0,2437.0,2437.0,2437.0,,,,2437.0,5640.0,5640.0,,2412.0,2437.0,
131.6446,-91.0,-79.0,-91.0,-91.0,,,-87.0,-89.0,-77.0,-87.0,-90.0,-89.0,-85.0,-95.0,-89.0,,-91.0,-88.0,,,-74.0,-90.0,-85.0,,,,-68.0,-69.0,,,,,,,,,,,,,-75.0,,,,,-86.0,-85.0,,-87.0,-89.0,,,,,,,,-93.0,,,2437.0,2417.0,2452.0,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,2412.0,2412.0,,2457.0,2437.0,,,2462.0,2412.0,2472.0,,,,5260.0,5260.0,,,,,,,,,,,,,2462.0,,,,,5180.0,5180.0,,2437.0,2437.0,,,,,,,,2412.0,,
135.6304,-91.0,-63.0,-86.0,-83.0,-89.0,,-81.0,-83.0,-71.0,-89.0,-90.0,-84.0,-83.0,,,,-92.0,-93.0,-90.0,,-84.0,,,,,,-77.0,-78.0,,,,-93.0,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,2437.0,2417.0,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,2457.0,2437.0,2437.0,,2462.0,,,,,,5260.0,5260.0,,,,5240.0,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,
139.4706,-87.0,-59.0,-87.0,-79.0,-87.0,-83.0,-76.0,-82.0,-76.0,-87.0,,-79.0,-86.0,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
141.558,-87.0,-61.0,-85.0,-86.0,-90.0,-83.0,-75.0,-78.0,-77.0,-84.0,-83.0,-86.0,-87.0,,,,,,,,,,,,,,-86.0,-87.0,,,-95.0,-90.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,,,,,5260.0,5260.0,,,2412.0,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
143.435,,-60.0,-87.0,-84.0,-92.0,-79.0,-84.0,-83.0,-71.0,,-91.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0
145.4139,-90.0,-59.0,,,-90.0,-82.0,-79.0,-78.0,-86.0,-92.0,,-87.0,-89.0,,,,,,,,,,,,,,,,,,,-93.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2417.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
