AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:01:97,wifi_rssi_20:23:00:00:01:98,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:02:56,wifi_rssi_20:23:00:00:02:57,wifi_rssi_20:23:00:00:02:58,wifi_rssi_20:23:00:00:02:59,wifi_rssi_20:23:00:00:02:60,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:70,wifi_rssi_20:23:00:00:02:73,wifi_rssi_20:23:00:00:02:74,wifi_rssi_20:23:00:00:02:88,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:45,wifi_rssi_20:23:00:00:03:46,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:01:97,wifi_freq_20:23:00:00:01:98,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:02:56,wifi_freq_20:23:00:00:02:57,wifi_freq_20:23:00:00:02:58,wifi_freq_20:23:00:00:02:59,wifi_freq_20:23:00:00:02:60,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:70,wifi_freq_20:23:00:00:02:73,wifi_freq_20:23:00:00:02:74,wifi_freq_20:23:00:00:02:88,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:45,wifi_freq_20:23:00:00:03:46
109.6518,-75.0,-80.0,-72.0,-86.0,-82.0,,,-88.0,-87.0,-92.0,-65.0,-88.0,-92.0,-82.0,,,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.6512,-74.0,,-72.0,-92.0,-91.0,-92.0,,,-89.0,-92.0,-72.0,-94.0,-91.0,-90.0,,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.6588,-81.0,-82.0,-85.0,,,,,-88.0,-91.0,,-69.0,-92.0,-93.0,-91.0,,,-61.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.6382,-77.0,,-88.0,,,,,-91.0,,,-80.0,,,,,,-66.0,-87.0,,,,,,,,,,,,-96.0,,-90.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,2427.0,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,,2412.0,,5500.0,,,,,,,,,,,,,,,,,
117.7038,-84.0,,-93.0,,,,,,,,-91.0,,,,,,-68.0,-80.0,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
119.6598,-89.0,,-94.0,,,,,,,,,,,,,,-75.0,-82.0,,,,,,-87.0,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,,,,,,,,,,2437.0,2437.0,,,,,,2462.0,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
121.6709,-86.0,,,,,,,,,,-93.0,,,,,,-77.0,-73.0,,,,,,-92.0,,-92.0,,,,,,-85.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,,,,,,5500.0,,,,,,,,,,,,,,,,,
123.6703,-92.0,,,,,,,,,,-94.0,,,,,,-76.0,-81.0,,,,,,-92.0,,-92.0,-95.0,,-92.0,,,-84.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,2412.0,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
125.6497,,-92.0,,,,,,,-74.0,,-92.0,,,,,,-76.0,-82.0,,-86.0,-92.0,-92.0,,-96.0,,-94.0,,-89.0,-94.0,,,-81.0,,,,,,,,,,-89.0,,,,,,,,,5200.0,,,,,,,2437.0,,2437.0,,,,,,2437.0,2437.0,,5500.0,2462.0,2462.0,,2462.0,,2462.0,,5500.0,2462.0,,,5500.0,,,,,,,,,,5500.0,,,,,,,
127.6467,-87.0,,,,,,,,-91.0,,,,,,,,-74.0,-70.0,,-85.0,,,,-91.0,,-91.0,,,-91.0,,,-81.0,,,,,,,,,,,,,,,,,-90.0,2437.0,,,,,,,,2437.0,,,,,,,,2437.0,2437.0,,5500.0,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,5500.0
129.6668,,,,,,,,,,,,,,,,,-80.0,-67.0,-87.0,-88.0,-84.0,,,-91.0,,-92.0,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,2437.0,2462.0,5500.0,2462.0,,,2462.0,,2462.0,,,,,,5500.0,,,,,,,,,,,,,,,,,
131.6435,-86.0,,,,,,,,,,,,,,,,-72.0,-71.0,-87.0,-88.0,,,,,,,,,-94.0,,,-78.0,-93.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,2462.0,5500.0,,,,,,,,,2462.0,,,5500.0,2412.0,,,,,,,,,,,,,,,,
133.6869,,,,,,,,,,,,,,,,-96.0,-83.0,-71.0,-95.0,-87.0,,,,,,-87.0,,,-93.0,,,-77.0,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452.0,2437.0,2437.0,2462.0,5500.0,,,,,,2462.0,,,2462.0,,,5500.0,,2437.0,,,,,,,,,,,,,,,
135.6347,-86.0,,,,,,,,,,-90.0,,,,,,-75.0,-75.0,-91.0,-89.0,,-90.0,,-85.0,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,2462.0,5500.0,,2462.0,,2462.0,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
137.6958,-88.0,,,,,,,,-90.0,,,,,,,,-76.0,-80.0,-86.0,,,-86.0,,-87.0,,-87.0,,,,,,-81.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2437.0,,,,,,,,2437.0,2437.0,2462.0,,,2462.0,,2462.0,,2462.0,,,,,,5500.0,,,,,,,,,,,,,,,,,
139.6498,-90.0,,,,,,,,,,,,,,,,-77.0,-77.0,,,,,,,,,,,-92.0,,,-85.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,,,,,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
141.6693,-84.0,,,,,,,,,,,,,,,,-86.0,-67.0,,,,,,-91.0,,-88.0,,,-90.0,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,,,2462.0,,,,,,,,,,,,,,,,,,,,
143.604,-84.0,-90.0,,,,,,,,,,,,,,,-81.0,-72.0,,,,,,-92.0,,-90.0,,,-91.0,,,-84.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,,,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
145.673,-76.0,-88.0,,,,,,-90.0,,,-92.0,,,,-92.0,,-75.0,-77.0,,,,,,-91.0,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,2427.0,,,2437.0,,,,2462.0,,2437.0,2437.0,,,,,,2462.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,
147.6692,-72.0,-85.0,,,,,,-91.0,,,-92.0,,,,,,-76.0,-85.0,,,,,,-89.0,,-92.0,,,-91.0,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,,,2462.0,,,,,,,,,,,,,,,,,,,,
149.6743,-77.0,,-94.0,,,,,-94.0,,,,,,,,,-80.0,-83.0,,,,,,,,,,,-86.0,,,-80.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,2427.0,,,,,,,,,2437.0,2437.0,,,,,,,,,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
151.6873,-83.0,-89.0,,-90.0,,,,-91.0,-91.0,,,,,,,,-82.0,-83.0,,,,,,-84.0,,-85.0,,-91.0,-82.0,,,-83.0,,,-89.0,,,,,,,-89.0,,,,,,,,2437.0,5200.0,,2452.0,,,,2427.0,2437.0,,,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,,5500.0,2462.0,,,5500.0,,,2437.0,,,,,,,5500.0,,,,,,,
153.6472,-77.0,-88.0,,,,,-89.0,-92.0,,,,,,,,,-75.0,-74.0,,,,,-90.0,-89.0,,-89.0,,,-88.0,,,-83.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,2462.0,2427.0,,,,,,,,,2437.0,2437.0,,,,,2412.0,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
155.6589,-79.0,-89.0,,,,,,-88.0,,,-91.0,,,,,,-80.0,-78.0,,,,,,-84.0,,-85.0,-92.0,,,,,-86.0,,,,,,,,,-88.0,,,,,,,,,2437.0,5200.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,2412.0,,,,,5500.0,,,,,,,,,5500.0,,,,,,,,
157.8303,-78.0,-87.0,,,,,-94.0,,,,-91.0,,,,,,,-77.0,-95.0,-91.0,-93.0,,,-87.0,,-87.0,,-90.0,-86.0,,,-77.0,,,,,,-89.0,-89.0,-90.0,-89.0,-90.0,,,,,,,,2437.0,5200.0,,,,,2462.0,,,,2437.0,,,,,,,2437.0,2462.0,5500.0,2462.0,,,2462.0,,2462.0,,5500.0,2462.0,,,5500.0,,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,
159.7259,-79.0,-92.0,,,,,,-88.0,,,,,,,,,-77.0,-69.0,,-91.0,,,,-89.0,,-90.0,,,-90.0,,,-85.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,2427.0,,,,,,,,,2437.0,2437.0,,5500.0,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
161.6608,-84.0,,,,,,,,,,,,,,,,-82.0,-72.0,-89.0,-88.0,-89.0,-88.0,,,,-94.0,,,,,,-83.0,-93.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,2462.0,5500.0,2462.0,2462.0,,,,2462.0,,,,,,5500.0,2412.0,,,,,,,,,,,,,,,,
163.6548,-86.0,,,,,,,,,,,,,,,,-75.0,-68.0,,-84.0,,,,-87.0,,-85.0,,,-86.0,,,-82.0,-92.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,,5500.0,,,,2462.0,,2462.0,,,2462.0,,,5500.0,2412.0,,,,,,,,,,,,,,,,
165.622,-92.0,-93.0,,,,,-93.0,,,,,,,,,,-79.0,,,-85.0,-91.0,-93.0,,-84.0,,-84.0,,,-84.0,,,-77.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,2462.0,,,,,,,,,,2437.0,,,5500.0,2462.0,2462.0,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
167.6644,,,,,,,,,-90.0,,,,,,,,-78.0,-66.0,,-86.0,-93.0,,,-86.0,,-85.0,,,-83.0,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2437.0,2437.0,,5500.0,2462.0,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
169.6465,-91.0,,,,,,,,,,,,,,,,-79.0,-73.0,-88.0,-87.0,,,,-79.0,,-79.0,,,-78.0,,,-78.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,2462.0,5500.0,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
171.6409,,-91.0,,,,,,,-86.0,,,,,,,,-79.0,-67.0,-80.0,-88.0,-81.0,-79.0,,-83.0,,-81.0,,,,,,,-90.0,,,-92.0,,,,-90.0,-92.0,,-91.0,-91.0,-91.0,-92.0,,,,,5200.0,,,,,,,2437.0,,,,,,,,2437.0,2437.0,2462.0,5500.0,2462.0,2462.0,,2462.0,,2462.0,,,,,,,2412.0,,,5180.0,,,,5500.0,5500.0,,5180.0,5180.0,5180.0,5180.0,,,
173.6286,-87.0,,,,,,,,-89.0,,-85.0,,,,,,-81.0,-71.0,-89.0,,-88.0,,,-84.0,,-84.0,,,-84.0,,,-85.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2437.0,,2437.0,,,,,,2437.0,2437.0,2462.0,,2462.0,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
175.6663,-90.0,,,,,,,,,,-87.0,,,,,,-75.0,-66.0,,,,,,,,-88.0,,,-89.0,,,-84.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
177.6289,-84.0,,,,,,,,,,-89.0,,,,,,-71.0,-69.0,,,-91.0,,,-89.0,,-89.0,,,-90.0,,,-88.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,2462.0,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
179.6635,-88.0,,,,,,,,,,-92.0,,,,,,-72.0,-76.0,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
181.647,-84.0,,,,,,,,,,-87.0,,,,,,-77.0,-76.0,-77.0,,,,,-89.0,,-90.0,,,-89.0,,,-87.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,2462.0,,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
183.6819,-87.0,,-93.0,,,,,,,,-83.0,,,,,,-69.0,-74.0,,,-88.0,-95.0,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,2462.0,2462.0,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
185.6572,-71.0,-91.0,-85.0,,-92.0,,,,,,-76.0,,,-91.0,,,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,2462.0,,,,,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.663,-69.0,-86.0,-83.0,,-93.0,,,-90.0,,,-76.0,,,,,,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,2437.0,5200.0,2417.0,,2462.0,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
189.6621,-81.0,-83.0,-83.0,,,,,-84.0,,,-76.0,,,-90.0,,,-60.0,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,-78.0,,,2437.0,5200.0,2417.0,,,,,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,2462.0,,
191.6462,,-78.0,-73.0,,-84.0,,,-84.0,,,-64.0,,-93.0,-83.0,,,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,5200.0,2417.0,,2462.0,,,2427.0,,,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
193.6507,-73.0,-78.0,-74.0,-83.0,-80.0,,,-84.0,,,-62.0,-89.0,,-84.0,,,-55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,,,2427.0,,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.6495,-77.0,-73.0,,,-85.0,,,-79.0,,-91.0,-65.0,,-88.0,-86.0,,,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,2462.0,,,2427.0,,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.6677,-71.0,-81.0,-72.0,-87.0,-84.0,-90.0,,-83.0,,,-73.0,-90.0,-92.0,-84.0,,,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
199.6697,-70.0,-82.0,-71.0,-84.0,-89.0,,,-79.0,-88.0,,-66.0,-91.0,,-89.0,,-86.0,-59.0,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,
201.7002,-78.0,-85.0,-71.0,-86.0,-87.0,,,-84.0,,-91.0,-66.0,-91.0,-91.0,-86.0,,,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,,2437.0,5200.0,2417.0,2452.0,2462.0,,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
203.6933,-74.0,-82.0,-69.0,,,-90.0,,-84.0,-87.0,,-68.0,-93.0,-93.0,-87.0,,,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,,2437.0,5200.0,2417.0,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
205.69,-82.0,,-69.0,-85.0,-88.0,-90.0,,-84.0,,-91.0,-69.0,-90.0,,,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,2437.0,,2417.0,2452.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
207.6579,-87.0,-82.0,-70.0,-81.0,,-88.0,,-84.0,-84.0,-86.0,-66.0,-92.0,-91.0,-89.0,,-89.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,2437.0,5200.0,2417.0,2452.0,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
209.6949,-67.0,,-66.0,-88.0,-84.0,-88.0,,-81.0,,-90.0,-70.0,-94.0,,,,,-65.0,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,-72.0,,,2437.0,,2417.0,2452.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,,,,,2437.0,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,2462.0,,
211.7988,-86.0,-84.0,-75.0,-86.0,,-91.0,,-86.0,,,-72.0,-93.0,,-89.0,,,-60.0,,,,,,,,,,,,,,-94.0,-89.0,,,,,,,,,,,,,,,-79.0,,,2437.0,5200.0,2417.0,2452.0,,2412.0,,2427.0,,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,2412.0,5500.0,,,,,,,,,,,,,,,2462.0,,
213.7627,-81.0,-88.0,,,,,,,,,-79.0,,,,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
215.7359,-81.0,-87.0,,,,,,,,,-84.0,,,,,,-65.0,-81.0,,,,,,,,,,,-92.0,,,-86.0,,,,,,,,,,,,,,,-90.0,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,2462.0,,,5500.0,,,,,,,,,,,,,,,2462.0,,
217.6631,-90.0,,,,,,,,,,-92.0,,,,,,-68.0,-79.0,,,,,,-89.0,,-89.0,,,-89.0,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,2462.0,,2462.0,,,2462.0,,,,,,,,,,,,,,,,,,,,
219.6497,,,,,,,,,,,-86.0,,,,,,-75.0,-75.0,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
221.6355,-89.0,,,,,,,,,,,,,,,,-72.0,-78.0,,-93.0,,,,-85.0,,-87.0,,,-88.0,,,-83.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,,5500.0,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
223.6594,,,,,,,,,,,-89.0,,,,,,-76.0,-77.0,,-91.0,,,,,,,,,,,,-86.0,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,5500.0,,,,,,,,,,,,5500.0,,,,,,,,,,5500.0,,,,,,,
225.6582,-84.0,-90.0,,,,,,,-95.0,,,,,,,,,-69.0,,-83.0,,,,-91.0,,-92.0,,,-91.0,,,-82.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,2437.0,,,,,,,,,2437.0,,5500.0,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
227.697,,-89.0,,,,,,,,,,,,,,,-74.0,,-84.0,-85.0,-83.0,,,,,-82.0,,-89.0,,,,-77.0,,,,,,,,,,-90.0,,,,,,,,,5200.0,,,,,,,,,,,,,,,2437.0,,2462.0,5500.0,2462.0,,,,,2462.0,,5500.0,,,,5500.0,,,,,,,,,,5500.0,,,,,,,
229.6372,,-92.0,,,,,,,-93.0,,,,,,,,-75.0,-78.0,,-86.0,-93.0,,,-90.0,,-94.0,,-89.0,,,,-83.0,,,,-94.0,-94.0,,,,,-88.0,,,,,,,,,5200.0,,,,,,,2437.0,,,,,,,,2437.0,2437.0,,5500.0,2462.0,,,2462.0,,2462.0,,5500.0,,,,5500.0,,,,5180.0,5180.0,,,,,5500.0,,,,,,,
231.6609,,,,-87.0,,,,,-89.0,,-94.0,,,,,,-78.0,-66.0,-89.0,,-87.0,-87.0,,-85.0,,-83.0,,,-83.0,,,-79.0,-95.0,,,,,,,-88.0,-90.0,,,,,,,,,,,,2452.0,,,,,2437.0,,2437.0,,,,,,2437.0,2437.0,2462.0,,2462.0,2462.0,,2462.0,,2462.0,,,2462.0,,,5500.0,2412.0,,,,,,,5500.0,5500.0,,,,,,,,
233.8186,-82.0,,,,,,,,-91.0,,,,,,,,-83.0,-80.0,,-85.0,-92.0,,,,,-92.0,,,-92.0,,,-79.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2437.0,,,,,,,,2437.0,2437.0,,5500.0,2462.0,,,,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
235.6843,,,,,,,,,,,,,,,,,,-73.0,,,,,,-92.0,,-87.0,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,2462.0,,2462.0,,,,,,5500.0,,,,,,,,,,,,,,,,,
237.6426,-83.0,,,,,,,,,,,,,,,,-74.0,,-89.0,,-93.0,-90.0,,,,-92.0,,,-88.0,,,-83.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,,2462.0,,2462.0,2462.0,,,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,
239.6374,-85.0,,,,,,,,,,,,,,,,-66.0,-67.0,,-90.0,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,,5500.0,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,
241.6716,-82.0,-93.0,,,,,,,,,,,,,,,-81.0,-73.0,,-90.0,,,,-89.0,,-89.0,,,-73.0,,,-86.0,,,,,,,,,,,,,,,-95.0,,,2437.0,5200.0,,,,,,,,,,,,,,,2437.0,2437.0,,5500.0,,,,2462.0,,2462.0,,,2462.0,,,5500.0,,,,,,,,,,,,,,,2462.0,,
